"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
747058,"2024-04-01",2,"2024-04-02T01:10:57.992Z","2024-04-02T01:11:21.019Z",TRUE,"pitch","47f3f7da-992b-4895-bb27-6e6d0bb042f3",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,2,1,NA,NA,3.43,1.65,NA,99.33,165.62,"fly_ball","medium","89",197.1,67.69,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Home Run","home_run","Jordan Westburg homers (1) on a fly ball to right center field. Cedric Mullins scores.",2,4,6,72,"bottom",9,"2024-04-02T01:10:11.142Z","2024-04-02T01:11:21.019Z",TRUE,TRUE,FALSE,FALSE,75,0,2,1,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,85.2,6,0.88,0.4047,5.8289,29.783,-18.7733,-2.6294,7.2252,0.4635,2.7098,3.6278,-135.3909,-6.5558,-0.5528,50.0041,6.4781,-4.878,12,4.8,24,2182,195,101.7,29,369,NA,NA,NA,FALSE,-19.8,11.9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747058,"2024-04-01",1,"2024-04-02T01:10:41.187Z","2024-04-02T01:10:44.799Z",TRUE,"pitch","a0c5e033-c4af-43f1-b331-f5edff5da7f8",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.5919,1.7325,NA,108.7,182.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Home Run","home_run","Jordan Westburg homers (1) on a fly ball to right center field. Cedric Mullins scores.",2,4,6,72,"bottom",9,"2024-04-02T01:10:11.142Z","2024-04-02T01:11:21.019Z",TRUE,TRUE,FALSE,FALSE,75,0,2,1,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81,74.2,8,0.9,0.4664,5.8991,24.7276,-36.3471,2.0534,-2.9927,0.2177,2.085,1.2478,-117.9447,-2.7554,-0.587,50.0036,6.6565,2.8614,4.8,10.8,24,1924,77,NA,NA,NA,NA,NA,NA,FALSE,-47.9,-5.9,-4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747058,"2024-04-01",0,"2024-04-02T01:10:21.618Z","2024-04-02T01:10:24.703Z",TRUE,"pitch","c5066caf-b12f-4e36-8443-98e870a6a1ee",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.43,1.65,NA,121.94,204.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Home Run","home_run","Jordan Westburg homers (1) on a fly ball to right center field. Cedric Mullins scores.",2,4,6,72,"bottom",9,"2024-04-02T01:10:11.142Z","2024-04-02T01:11:21.019Z",TRUE,TRUE,FALSE,FALSE,75,0,2,1,676059,"Jordan Westburg","/api/v1/people/676059","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.1,74.3,13,0.9,0.4665,5.946,24.9639,-34.2175,0.0519,-1.4675,-0.1297,1.2588,1.1886,-117.9686,-4.9294,-0.6493,50.0024,6.5721,0.0723,0,10.8,24,1999,86,NA,NA,NA,NA,NA,NA,FALSE,-45.7,-3.7,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747058,"2024-04-01",2,"2024-04-02T01:09:41.052Z","2024-04-02T01:09:52.591Z",TRUE,"pitch","5c91be13-09c2-4ebf-8d22-622458036eb7",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,0,1,NA,NA,3.32,1.55,NA,84.56,190.1,"line_drive","medium","9",163.27,68,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Cedric Mullins singles on a line drive to right fielder Hunter Renfroe.",0,4,4,71,"bottom",9,"2024-04-02T01:08:57.317Z","2024-04-02T01:09:52.591Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.3,85.7,14,0.88,0.4037,6.0371,29.2246,-14.2088,-2.1237,9.6333,0.8512,1.8031,4.3613,-135.5979,-9.8163,-0.5011,50.0046,6.4581,-3.9616,10.8,3.6,24,2202,196,98.1,16,305,NA,NA,NA,FALSE,-15.8,15.6,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
747058,"2024-04-01",1,"2024-04-02T01:09:18.782Z","2024-04-02T01:09:22.057Z",TRUE,"pitch","4a6e7226-e377-4f34-88d3-fc262ce737ce",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.4761,1.5421,NA,115.36,222.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Cedric Mullins singles on a line drive to right fielder Hunter Renfroe.",0,4,4,71,"bottom",9,"2024-04-02T01:08:57.317Z","2024-04-02T01:09:52.591Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.2,73.9,14,0.9,0.4712,6.1012,23.6151,-33.9809,0.486,-1.3249,0.043,0.5962,1.9076,-116.6142,-5.9616,-0.8515,50.0026,6.4225,0.6634,1.2,10.8,24,1991,59,NA,NA,NA,NA,NA,NA,FALSE,-46.6,-3.7,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
747058,"2024-04-01",0,"2024-04-02T01:09:05.292Z","2024-04-02T01:09:08.292Z",TRUE,"pitch","6c6ce43e-bdcc-45ac-8a41-3283fdfa365f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.515,1.6407,NA,155.19,123.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Cedric Mullins singles on a line drive to right fielder Hunter Renfroe.",0,4,4,71,"bottom",9,"2024-04-02T01:08:57.317Z","2024-04-02T01:09:52.591Z",TRUE,FALSE,FALSE,FALSE,33,2,0,1,656775,"Cedric Mullins","/api/v1/people/656775","L","Left",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,85,11,0.9,0.404,5.8442,30.7279,-15.4198,-2.5677,9.0125,-1.0018,4.2791,0.8843,-135.7508,-3.3102,-0.9989,50.0062,6.5929,-4.7758,15.6,3.6,24,2061,203,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.8,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
747058,"2024-04-01",3,"2024-04-02T01:08:33.018Z","2024-04-02T01:08:41.043Z",TRUE,"pitch","981b08ea-f693-44e5-9a52-fdabdb6dee1b",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.25,1.51,NA,107.5,167.36,"ground_ball","medium","6",109.56,159.73,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Austin Hays grounds out, shortstop Bobby Witt Jr. to first baseman Nick Loftin.",0,4,4,70,"bottom",9,"2024-04-02T01:08:18.216Z","2024-04-02T01:08:41.043Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,669720,"Austin Hays","/api/v1/people/669720","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,84.6,5,0.84,0.4079,5.9251,28.7612,-18.6126,-1.5881,7.4213,0.2492,2.6452,3.6834,-134.2243,-6.4067,-0.9338,50,6.3861,-2.901,6,4.8,24,2061,199,66.4,-22,9,NA,NA,NA,TRUE,-19.8,12.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
747058,"2024-04-01",2,"2024-04-02T01:08:18.216Z","2024-04-02T01:08:22.342Z",TRUE,"pitch","8885ef12-203d-490d-b50c-d566a023c333",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3316,1.6246,NA,96.27,151.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Austin Hays grounds out, shortstop Bobby Witt Jr. to first baseman Nick Loftin.",0,4,4,70,"bottom",9,"2024-04-02T01:08:18.216Z","2024-04-02T01:08:41.043Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,669720,"Austin Hays","/api/v1/people/669720","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.3,74.5,9,0.9,0.4647,5.9499,24.7684,-34.5782,0,-1.718,0.7452,1.8835,3.6282,-118.3513,-3.3543,-0.8142,50.0009,6.5199,-0.0011,1.2,9.6,24,1859,65,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-3.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
747058,"2024-04-01",0,"2024-04-02T01:07:05.579Z","2024-04-02T01:07:05.621Z",FALSE,"action",NA,NA,"Dairon Blanco remains in the game as the center fielder.","Defensive Switch",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,680118,"/api/v1/people/680118",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","901","70","atBat","Groundout","field_out","Austin Hays grounds out, shortstop Bobby Witt Jr. to first baseman Nick Loftin.",0,4,4,70,"bottom",9,"2024-04-02T01:08:18.216Z","2024-04-02T01:08:41.043Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,669720,"Austin Hays","/api/v1/people/669720","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,664728,"/api/v1/people/664728",NA,NA,NA,NA,NA,NA,TRUE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
747058,"2024-04-01",1,"2024-04-02T01:07:05.621Z","2024-04-02T01:08:18.216Z",FALSE,"action",NA,NA,"Pitching Change: Nick Anderson replaces James McArthur.","Pitching Substitution",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,623433,"/api/v1/people/623433",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"70","atBat","Groundout","field_out","Austin Hays grounds out, shortstop Bobby Witt Jr. to first baseman Nick Loftin.",0,4,4,70,"bottom",9,"2024-04-02T01:08:18.216Z","2024-04-02T01:08:41.043Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,669720,"Austin Hays","/api/v1/people/669720","R","Right",623433,"Nick Anderson","/api/v1/people/623433","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656775,"Cedric Mullins","/api/v1/people/656775",NA,NA,NA,NA,NA,NA
