"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718638,"2023-04-10",4,"2023-04-11T00:45:55.209Z","2023-04-11T00:46:01.952Z",TRUE,"pitch","bfd5ee23-4b48-4500-9874-09c90282948e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.53,1.69,NA,71.43,158.4,"ground_ball","soft","4",138.59,170.87,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Raimel Tapia grounds out softly, second baseman Brandon Lowe to first baseman Luke Raley.",0,0,1,62,"top",9,"2023-04-11T00:45:02.562Z","2023-04-11T00:46:01.952Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.2,12,0.89,0.39,6.8514,32.7471,-8.7696,-0.2334,11.7288,1.1954,2.9772,3.2239,-140.5836,-8.2161,0.0626,50.0065,6.5121,-0.466,1.2,2.4,24,2602,186,43.1,-16,10,NA,NA,NA,TRUE,-9.7,19.7,-0.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",3,"2023-04-11T00:45:36.346Z","2023-04-11T00:45:39.346Z",TRUE,"pitch","6d93fea2-5925-479f-a110-807bbff5b200",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.53,1.69,NA,100.22,140.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Raimel Tapia grounds out softly, second baseman Brandon Lowe to first baseman Luke Raley.",0,0,1,62,"top",9,"2023-04-11T00:45:02.562Z","2023-04-11T00:46:01.952Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.1,3,0.89,0.3894,6.869,33.2557,-8.1212,-0.4748,12.0134,0.4402,3.6487,2.1684,-140.8967,-6.5128,-0.2791,50.0054,6.521,-0.9512,2.4,2.4,24,2606,185,NA,NA,NA,NA,NA,NA,FALSE,-8.8,20.5,0.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",2,"2023-04-11T00:45:19.500Z","2023-04-11T00:45:22.679Z",TRUE,"pitch","a2c1aa52-447a-4b0c-9e76-392f33366883",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.7182,1.8399,NA,117.23,149.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Raimel Tapia grounds out softly, second baseman Brandon Lowe to first baseman Luke Raley.",0,0,1,62,"top",9,"2023-04-11T00:45:02.562Z","2023-04-11T00:46:01.952Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89,2,0.9,0.3857,7.011,34.1328,-8.6535,-0.2517,11.5291,-0.006,3.3108,1.1832,-142.2708,-7.4093,-0.3954,50.0003,6.5048,-0.5135,1.2,2.4,24,2441,192,NA,NA,NA,NA,NA,NA,FALSE,-9.2,19.4,0.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",1,"2023-04-11T00:45:04.801Z","2023-04-11T00:45:07.977Z",TRUE,"pitch","15800d62-76ec-40c8-bd0d-d8cc52d83a49",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7389,1.8399,NA,142.18,199.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Raimel Tapia grounds out softly, second baseman Brandon Lowe to first baseman Luke Raley.",0,0,1,62,"top",9,"2023-04-11T00:45:02.562Z","2023-04-11T00:46:01.952Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.3,13,0.9,0.4391,6.7563,25.752,-38.6147,2.1201,-4.0871,-0.6605,1.4455,-1.6373,-124.8589,-5.2551,-0.2708,50.006,6.7645,3.3394,4.8,10.8,24,2564,57,NA,NA,NA,NA,NA,NA,FALSE,-45.6,-8.4,-3.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",0,"2023-04-11T00:44:41.422Z","2023-04-11T00:45:04.801Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Raimel Tapia replaces Rob Refsnyder.","Offensive Substitution",0,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,606132,"/api/v1/people/606132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","62","atBat","Groundout","field_out","Raimel Tapia grounds out softly, second baseman Brandon Lowe to first baseman Luke Raley.",0,0,1,62,"top",9,"2023-04-11T00:45:02.562Z","2023-04-11T00:46:01.952Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,606132,"Raimel Tapia","/api/v1/people/606132","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,608701,"/api/v1/people/608701",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",2,"2023-04-11T00:44:17.045Z","2023-04-11T00:44:24.589Z",TRUE,"pitch","bcaf7b5c-1767-4013-a3ca-e5ac3ea3a218",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.23,1.47,NA,102.34,139.36,"ground_ball","medium","1",129.64,174.54,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Masataka Yoshida grounds out, pitcher Pete Fairbanks to first baseman Luke Raley.",0,0,1,61,"top",9,"2023-04-11T00:43:39.430Z","2023-04-11T00:44:24.589Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.1,12,0.9,0.385,6.8472,34.4551,-7.258,0.5469,12.1733,0.3846,3.6824,1.8943,-142.5596,-6.8648,-0.3611,50.0068,6.5877,1.1194,9.6,1.2,24,2594,190,65.4,-8,20,NA,NA,NA,TRUE,-7.9,20.8,-1.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",1,"2023-04-11T00:44:01.282Z","2023-04-11T00:44:04.323Z",TRUE,"pitch","e22dd788-6493-46d6-9109-e374e7159823",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.2846,1.4913,NA,137.92,209.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Masataka Yoshida grounds out, pitcher Pete Fairbanks to first baseman Luke Raley.",0,0,1,61,"top",9,"2023-04-11T00:43:39.430Z","2023-04-11T00:44:24.589Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.7,13,0.9,0.4426,6.9704,26.0691,-40.2964,2.4568,-5.2455,-0.5489,1.1023,-1.708,-124.0051,-5.5686,-0.1685,50.002,6.7593,3.8049,4.8,10.8,24,2617,44,NA,NA,NA,NA,NA,NA,FALSE,-48.4,-10.6,-4.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",0,"2023-04-11T00:43:44.752Z","2023-04-11T00:43:47.884Z",TRUE,"pitch","dae55491-159f-4c5f-ab0e-9dc6d51865b1",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.2846,1.4913,NA,92.92,195.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Groundout","field_out","Masataka Yoshida grounds out, pitcher Pete Fairbanks to first baseman Luke Raley.",0,0,1,61,"top",9,"2023-04-11T00:43:39.430Z","2023-04-11T00:44:24.589Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,807799,"Masataka Yoshida","/api/v1/people/807799","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.5,9,0.9,0.4321,6.7206,26.6684,-36.4214,2.1051,-2.6139,0.6317,1.6206,1.6124,-126.8986,-5.499,-0.286,50.0021,6.7268,3.4227,6,9.6,24,2510,77,NA,NA,NA,NA,NA,NA,FALSE,-41.8,-5.8,-4.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",3,"2023-04-11T00:43:17.565Z","2023-04-11T00:43:22.097Z",TRUE,"pitch","44b5a725-91e2-4bf2-add7-084526b2cf83",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.4909,1.5791,NA,112.95,176.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,0,1,60,"top",9,"2023-04-11T00:42:30.216Z","2023-04-11T00:43:22.097Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.1,89.9,5,0.9,0.3816,6.8942,35.9399,-4.7376,-1.6446,13.178,0.1062,2.3172,1.2697,-143.9634,-10.7645,-0.1287,50.003,6.4128,-3.4242,22.8,1.2,24,2559,193,NA,NA,NA,NA,NA,NA,TRUE,-6.5,21.7,2.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718638,"2023-04-10",2,"2023-04-11T00:42:48.196Z","2023-04-11T00:42:51.196Z",TRUE,"pitch","806b58c9-8272-468c-8b3f-6046791b5720",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.37,1.58,NA,122.14,136.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Justin Turner called out on strikes.",0,0,1,60,"top",9,"2023-04-11T00:42:30.216Z","2023-04-11T00:43:22.097Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.8,89.2,11,0.9,0.385,6.5691,33.5191,-10.582,-0.0424,10.5401,-0.1348,3.7895,0.3781,-142.4162,-6.027,-0.2639,50.0032,6.6063,-0.0868,0,2.4,24,2481,193,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18,0,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
