"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718189,"2023-05-13",3,"2023-05-14T01:53:43.774Z","2023-05-14T01:53:53.583Z",TRUE,"pitch","5d48ffcf-e216-4073-a940-d221980b8bc2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.32,1.56,NA,130.41,158.49,"fly_ball","medium","8",121.13,96.77,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Jake Meyers flies out to center fielder Luis Robert Jr.",0,1,3,71,"top",9,"2023-05-14T01:52:39.937Z","2023-05-14T01:53:53.583Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89.2,1,0.89,0.385,6.4509,33.9067,-15.1379,-11.1316,8.3157,-0.3518,2.9738,5.293,-142.4926,-5.0579,-0.7911,50.0027,5.7342,-22.8028,52.8,4.8,24,2367,214,73.7,28,258,NA,NA,NA,TRUE,-14.4,14.2,19.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",2,"2023-05-14T01:53:24.715Z","2023-05-14T01:53:28.724Z",TRUE,"pitch","b3869a68-eda8-47d0-942c-cb87b8c615dd",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3158,1.4939,NA,70.68,163.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Jake Meyers flies out to center fielder Luis Robert Jr.",0,1,3,71,"top",9,"2023-05-14T01:52:39.937Z","2023-05-14T01:53:53.583Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.4,89.1,12,0.89,0.3868,6.4445,31.5572,-14.9422,-10.8046,8.4836,1.2152,2.795,9.1451,-141.4556,-5.3172,-0.6522,50.0029,5.6532,-21.9476,51.6,4.8,24,2369,214,NA,NA,NA,NA,NA,NA,FALSE,-14.4,14.4,17.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",1,"2023-05-14T01:53:03.644Z","2023-05-14T01:53:07.506Z",TRUE,"pitch","ed5b1ed4-692d-4464-8277-f22e959c9449",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,3.2943,1.5167,NA,42.73,232.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Jake Meyers flies out to center fielder Luis Robert Jr.",0,1,3,71,"top",9,"2023-05-14T01:52:39.937Z","2023-05-14T01:53:53.583Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,82.6,14,0.9,0.4208,6.5232,27.5187,-25.9919,1.9038,3.6051,1.9485,0.2231,6.4103,-130.2095,-8.4923,-0.7935,50.0053,5.4958,3.2665,9.6,7.2,24,2637,145,NA,NA,NA,NA,NA,NA,FALSE,-29.4,4.8,-4.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",0,"2023-05-14T01:52:48.005Z","2023-05-14T01:52:52.121Z",TRUE,"pitch","95c150b6-054a-4887-825c-d46114e6b783",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2081,1.4073,NA,116.79,174.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Jake Meyers flies out to center fielder Luis Robert Jr.",0,1,3,71,"top",9,"2023-05-14T01:52:39.937Z","2023-05-14T01:53:53.583Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,676694,"Jake Meyers","/api/v1/people/676694","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89.2,5,0.88,0.3862,6.4637,32.2177,-16.3277,-9.3705,7.775,0.0055,2.3848,5.5528,-141.8005,-6.3286,-0.7601,50.0012,5.686,-19.0935,45.6,4.8,24,2354,217,NA,NA,NA,NA,NA,NA,FALSE,-15.8,13,15.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",4,"2023-05-14T01:52:13.965Z","2023-05-14T01:52:21.947Z",TRUE,"pitch","54d9bd71-0455-4062-9f28-958d72213152",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,1,NA,NA,3.14,1.49,NA,111.22,193.69,"ground_ball","medium","6",108.36,155.06,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Yainer Diaz grounds out, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,1,3,70,"top",9,"2023-05-14T01:51:38.596Z","2023-05-14T01:52:21.947Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,89.3,8,0.9,0.387,6.4981,30.8874,-17.163,-9.0305,7.3896,0.1517,1.6702,5.8277,-141.3026,-7.9107,-0.7596,50.0021,5.5997,-18.3396,42,4.8,24,2319,215,94.8,-22,5,NA,NA,NA,TRUE,-16.9,12,15.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,665161,"Jeremy Peña","/api/v1/people/665161",NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",3,"2023-05-14T01:51:55.873Z","2023-05-14T01:52:02.083Z",TRUE,"pitch","7d49d755-6067-4b9b-acd2-29bf8c73bfcd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.1003,1.3206,NA,52.86,210.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Yainer Diaz grounds out, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,1,3,70,"top",9,"2023-05-14T01:51:38.596Z","2023-05-14T01:52:21.947Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.7,82.1,14,0.9,0.4236,6.5946,25.8536,-27.4902,1.4368,2.7623,1.6826,1.0613,5.8418,-129.1028,-6.2217,-0.7924,50.0033,5.6071,2.4336,7.2,7.2,24,2648,135,NA,NA,NA,NA,NA,NA,FALSE,-30.7,3.8,-3.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",2,"2023-05-14T01:51:40.894Z","2023-05-14T01:51:44.966Z",TRUE,"pitch","422a7f92-8a02-4411-a251-41cbfb3bbb3a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.0788,1.3856,NA,131.28,204.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Yainer Diaz grounds out, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,1,3,70,"top",9,"2023-05-14T01:51:38.596Z","2023-05-14T01:52:21.947Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98,89.9,7,0.84,0.3843,6.4606,32.2544,-14.8469,-8.9585,8.4185,-0.3746,1.268,4.6424,-142.4425,-9.5939,-0.8603,50.0044,5.6153,-18.4381,45.6,4.8,24,2342,215,NA,NA,NA,NA,NA,NA,FALSE,-15,13.6,15.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",0,"2023-05-14T01:50:34.695Z","2023-05-14T01:50:41.066Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Yainer Diaz replaces Cesar Salazar.","Offensive Substitution",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,673237,"/api/v1/people/673237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","70","atBat","Groundout","field_out","Yainer Diaz grounds out, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,1,3,70,"top",9,"2023-05-14T01:51:38.596Z","2023-05-14T01:52:21.947Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,663967,"/api/v1/people/663967",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",1,"2023-05-14T01:50:41.066Z","2023-05-14T01:51:40.894Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Yainer Diaz grounds out, shortstop Tim Anderson to first baseman Andrew Vaughn.",0,1,3,70,"top",9,"2023-05-14T01:51:38.596Z","2023-05-14T01:52:21.947Z",TRUE,FALSE,FALSE,TRUE,0,2,0,2,673237,"Yainer Diaz","/api/v1/people/673237","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718189,"2023-05-13",7,"2023-05-14T01:50:18.841Z","2023-05-14T01:50:22.694Z",TRUE,"pitch","5cee6f16-ec7f-47f4-aaca-47d4b8e541b9",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.31,1.63,NA,148.84,192.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Corey Julks strikes out swinging.",0,1,3,69,"top",9,"2023-05-14T01:47:51.734Z","2023-05-14T01:50:22.694Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,667452,"Corey Julks","/api/v1/people/667452","R","Right",608665,"Kendall Graveman","/api/v1/people/608665","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.7,88.9,13,0.9,0.3889,6.42,30.825,-15.5833,-9.4755,8.2533,-0.8353,1.7088,3.7033,-140.6446,-8.1139,-0.9352,50.0059,5.6346,-19.0543,46.8,4.8,24,2273,216,NA,NA,NA,NA,NA,NA,TRUE,-15.7,13.6,16.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,665161,"Jeremy Peña","/api/v1/people/665161",NA,NA,NA,NA,NA,NA,NA
