"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717217,"2023-07-29",6,"2023-07-30T01:37:31.116Z","2023-07-30T01:37:40.662Z",TRUE,"pitch","8abb7e13-ceaa-4ea1-bd22-972690139724",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.3,1.49,NA,73.51,203.15,"fly_ball","medium","9",174.51,71.81,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Will Brennan flies out to right fielder Oscar Colas.",0,2,7,70,"top",9,"2023-07-30T01:34:34.148Z","2023-07-30T01:37:40.662Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.1,79.2,14,2,0.4389,5.89,26.6975,-35.7687,3.9835,-2.2802,1.1408,1.3197,7.8917,-125.1003,-3.6354,-2.58,50.0042,5.7428,6.2743,12,9.6,24,2620,64,97.5,38,338,NA,NA,NA,TRUE,-42,-4.8,-9.1,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",5,"2023-07-30T01:36:58.592Z","2023-07-30T01:37:05.292Z",TRUE,"pitch","9b094ef1-d4de-4488-b49b-48d9b8f2d0be",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.3,1.49,NA,87.77,222.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Will Brennan flies out to right fielder Oscar Colas.",0,2,7,70,"top",9,"2023-07-30T01:34:34.148Z","2023-07-30T01:37:40.662Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84,77.7,14,2,0.4498,6.1807,25.7717,-43.6261,4.2308,-7.6413,0.7669,0.5922,6.0774,-122.1168,-3.9126,-2.3111,50.0034,5.9975,6.3399,9.6,12,24,2454,25,NA,NA,NA,NA,NA,NA,FALSE,-53.6,-14.5,-9.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",4,"2023-07-30T01:36:34.747Z","2023-07-30T01:36:38.236Z",TRUE,"pitch","e33fcb6a-feaf-459b-9e01-a980f97479b5",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.3,1.49,NA,77.24,180.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Will Brennan flies out to right fielder Oscar Colas.",0,2,7,70,"top",9,"2023-07-30T01:34:34.148Z","2023-07-30T01:37:40.662Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.4,89.6,14,2,0.3886,6.14,27.2061,-19.1577,-0.0467,6.4429,1.043,2.1524,9.2899,-140.1529,-7.0508,-2.2874,50.0005,5.9207,-0.0973,4.8,3.6,24,2351,199,NA,NA,NA,NA,NA,NA,FALSE,-18.6,10.6,-1.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",3,"2023-07-30T01:36:12.117Z","2023-07-30T01:36:15.462Z",TRUE,"pitch","14ce5822-b766-4ded-8575-0a3100964e45",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.3,1.49,NA,79.25,172.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Will Brennan flies out to right fielder Oscar Colas.",0,2,7,70,"top",9,"2023-07-30T01:34:34.148Z","2023-07-30T01:37:40.662Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94,87.7,12,2,0.3977,6.129,25.4943,-24.2065,1.682,4.132,0.9904,2.4406,8.3615,-136.8517,-5.0113,-2.3025,50.0035,5.9184,3.2419,10.8,4.8,24,2365,180,NA,NA,NA,NA,NA,NA,FALSE,-23.8,6.7,-4.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",2,"2023-07-30T01:35:49.400Z","2023-07-30T01:35:52.596Z",TRUE,"pitch","52438c0c-59fe-49d3-8b11-7a8959b15a03",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.3,1.49,NA,91.64,171.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Will Brennan flies out to right fielder Oscar Colas.",0,2,7,70,"top",9,"2023-07-30T01:34:34.148Z","2023-07-30T01:37:40.662Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.9,86.9,6,2,0.3997,6.0417,27.4818,-24.5006,0.9725,4.0274,0.6653,2.4947,7.9548,-136.5664,-4.8585,-2.4007,50.0047,5.9625,1.8537,7.2,6,24,2465,183,NA,NA,NA,NA,NA,NA,FALSE,-24.4,6.5,-3.2,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",1,"2023-07-30T01:35:21.083Z","2023-07-30T01:35:25.733Z",TRUE,"pitch","eb70a196-e03b-470b-9c39-c9990c800730",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2598,1.5186,NA,142.01,202.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Will Brennan flies out to right fielder Oscar Colas.",0,2,7,70,"top",9,"2023-07-30T01:34:34.148Z","2023-07-30T01:37:40.662Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.4,87.5,13,2,0.3973,6.0491,27.3619,-20.9162,1.5155,5.8318,-0.6561,1.3544,4.4325,-137.3076,-8.3983,-2.4813,50.0016,5.8497,2.9232,9.6,4.8,24,2401,199,NA,NA,NA,NA,NA,NA,FALSE,-21.2,9.2,-3.6,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",0,"2023-07-30T01:35:02.637Z","2023-07-30T01:35:06.798Z",TRUE,"pitch","8be5b6fe-fe25-430f-a8a2-ee52d073637b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3405,1.5619,NA,79.22,190.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Flyout","field_out","Will Brennan flies out to right fielder Oscar Colas.",0,2,7,70,"top",9,"2023-07-30T01:34:34.148Z","2023-07-30T01:37:40.662Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,686823,"Will Brennan","/api/v1/people/686823","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,87.5,14,2,0.3965,5.9733,28.2652,-22.4917,-8.2957,5.0012,0.9911,1.7963,12.3925,-137.7024,-6.6332,-2.4731,50.0035,5.7398,-16.062,30,6,24,2094,210,NA,NA,NA,NA,NA,NA,FALSE,-22.4,7.9,12.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",4,"2023-07-30T01:34:09.663Z","2023-07-30T01:34:17.385Z",TRUE,"pitch","b9508532-2f1c-4b3e-a582-a2d624ecbe98",4,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,2,0,NA,NA,3.77,1.78,NA,92.91,182.55,"ground_ball","medium","6",115.63,153.85,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, shortstop Tim Anderson to first baseman Andrew Vaughn. Jose Ramirez scores. Josh Naylor out at 2nd. Josh Bell out at 1st.",0,2,7,69,"top",9,"2023-07-30T01:32:59.733Z","2023-07-30T01:34:17.385Z",TRUE,TRUE,FALSE,TRUE,24,1,2,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.4,89.9,9,2,0.3881,6.0792,26.7556,-23.2376,2.2412,4.4112,0.6319,2.0825,7.5005,-140.2262,-6.5774,-2.3507,50.0001,5.9374,4.5352,13.2,4.8,24,2341,190,99.4,-1,34,NA,NA,NA,TRUE,-22.1,7.1,-5.4,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",3,"2023-07-30T01:33:44.519Z","2023-07-30T01:33:48.122Z",TRUE,"pitch","b9804135-8067-4d80-b4b8-2287e98829cf",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.77,1.78,NA,110,158.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, shortstop Tim Anderson to first baseman Andrew Vaughn. Jose Ramirez scores. Josh Naylor out at 2nd. Josh Bell out at 1st.",0,2,7,69,"top",9,"2023-07-30T01:32:59.733Z","2023-07-30T01:34:17.385Z",TRUE,TRUE,FALSE,TRUE,24,1,2,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.6,86.8,5,2,0.3999,5.9604,26.0648,-20.6234,0.2176,6.0632,0.1837,2.989,6.8473,-136.242,-4.481,-2.3761,50.0063,6.0549,0.4142,4.8,4.8,24,2397,187,NA,NA,NA,NA,NA,NA,FALSE,-20.5,10.3,-1.7,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717217,"2023-07-29",2,"2023-07-30T01:33:20.404Z","2023-07-30T01:33:23.616Z",TRUE,"pitch","a3c5ae49-c72a-4e25-b495-2da3054301da",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.77,1.78,NA,100.83,142.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Grounded Into DP","grounded_into_double_play","Josh Bell grounds into a double play, shortstop Tim Anderson to first baseman Andrew Vaughn. Jose Ramirez scores. Josh Naylor out at 2nd. Josh Bell out at 1st.",0,2,7,69,"top",9,"2023-07-30T01:32:59.733Z","2023-07-30T01:34:17.385Z",TRUE,TRUE,FALSE,TRUE,24,1,2,2,605137,"Josh Bell","/api/v1/people/605137","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Chicago White Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.5,87.4,3,2,0.3964,6.0397,27.4678,-21.3996,0.8445,5.5617,0.4243,3.5814,7.5078,-137.611,-2.8144,-2.4373,50.0068,6.0497,1.6372,8.4,4.8,24,2451,197,NA,NA,NA,NA,NA,NA,FALSE,-20.6,9.7,-2.9,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
