"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718411,"2023-04-26",4,"2023-04-27T01:48:54.240Z","2023-04-27T01:48:59.671Z",TRUE,"pitch","bdbe1b67-4c40-4c64-a517-edf713f06d0f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.33,1.57,NA,108.36,153.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Garrett Hampson strikes out swinging.",0,4,6,73,"top",9,"2023-04-27T01:47:45.428Z","2023-04-27T01:48:59.671Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.9,2,0.91,0.3921,6.3281,30.0958,-11.418,5.1737,10.492,0.2266,3.1651,-7.221,-139.4732,-5.0702,2.1719,50.0056,5.7535,10.2385,34.8,3.6,24,2431,144,NA,NA,NA,NA,NA,NA,TRUE,-11.5,18.1,-7.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",3,"2023-04-27T01:48:36.173Z","2023-04-27T01:48:39.926Z",TRUE,"pitch","97153d16-69e5-453c-85ef-983d6738d61a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2623,1.5694,NA,42.45,140.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Garrett Hampson strikes out swinging.",0,4,6,73,"top",9,"2023-04-27T01:47:45.428Z","2023-04-27T01:48:59.671Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,12,0.91,0.3936,6.6912,30.8897,-11.5588,3.5823,10.5104,1.9557,3.6382,-1.8911,-139.0883,-4.0626,2.1786,50.0023,5.8829,7.0259,27.6,2.4,24,2439,151,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.4,-6.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",1,"2023-04-27T01:48:08.581Z","2023-04-27T01:48:13.416Z",TRUE,"pitch","1850edb2-8c2a-47fe-b5bc-af0e44439bbe",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.3519,1.5694,NA,95.82,174.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Garrett Hampson strikes out swinging.",0,4,6,73,"top",9,"2023-04-27T01:47:45.428Z","2023-04-27T01:48:59.671Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.3,6,0.91,0.3936,6.4871,32.2309,-10.6795,4.31,10.9709,0.5556,2.366,-6.0304,-139.314,-7.2117,2.1916,50.0034,5.6995,8.4453,30,2.4,24,2422,145,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.5,-6.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",0,"2023-04-27T01:47:53.499Z","2023-04-27T01:47:58.121Z",TRUE,"pitch","1c396097-d166-4b84-97ba-dc9a3dae40fe",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2847,1.5694,NA,109.35,166.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Garrett Hampson strikes out swinging.",0,4,6,73,"top",9,"2023-04-27T01:47:45.428Z","2023-04-27T01:48:59.671Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.1,5,0.91,0.3952,6.4747,31.1109,-12.0339,4.3079,10.3537,0.2008,2.6799,-6.8295,-138.6131,-6.2486,2.1373,50.0022,5.7677,8.3798,27.6,3.6,24,2389,153,NA,NA,NA,NA,NA,NA,FALSE,-12.6,17.6,-6.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",2,"2023-04-27T01:48:20.511Z","2023-04-27T01:48:36.173Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,641658,"/api/v1/people/641658",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Garrett Hampson strikes out swinging.",0,4,6,73,"top",9,"2023-04-27T01:47:45.428Z","2023-04-27T01:48:59.671Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",1,"2023-04-27T01:47:14.097Z","2023-04-27T01:47:24.337Z",TRUE,"pitch","d3599990-d2dc-4769-ad3f-056f7dcc2d5b",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.11,1.48,NA,126.89,167.65,"fly_ball","medium","9",152.08,113.86,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Jean Segura flies out to right fielder Ronald Acuna Jr.",0,4,6,72,"top",9,"2023-04-27T01:47:11.696Z","2023-04-27T01:47:24.337Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,516416,"Jean Segura","/api/v1/people/516416","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.8,2,0.91,0.3924,6.452,30.9685,-12.5356,4.6205,9.9508,-0.2596,2.6343,-8.344,-139.4937,-6.4091,2.1682,50.0042,5.786,9.1207,27.6,3.6,24,2436,143,92.9,59,226,NA,NA,NA,TRUE,-12.8,16.9,-6.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",0,"2023-04-27T01:46:58.486Z","2023-04-27T01:47:14.097Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jean Segura replaces Jacob Stallings.","Offensive Substitution",4,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,516416,"/api/v1/people/516416",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","72","atBat","Flyout","field_out","Jean Segura flies out to right fielder Ronald Acuna Jr.",0,4,6,72,"top",9,"2023-04-27T01:47:11.696Z","2023-04-27T01:47:24.337Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,516416,"Jean Segura","/api/v1/people/516416","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,607732,"/api/v1/people/607732",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",8,"2023-04-27T01:46:38.108Z","2023-04-27T01:46:43.667Z",TRUE,"pitch","83e003a8-686e-461e-8819-277735c05a16",7,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,0,NA,NA,3.31,1.53,NA,86.41,168.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jon Berti strikes out on a foul tip.",0,4,6,71,"top",9,"2023-04-27T01:44:27.385Z","2023-04-27T01:46:43.667Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,542932,"Jon Berti","/api/v1/people/542932","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87.9,6,0.91,0.3922,6.4827,30.5624,-11.8021,4.6208,10.312,0.8026,2.6117,-5.146,-139.4861,-6.5287,2.0686,50.005,5.7563,9.1316,31.2,3.6,24,2364,150,NA,NA,NA,NA,NA,NA,TRUE,-12.1,17.5,-7.3,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",7,"2023-04-27T01:46:10.244Z","2023-04-27T01:46:15.427Z",TRUE,"pitch","f13cb4d1-b594-4120-b542-876385c4a661",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.31,1.53,NA,154.14,157.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jon Berti strikes out on a foul tip.",0,4,6,71,"top",9,"2023-04-27T01:44:27.385Z","2023-04-27T01:46:43.667Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,542932,"Jon Berti","/api/v1/people/542932","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,88.1,11,0.9,0.3927,6.471,28.1519,-13.3954,4.388,9.5099,-0.9744,3.0097,-9.8417,-138.9258,-5.112,2.0279,50.0024,5.7486,8.6652,25.2,3.6,24,2295,145,NA,NA,NA,NA,NA,NA,FALSE,-13.3,16.4,-6.1,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718411,"2023-04-26",6,"2023-04-27T01:45:48.225Z","2023-04-27T01:45:53.118Z",TRUE,"pitch","fff39bb8-c021-49e6-90bc-db4f4330a2d9",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.31,1.53,NA,114.85,201.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Jon Berti strikes out on a foul tip.",0,4,6,71,"top",9,"2023-04-27T01:44:27.385Z","2023-04-27T01:46:43.667Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,542932,"Jon Berti","/api/v1/people/542932","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.6,83.1,14,0.91,0.4186,6.4356,25.6577,-26.624,-4.2494,3.1946,0.0565,1.3703,-3.9816,-130.489,-6.4011,2.1503,50.0031,5.8424,-7.3778,15.6,7.2,24,2513,197,NA,NA,NA,NA,NA,NA,FALSE,-29.2,4.7,8.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
