"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717303,"2023-07-22",5,"2023-07-22T22:31:20.791Z","2023-07-22T22:31:24.577Z",TRUE,"pitch","d3b8079f-ea9c-474b-9eb0-15b4f9224b22",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.22,1.47,NA,88.58,207.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Alek Thomas strikes out swinging.",0,2,4,65,"top",9,"2023-07-22T22:30:12.660Z","2023-07-22T22:31:24.577Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677950,"Alek Thomas","/api/v1/people/677950","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,81.6,14,0.9,0.4251,7.6175,26.3518,-30.7044,2.366,0.8764,0.7456,1.1593,6.9435,-128.7774,-2.7268,-2.2915,50.0054,4.6034,3.9795,9.6,7.2,24,2801,141,NA,NA,NA,NA,NA,NA,TRUE,-33.7,1.2,-5.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",3,"2023-07-22T22:30:49.573Z","2023-07-22T22:30:53.759Z",TRUE,"pitch","2014ff3c-3ab9-462e-9b47-8fd3ee9a570e",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,2,NA,NA,3.1431,1.3917,NA,89.92,193.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Alek Thomas strikes out swinging.",0,2,4,65,"top",9,"2023-07-22T22:30:12.660Z","2023-07-22T22:31:24.577Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677950,"Alek Thomas","/api/v1/people/677950","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,81.9,9,0.9,0.4237,7.5775,25.4076,-31.5979,2.4014,0.3438,0.7105,1.6788,6.7057,-128.9999,-1.4973,-2.2289,50.0054,4.6898,4.0708,9.6,7.2,24,2850,120,NA,NA,NA,NA,NA,NA,FALSE,-34.1,0.5,-5.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",2,"2023-07-22T22:30:33.554Z","2023-07-22T22:30:37.689Z",TRUE,"pitch","b399638c-3d16-43a2-aa4a-6bfa5d7cf14c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.1692,1.4182,NA,104.34,183.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Alek Thomas strikes out swinging.",0,2,4,65,"top",9,"2023-07-22T22:30:12.660Z","2023-07-22T22:31:24.577Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677950,"Alek Thomas","/api/v1/people/677950","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,87.1,6,0.9,0.397,7.7386,27.8153,-18.5223,-7.8898,7.0663,0.3321,2.0412,9.3659,-137.4814,-3.3529,-2.0788,50.0032,4.5193,-15.2449,34.8,4.8,24,2607,235,NA,NA,NA,NA,NA,NA,FALSE,-18.1,12.4,12.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",1,"2023-07-22T22:30:14.980Z","2023-07-22T22:30:18.474Z",TRUE,"pitch","687204b5-6d20-4b1a-b489-84be9b42aa99",1,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,0,2,NA,NA,3.1954,1.4448,NA,71.67,228.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Alek Thomas strikes out swinging.",0,2,4,65,"top",9,"2023-07-22T22:30:12.660Z","2023-07-22T22:31:24.577Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677950,"Alek Thomas","/api/v1/people/677950","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.8,14,0.9,0.4268,7.6594,23.0839,-30.0955,1.2007,1.2422,1.1893,0.3875,8.2057,-127.687,-4.4747,-2.2049,50.0035,4.4959,2.0067,6,7.2,24,2556,142,NA,NA,NA,NA,NA,NA,FALSE,-33.6,1.6,-3.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",0,"2023-07-22T22:29:39.312Z","2023-07-22T22:30:14.980Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Alek Thomas replaces Evan Longoria.","Offensive Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,677950,"/api/v1/people/677950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","65","atBat","Strikeout","strikeout","Alek Thomas strikes out swinging.",0,2,4,65,"top",9,"2023-07-22T22:30:12.660Z","2023-07-22T22:31:24.577Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677950,"Alek Thomas","/api/v1/people/677950","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,446334,"/api/v1/people/446334",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",4,"2023-07-22T22:31:03.560Z","2023-07-22T22:31:08.560Z",FALSE,"stepoff","9c72520c-8f32-436e-965e-cca0d9d408dc",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Strikeout","strikeout","Alek Thomas strikes out swinging.",0,2,4,65,"top",9,"2023-07-22T22:30:12.660Z","2023-07-22T22:31:24.577Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,677950,"Alek Thomas","/api/v1/people/677950","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,1,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",6,"2023-07-22T22:29:07.700Z","2023-07-22T22:29:19.936Z",TRUE,"pitch","73b36965-06a1-4a23-baf4-41b2a1d08d46",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,2,NA,NA,3.38,1.57,NA,159.25,165.73,"fly_ball","medium","7",54.36,131.15,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Double","double","Christian Walker doubles (29) on a fly ball to left fielder Will Benson.",0,2,4,64,"top",9,"2023-07-22T22:27:16.801Z","2023-07-22T22:29:19.936Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,86.3,11,0.89,0.4,7.5782,27.741,-19.6267,-4.781,6.598,-1.1084,2.7055,4.7224,-136.4982,-1.4591,-2.2329,50.0062,4.5874,-9.0975,22.8,4.8,24,2542,234,64.2,30,212,NA,NA,NA,FALSE,-19,11.9,7.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,572233,"Christian Walker","/api/v1/people/572233",NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",5,"2023-07-22T22:28:49.550Z","2023-07-22T22:28:52.762Z",TRUE,"pitch","ae249ce0-0603-4484-9454-47e09574ac0b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.251,1.4653,NA,138.13,133.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Double","double","Christian Walker doubles (29) on a fly ball to left fielder Will Benson.",0,2,4,64,"top",9,"2023-07-22T22:27:16.801Z","2023-07-22T22:29:19.936Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.5,85.6,11,0.89,0.402,7.7769,28.6776,-20.7315,-3.8394,6.0812,-0.5543,3.8981,5.8558,-136.0448,1.9429,-2.2318,50.0055,4.6079,-7.2285,16.8,4.8,24,2560,240,NA,NA,NA,NA,NA,NA,FALSE,-19.6,11.6,5.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",3,"2023-07-22T22:28:16.655Z","2023-07-22T22:28:20.035Z",TRUE,"pitch","3efb1451-459f-47f7-b844-4e104e8fb243",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.38,1.57,NA,70.63,200.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Double","double","Christian Walker doubles (29) on a fly ball to left fielder Will Benson.",0,2,4,64,"top",9,"2023-07-22T22:27:16.801Z","2023-07-22T22:29:19.936Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88,81.8,14,0.9,0.426,7.6665,23.4672,-29.6472,1.1291,1.5021,1.2165,1.4197,8.2842,-127.9984,-2.4509,-2.1926,50.0008,4.6834,1.8941,6,7.2,24,2759,149,NA,NA,NA,NA,NA,NA,FALSE,-32.6,2.4,-3.7,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717303,"2023-07-22",2,"2023-07-22T22:27:59.177Z","2023-07-22T22:28:02.307Z",TRUE,"pitch","41b5cbf8-f2f6-401c-a70e-7538a3805275",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1726,1.4388,NA,43.25,203.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Double","double","Christian Walker doubles (29) on a fly ball to left fielder Will Benson.",0,2,4,64,"top",9,"2023-07-22T22:27:16.801Z","2023-07-22T22:29:19.936Z",TRUE,FALSE,FALSE,FALSE,34,3,2,2,572233,"Christian Walker","/api/v1/people/572233","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Arizona Diamondbacks","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.2,81.5,14,0.9,0.4263,7.7853,25.1394,-28.2266,0.3486,2.3622,1.9347,1.3036,10.2501,-128.1994,-2.8172,-2.1517,50.0052,4.6074,0.5838,4.8,7.2,24,2697,136,NA,NA,NA,NA,NA,NA,FALSE,-31.2,3.8,-2.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
