"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718576,"2023-04-15",3,"2023-04-15T22:30:04.879Z","2023-04-15T22:30:14.982Z",TRUE,"pitch","5d918cce-1559-4faf-a9d1-98c90cafa820",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.42,1.57,NA,138.38,172.7,"fly_ball","medium","9",172.5,112.16,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Rob Refsnyder flies out to right fielder Hunter Renfroe.",0,7,6,64,"bottom",7,"2023-04-15T22:28:53.680Z","2023-04-15T22:30:14.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,87.4,4,2,0.3924,6.5869,33.3373,-10.915,-5.5844,10.7882,-0.5608,2.4473,4.3033,-139.9137,-6.6798,-1.3979,50.006,5.5909,-11.0074,38.4,3.6,24,2120,209,80.5,43,248,NA,NA,NA,TRUE,-11.5,18.2,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",2,"2023-04-15T22:29:47.567Z","2023-04-15T22:29:51.735Z",TRUE,"pitch","030c70ee-fa09-4228-8303-41784721146f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5973,1.649,NA,167.36,155.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Rob Refsnyder flies out to right fielder Hunter Renfroe.",0,7,6,64,"bottom",7,"2023-04-15T22:28:53.680Z","2023-04-15T22:30:14.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.3,82.6,11,0.78,0.4165,6.3084,28.3727,-23.1827,0.7471,5.1336,-1.3212,3.0744,0.6602,-131.59,-2.2341,-1.6726,50.0007,5.655,1.3075,3.6,6,24,2026,181,NA,NA,NA,NA,NA,NA,FALSE,-24.5,9,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",1,"2023-04-15T22:29:30.695Z","2023-04-15T22:29:34.301Z",TRUE,"pitch","8d6376c5-ea99-4ce5-a9f5-c2a292c9e9dd",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5973,1.6186,NA,145.14,99.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Rob Refsnyder flies out to right fielder Hunter Renfroe.",0,7,6,64,"bottom",7,"2023-04-15T22:28:53.680Z","2023-04-15T22:30:14.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,87.8,11,2,0.3893,6.3914,34.6118,-9.5901,-4.5989,11.2889,-0.7382,5.1546,3.4657,-141.1418,-0.0388,-1.3896,50.0057,5.7904,-9.2031,40.8,2.4,24,2258,207,NA,NA,NA,NA,NA,NA,FALSE,-8.6,20.6,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",0,"2023-04-15T22:29:15.403Z","2023-04-15T22:29:19.270Z",TRUE,"pitch","e0acd310-fd46-480f-b65e-df51f0d70f23",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5973,1.6794,NA,136.51,149.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Flyout","field_out","Rob Refsnyder flies out to right fielder Hunter Renfroe.",0,7,6,64,"bottom",7,"2023-04-15T22:28:53.680Z","2023-04-15T22:30:14.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,608701,"Rob Refsnyder","/api/v1/people/608701","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.1,87.6,1,2,0.3899,6.407,36.0802,-9.8791,-7.0012,11.1886,-0.5117,3.3192,4.7924,-141.192,-4.526,-1.333,50.0019,5.5946,-13.9494,49.2,3.6,24,2307,213,NA,NA,NA,NA,NA,NA,FALSE,-10,19.3,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",3,"2023-04-15T22:28:42.896Z","2023-04-15T22:28:52.789Z",TRUE,"pitch","e7c55d30-b6ed-4b08-ac41-9dd4e9764ba9",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,0,NA,NA,3.33,1.55,NA,133.86,164.45,"fly_ball","medium","8",124.92,96.03,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Justin Turner flies out to center fielder Mike Trout.",0,7,6,63,"bottom",7,"2023-04-15T22:28:14.272Z","2023-04-15T22:28:52.789Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.4,4,2,0.3963,6.4963,33.9275,-9.8094,-7.8964,11.5892,-0.4423,2.7531,5.8411,-138.7396,-5.8383,-1.5595,50.0062,5.553,-15.2435,50.4,3.6,24,2284,214,90,47,260,NA,NA,NA,TRUE,-10.6,19.8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",2,"2023-04-15T22:28:28.307Z","2023-04-15T22:28:32.302Z",TRUE,"pitch","8086834c-ceed-4644-bf73-bf55cfed6c51",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.4719,1.5882,NA,99.83,209.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Justin Turner flies out to center fielder Mike Trout.",0,7,6,63,"bottom",7,"2023-04-15T22:28:14.272Z","2023-04-15T22:28:52.789Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,85.7,14,2,0.401,6.5629,32.7686,-11.1298,-8.3117,11.161,0.4503,1.0902,8.2124,-137.0493,-9.5225,-1.5179,50.0014,5.3883,-15.6711,45.6,3.6,24,2232,215,NA,NA,NA,NA,NA,NA,FALSE,-13,18.1,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",1,"2023-04-15T22:28:16.580Z","2023-04-15T22:28:20.606Z",TRUE,"pitch","932e4979-4cbe-44df-85eb-61e58711eeb6",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5345,1.6794,NA,83.93,199.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Justin Turner flies out to center fielder Mike Trout.",0,7,6,63,"bottom",7,"2023-04-15T22:28:14.272Z","2023-04-15T22:28:52.789Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.6,81.5,14,2,0.4251,6.2707,26.089,-21.3034,-2.5555,6.4607,0.8677,1.4673,7.08,-128.7265,-6.4664,-1.5832,50.0015,5.6549,-4.2994,7.2,6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-24.4,10.4,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",0,"2023-04-15T22:27:51.410Z","2023-04-15T22:28:16.580Z",FALSE,"action",NA,NA,"Pitching Change: Carlos Estevez replaces Matt Moore.","Pitching Substitution",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608032,"/api/v1/people/608032",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"63","atBat","Flyout","field_out","Justin Turner flies out to center fielder Mike Trout.",0,7,6,63,"bottom",7,"2023-04-15T22:28:14.272Z","2023-04-15T22:28:52.789Z",TRUE,FALSE,FALSE,TRUE,0,2,0,1,457759,"Justin Turner","/api/v1/people/457759","R","Right",608032,"Carlos Estévez","/api/v1/people/608032","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Boston Red Sox","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",2,"2023-04-15T22:25:50.263Z","2023-04-15T22:25:56.331Z",TRUE,"pitch","9cb5a59f-af89-4195-aed6-2c0a0011aeec",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.371,1.535,NA,150.44,157.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,7,6,62,"top",7,"2023-04-15T22:24:35.079Z","2023-04-15T22:25:56.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.5,11,0.9,0.4052,6.4437,31.4539,-23.9317,-6.0946,4.464,-0.8772,3.0264,6.7257,-135.5263,1.8386,-2.6071,50.006,4.018,-11.264,22.8,6,24,2254,243,NA,NA,NA,NA,NA,NA,TRUE,-22.9,8.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",1,"2023-04-15T22:25:29.050Z","2023-04-15T22:25:32.493Z",TRUE,"pitch","c8326a4b-c731-4594-9bd3-6ac248c65423",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.8679,1.681,NA,79.66,157.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,7,6,62,"top",7,"2023-04-15T22:24:35.079Z","2023-04-15T22:25:56.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.5,12,0.91,0.4032,6.4704,28.6242,-25.627,-6.6326,3.5009,0.9797,3.0042,11.0595,-135.6502,1.6162,-2.2814,50.0042,4.1826,-12.4099,21.6,6,24,2341,240,NA,NA,NA,NA,NA,NA,FALSE,-24.5,7,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",0,"2023-04-15T22:24:57.139Z","2023-04-15T22:25:00.470Z",TRUE,"pitch","fba14538-ef3d-4fad-909c-56533229ad52",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.371,1.535,NA,111.17,160.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Zach Neto strikes out swinging.",0,7,6,62,"top",7,"2023-04-15T22:24:35.079Z","2023-04-15T22:25:56.331Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.3,75,2,2,0.4617,6.4784,20.8272,-28.9655,6.77,2.2425,0.153,2.9009,4.9355,-118.275,4.2332,-2.834,50.0002,3.7325,9.6663,20.4,8.4,24,2737,74,NA,NA,NA,NA,NA,NA,FALSE,-35.9,5.3,-13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",2,"2023-04-15T22:24:28.412Z","2023-04-15T22:24:34.073Z",TRUE,"pitch","5dc7bec0-7ca9-4005-80cb-d7a638dd38ef",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.63,1.78,NA,66.51,209.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,7,6,61,"top",7,"2023-04-15T22:23:28.384Z","2023-04-15T22:24:34.073Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.8,75.6,14,2,0.4597,6.4731,22.2965,-29.763,7.2986,1.6757,1.3246,1.0948,6.9109,-119.0244,-0.0277,-2.562,50.0029,3.796,10.4969,21.6,9.6,24,2739,71,NA,NA,NA,NA,NA,NA,TRUE,-37.4,3.4,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",1,"2023-04-15T22:24:09.801Z","2023-04-15T22:24:13.463Z",TRUE,"pitch","0e5eec56-efc8-4b54-90d0-f080e07c2338",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.5973,1.7099,NA,141.68,182.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,7,6,61,"top",7,"2023-04-15T22:23:28.384Z","2023-04-15T22:24:34.073Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.6,73.6,7,2,0.468,6.4798,23.3401,-30.7044,8.1916,1.0605,-0.6475,2.0982,2.7444,-117.2861,2.7074,-2.8987,50.0023,3.803,11.3478,21.6,9.6,24,2614,76,NA,NA,NA,NA,NA,NA,FALSE,-39.4,2.9,-15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",0,"2023-04-15T22:23:49.886Z","2023-04-15T22:23:53.376Z",TRUE,"pitch","4b54e171-d278-49c6-8bcf-243f3de44325",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5973,1.7403,NA,104.24,190.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Brandon Drury strikes out swinging.",0,7,6,61,"top",7,"2023-04-15T22:23:28.384Z","2023-04-15T22:24:34.073Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,592273,"Brandon Drury","/api/v1/people/592273","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.4,73.7,9,2,0.4684,6.3843,22.4654,-29.2577,5.5219,2.1044,0.3347,1.7895,5.2593,-117.0077,1.9854,-2.6608,50.0004,3.6751,7.6402,16.8,8.4,24,2641,77,NA,NA,NA,NA,NA,NA,FALSE,-37.8,4.6,-11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",1,"2023-04-15T22:23:15.573Z","2023-04-15T22:23:25.982Z",TRUE,"pitch","2d25dd4a-7e86-455c-983d-9480d042a20f",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.43,1.69,NA,124.05,169.07,"popup","medium","4",143.46,134.96,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Gio Urshela pops out to second baseman Christian Arroyo.",0,7,6,60,"top",7,"2023-04-15T22:22:34.743Z","2023-04-15T22:23:25.982Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,570482,"Gio Urshela","/api/v1/people/570482","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.9,83,5,0.9,0.4123,6.6348,32.1592,-33.828,-6.9696,-0.9242,-0.185,2.5819,8.968,-133.4906,2.6445,-2.7027,50.0064,4.0344,-12.4211,16.8,8.4,24,2204,250,85.4,55,172,NA,NA,NA,TRUE,-33.6,-0.7,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,592669,"Hunter Renfroe","/api/v1/people/592669",NA,NA,NA,NA,NA,NA,NA
718576,"2023-04-15",0,"2023-04-15T22:22:56.382Z","2023-04-15T22:22:59.780Z",TRUE,"pitch","54dd8fd1-8f1f-4ffd-826c-58aa8f3e1dea",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5032,1.7707,NA,84.73,179.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Gio Urshela pops out to second baseman Christian Arroyo.",0,7,6,60,"top",7,"2023-04-15T22:22:34.743Z","2023-04-15T22:23:25.982Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,570482,"Gio Urshela","/api/v1/people/570482","R","Right",670167,"John Schreiber","/api/v1/people/670167","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,84.5,14,0.9,0.4077,6.7091,29.6135,-33.7904,-8.7045,-0.887,0.8466,2.1912,11.8379,-134.4245,1.4088,-2.4868,50.0008,4.0623,-15.9012,21.6,8.4,24,2179,254,NA,NA,NA,NA,NA,NA,FALSE,-33.1,-1.1,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
