"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716470,"2023-09-23",2,"2023-09-23T22:45:08.817Z","2023-09-23T22:45:13.854Z",TRUE,"pitch","5eafaf60-3c5a-4911-81a9-e0c74b6ee99d",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.3,1.58,NA,117.93,129.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Kerry Carpenter strikes out swinging.",0,1,4,69,"top",9,"2023-09-23T22:44:04.369Z","2023-09-23T22:45:13.854Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,85.9,11,0.93,0.3969,7.008,35.739,-11.3007,-2.6108,10.8634,-0.0245,4.0464,3.6259,-138.857,-2.712,-1.0178,50.0022,5.8044,-5.0166,19.2,2.4,24,2304,213,NA,NA,NA,NA,NA,NA,TRUE,-11.3,19.2,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",1,"2023-09-23T22:44:41.941Z","2023-09-23T22:44:45.658Z",TRUE,"pitch","ed682722-8440-4cb9-8d76-e275a98e8161",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.3,1.58,NA,115.6,153.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Kerry Carpenter strikes out swinging.",0,1,4,69,"top",9,"2023-09-23T22:44:04.369Z","2023-09-23T22:45:13.854Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.5,2,0.93,0.3934,7.045,30.7928,-13.0027,-3.453,9.7633,0.0369,3.1427,4.505,-139.1423,-4.4013,-1.1535,50.0024,5.6045,-6.7805,22.8,3.6,24,2288,212,NA,NA,NA,NA,NA,NA,FALSE,-13,16.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",0,"2023-09-23T22:44:18.426Z","2023-09-23T22:44:22.165Z",TRUE,"pitch","6fd234e5-a53e-4a02-a6f9-ef923e6272a2",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.3,1.58,NA,89.37,162.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Kerry Carpenter strikes out swinging.",0,1,4,69,"top",9,"2023-09-23T22:44:04.369Z","2023-09-23T22:45:13.854Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,681481,"Kerry Carpenter","/api/v1/people/681481","L","Left",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_LHB","Empty",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.1,3,0.93,0.3944,7.0587,32.4106,-14.5714,-3.1468,9.0184,0.725,2.8092,5.8488,-139.1064,-5.22,-0.9999,50.0023,5.6827,-6.1422,16.8,3.6,24,2145,211,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.4,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",6,"2023-09-23T22:43:47.997Z","2023-09-23T22:43:53.685Z",TRUE,"pitch","1f7c2c0f-57f4-485f-9f51-e41f75e15955",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.42,1.6,NA,87.56,126.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,1,4,68,"top",9,"2023-09-23T22:41:58.226Z","2023-09-23T22:43:53.685Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.4,12,0.93,0.3933,7.1153,31.3707,-14.94,-2.7696,8.7735,0.7723,4.1478,5.4363,-139.2857,-1.7516,-0.8452,50.0033,5.7731,-5.4415,15.6,3.6,24,2148,210,NA,NA,NA,NA,NA,NA,TRUE,-14.2,15.7,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663837,"Matt Vierling","/api/v1/people/663837",656716,"Zach McKinstry","/api/v1/people/656716",668731,"Akil Baddoo","/api/v1/people/668731"
716470,"2023-09-23",4,"2023-09-23T22:43:03.921Z","2023-09-23T22:43:07.838Z",TRUE,"pitch","6f666f8a-8e22-4790-87e6-ea9fb2149edc",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.42,1.6,NA,102.78,166.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,1,4,68,"top",9,"2023-09-23T22:41:58.226Z","2023-09-23T22:43:53.685Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.3,6,0.9,0.3985,7.1634,30.6505,-13.1907,-4.814,9.9246,0.373,2.6733,4.2501,-137.467,-5.89,-0.5681,50.0026,5.7402,-9.2077,30,3.6,24,2174,211,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.9,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",3,"2023-09-23T22:42:41.186Z","2023-09-23T22:42:45.427Z",TRUE,"pitch","b152d0bf-57cc-46f8-94c9-368020947c70",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,1,NA,NA,3.42,1.6,NA,91.81,146.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,1,4,68,"top",9,"2023-09-23T22:41:58.226Z","2023-09-23T22:43:53.685Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.6,86.8,3,0.91,0.3971,7.2125,29.3683,-14.6675,-4.2853,9.0761,0.6608,3.4159,5.4376,-137.7094,-3.6147,-0.7787,50.0033,5.7321,-8.2664,25.2,3.6,24,2174,209,NA,NA,NA,NA,NA,NA,FALSE,-14.5,16,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",2,"2023-09-23T22:42:18.501Z","2023-09-23T22:42:22.999Z",TRUE,"pitch","254d9498-a310-4796-b100-0b310e09d563",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.42,1.6,NA,126.65,189.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,1,4,68,"top",9,"2023-09-23T22:41:58.226Z","2023-09-23T22:43:53.685Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.6,81,8,0.87,0.4257,7.2795,27.6224,-20.591,-9.9061,6.9124,-0.2531,1.8149,5.4638,-128.84,-5.4894,-1.118,50.0026,5.572,-16.5968,36,6,24,1881,224,NA,NA,NA,NA,NA,NA,FALSE,-23.5,11.4,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",1,"2023-09-23T22:42:00.543Z","2023-09-23T22:42:05.261Z",TRUE,"pitch","9bfaa2a8-c315-4b9b-aac2-f5810de73165",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3867,1.6008,NA,153.39,155.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,1,4,68,"top",9,"2023-09-23T22:41:58.226Z","2023-09-23T22:43:53.685Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,77.8,11,0.87,0.4455,6.9364,22.4125,-33.1966,3.4654,-0.666,-0.9546,3.0684,-0.5287,-122.5672,0.1931,-1.1876,50.004,5.805,5.3147,8.4,8.4,24,2431,73,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-1,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",0,"2023-09-23T22:41:12.407Z","2023-09-23T22:42:00.543Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,1,4,68,"top",9,"2023-09-23T22:41:58.226Z","2023-09-23T22:43:53.685Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716470,"2023-09-23",5,"2023-09-23T22:43:30.548Z","2023-09-23T22:43:47.997Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,1,679529,"/api/v1/people/679529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Spencer Torkelson strikes out swinging.",0,1,4,68,"top",9,"2023-09-23T22:41:58.226Z","2023-09-23T22:43:53.685Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,679529,"Spencer Torkelson","/api/v1/people/679529","R","Right",543507,"Trevor May","/api/v1/people/543507","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","Oakland Athletics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
