"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716592,"2023-09-13",2,"2023-09-14T02:17:57.297Z","2023-09-14T02:18:04.606Z",TRUE,"pitch","9566c465-b62c-45c8-b79e-8bb611be76e8",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.25,1.46,NA,142.13,189.23,"ground_ball","soft","2",124.2,201.3,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Joey Wiemer grounds out softly, catcher Nick Fortes to first baseman Luis Arraez.",0,2,0,70,"bottom",9,"2023-09-14T02:17:09.915Z","2023-09-14T02:18:04.606Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,686894,"Joey Wiemer","/api/v1/people/686894","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.9,83.8,7,0.9,0.4135,6.4403,27.6,-33.5178,-3.8514,-0.7539,-0.6592,1.8353,-6.4201,-132.3307,-1.3078,2.2966,50.0048,4.786,-6.8464,13.2,8.4,24,2646,270,58.6,-51,2,NA,NA,NA,TRUE,-34.4,-1.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716592,"2023-09-13",1,"2023-09-14T02:17:37.601Z","2023-09-14T02:17:50.035Z",TRUE,"pitch","a87da5ab-3143-409c-9e80-19cca551c46a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.25,1.46,NA,139.53,197.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Joey Wiemer grounds out softly, catcher Nick Fortes to first baseman Luis Arraez.",0,2,0,70,"bottom",9,"2023-09-14T02:17:09.915Z","2023-09-14T02:18:04.606Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,686894,"Joey Wiemer","/api/v1/people/686894","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.1,81.9,7,0.9,0.4227,6.6524,27.8471,-34.056,-3.2254,-1.1106,-0.5911,1.5218,-6.1131,-129.726,-2.0083,2.2173,50.0006,4.909,-5.48,10.8,8.4,24,2678,281,NA,NA,NA,NA,NA,NA,FALSE,-36.7,-2.3,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716592,"2023-09-13",0,"2023-09-14T02:17:21.217Z","2023-09-14T02:17:28.068Z",TRUE,"pitch","efdd33e8-8742-4eeb-a4f3-a2e89cecb999",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.0791,1.3466,NA,136.04,193.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Joey Wiemer grounds out softly, catcher Nick Fortes to first baseman Luis Arraez.",0,2,0,70,"bottom",9,"2023-09-14T02:17:09.915Z","2023-09-14T02:18:04.606Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,686894,"Joey Wiemer","/api/v1/people/686894","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.8,82.6,7,0.9,0.4192,6.2922,27.4016,-33.6008,-2.162,-0.8236,-0.4994,1.6904,-6.48,-130.6353,-1.9586,2.2937,50.0048,4.9746,-3.7373,8.4,8.4,24,2748,277,NA,NA,NA,NA,NA,NA,FALSE,-35.6,-1.7,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716592,"2023-09-13",4,"2023-09-14T02:16:44.176Z","2023-09-14T02:16:53.007Z",TRUE,"pitch","0a2bd3e5-4797-43a8-9d0d-ea9626268ebc",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,2.82,1.29,NA,120.85,183.24,"fly_ball","medium","7",71.48,97.39,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Sal Frelick flies out to left fielder Bryan De La Cruz.",0,2,0,69,"bottom",9,"2023-09-14T02:15:21.496Z","2023-09-14T02:16:53.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,83.9,5,0.9,0.4133,6.3209,26.4371,-33.3719,-1.8297,-0.6723,-0.1011,2.0569,-5.9983,-132.2087,-1.1386,2.4288,50.0036,4.9279,-3.259,7.2,7.2,24,2658,261,81.8,36,288,NA,NA,NA,TRUE,-34.2,-1.2,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA
716592,"2023-09-13",3,"2023-09-14T02:16:22.482Z","2023-09-14T02:16:31.815Z",TRUE,"pitch","2aa59892-ada0-44b3-a4e9-cde4582265d4",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,2.82,1.29,NA,105.92,171.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Sal Frelick flies out to left fielder Bryan De La Cruz.",0,2,0,69,"bottom",9,"2023-09-14T02:15:21.496Z","2023-09-14T02:16:53.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.9,89.3,3,0.9,0.3849,6.3445,32.9791,-12.1768,4.146,9.7557,0.2907,2.5086,-7.2769,-142.3422,-4.6693,2.3429,50.0056,4.9427,8.5017,27.6,2.4,24,2491,153,NA,NA,NA,NA,NA,NA,FALSE,-11.8,16.9,-6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA
716592,"2023-09-13",2,"2023-09-14T02:16:01.353Z","2023-09-14T02:16:06.074Z",TRUE,"pitch","cd30a9fb-c09c-4631-8dd2-ba9fead748c0",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,2.8065,1.2253,NA,144.21,212.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Sal Frelick flies out to left fielder Bryan De La Cruz.",0,2,0,69,"bottom",9,"2023-09-14T02:15:21.496Z","2023-09-14T02:16:53.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,83.8,13,0.88,0.4151,6.6237,26.4453,-31.271,-1.8151,0.5151,-0.7138,0.9643,-7.5549,-131.6705,-3.7944,2.4219,50.0054,4.7234,-3.206,8.4,7.2,24,2549,264,NA,NA,NA,NA,NA,NA,FALSE,-32.9,0.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA
716592,"2023-09-13",1,"2023-09-14T02:15:44.075Z","2023-09-14T02:15:50.392Z",TRUE,"pitch","6259de9a-8243-4254-8903-e07e1754ddc6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,2.8035,1.394,NA,159.33,172.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Sal Frelick flies out to left fielder Bryan De La Cruz.",0,2,0,69,"bottom",9,"2023-09-14T02:15:21.496Z","2023-09-14T02:16:53.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.5,83.7,11,0.89,0.4149,6.2849,26.0908,-32.3411,-1.9325,-0.0902,-1.1106,2.4489,-8.0202,-131.6633,-0.6735,2.2175,50.0061,5.0865,-3.4172,8.4,7.2,24,2683,250,NA,NA,NA,NA,NA,NA,FALSE,-33.4,-0.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA
716592,"2023-09-13",0,"2023-09-14T02:15:28.093Z","2023-09-14T02:15:34.404Z",TRUE,"pitch","9080455c-450d-428d-868a-549e04548c39",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.836,1.4652,NA,143.19,173.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Sal Frelick flies out to left fielder Bryan De La Cruz.",0,2,0,69,"bottom",9,"2023-09-14T02:15:21.496Z","2023-09-14T02:16:53.007Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,686217,"Sal Frelick","/api/v1/people/686217","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,84.2,1,0.88,0.4128,6.2547,25.4582,-30.6825,-3.1393,0.8377,-0.6871,2.4292,-6.9597,-132.1749,-0.8266,2.3775,50.0048,4.9785,-5.6128,12,7.2,24,2635,246,NA,NA,NA,NA,NA,NA,FALSE,-31.3,1.6,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA
716592,"2023-09-13",5,"2023-09-14T02:15:00.371Z","2023-09-14T02:15:07.602Z",TRUE,"pitch","4d8d7dc2-cd69-440d-85cb-4c4ad9577aa2",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.35,1.52,NA,128.77,177.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Victor Caratini strikes out swinging.",0,2,0,68,"bottom",9,"2023-09-14T02:13:25.840Z","2023-09-14T02:15:07.602Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,605170,"Victor Caratini","/api/v1/people/605170","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.3,84,4,0.89,0.4119,6.1325,27.7659,-32.1406,-2.3545,0.016,-0.3087,2.2752,-6.311,-132.8515,-0.8943,2.4009,50.0017,4.947,-4.2169,9.6,7.2,24,2592,237,NA,NA,NA,NA,NA,NA,TRUE,-32.6,0,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA
716592,"2023-09-13",3,"2023-09-14T02:14:29.731Z","2023-09-14T02:14:35.951Z",TRUE,"pitch","5d6f82fa-2653-4b1b-a47c-1fcd052789cb",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,2,0,NA,NA,3.1997,1.45,NA,97.49,167.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Victor Caratini strikes out swinging.",0,2,0,68,"bottom",9,"2023-09-14T02:13:25.840Z","2023-09-14T02:15:07.602Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,605170,"Victor Caratini","/api/v1/people/605170","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.4,83.8,6,0.9,0.4141,6.2035,25.2798,-31.9306,-2.148,0.1378,0.5117,2.626,-4.3197,-131.7611,-0.22,2.4449,50.0044,5.0496,-3.8148,8.4,7.2,24,2643,241,NA,NA,NA,NA,NA,NA,FALSE,-32.6,0.4,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA,NA,NA,NA
