"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
718738,"2023-04-02",4,"2023-04-02T21:17:14.117Z","2023-04-02T21:17:21.895Z",TRUE,"pitch","557dba4c-f1ea-4b5f-a1bb-e3353d86d72c",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.5,1.65,NA,123.45,162.73,"ground_ball","medium","5",98.79,162.26,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Dansby Swanson grounds out, third baseman Brian Anderson to first baseman Rowdy Tellez.",0,9,5,83,"bottom",9,"2023-04-02T21:15:33.573Z","2023-04-02T21:17:21.895Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,87.8,5,0.91,0.392,6.4265,30.7769,-13.2274,-7.6922,9.5791,-0.1693,2.8166,6.8035,-139.592,-4.3946,-1.6361,50.0022,5.2791,-15.2136,44.4,3.6,24,2371,219,86.4,-28,6,NA,NA,NA,TRUE,-13.1,16.7,12.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",3,"2023-04-02T21:16:48.273Z","2023-04-02T21:16:51.574Z",TRUE,"pitch","ec11fd6c-2637-435d-8b07-4290a6ef1475",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.3435,1.6496,NA,68.47,236.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Dansby Swanson grounds out, third baseman Brian Anderson to first baseman Rowdy Tellez.",0,9,5,83,"bottom",9,"2023-04-02T21:15:33.573Z","2023-04-02T21:17:21.895Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.2,14,0.92,0.4291,6.3518,26.8524,-35.7277,4.0068,-2.1601,1.2731,0.0963,6.3371,-127.7687,-5.4404,-1.7616,50.0004,5.0678,6.6067,12,9.6,24,2303,48,NA,NA,NA,NA,NA,NA,FALSE,-40.4,-4.9,-8.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",1,"2023-04-02T21:16:14.874Z","2023-04-02T21:16:20.238Z",TRUE,"pitch","215f9926-420a-4484-b227-21f0430125b6",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4544,1.5383,NA,102.64,144.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Dansby Swanson grounds out, third baseman Brian Anderson to first baseman Rowdy Tellez.",0,9,5,83,"bottom",9,"2023-04-02T21:15:33.573Z","2023-04-02T21:17:21.895Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,88,3,0.91,0.392,6.5294,28.7241,-13.0645,-6.9962,9.6473,0.3768,3.5053,7.564,-139.2587,-2.5386,-1.4544,50.0059,5.2835,-13.8637,42,3.6,24,2483,216,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.2,11.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",0,"2023-04-02T21:15:55.859Z","2023-04-02T21:16:00.019Z",TRUE,"pitch","d52507bd-97f0-411a-b0af-b0bac112e6d4",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3435,1.6496,NA,101.59,142.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Dansby Swanson grounds out, third baseman Brian Anderson to first baseman Rowdy Tellez.",0,9,5,83,"bottom",9,"2023-04-02T21:15:33.573Z","2023-04-02T21:17:21.895Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,79,12,0.92,0.4368,6.2723,25.8818,-36.812,5.4102,-2.912,0.4043,3.5649,4.0053,-125.4806,2.8903,-1.9167,50.0041,5.4014,8.6099,14.4,9.6,24,2106,65,NA,NA,NA,NA,NA,NA,FALSE,-41.2,-4.3,-10.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",2,"2023-04-02T21:16:38.964Z","2023-04-02T21:16:48.273Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",9,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,2,621020,"/api/v1/people/621020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Dansby Swanson grounds out, third baseman Brian Anderson to first baseman Rowdy Tellez.",0,9,5,83,"bottom",9,"2023-04-02T21:15:33.573Z","2023-04-02T21:17:21.895Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,621020,"Dansby Swanson","/api/v1/people/621020","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",0,"2023-04-02T21:15:12.413Z","2023-04-02T21:15:27.435Z",TRUE,"pitch","b35daa95-d24d-4205-b26e-61a9d03b728c",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.18,1.54,NA,125.58,150.47,"line_drive","hard","8",195.61,69.58,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Double","double","Nico Hoerner doubles (1) on a sharp line drive to center fielder Garrett Mitchell.",0,9,5,82,"bottom",9,"2023-04-02T21:14:52.980Z","2023-04-02T21:15:27.435Z",TRUE,FALSE,FALSE,FALSE,34,0,0,2,663538,"Nico Hoerner","/api/v1/people/663538","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.7,2,0.91,0.389,6.3762,28.8299,-12.1975,-6.0077,9.9303,-0.2251,3.2706,5.9025,-140.2674,-3.5648,-1.5662,50.0058,5.3417,-12.0901,39.6,3.6,24,2429,213,100.3,23,363,NA,NA,NA,FALSE,-11.6,17.5,9.8,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,663538,"Nico Hoerner","/api/v1/people/663538"
718738,"2023-04-02",1,"2023-04-02T21:14:40.580Z","2023-04-02T21:14:48.805Z",TRUE,"pitch","d58967d9-1d69-426b-849e-2c3f61d481b8",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,2.98,1.31,NA,119.23,179.62,"ground_ball","medium","6",119.75,136.8,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Nick Madrigal grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,9,5,81,"bottom",9,"2023-04-02T21:14:15.266Z","2023-04-02T21:14:48.805Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.2,5,0.91,0.3938,6.3115,32.2484,-10.6274,-7.8123,11.0082,-0.0585,2.1912,6.7288,-139.2609,-6.5537,-1.495,50.0055,5.2835,-15.2958,49.2,3.6,24,2402,217,93.6,-17,9,NA,NA,NA,TRUE,-11.3,18.7,12.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",0,"2023-04-02T21:14:27.673Z","2023-04-02T21:14:31.117Z",TRUE,"pitch","6b1b1b50-d4d4-41a7-9124-a09e3bee1864",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.8234,1.2649,NA,89.42,163.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Groundout","field_out","Nick Madrigal grounds out, shortstop Willy Adames to first baseman Rowdy Tellez.",0,9,5,81,"bottom",9,"2023-04-02T21:14:15.266Z","2023-04-02T21:14:48.805Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,663611,"Nick Madrigal","/api/v1/people/663611","R","Right",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.5,3,0.91,0.3937,6.4231,29.7986,-10.2638,-6.8158,11.1675,0.7235,2.7841,8.1779,-138.8726,-5.1072,-1.3677,50.0034,5.3238,-13.3734,45.6,3.6,24,2407,213,NA,NA,NA,NA,NA,NA,FALSE,-10.6,19.4,10.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",7,"2023-04-02T21:14:02.098Z","2023-04-02T21:14:06.861Z",TRUE,"pitch","a2b2ba7a-fedf-4774-9f9e-d92172a787f7",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.319,1.513,NA,132.97,163.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Miles Mastrobuoni strikes out swinging.",0,9,5,80,"bottom",9,"2023-04-02T21:12:48.638Z","2023-04-02T21:14:06.861Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.2,1,0.91,0.3909,6.3507,29.8078,-13.0129,-7.5785,9.6203,-0.4189,2.7741,5.9501,-139.8232,-4.5739,-1.5837,50.0026,5.277,-15.0933,44.4,3.6,24,2446,217,NA,NA,NA,NA,NA,NA,TRUE,-12.7,16.7,12.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718738,"2023-04-02",6,"2023-04-02T21:13:45.862Z","2023-04-02T21:13:49.834Z",TRUE,"pitch","16169f83-e28c-4af5-b30c-b9168ed9c2ce",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,2.8067,1.4683,NA,161.55,139.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"80","atBat","Strikeout","strikeout","Miles Mastrobuoni strikes out swinging.",0,9,5,80,"bottom",9,"2023-04-02T21:12:48.638Z","2023-04-02T21:14:06.861Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,670156,"Miles Mastrobuoni","/api/v1/people/670156","L","Left",681402,"Gus Varland","/api/v1/people/681402","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs","Milwaukee Brewers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,88.2,11,0.91,0.3913,6.1529,28.632,-11.9103,-6.2052,10.1918,-1.1687,3.6857,3.1715,-139.48,-2.6009,-1.5085,50.0063,5.406,-12.3431,43.2,3.6,24,2438,214,NA,NA,NA,NA,NA,NA,FALSE,-11.4,18.2,10.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
