"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717082,"2023-08-08",1,"2023-08-08T22:40:09.417Z","2023-08-08T22:40:16.844Z",TRUE,"pitch","2c238cc0-cb1a-4006-aad7-a24b7aaeca31",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.11,1.47,NA,84.66,203.65,"line_drive","medium","3",162,173.06,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double Play","double_play","Lane Thomas lines into an unassisted double play, first baseman Bryce Harper. CJ Abrams out at 1st.",0,4,8,73,"top",9,"2023-08-08T22:39:42.312Z","2023-08-08T22:40:16.844Z",TRUE,FALSE,FALSE,TRUE,25,0,1,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,81,14,2,0.4311,5.9783,23.1821,-31.2776,0.2497,0.5452,0.8483,1.3012,7.3982,-126.5301,-5.0186,-2.1326,50.0029,5.7852,0.4074,2.4,8.4,24,2562,115,67.1,10,114,NA,NA,NA,TRUE,-35.8,0.1,-1.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",0,"2023-08-08T22:39:51.753Z","2023-08-08T22:39:54.977Z",TRUE,"pitch","44e1e151-684f-49b2-9903-6928b49a93fd",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3069,1.6384,NA,101.08,154.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double Play","double_play","Lane Thomas lines into an unassisted double play, first baseman Bryce Harper. CJ Abrams out at 1st.",0,4,8,73,"top",9,"2023-08-08T22:39:42.312Z","2023-08-08T22:40:16.844Z",TRUE,FALSE,FALSE,TRUE,25,0,1,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.6,86.6,3,2,0.4004,5.9971,26.3863,-23.5757,-8.7308,4.5236,0.4177,3.1166,9.0527,-136.1484,-3.7618,-1.7964,50.0023,6.1237,-16.5954,31.2,6,24,1948,227,NA,NA,NA,NA,NA,NA,FALSE,-23.3,7.7,14.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",2,"2023-08-08T22:39:17.817Z","2023-08-08T22:39:28.197Z",TRUE,"pitch","e011176b-5db2-406e-ba32-68a31a3386de",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.47,1.61,NA,98.05,202.71,"line_drive","medium","7",75.59,123.5,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","CJ Abrams singles on a line drive to left fielder Jake Cave.",0,4,8,72,"top",9,"2023-08-08T22:38:37.913Z","2023-08-08T22:39:28.197Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.4,74.9,14,2,0.4673,5.863,21.3665,-40.3485,6.8287,-5.8644,0.4971,1.3361,3.8433,-117.0525,-2.0067,-2.0516,50.0055,5.97,9.5106,14.4,12,24,2921,53,69.8,19,175,NA,NA,NA,FALSE,-53,-10.8,-13.3,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,682928,"CJ Abrams","/api/v1/people/682928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",1,"2023-08-08T22:38:59.470Z","2023-08-08T22:39:02.470Z",TRUE,"pitch","708e4696-0703-4240-936f-47a069dcf884",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.47,1.61,NA,117.88,150.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","CJ Abrams singles on a line drive to left fielder Jake Cave.",0,4,8,72,"top",9,"2023-08-08T22:38:37.913Z","2023-08-08T22:39:28.197Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.6,2,2,0.399,5.8582,28.7277,-26.7827,-10.5664,2.822,-0.0231,3.2627,8.9752,-136.9939,-2.6673,-1.9603,50.0032,6.0692,-20.1933,33.6,7.2,24,1913,239,NA,NA,NA,NA,NA,NA,FALSE,-25.9,4.8,17.4,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",0,"2023-08-08T22:38:45.812Z","2023-08-08T22:38:48.812Z",TRUE,"pitch","f814dced-0f89-4aac-b594-76573c3bd53f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4026,1.5425,NA,142.01,178.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","CJ Abrams singles on a line drive to left fielder Jake Cave.",0,4,8,72,"top",9,"2023-08-08T22:38:37.913Z","2023-08-08T22:39:28.197Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,682928,"CJ Abrams","/api/v1/people/682928","L","Left",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.3,73.4,4,2,0.4742,5.8054,21.4877,-38.8708,7.3722,-4.9565,-0.656,2.2223,1.707,-115.5,-0.4056,-2.3624,50.0035,6.1379,9.9607,14.4,12,24,2771,54,NA,NA,NA,NA,NA,NA,FALSE,-52.2,-8.8,-13.8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",3,"2023-08-08T22:37:51.035Z","2023-08-08T22:37:59.990Z",TRUE,"pitch","17dfd19a-d117-4d91-a80c-451d2955262e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.18,1.57,NA,114.25,197.75,"fly_ball","hard","8",104.5,38.26,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alex Call flies out sharply to center fielder Johan Rojas.",0,4,8,71,"top",9,"2023-08-08T22:36:56.789Z","2023-08-08T22:37:59.990Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669743,"Alex Call","/api/v1/people/669743","R","Right",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,87.1,8,2,0.3984,6.0484,28.1819,-23.96,-10.5536,4.2809,0.0722,1.5195,8.7136,-137.0966,-7.5546,-1.7645,50.0009,5.9272,-20.2382,36,7.2,24,1996,233,100.3,27,401,NA,NA,NA,TRUE,-24.2,6.5,17.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",2,"2023-08-08T22:37:33.986Z","2023-08-08T22:37:38.446Z",TRUE,"pitch","e29cabe2-a5ae-4320-acf8-dc5584e48eb7",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.3308,1.5904,NA,106.95,214.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alex Call flies out sharply to center fielder Johan Rojas.",0,4,8,71,"top",9,"2023-08-08T22:36:56.789Z","2023-08-08T22:37:59.990Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669743,"Alex Call","/api/v1/people/669743","R","Right",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.2,72.9,14,2,0.477,5.8077,23.5013,-34.1668,7.2955,-1.4961,0.2637,0.8972,3.5293,-115.2971,-3.5592,-2.2397,50.0035,5.7936,9.7197,16.8,10.8,24,2864,62,NA,NA,NA,NA,NA,NA,FALSE,-47.3,-3.4,-14.2,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",1,"2023-08-08T22:37:15.385Z","2023-08-08T22:37:20.579Z",TRUE,"pitch","441a3e36-4d89-4b58-b246-30c2ea8173b2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3308,1.6144,NA,179.31,173.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alex Call flies out sharply to center fielder Johan Rojas.",0,4,8,71,"top",9,"2023-08-08T22:36:56.789Z","2023-08-08T22:37:59.990Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669743,"Alex Call","/api/v1/people/669743","R","Right",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,87,13,2,0.3988,5.8051,27.3378,-23.7385,-11.0532,4.4053,-1.6347,2.4051,4.9552,-136.8071,-5.3892,-2.0233,50.0027,6.0058,-21.1621,39.6,7.2,24,1974,234,NA,NA,NA,NA,NA,NA,FALSE,-23.5,7.2,19.1,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",0,"2023-08-08T22:37:01.537Z","2023-08-08T22:37:04.696Z",TRUE,"pitch","4737e24d-10ee-4510-abba-b48ecb6c589f",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3069,1.6144,NA,140.7,185.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Alex Call flies out sharply to center fielder Johan Rojas.",0,4,8,71,"top",9,"2023-08-08T22:36:56.789Z","2023-08-08T22:37:59.990Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,669743,"Alex Call","/api/v1/people/669743","R","Right",656814,"Luis F. Ortiz","/api/v1/people/656814","R","Right","vs_RHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,87.4,7,2,0.3985,5.8202,25.5004,-24.5577,-11.0697,3.9672,-0.6218,1.9795,7.4276,-136.6057,-6.3889,-1.9154,50.0044,5.9984,-21.2642,38.4,7.2,24,2010,229,NA,NA,NA,NA,NA,NA,FALSE,-24.5,6.2,18.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717082,"2023-08-08",4,"2023-08-08T22:34:50.258Z","2023-08-08T22:34:54.634Z",TRUE,"pitch","6d1b2552-3935-4aef-b423-f1d534df993d",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.33,1.62,NA,66.37,148.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Johan Rojas strikes out swinging.",0,4,8,70,"bottom",8,"2023-08-08T22:33:57.671Z","2023-08-08T22:34:54.634Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,679032,"Johan Rojas","/api/v1/people/679032","R","Right",686747,"Joe La Sorsa","/api/v1/people/686747","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies","Washington Nationals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.9,12,2,0.4011,6.69,29.1374,-20.3899,7.9178,6.2341,1.3284,3.3342,-4.3471,-136.3988,-2.6514,1.9115,50.0013,5.7199,14.9636,33.6,6,24,2340,121,NA,NA,NA,NA,NA,NA,TRUE,-20.2,10.9,-13.4,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
