"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745028,"2024-04-25",2,"2024-04-25T03:04:14.414Z","2024-04-25T03:04:22.360Z",TRUE,"pitch","cdd03afd-b847-4cbb-8aa5-6af547cbbb73",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.52,1.64,NA,120.84,182.96,"ground_ball","medium","4",151.89,148.17,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Josh Rojas grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,1,5,73,"top",9,"2024-04-25T03:03:43.529Z","2024-04-25T03:04:22.360Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.2,79.4,8,0.92,0.4333,6.6122,27.3378,-36.7009,-10.215,-2.801,-0.1006,2.0673,7.8198,-126.7023,1.6857,-1.909,50.0022,4.3391,-16.5082,22.8,9.6,24,1696,259,99.7,1,52,NA,NA,NA,TRUE,-40.6,-4.3,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",0,"2024-04-25T03:03:56.080Z","2024-04-25T03:04:01.942Z",TRUE,"pitch","4b7f3d2a-34eb-4995-9561-f9d3e4a30dd5",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.381,1.6038,NA,152.44,167.45,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Josh Rojas grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,1,5,73,"top",9,"2024-04-25T03:03:43.529Z","2024-04-25T03:04:22.360Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,76.6,11,0.9,0.4495,6.3778,24.2263,-29.5485,3.1024,1.7503,-0.9297,2.6418,2.3262,-121.8978,2.8752,-2.2999,50.0051,3.9998,4.6638,9.6,8.4,24,2427,120,NA,NA,NA,NA,NA,NA,FALSE,-34.9,4.1,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",1,"2024-04-25T03:04:09.176Z","2024-04-25T03:04:14.414Z",FALSE,"action",NA,NA,"Dylan Moore advances to 2nd on defensive indifference.","Defensive Indiff",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,664238,"/api/v1/people/664238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4b7f3d2a-34eb-4995-9561-f9d3e4a30dd5","defensive_indiff",NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Josh Rojas grounds out, second baseman Marcus Semien to first baseman Nathaniel Lowe.",0,1,5,73,"top",9,"2024-04-25T03:03:43.529Z","2024-04-25T03:04:22.360Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,668942,"Josh Rojas","/api/v1/people/668942","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",10,"2024-04-25T03:03:25.071Z","2024-04-25T03:03:29.754Z",TRUE,"pitch","6df8edab-a7d9-4f4e-ae21-7a307a914bc4",8,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.285,1.487,NA,105.75,155.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jonatan Clase strikes out swinging.",0,1,5,72,"top",9,"2024-04-25T03:00:44.515Z","2024-04-25T03:03:29.754Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682729,"Jonatan Clase","/api/v1/people/682729","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.2,3,0.93,0.4021,6.7313,31.5408,-20.0758,-8.9228,6.4486,0.295,3.1025,9.2734,-136.4845,0.1596,-1.9961,50.0049,4.4319,-16.7465,36,4.8,24,2454,248,NA,NA,NA,NA,NA,NA,TRUE,-19.3,11.9,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,664238,"Dylan Moore","/api/v1/people/664238",NA,NA,NA
745028,"2024-04-25",8,"2024-04-25T03:02:53.798Z","2024-04-25T03:02:58.470Z",TRUE,"pitch","6c02c2c0-d84f-4044-bdae-518df5e5b8b6",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1314,1.4124,NA,106.87,134.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jonatan Clase strikes out swinging.",0,1,5,72,"top",9,"2024-04-25T03:00:44.515Z","2024-04-25T03:03:29.754Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682729,"Jonatan Clase","/api/v1/people/682729","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,85.1,12,0.93,0.4018,6.6189,32.5322,-20.0986,-8.293,6.4294,0.2657,3.8795,8.9991,-136.7517,1.8364,-2.0035,50.002,4.5854,-15.5746,34.8,4.8,24,2390,248,NA,NA,NA,NA,NA,NA,FALSE,-18.8,12.2,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",7,"2024-04-25T03:02:30.598Z","2024-04-25T03:02:35.457Z",TRUE,"pitch","48c3dcf1-46d4-47b0-a6c6-f10615ff3e34",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.285,1.487,NA,126.72,180.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jonatan Clase strikes out swinging.",0,1,5,72,"top",9,"2024-04-25T03:00:44.515Z","2024-04-25T03:03:29.754Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682729,"Jonatan Clase","/api/v1/people/682729","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.1,77.6,5,0.91,0.4433,6.3304,25.7554,-28.2355,0.496,2.5518,-0.2549,2.1733,4.7611,-123.7728,1.5299,-2.2715,50.0034,3.9193,0.7663,3.6,7.2,24,2480,136,NA,NA,NA,NA,NA,NA,FALSE,-32.6,5.3,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",6,"2024-04-25T03:02:08.940Z","2024-04-25T03:02:12.227Z",TRUE,"pitch","aed1cb81-ac7a-4c84-8dbd-f727968d4125",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.285,1.487,NA,156.58,151.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jonatan Clase strikes out swinging.",0,1,5,72,"top",9,"2024-04-25T03:00:44.515Z","2024-04-25T03:03:29.754Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682729,"Jonatan Clase","/api/v1/people/682729","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.3,11,0.91,0.4062,6.3711,31.0424,-22.7043,-8.6778,5.1519,-1.0384,3.2502,5.8119,-135.1382,1.07,-2.0958,50.0052,4.4508,-15.9596,33.6,6,24,2453,254,NA,NA,NA,NA,NA,NA,FALSE,-22.1,9.8,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",5,"2024-04-25T03:01:47.526Z","2024-04-25T03:01:53.043Z",TRUE,"pitch","87a6ecfb-3d89-4eaa-a942-977270f764bf",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.285,1.487,NA,125.22,162.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jonatan Clase strikes out swinging.",0,1,5,72,"top",9,"2024-04-25T03:00:44.515Z","2024-04-25T03:03:29.754Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682729,"Jonatan Clase","/api/v1/people/682729","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.7,2,0.92,0.4046,6.65,31.4928,-20.6179,-8.6886,6.233,-0.2157,2.8405,7.951,-135.7188,-0.529,-2.0637,50.001,4.4822,-16.103,34.8,6,24,2384,244,NA,NA,NA,NA,NA,NA,FALSE,-20.3,11.4,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",4,"2024-04-25T03:01:26.401Z","2024-04-25T03:01:31.819Z",TRUE,"pitch","b5b5ac38-53ac-4749-9659-5a2075880b90",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.1314,1.4417,NA,153.5,168.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jonatan Clase strikes out swinging.",0,1,5,72,"top",9,"2024-04-25T03:00:44.515Z","2024-04-25T03:03:29.754Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682729,"Jonatan Clase","/api/v1/people/682729","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,75.8,11,0.91,0.4507,6.3008,27.4791,-26.975,0.9122,3.4914,-0.9576,2.6117,2.8157,-122.2414,2.372,-2.25,50.0054,3.9676,1.3597,4.8,7.2,24,2418,114,NA,NA,NA,NA,NA,NA,FALSE,-31.9,7.2,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745028,"2024-04-25",3,"2024-04-25T03:01:06.806Z","2024-04-25T03:01:11.987Z",TRUE,"pitch","69bddbcb-b3a9-419f-a2d8-4e4961e86231",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.285,1.487,NA,128.26,163.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Jonatan Clase strikes out swinging.",0,1,5,72,"top",9,"2024-04-25T03:00:44.515Z","2024-04-25T03:03:29.754Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,682729,"Jonatan Clase","/api/v1/people/682729","L","Left",681982,"Grant Anderson","/api/v1/people/681982","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Texas Rangers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,84.2,1,0.92,0.4067,6.6361,31.2589,-21.0257,-8.8779,6.0777,-0.2955,2.7906,7.6044,-135.0288,-0.2549,-2.0042,50.001,4.3741,-16.2813,34.8,6,24,2433,255,NA,NA,NA,NA,NA,NA,FALSE,-20.8,11.2,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
