"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717313,"2023-07-22",13,"2023-07-22T02:43:23.868Z","2023-07-22T02:43:28.288Z",TRUE,"pitch","08f49ff1-db1f-4f67-8dc2-4f81788c73e4",11,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,2,NA,NA,2.9781,1.4141,NA,145.13,178.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.7,71.8,4,2,0.4836,5.9566,20.0428,-33.6102,8.4008,-1.1046,-0.738,2.2166,2.1226,-113.1355,0.9245,-2.7791,50.0029,5.1632,10.923,18,10.8,24,2518,58,NA,NA,NA,NA,NA,NA,TRUE,-46.7,-1.4,-15.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",11,"2023-07-22T02:42:46.516Z","2023-07-22T02:42:49.928Z",TRUE,"pitch","0256f577-e7f9-46f5-b338-41abc1e2276b",10,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.53,NA,147.47,167.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.2,4,0.92,0.3938,5.9841,32.4939,-19.4337,-8.0619,6.5077,-0.7995,2.6412,7.6562,-139.3123,-3.1512,-2.5414,50.0018,5.0778,-15.781,34.8,4.8,24,2368,232,NA,NA,NA,NA,NA,NA,FALSE,-18.6,11.3,13,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",10,"2023-07-22T02:42:07.321Z","2023-07-22T02:42:16.497Z",TRUE,"pitch","47ae48f2-f4b5-4802-8e8b-58c8cbfdad68",9,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.53,NA,92.01,155.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.3,3,0.92,0.3995,5.9869,29.2692,-19.4541,-7.9641,6.6749,0.6556,3.1027,10.8097,-136.9278,-1.8631,-2.3023,50.0001,5.1181,-15.1722,33.6,4.8,24,2239,232,NA,NA,NA,NA,NA,NA,FALSE,-19,11.9,12.2,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",9,"2023-07-22T02:41:36.491Z","2023-07-22T02:41:41.469Z",TRUE,"pitch","7161d346-ba40-48e7-b199-ff4bac0ab7f9",8,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.53,NA,107.89,196.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.2,81.7,8,0.87,0.4256,6.0709,23.6625,-31.0611,-8.474,0.658,0.2391,1.5654,9.3084,-128.152,-2.8669,-2.3199,50.0013,5.0969,-14.255,21.6,8.4,24,1378,259,NA,NA,NA,NA,NA,NA,FALSE,-34.2,0.8,13.6,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",8,"2023-07-22T02:41:06.624Z","2023-07-22T02:41:12.395Z",TRUE,"pitch","5d073978-91ce-4200-8392-97fffc613a50",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.53,NA,140.9,189.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88,81.6,7,0.84,0.4258,5.9805,24.0215,-34.302,-6.5513,-1.2703,-0.6271,1.8135,6.904,-128.1454,-1.6348,-2.4924,50.0004,5.1148,-11.0024,15.6,8.4,24,1344,264,NA,NA,NA,NA,NA,NA,FALSE,-37.4,-2.4,10.4,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",7,"2023-07-22T02:40:24.179Z","2023-07-22T02:40:31.126Z",TRUE,"pitch","458eb6dc-3791-4cf9-81d9-b493b40e2e4c",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.53,NA,118.94,174.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.1,5,0.93,0.3963,6.0512,29.0283,-16.9359,-6.9145,7.8654,-0.0509,2.3635,9.0175,-137.918,-4.1332,-2.4558,50.004,5.0148,-13.3983,32.4,4.8,24,2240,233,NA,NA,NA,NA,NA,NA,FALSE,-16.7,13.6,10.8,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",6,"2023-07-22T02:39:57.778Z","2023-07-22T02:40:03.384Z",TRUE,"pitch","bb7bf33d-eb0a-4ee6-8959-8071dc10fc5e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.53,NA,136.41,190.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.8,81.1,7,0.88,0.4279,6.1172,24.9304,-34.1217,-7.368,-1.1713,-0.5093,1.7704,7.5591,-127.7395,-1.6473,-2.5417,50.0025,5.0921,-12.2444,18,8.4,24,1271,261,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-2.3,11.8,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",5,"2023-07-22T02:39:18.254Z","2023-07-22T02:39:22.904Z",TRUE,"pitch","5ef21efa-4751-47c4-9cd6-438c56a6b0f7",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.53,NA,101.34,190.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.1,9,0.93,0.396,6.1359,30.7519,-18.2263,-8.2967,7.1977,0.4107,1.7815,10.6329,-138.2933,-5.3272,-2.4054,50.0002,4.9546,-16.0729,34.8,4.8,24,2195,230,NA,NA,NA,NA,NA,NA,FALSE,-18.2,12.1,12.8,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",4,"2023-07-22T02:38:55.234Z","2023-07-22T02:39:00.938Z",TRUE,"pitch","3b6b5ef2-da8e-40bd-a88e-7303da240e8c",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,2,NA,NA,3.0906,1.4422,NA,94.32,231.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.1,81.8,14,0.9,0.4267,6.1634,24.0137,-33.738,-8.8727,-0.9343,0.5951,0.2572,10.42,-127.8827,-5.3899,-2.3614,50.0026,5.0093,-14.836,20.4,8.4,24,1546,257,NA,NA,NA,NA,NA,NA,FALSE,-37.8,-2.6,14,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717313,"2023-07-22",2,"2023-07-22T02:38:10.875Z","2023-07-22T02:38:15.530Z",TRUE,"pitch","1945a2ad-fd3f-4654-9d46-f93b4ee05a83",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0062,1.4703,NA,106.14,142.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Blake Perkins called out on strikes.",0,6,4,71,"bottom",9,"2023-07-22T02:37:48.840Z","2023-07-22T02:43:28.288Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,663368,"Blake Perkins","/api/v1/people/663368","L","Left",489446,"Kirby Yates","/api/v1/people/489446","R","Right","vs_RHP","vs_LHB","Empty",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87,12,0.93,0.3956,6.0442,30.1819,-19.1236,-8.6859,6.7222,0.285,3.566,10.5521,-138.316,-0.906,-2.4468,50.0049,5.1773,-16.8705,37.2,4.8,24,2382,232,NA,NA,NA,NA,NA,NA,FALSE,-18,12.2,13.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
