"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718249,"2023-05-09",5,"2023-05-09T04:15:29.752Z","2023-05-09T04:15:38.525Z",TRUE,"pitch","132ee24c-11ed-4a68-a716-b28d8ef6af9a",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.2,1.55,NA,92.61,191.29,"fly_ball","medium","9",190.77,66.92,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Peyton Burdick flies out to right fielder Pavin Smith.",0,2,5,74,"top",9,"2023-05-09T04:14:02.824Z","2023-05-09T04:15:38.525Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680814,"Peyton Burdick","/api/v1/people/680814","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,82.4,9,0.9,0.4174,6.4254,29.8492,-29.9431,11.8116,1.2799,0.6399,1.7587,-9.6423,-131.5823,-2.6226,2.8307,50.001,5.0038,20.5568,31.2,8.4,24,2204,112,97.4,34,364,NA,NA,NA,TRUE,-31.7,1.9,-19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",3,"2023-05-09T04:14:46.849Z","2023-05-09T04:14:50.535Z",TRUE,"pitch","f1678fbb-dae4-4c03-b7fa-1f6750613cd3",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.2,1.55,NA,105.85,184.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Peyton Burdick flies out to right fielder Pavin Smith.",0,2,5,74,"top",9,"2023-05-09T04:14:02.824Z","2023-05-09T04:15:38.525Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680814,"Peyton Burdick","/api/v1/people/680814","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.4,75.2,9,0.9,0.4586,6.4982,24.1867,-31.939,11.4744,0.1636,0.2926,2.0177,-9.2555,-119.6673,-0.7244,2.7292,50.0033,5.1982,16.558,25.2,9.6,24,1789,79,NA,NA,NA,NA,NA,NA,FALSE,-40.2,0.4,-18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",2,"2023-05-09T04:14:20.855Z","2023-05-09T04:14:25.030Z",TRUE,"pitch","ba80f005-e9fe-4ab2-aecc-b59d16b0c056",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.2,1.55,NA,110.93,179.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Peyton Burdick flies out to right fielder Pavin Smith.",0,2,5,74,"top",9,"2023-05-09T04:14:02.824Z","2023-05-09T04:15:38.525Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680814,"Peyton Burdick","/api/v1/people/680814","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",81.2,74.4,5,0.9,0.4649,6.4427,23.0292,-37.7104,9.807,-3.9406,0.1592,2.1989,-8.9529,-117.9374,0.994,2.7356,50.0039,5.2579,13.7771,18,10.8,24,1800,79,NA,NA,NA,NA,NA,NA,FALSE,-48.2,-6.6,-15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",1,"2023-05-09T04:14:05.132Z","2023-05-09T04:14:09.049Z",TRUE,"pitch","fb975291-7a7e-46bd-b61c-11ae618612bb",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.228,1.4115,NA,127.41,185.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Peyton Burdick flies out to right fielder Pavin Smith.",0,2,5,74,"top",9,"2023-05-09T04:14:02.824Z","2023-05-09T04:15:38.525Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680814,"Peyton Burdick","/api/v1/people/680814","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",80.8,74,8,0.9,0.4677,6.5306,22.8326,-37.0204,10.5822,-3.4897,-0.2731,1.9671,-9.8492,-117.2514,0.5069,2.6135,50.0039,5.2115,14.6882,19.2,12,24,1815,81,NA,NA,NA,NA,NA,NA,FALSE,-48.1,-5.9,-16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",0,"2023-05-09T04:13:39.924Z","2023-05-09T04:14:05.132Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Peyton Burdick replaces Joey Wendle.","Offensive Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,680814,"/api/v1/people/680814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","74","atBat","Flyout","field_out","Peyton Burdick flies out to right fielder Pavin Smith.",0,2,5,74,"top",9,"2023-05-09T04:14:02.824Z","2023-05-09T04:15:38.525Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680814,"Peyton Burdick","/api/v1/people/680814","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,621563,"/api/v1/people/621563",NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",4,"2023-05-09T04:15:18.703Z","2023-05-09T04:15:29.752Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,680814,"/api/v1/people/680814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Peyton Burdick flies out to right fielder Pavin Smith.",0,2,5,74,"top",9,"2023-05-09T04:14:02.824Z","2023-05-09T04:15:38.525Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,680814,"Peyton Burdick","/api/v1/people/680814","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",6,"2023-05-09T04:13:15.443Z","2023-05-09T04:13:28.917Z",TRUE,"pitch","3efe9bf2-1984-4b6e-b177-36437be5f886",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.33,1.57,NA,131.95,197.73,"ground_ball","medium","7",52.87,120.37,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Garrett Hampson doubles (7) on a ground ball to left fielder Corbin Carroll. Bryan De La Cruz scores.",1,2,5,73,"top",9,"2023-05-09T04:12:36.099Z","2023-05-09T04:13:28.917Z",TRUE,TRUE,FALSE,FALSE,34,1,1,2,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.9,80.8,7,0.89,0.4267,6.3666,28.9126,-33.2658,12.5587,-0.6538,-0.3923,1.5202,-11.8468,-128.7961,-2.2581,2.6546,50.0051,5.0029,20.9202,28.8,9.6,24,2118,109,74.7,-1,29,NA,NA,NA,FALSE,-36.6,-1.6,-19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,641658,"Garrett Hampson","/api/v1/people/641658",NA,NA,NA
718249,"2023-05-09",4,"2023-05-09T04:12:55.091Z","2023-05-09T04:13:00.099Z",TRUE,"pitch","8e18a7bf-811f-4df3-b0e1-f048f17122ec",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.4252,1.6403,NA,133.46,191.87,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"73","atBat","Double","double","Garrett Hampson doubles (7) on a ground ball to left fielder Corbin Carroll. Bryan De La Cruz scores.",1,2,5,73,"top",9,"2023-05-09T04:12:36.099Z","2023-05-09T04:13:28.917Z",TRUE,TRUE,FALSE,FALSE,34,1,1,2,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.8,81,7,0.89,0.4262,6.5086,27.7414,-32.991,12.0759,-0.4913,-0.4318,1.7375,-12.0584,-128.7099,-1.8876,2.7542,50.0008,5.0451,20.1756,27.6,9.6,24,2080,108,NA,NA,NA,NA,NA,NA,FALSE,-36.1,-1.1,-19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",3,"2023-05-09T04:12:38.204Z","2023-05-09T04:12:42.211Z",TRUE,"pitch","834ecd48-1452-404b-8e3f-6dd5f8bce32e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2937,1.6076,NA,49.84,154.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Garrett Hampson doubles (7) on a ground ball to left fielder Corbin Carroll. Bryan De La Cruz scores.",1,2,5,73,"top",9,"2023-05-09T04:12:36.099Z","2023-05-09T04:13:28.917Z",TRUE,TRUE,FALSE,FALSE,34,1,1,2,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",79.7,72.9,12,0.89,0.4731,6.5227,22.1514,-31.9702,9.5679,0.1544,1.7619,3.1362,-5.3182,-115.8828,2.0452,2.8463,50.0057,5.3016,12.983,20.4,9.6,24,1713,79,NA,NA,NA,NA,NA,NA,FALSE,-42.1,1.1,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718249,"2023-05-09",0,"2023-05-09T04:09:54.224Z","2023-05-09T04:10:17.216Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Garrett Hampson doubles (7) on a ground ball to left fielder Corbin Carroll. Bryan De La Cruz scores.",1,2,5,73,"top",9,"2023-05-09T04:12:36.099Z","2023-05-09T04:13:28.917Z",TRUE,TRUE,FALSE,FALSE,34,1,1,2,641658,"Garrett Hampson","/api/v1/people/641658","R","Right",573009,"Joe Mantiply","/api/v1/people/573009","L","Left","vs_LHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
