"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716721,"2023-09-04",3,"2023-09-04T22:28:51.507Z","2023-09-04T22:29:01.734Z",TRUE,"pitch","653f1f78-f13a-4f5d-91e8-8bf52bb30d3e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.86,1.84,NA,111.7,146.92,"fly_ball","medium","8",97.11,66.19,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nolan Jones flies out to center fielder Alek Thomas.",0,2,4,62,"top",9,"2023-09-04T22:27:42.370Z","2023-09-04T22:29:01.734Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,84.9,2,0.9,0.4061,6.798,27.6763,-19.8213,-6.4214,6.6947,0.1391,3.4024,11.3712,-134.6001,1.2681,-3.2953,50.002,4.3232,-11.8482,26.4,4.8,24,2460,232,89,33,338,NA,NA,NA,TRUE,-19.2,12.6,9.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",2,"2023-09-04T22:28:29.063Z","2023-09-04T22:28:34.018Z",TRUE,"pitch","aef9c70f-2023-4caa-83af-698e59502bbc",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,2,NA,NA,3.86,1.84,NA,124.15,155.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nolan Jones flies out to center fielder Alek Thomas.",0,2,4,62,"top",9,"2023-09-04T22:27:42.370Z","2023-09-04T22:29:01.734Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.2,5,0.9,0.4038,6.8648,29.4317,-20.074,-6.3343,6.4951,-0.1876,3.0859,10.7617,-135.5867,0.5486,-3.3838,50.0046,4.281,-11.8053,25.2,4.8,24,2577,243,NA,NA,NA,NA,NA,NA,FALSE,-19.4,12.1,9.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",1,"2023-09-04T22:28:07.302Z","2023-09-04T22:28:14.460Z",TRUE,"pitch","6b484cb9-15f6-449b-8076-3fe205e7ece6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.9851,1.8185,NA,85.25,162.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nolan Jones flies out to center fielder Alek Thomas.",0,2,4,62,"top",9,"2023-09-04T22:27:42.370Z","2023-09-04T22:29:01.734Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85,14,0.9,0.4056,6.773,28.4695,-18.2509,-6.6579,7.5319,0.8331,2.8087,13.1548,-134.8819,-0.5805,-3.2351,50.0008,4.3099,-12.3054,27.6,4.8,24,2594,235,NA,NA,NA,NA,NA,NA,FALSE,-18,13.7,9.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",0,"2023-09-04T22:27:49.319Z","2023-09-04T22:27:54.831Z",TRUE,"pitch","fd8578e5-f75f-4f4c-bacf-f25782283ea3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.9184,1.8185,NA,159.01,143.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Flyout","field_out","Nolan Jones flies out to center fielder Alek Thomas.",0,2,4,62,"top",9,"2023-09-04T22:27:42.370Z","2023-09-04T22:29:01.734Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,666134,"Nolan Jones","/api/v1/people/666134","L","Left",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,85.4,11,0.9,0.4027,6.6165,28.8822,-18.7428,-6.5515,7.1671,-1.1021,3.5167,8.5461,-135.8382,1.2571,-3.4332,50.0051,4.3481,-12.2834,30,4.8,24,2576,233,NA,NA,NA,NA,NA,NA,FALSE,-17.9,13.4,10.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",9,"2023-09-04T22:27:04.500Z","2023-09-04T22:27:19.762Z",TRUE,"pitch","9bfa39ed-daf1-480b-a12f-12da2ee5fb39",8,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",3,2,2,NA,NA,3.15,1.42,NA,149.69,189.9,"line_drive","medium","7",41.9,127.15,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Double","double","Elias Diaz doubles (22) on a line drive to left fielder Lourdes Gurriel Jr. Ezequiel Tovar scores.",1,2,4,61,"top",9,"2023-09-04T22:24:32.018Z","2023-09-04T22:27:19.762Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.4,76.7,13,0.9,0.4481,6.693,27.0032,-26.6364,6.0293,3.6724,-0.8577,1.8105,4.593,-122.7959,-0.6787,-3.5438,50.0059,4.3806,9.0987,20.4,7.2,24,2421,93,84.7,13,177,NA,NA,NA,FALSE,-32,6.7,-12.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,553869,"Elias Díaz","/api/v1/people/553869"
716721,"2023-09-04",8,"2023-09-04T22:26:43.979Z","2023-09-04T22:26:49.820Z",TRUE,"pitch","4df56a18-6943-43b5-908e-9019819f6d02",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1482,1.4229,NA,157.49,202.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Double","double","Elias Diaz doubles (22) on a line drive to left fielder Lourdes Gurriel Jr. Ezequiel Tovar scores.",1,2,4,61,"top",9,"2023-09-04T22:24:32.018Z","2023-09-04T22:27:19.762Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,77.1,13,0.9,0.4463,6.3734,26.6831,-25.8495,6.0843,4.1584,-1.0624,1.3322,4.2936,-123.1792,-1.8226,-3.6245,50.0049,4.2881,9.2595,21.6,7.2,24,2483,101,NA,NA,NA,NA,NA,NA,FALSE,-31.2,7.3,-12.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",7,"2023-09-04T22:26:21.387Z","2023-09-04T22:26:25.283Z",TRUE,"pitch","26644a05-bb8b-4052-a4f6-747726a8e3a4",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.42,NA,127.06,168.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Double","double","Elias Diaz doubles (22) on a line drive to left fielder Lourdes Gurriel Jr. Ezequiel Tovar scores.",1,2,4,61,"top",9,"2023-09-04T22:24:32.018Z","2023-09-04T22:27:19.762Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,84.3,5,0.9,0.409,6.8921,28.2108,-20.5549,-5.2447,6.3904,-0.2639,2.6053,10.0123,-133.8009,-0.5828,-3.3688,50.0005,4.2957,-9.5334,20.4,4.8,24,2515,234,NA,NA,NA,NA,NA,NA,FALSE,-20.6,11.6,7.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",6,"2023-09-04T22:25:59.231Z","2023-09-04T22:26:06.386Z",TRUE,"pitch","1684065e-2582-4adc-b478-5a180320939f",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.42,NA,119.21,168.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Double","double","Elias Diaz doubles (22) on a line drive to left fielder Lourdes Gurriel Jr. Ezequiel Tovar scores.",1,2,4,61,"top",9,"2023-09-04T22:24:32.018Z","2023-09-04T22:27:19.762Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.2,5,0.9,0.4049,6.7688,28.1519,-18.5977,-6.2392,7.3152,-0.058,2.6109,10.9247,-135.0503,-1.037,-3.3365,50.001,4.3023,-11.5775,26.4,4.8,24,2549,234,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.2,9.1,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",4,"2023-09-04T22:25:28.942Z","2023-09-04T22:25:36.837Z",TRUE,"pitch","016b904f-2738-49e1-b02f-e7e6c68ca3f5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.15,1.42,NA,170.14,171.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Double","double","Elias Diaz doubles (22) on a line drive to left fielder Lourdes Gurriel Jr. Ezequiel Tovar scores.",1,2,4,61,"top",9,"2023-09-04T22:24:32.018Z","2023-09-04T22:27:19.762Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77,11,0.9,0.4469,6.2573,25.1809,-23.9078,6.8166,5.4378,-1.394,2.4916,3.3851,-122.7321,0.2949,-3.6783,50.001,4.4125,10.3559,25.2,7.2,24,2469,104,NA,NA,NA,NA,NA,NA,FALSE,-28.4,10.2,-13.2,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716721,"2023-09-04",2,"2023-09-04T22:25:10.557Z","2023-09-04T22:25:17.268Z",TRUE,"pitch","0025266c-fad2-4e8d-9fd5-e7fff07de64a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2859,1.4559,NA,65.21,159.54,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Double","double","Elias Diaz doubles (22) on a line drive to left fielder Lourdes Gurriel Jr. Ezequiel Tovar scores.",1,2,4,61,"top",9,"2023-09-04T22:24:32.018Z","2023-09-04T22:27:19.762Z",TRUE,TRUE,FALSE,FALSE,34,3,2,2,553869,"Elias Díaz","/api/v1/people/553869","R","Right",623149,"Paul Sewald","/api/v1/people/623149","R","Right","vs_RHP","vs_RHB","RISP",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,83.8,12,0.89,0.4116,6.8058,28.5131,-19.6561,-3.0791,6.9788,1.3587,2.9348,13.0959,-133.0688,0.0658,-3.226,50.0012,4.3336,-5.5221,8.4,4.8,24,2584,234,NA,NA,NA,NA,NA,NA,FALSE,-19.8,12.8,2.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
