"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716869,"2023-08-24",5,"2023-08-24T19:51:15.174Z","2023-08-24T19:51:19.643Z",TRUE,"pitch","4ace72ea-64c0-45da-bba8-4ad5ee854ac6",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.17,1.44,NA,144.74,147.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,3,5,68,"top",9,"2023-08-24T19:49:27.621Z","2023-08-24T19:51:19.643Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.7,11,0.91,0.4399,6.2351,26.0176,-42.0386,2.3142,-6.2895,-0.7278,3.3654,-2.465,-124.6917,-0.2066,-0.0252,50.0037,6.9298,3.6297,4.8,10.8,24,2544,38,NA,NA,NA,NA,NA,NA,TRUE,-48.5,-11.2,-3.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",4,"2023-08-24T19:50:38.633Z","2023-08-24T19:50:44.534Z",TRUE,"pitch","9295cbf0-253c-4b04-a35d-9004cfacc48b",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.17,1.44,NA,97.56,221.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,3,5,68,"top",9,"2023-08-24T19:49:27.621Z","2023-08-24T19:51:19.643Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.2,80.7,14,0.9,0.4324,6.8101,26.6931,-39.214,2.2225,-4.3326,0.5101,0.6555,0.4435,-126.8279,-7.2775,0.0441,50.0046,6.7016,3.6097,4.8,9.6,24,2590,34,NA,NA,NA,NA,NA,NA,FALSE,-45.4,-9.4,-4.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",2,"2023-08-24T19:50:01.420Z","2023-08-24T19:50:05.282Z",TRUE,"pitch","f91b90b4-996f-4529-a161-a1f91e953e10",2,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,2,2,NA,NA,3.17,1.44,NA,114.4,221.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,3,5,68,"top",9,"2023-08-24T19:49:27.621Z","2023-08-24T19:51:19.643Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,79.4,14,0.91,0.4399,6.7369,25.9189,-39.2259,2.7902,-4.4887,0.0682,0.6543,-0.7709,-124.6921,-6.7976,0.0195,50.006,6.6662,4.3786,6,10.8,24,2452,38,NA,NA,NA,NA,NA,NA,FALSE,-46.8,-9.5,-4.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",1,"2023-08-24T19:49:29.867Z","2023-08-24T19:49:35.791Z",TRUE,"pitch","d565af04-7d6d-4efd-879f-b77908976bdf",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.17,1.44,NA,110.06,210.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,3,5,68,"top",9,"2023-08-24T19:49:27.621Z","2023-08-24T19:51:19.643Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,79.5,14,0.9,0.4389,6.2524,25.4182,-38.6549,1.4557,-4.1046,0.1821,1.0587,0.628,-124.861,-6.0894,-0.262,50.0055,6.7142,2.2962,3.6,10.8,24,2496,37,NA,NA,NA,NA,NA,NA,FALSE,-45.8,-8.6,-2.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",0,"2023-08-24T19:49:16.212Z","2023-08-24T19:49:29.867Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Elias Diaz replaces Brenton Doyle.","Offensive Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,553869,"/api/v1/people/553869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","68","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,3,5,68,"top",9,"2023-08-24T19:49:27.621Z","2023-08-24T19:51:19.643Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,686668,"/api/v1/people/686668",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",3,"2023-08-24T19:50:20.579Z","2023-08-24T19:50:38.633Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,2,553869,"/api/v1/people/553869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"68","atBat","Strikeout","strikeout","Elias Diaz strikes out swinging.",0,3,5,68,"top",9,"2023-08-24T19:49:27.621Z","2023-08-24T19:51:19.643Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,553869,"Elias Díaz","/api/v1/people/553869","R","Right",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_RHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",3,"2023-08-24T19:48:48.201Z","2023-08-24T19:48:53.987Z",TRUE,"pitch","cb8a3e93-728c-4e82-a18e-22c95ae7da8b",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.25,1.6,NA,103.71,192.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,3,5,67,"top",9,"2023-08-24T19:48:06.204Z","2023-08-24T19:48:53.987Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,80.3,9,0.9,0.4339,6.2794,25.3265,-38.8905,1.5244,-4.1663,0.3486,1.709,0.4381,-126.1675,-4.8277,-0.0252,50.0005,6.7767,2.4603,3.6,9.6,24,2580,41,NA,NA,NA,NA,NA,NA,TRUE,-44.8,-8.4,-2.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,660707,"Elehuris Montero","/api/v1/people/660707",NA,NA,NA
716869,"2023-08-24",2,"2023-08-24T19:48:26.469Z","2023-08-24T19:48:31.872Z",TRUE,"pitch","f03cc22a-48bf-4c51-b6e6-5cd1ba0f5eee",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.25,1.6,NA,125.62,140.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,3,5,67,"top",9,"2023-08-24T19:48:06.204Z","2023-08-24T19:48:53.987Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.3,89.2,11,0.9,0.384,6.5652,35.3776,-10.3084,-0.2556,10.6322,-0.2261,3.6265,1.0726,-143.0591,-6.4858,-0.5739,50.0065,6.5809,-0.5259,1.2,2.4,24,2354,189,NA,NA,NA,NA,NA,NA,FALSE,-10.4,18,0.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",1,"2023-08-24T19:48:08.600Z","2023-08-24T19:48:12.195Z",TRUE,"pitch","b0b9dac2-e85b-4ecc-ba35-b326cb2871e3",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.25,1.6,NA,109.68,184.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,3,5,67,"top",9,"2023-08-24T19:48:06.204Z","2023-08-24T19:48:53.987Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.5,8,0.91,0.3801,6.6679,35.5334,-8.9318,-0.9212,11.067,0.192,1.9986,2.2987,-144.4402,-11.0133,-0.4966,50.0026,6.4226,-1.9347,7.2,2.4,24,2420,191,NA,NA,NA,NA,NA,NA,FALSE,-10.1,17.9,1.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716869,"2023-08-24",0,"2023-08-24T19:48:05.847Z","2023-08-24T19:48:08.600Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jurickson Profar replaces Austin Wynns.","Offensive Substitution",3,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,595777,"/api/v1/people/595777",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","801","67","atBat","Strikeout","strikeout","Jurickson Profar strikes out swinging.",0,3,5,67,"top",9,"2023-08-24T19:48:06.204Z","2023-08-24T19:48:53.987Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664126,"Pete Fairbanks","/api/v1/people/664126","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,642851,"/api/v1/people/642851",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
