"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745435,"2024-03-30",1,"2024-03-30T03:38:50.556Z","2024-03-30T03:38:55.215Z",TRUE,"pitch","860c1fb2-baaf-4648-ba55-e9b0262d1d50",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.64,1.79,NA,142.85,160.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Nick Ahmed called out on strikes.",0,6,2,62,"top",8,"2024-03-30T03:38:26.233Z","2024-03-30T03:40:41.510Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.4,4,0.9,0.397,6.5748,31.7578,-15.9432,-5.5912,8.4278,-0.678,2.9057,4.7449,-138.1397,-2.9634,-1.6944,50.0037,5.0689,-10.7695,30,3.6,24,2194,229,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.8,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",0,"2024-03-30T03:38:33.403Z","2024-03-30T03:38:39.383Z",TRUE,"pitch","4b79e8c8-215c-4254-b20c-a63869a79008",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.7749,1.7448,NA,147.37,174.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Nick Ahmed called out on strikes.",0,6,2,62,"top",8,"2024-03-30T03:38:26.233Z","2024-03-30T03:40:41.510Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,605113,"Nick Ahmed","/api/v1/people/605113","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.8,78.6,4,0.86,0.4386,6.3849,25.6219,-26.8285,0.4369,3.3833,-0.7966,2.3891,2.0598,-124.9691,-1.5339,-1.6889,50.0011,5.2186,0.6892,2.4,7.2,24,1998,191,NA,NA,NA,NA,NA,NA,FALSE,-31.1,6,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",6,"2024-03-30T03:37:50.317Z","2024-03-30T03:38:03.447Z",TRUE,"pitch","c39c3dbc-ec5e-4715-a6ed-94727220b4a9",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",3,2,1,NA,NA,3.37,1.62,NA,109.72,146.78,"line_drive","hard","9",165.62,69.29,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Patrick Bailey singles on a sharp line drive to right fielder Fernando Tatis Jr. Patrick Bailey to 2nd. Patrick Bailey advances to 2nd, on a fielding error by right fielder Fernando Tatis Jr.",0,6,2,61,"top",8,"2024-03-30T03:35:59.891Z","2024-03-30T03:38:03.447Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,86.7,2,0.89,0.397,6.5252,30.0519,-19.5684,-7.874,6.5361,0.191,3.4075,7.4634,-137.8736,-1.4923,-1.5253,50.006,5.2737,-15.194,34.8,4.8,24,2186,225,103.5,16,276,NA,NA,NA,FALSE,-18.7,11.8,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,672275,"Patrick Bailey","/api/v1/people/672275"
745435,"2024-03-30",4,"2024-03-30T03:37:26.346Z","2024-03-30T03:37:31.028Z",TRUE,"pitch","60d0446b-14cb-4c91-9cdb-1e80bdf52f7b",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,1,NA,NA,3.528,1.7628,NA,98.98,177.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Patrick Bailey singles on a sharp line drive to right fielder Fernando Tatis Jr. Patrick Bailey to 2nd. Patrick Bailey advances to 2nd, on a fielding error by right fielder Fernando Tatis Jr.",0,6,2,61,"top",8,"2024-03-30T03:35:59.891Z","2024-03-30T03:38:03.447Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,85.9,9,0.89,0.401,6.6082,29.8755,-18.0428,-7.3897,7.4787,0.4728,2.2527,8.1634,-136.5441,-4.4363,-1.5946,50.0032,5.1388,-13.964,32.4,4.8,24,2148,230,NA,NA,NA,NA,NA,NA,FALSE,-18.2,12.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",3,"2024-03-30T03:37:07.012Z","2024-03-30T03:37:11.024Z",TRUE,"pitch","7861d289-c44f-4cc6-a15a-f2ce7ef7904d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.5719,1.7784,NA,164.94,131.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Patrick Bailey singles on a sharp line drive to right fielder Fernando Tatis Jr. Patrick Bailey to 2nd. Patrick Bailey advances to 2nd, on a fielding error by right fielder Fernando Tatis Jr.",0,6,2,61,"top",8,"2024-03-30T03:35:59.891Z","2024-03-30T03:38:03.447Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.2,11,0.9,0.3985,6.5501,30.6392,-18.4096,-7.094,7.1953,-1.2576,3.9573,3.8893,-137.4691,-0.3414,-1.7695,50.002,5.3335,-13.5687,34.8,4.8,24,2178,228,NA,NA,NA,NA,NA,NA,FALSE,-17.5,13.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",2,"2024-03-30T03:36:47.458Z","2024-03-30T03:36:52.716Z",TRUE,"pitch","e2f31f96-a1e8-47a0-8553-20fba4db3bb5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.5529,1.7593,NA,153.67,165.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Patrick Bailey singles on a sharp line drive to right fielder Fernando Tatis Jr. Patrick Bailey to 2nd. Patrick Bailey advances to 2nd, on a fielding error by right fielder Fernando Tatis Jr.",0,6,2,61,"top",8,"2024-03-30T03:35:59.891Z","2024-03-30T03:38:03.447Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,78.7,11,0.89,0.4387,6.5286,24.5616,-26.1976,2.2436,3.7882,-0.9619,2.7285,1.5887,-124.7323,-0.9265,-1.8982,50.0053,5.2605,3.5438,8.4,7.2,24,2129,184,NA,NA,NA,NA,NA,NA,FALSE,-30.2,6.8,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",1,"2024-03-30T03:36:30.712Z","2024-03-30T03:36:34.461Z",TRUE,"pitch","0ee45153-f8ce-461c-81b6-6d141462b0de",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5386,1.8299,NA,104.7,209.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Patrick Bailey singles on a sharp line drive to right fielder Fernando Tatis Jr. Patrick Bailey to 2nd. Patrick Bailey advances to 2nd, on a fielding error by right fielder Fernando Tatis Jr.",0,6,2,61,"top",8,"2024-03-30T03:35:59.891Z","2024-03-30T03:38:03.447Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.5,79.2,14,0.79,0.4361,6.557,26.793,-23.8445,0.9883,5.2215,0.3226,1.0719,4.9538,-125.8429,-5.059,-1.8041,50.0044,5.053,1.5759,6,6,24,2072,234,NA,NA,NA,NA,NA,NA,FALSE,-28.3,8.4,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",0,"2024-03-30T03:36:11.668Z","2024-03-30T03:36:17.071Z",TRUE,"pitch","373f90cb-b93a-4c4c-ab6f-b8be8beff1ae",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.37,1.62,NA,120.9,158.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Patrick Bailey singles on a sharp line drive to right fielder Fernando Tatis Jr. Patrick Bailey to 2nd. Patrick Bailey advances to 2nd, on a fielding error by right fielder Fernando Tatis Jr.",0,6,2,61,"top",8,"2024-03-30T03:35:59.891Z","2024-03-30T03:38:03.447Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.3,2,0.9,0.3974,6.5453,32.1003,-16.9601,-7.2551,7.9182,-0.1024,2.9737,6.8701,-138.0775,-3.0415,-1.6858,50.0047,5.2374,-13.9445,34.8,4.8,24,2161,231,NA,NA,NA,NA,NA,NA,FALSE,-16.7,13.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",5,"2024-03-30T03:37:35.789Z","2024-03-30T03:37:50.317Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,672275,"/api/v1/people/672275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Patrick Bailey singles on a sharp line drive to right fielder Fernando Tatis Jr. Patrick Bailey to 2nd. Patrick Bailey advances to 2nd, on a fielding error by right fielder Fernando Tatis Jr.",0,6,2,61,"top",8,"2024-03-30T03:35:59.891Z","2024-03-30T03:38:03.447Z",TRUE,FALSE,FALSE,FALSE,33,3,2,1,672275,"Patrick Bailey","/api/v1/people/672275","L","Left",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_LHB","RISP",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",3,"2024-03-30T03:35:32.827Z","2024-03-30T03:35:42.664Z",TRUE,"pitch","2865edfe-7ac5-423b-9610-dc75c3af54d5",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,0,NA,NA,3.38,1.66,NA,94.57,150.22,"fly_ball","medium","9",178.98,63.62,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Thairo Estrada flies out to right fielder Fernando Tatis Jr.",0,6,2,60,"top",8,"2024-03-30T03:35:14.546Z","2024-03-30T03:35:42.664Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.9,78.6,3,0.87,0.4383,6.5108,25.6041,-27.4169,1.943,3.0072,0.5884,3.28,5.0529,-125.0363,0.461,-1.7122,50.0002,5.3459,3.0706,8.4,7.2,24,2092,195,97.6,31,360,NA,NA,NA,TRUE,-31.3,5.8,-4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",2,"2024-03-30T03:35:16.701Z","2024-03-30T03:35:20.322Z",TRUE,"pitch","436a5736-6e55-4312-b808-943a2c2d2e32",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.38,1.66,NA,110.05,182.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Flyout","field_out","Thairo Estrada flies out to right fielder Fernando Tatis Jr.",0,6,2,60,"top",8,"2024-03-30T03:35:14.546Z","2024-03-30T03:35:42.664Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,79,8,2,0.4367,6.4731,25.9995,-23.7468,0.1866,5.2899,0.1822,2.0667,4.9465,-125.5566,-3.1515,-1.8396,50.0026,5.2759,0.2959,2.4,6,24,2032,224,NA,NA,NA,NA,NA,NA,FALSE,-27.7,9.1,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",0,"2024-03-30T03:35:04.492Z","2024-03-30T03:35:04.524Z",FALSE,"action",NA,NA,"Tyler Wade remains in the game as the third baseman.","Defensive Switch",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,642180,"/api/v1/people/642180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"5","Third Base","Infielder","3B","801","60","atBat","Flyout","field_out","Thairo Estrada flies out to right fielder Fernando Tatis Jr.",0,6,2,60,"top",8,"2024-03-30T03:35:14.546Z","2024-03-30T03:35:42.664Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,666703,"/api/v1/people/666703",NA,TRUE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",1,"2024-03-30T03:35:04.524Z","2024-03-30T03:35:16.701Z",FALSE,"action",NA,NA,"Jackson Merrill remains in the game as the center fielder.","Defensive Switch",6,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,701538,"/api/v1/people/701538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"defensive_switch",NA,"8","Outfielder","Outfielder","CF","901","60","atBat","Flyout","field_out","Thairo Estrada flies out to right fielder Fernando Tatis Jr.",0,6,2,60,"top",8,"2024-03-30T03:35:14.546Z","2024-03-30T03:35:42.664Z",TRUE,FALSE,FALSE,TRUE,0,0,1,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,640492,"/api/v1/people/640492",NA,TRUE,TRUE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",5,"2024-03-30T03:32:57.573Z","2024-03-30T03:33:07.305Z",TRUE,"pitch","e638540d-6037-4f85-af24-d6d3962b6990",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.49,1.601,NA,151.76,187.2,"fly_ball","medium","8",141.16,61.45,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","Jackson Merrill flies out to center fielder Jung Hoo Lee.",0,6,2,59,"bottom",7,"2024-03-30T03:31:36.008Z","2024-03-30T03:33:07.305Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,701538,"Jackson Merrill","/api/v1/people/701538","L","Left",694738,"Landen Roupp","/api/v1/people/694738","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",76.2,68.8,13,2,0.4997,6.629,24.7388,-40.4884,10.5585,-6.8765,-0.9119,1.9102,1.1387,-110.76,2.2499,-2.8041,50.0025,5.2005,12.7653,18,14.4,24,2871,52,92.8,34,344,NA,NA,NA,TRUE,-59.4,-11.2,-19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",4,"2024-03-30T03:32:40.783Z","2024-03-30T03:32:44.884Z",TRUE,"pitch","9965b280-c937-44be-9365-da442ba33e81",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.6081,1.6888,NA,63.89,142.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","Jackson Merrill flies out to center fielder Jung Hoo Lee.",0,6,2,59,"bottom",7,"2024-03-30T03:31:36.008Z","2024-03-30T03:33:07.305Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,701538,"Jackson Merrill","/api/v1/people/701538","L","Left",694738,"Landen Roupp","/api/v1/people/694738","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95,86.1,12,2,0.3987,6.8848,31.8603,-28.7071,-11.6704,1.8174,1.3933,3.5683,13.3231,-137.6145,1.0614,-2.0052,50.0048,5.1291,-22.2837,33.6,7.2,24,1963,231,NA,NA,NA,NA,NA,NA,FALSE,-26.9,3.7,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
745435,"2024-03-30",3,"2024-03-30T03:32:15.928Z","2024-03-30T03:32:20.664Z",TRUE,"pitch","3b993f7b-f49a-48a3-8973-18db44fb0b50",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.49,1.601,NA,86.25,217.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Flyout","field_out","Jackson Merrill flies out to center fielder Jung Hoo Lee.",0,6,2,59,"bottom",7,"2024-03-30T03:31:36.008Z","2024-03-30T03:33:07.305Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,701538,"Jackson Merrill","/api/v1/people/701538","L","Left",694738,"Landen Roupp","/api/v1/people/694738","R","Right","vs_RHP","vs_LHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","San Francisco Giants",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",77.1,69.7,14,2,0.4951,6.9579,26.2208,-41.1688,9.6246,-7.3164,0.8067,0.7957,4.3878,-112.004,0.0134,-2.448,50.0008,5.1142,11.8372,16.8,14.4,24,2930,49,NA,NA,NA,NA,NA,NA,FALSE,-60,-12.7,-18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,630105,"Jake Cronenworth","/api/v1/people/630105",NA,NA,NA,NA,NA,NA
