"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716448,"2023-09-24",1,"2023-09-24T20:20:46.785Z","2023-09-24T20:20:57.056Z",TRUE,"pitch","b000b832-f6cb-4a84-a1be-85c6a35d60d0",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.46,1.73,NA,139.9,161.55,"fly_ball","medium","8",101.58,75.98,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Nelson Velazquez flies out to center fielder Mauricio Dubon.",0,6,5,61,"top",8,"2023-09-24T20:20:28.272Z","2023-09-24T20:20:57.056Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.4,76,4,0.9,0.4528,6.0374,25.7806,-30.3475,-6.0393,1.2371,-0.6009,2.8603,3.6574,-121.3938,-1.5644,-1.3494,50.0039,6.1775,-8.9323,14.4,8.4,24,1039,245,84.7,36,313,NA,NA,NA,TRUE,-37.4,2.2,10,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",0,"2023-09-24T20:20:31.737Z","2023-09-24T20:20:34.737Z",TRUE,"pitch","2ef5dc63-ba72-4783-ae18-73181f3e5ca8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.46,1.73,NA,113.77,137.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Flyout","field_out","Nelson Velazquez flies out to center fielder Mauricio Dubon.",0,6,5,61,"top",8,"2023-09-24T20:20:28.272Z","2023-09-24T20:20:57.056Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,83.9,12,0.88,0.4066,6.1132,33.6972,-14.5,-6.7788,9.6512,0.0848,3.7654,6.2372,-135.4831,-2.7508,-1.3832,50.0052,5.8265,-12.4171,36,3.6,24,2377,220,NA,NA,NA,NA,NA,NA,FALSE,-15,16.9,10.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",3,"2023-09-24T20:19:59.421Z","2023-09-24T20:20:04.121Z",TRUE,"pitch","47f9bfa7-c71f-4209-b4e2-0b4838e1e5c8",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,0,NA,NA,3.53,1.61,NA,81.6,217.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,6,5,60,"top",8,"2023-09-24T20:19:16.364Z","2023-09-24T20:20:04.121Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",82.7,76.2,14,0.9,0.4562,6.1752,23.9047,-32.4777,-4.2885,-0.2078,0.9288,0.7954,6.5024,-120.1887,-5.4029,-1.258,50.0023,5.9661,-6.2563,8.4,9.6,24,1078,254,NA,NA,NA,NA,NA,NA,TRUE,-41.6,-1.4,6.1,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",2,"2023-09-24T20:19:39.683Z","2023-09-24T20:19:42.880Z",TRUE,"pitch","5386f8de-fc36-41ff-a912-5a87a75c8704",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.53,1.61,NA,117.47,130.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,6,5,60,"top",8,"2023-09-24T20:19:16.364Z","2023-09-24T20:20:04.121Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,84.3,11,0.85,0.4061,6.1078,31.6109,-18.5933,-6.6534,7.3853,-0.0123,3.9934,6.4632,-135.2594,-1.6725,-1.5772,50.0011,5.9338,-12.2328,30,4.8,24,2263,221,NA,NA,NA,NA,NA,NA,FALSE,-18.7,13.2,10.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",1,"2023-09-24T20:19:18.683Z","2023-09-24T20:19:23.263Z",TRUE,"pitch","c2b74dba-90f8-4f24-9a2c-7b3a833f122c",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,0,NA,NA,3.53,1.61,NA,71.46,220.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,6,5,60,"top",8,"2023-09-24T20:19:16.364Z","2023-09-24T20:20:04.121Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,80.2,14,0.91,0.4333,5.9743,25.9146,-25.8621,0.5462,3.9007,1.1946,0.6625,6.3435,-126.4306,-7.769,-1.4185,50.0041,5.8527,0.8823,4.8,7.2,24,2158,211,NA,NA,NA,NA,NA,NA,FALSE,-30.7,5.5,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",0,"2023-09-24T20:18:25.691Z","2023-09-24T20:19:18.683Z",FALSE,"action",NA,NA,"Pitching Change: Hector Neris replaces Kendall Graveman.","Pitching Substitution",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,593576,"/api/v1/people/593576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"60","atBat","Strikeout","strikeout","Salvador Perez strikes out swinging.",0,6,5,60,"top",8,"2023-09-24T20:19:16.364Z","2023-09-24T20:20:04.121Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,521692,"Salvador Perez","/api/v1/people/521692","R","Right",593576,"Héctor Neris","/api/v1/people/593576","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",1,"2023-09-24T20:16:16.640Z","2023-09-24T20:16:27.556Z",TRUE,"pitch","a797deac-5415-48e7-822d-3fb528dfdc9b",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,2,NA,NA,3.52,1.68,NA,134.79,149.13,"popup","medium","5",86.75,147.08,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Matt Duffy.",0,6,5,59,"bottom",7,"2023-09-24T20:15:46.878Z","2023-09-24T20:16:27.556Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,77.6,1,0.9,0.4455,6.6747,25.3451,-36.0706,-2.9613,-2.5508,-0.4667,3.3206,-4.189,-123.1313,0.6575,1.6437,50.0007,6.1116,-4.5279,8.4,9.6,24,2255,272,84.1,63,166,NA,NA,NA,TRUE,-42.5,-4.2,6.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",0,"2023-09-24T20:15:53.853Z","2023-09-24T20:15:57.320Z",TRUE,"pitch","2b6268ca-4e7a-4257-acf5-cfbfe2a0f2b4",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.52,1.68,NA,150.82,163.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Pop Out","field_out","Kyle Tucker pops out to third baseman Matt Duffy.",0,6,5,59,"bottom",7,"2023-09-24T20:15:46.878Z","2023-09-24T20:16:27.556Z",TRUE,FALSE,FALSE,TRUE,0,0,1,3,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",79.4,72.6,11,0.91,0.4762,6.3499,24.1958,-32.7362,-11.1064,-0.4213,-0.8872,2.7886,-3.2363,-115.6124,-0.1775,1.9783,50.0028,6.0435,-14.8359,25.2,10.8,24,2209,306,NA,NA,NA,NA,NA,NA,FALSE,-44.3,-0.5,21,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",6,"2023-09-24T20:15:17.062Z","2023-09-24T20:15:24.077Z",TRUE,"pitch","40e0a63e-32b0-4829-b960-0cec1bac4bf7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,1,NA,NA,3.48,1.72,NA,94.66,164.58,"line_drive","medium","9",192.6,89.61,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Lineout","field_out","Yordan Alvarez lines out to right fielder Nelson Velazquez.",0,6,5,58,"bottom",7,"2023-09-24T20:14:15.121Z","2023-09-24T20:15:24.077Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.3,74.6,6,0.65,0.4636,6.2595,23.5355,-37.8615,-3.8883,-4.0318,0.586,2.7481,-1.9699,-118.3442,0.4198,1.9354,50.0014,6.0492,-5.489,8.4,10.8,24,2251,290,98.8,20,318,NA,NA,NA,TRUE,-48.4,-6.8,7.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",5,"2023-09-24T20:15:01.676Z","2023-09-24T20:15:05.923Z",TRUE,"pitch","77805ef2-ae53-4422-8a93-d00f73f37f3b",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,1,NA,NA,3.4944,1.7043,NA,111.16,167.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Lineout","field_out","Yordan Alvarez lines out to right fielder Nelson Velazquez.",0,6,5,58,"bottom",7,"2023-09-24T20:14:15.121Z","2023-09-24T20:15:24.077Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90,82.3,5,0.79,0.4188,6.7605,28.0394,-19.522,7.1769,7.3085,0.1533,2.6502,-5.5504,-130.8555,-4.8206,1.3712,50.0044,5.9823,12.427,28.8,6,24,1854,160,NA,NA,NA,NA,NA,NA,FALSE,-21.5,12.4,-11.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",4,"2023-09-24T20:14:45.919Z","2023-09-24T20:14:50.561Z",TRUE,"pitch","2dcc4aaa-2fad-490d-bd1e-673952b422f5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4663,1.7328,NA,66.39,120.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Lineout","field_out","Yordan Alvarez lines out to right fielder Nelson Velazquez.",0,6,5,58,"bottom",7,"2023-09-24T20:14:15.121Z","2023-09-24T20:15:24.077Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",81.5,74.6,12,0.92,0.4615,6.3873,22.7487,-27.9396,5.034,2.9647,1.3277,4.3924,-2.5855,-118.6924,1.9364,1.7772,50.0008,6.1106,7.1805,13.2,8.4,24,1028,134,NA,NA,NA,NA,NA,NA,FALSE,-35,6.1,-8.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",3,"2023-09-24T20:14:31.147Z","2023-09-24T20:14:35.317Z",TRUE,"pitch","4454f2db-dfac-4a38-b4dc-ade6f5769f50",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.5505,1.7328,NA,154.15,165.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Lineout","field_out","Yordan Alvarez lines out to right fielder Nelson Velazquez.",0,6,5,58,"bottom",7,"2023-09-24T20:14:15.121Z","2023-09-24T20:15:24.077Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.7,78.6,11,0.89,0.4401,6.6781,26.2644,-32.2713,-4.0287,-0.0619,-0.9746,2.7182,-5.5743,-124.7011,-1.4158,1.8175,50.0035,5.9682,-6.3115,13.2,8.4,24,2196,245,NA,NA,NA,NA,NA,NA,FALSE,-37.6,-0.2,8.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",2,"2023-09-24T20:14:17.358Z","2023-09-24T20:14:22.228Z",TRUE,"pitch","54dfc2ea-3ca7-4734-ab30-4c86106f6cba",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5505,1.7898,NA,151.12,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Lineout","field_out","Yordan Alvarez lines out to right fielder Nelson Velazquez.",0,6,5,58,"bottom",7,"2023-09-24T20:14:15.121Z","2023-09-24T20:15:24.077Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.5,83.6,11,0.51,0.4121,6.6076,28.6954,-17.7871,7.5541,8.045,-0.8951,2.7324,-8.44,-132.9422,-5.0544,1.3405,50.0064,5.951,13.5152,32.4,4.8,24,1847,155,NA,NA,NA,NA,NA,NA,FALSE,-19.2,13.7,-11.9,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",0,"2023-09-24T20:11:56.668Z","2023-09-24T20:12:29.848Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"58","atBat","Lineout","field_out","Yordan Alvarez lines out to right fielder Nelson Velazquez.",0,6,5,58,"bottom",7,"2023-09-24T20:14:15.121Z","2023-09-24T20:15:24.077Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",1,"2023-09-24T20:12:29.848Z","2023-09-24T20:14:17.358Z",FALSE,"action",NA,NA,"Pitching Change: Tucker Davidson replaces Alec Marsh.","Pitching Substitution",6,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,656353,"/api/v1/people/656353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"58","atBat","Lineout","field_out","Yordan Alvarez lines out to right fielder Nelson Velazquez.",0,6,5,58,"bottom",7,"2023-09-24T20:14:15.121Z","2023-09-24T20:15:24.077Z",TRUE,FALSE,FALSE,TRUE,0,3,1,2,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",656353,"Tucker Davidson","/api/v1/people/656353","L","Left","vs_LHP","vs_LHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",4,"2023-09-24T20:11:35.507Z","2023-09-24T20:11:42.243Z",TRUE,"pitch","e7df7bd3-1b0c-408c-bf08-c59d0496916d",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,0,NA,NA,3.01,1.46,NA,45.48,226.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Alex Bregman strikes out swinging.",0,6,5,57,"bottom",7,"2023-09-24T20:09:43.907Z","2023-09-24T20:11:42.243Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.8,80.2,14,2,0.4323,6.1937,29.6874,-31.4857,3.3833,0.4227,1.8763,0.4649,8.4656,-127.393,-6.4038,-1.9486,50.0029,5.5458,5.478,12,8.4,24,2597,41,NA,NA,NA,NA,NA,NA,TRUE,-36.7,-0.7,-8.3,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716448,"2023-09-24",2,"2023-09-24T20:11:12.419Z","2023-09-24T20:11:17.203Z",TRUE,"pitch","b74189cb-1904-40ed-965d-48f87946733b",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,0,NA,NA,3.0722,1.3903,NA,137.45,197.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Strikeout","strikeout","Alex Bregman strikes out swinging.",0,6,5,57,"bottom",7,"2023-09-24T20:09:43.907Z","2023-09-24T20:11:42.243Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,608324,"Alex Bregman","/api/v1/people/608324","R","Right",679525,"Alec Marsh","/api/v1/people/679525","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Kansas City Royals",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.4,79.8,7,2,0.4322,6.3505,27.2942,-22.9698,-8.7571,5.6662,-0.5364,1.5153,7.1247,-126.9907,-5.2971,-2.2479,50.005,5.4685,-14.229,27.6,7.2,24,1799,236,NA,NA,NA,NA,NA,NA,FALSE,-26.9,9.2,14.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
