"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717277,"2023-07-24",4,"2023-07-25T01:29:36.521Z","2023-07-25T01:29:44.539Z",TRUE,"pitch","602ab45f-34f9-4022-9e65-db344acab720",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.18,1.5,NA,119.67,183.44,"ground_ball","medium","3",148.42,164.8,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Steven Kwan grounds out to first baseman Nick Pratto.",0,5,3,72,"bottom",9,"2023-07-25T01:28:18.615Z","2023-07-25T01:29:44.539Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.2,71.6,5,2,0.4833,7.1269,23.0107,-39.7939,9.4784,-5.869,-0.0699,2.0495,1.1073,-113.8079,1.3477,-1.7943,50.0043,5.4243,12.2992,18,13.2,24,2646,61,83.6,-2,32,NA,NA,NA,TRUE,-55,-9.8,-17.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",3,"2023-07-25T01:29:14.147Z","2023-07-25T01:29:21.376Z",TRUE,"pitch","e6e68670-b0d7-4095-afc3-024ebda82804",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.18,1.5,NA,102.28,162.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Steven Kwan grounds out to first baseman Nick Pratto.",0,5,3,72,"bottom",9,"2023-07-25T01:28:18.615Z","2023-07-25T01:29:44.539Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.6,84.2,3,2,0.4098,6.8172,27.2204,-20.2598,-1.3578,6.576,0.3861,2.8427,6.2366,-133.3937,-1.873,-1.8002,50.005,5.0064,-2.4621,3.6,4.8,24,2451,219,NA,NA,NA,NA,NA,NA,FALSE,-20.6,11.8,1.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",2,"2023-07-25T01:28:53.019Z","2023-07-25T01:28:58.263Z",TRUE,"pitch","f5ef4123-ff3c-453a-9951-eb81c65454a6",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.181,1.5262,NA,166.45,107.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Steven Kwan grounds out to first baseman Nick Pratto.",0,5,3,72,"bottom",9,"2023-07-25T01:28:18.615Z","2023-07-25T01:29:44.539Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.9,83.7,11,2,0.4122,6.8436,25.7673,-23.0748,-2.5274,5.0767,-1.2973,4.8613,2.2677,-132.4103,3.4797,-1.8325,50.0028,5.2105,-4.5305,10.8,4.8,24,2423,217,NA,NA,NA,NA,NA,NA,FALSE,-22.7,10.1,4.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",1,"2023-07-25T01:28:21.012Z","2023-07-25T01:28:30.860Z",TRUE,"pitch","d1769bc0-3d91-48e2-95db-d2bfd62f172c",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.18,1.5,NA,101.67,177.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Steven Kwan grounds out to first baseman Nick Pratto.",0,5,3,72,"bottom",9,"2023-07-25T01:28:18.615Z","2023-07-25T01:29:44.539Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,84.9,6,2,0.4064,6.9282,28.6161,-19.1766,-2.9653,7.0627,0.4021,2.2729,6.7038,-134.6681,-3.6946,-1.7318,50.0063,5.0153,-5.4606,12,4.8,24,2452,221,NA,NA,NA,NA,NA,NA,FALSE,-19.7,12.2,4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",0,"2023-07-25T01:27:41.723Z","2023-07-25T01:28:21.012Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"72","atBat","Groundout","field_out","Steven Kwan grounds out to first baseman Nick Pratto.",0,5,3,72,"bottom",9,"2023-07-25T01:28:18.615Z","2023-07-25T01:29:44.539Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,680757,"Steven Kwan","/api/v1/people/680757","L","Left",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",7,"2023-07-25T01:26:57.667Z","2023-07-25T01:27:10.695Z",TRUE,"pitch","6e239857-2900-47af-a19d-bd90ea92de60",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.41,1.59,NA,125.15,194.19,"line_drive","medium","8",131.21,54.01,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Myles Straw lines out to center fielder Kyle Isbel. Andres Gimenez to 3rd.",0,5,3,71,"bottom",9,"2023-07-25T01:24:32.125Z","2023-07-25T01:27:10.695Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.6,83.5,8,2,0.4121,7.2169,29.7032,-23.0809,-9.3685,5.0903,-0.2138,1.6516,6.844,-133.1238,-4.3785,-1.6062,50.0056,4.9974,-16.747,32.4,6,24,2195,222,98.6,21,360,NA,NA,NA,TRUE,-24.4,8.4,15.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,665926,"Andrés Giménez","/api/v1/people/665926",686823,"Will Brennan","/api/v1/people/686823",NA,NA,NA,NA
717277,"2023-07-24",6,"2023-07-25T01:26:29.455Z","2023-07-25T01:26:34.191Z",TRUE,"pitch","24279a6b-713d-434a-87a5-99a4e81b80f1",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.41,1.59,NA,110.81,175.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Myles Straw lines out to center fielder Kyle Isbel. Andres Gimenez to 3rd.",0,5,3,71,"bottom",9,"2023-07-25T01:24:32.125Z","2023-07-25T01:27:10.695Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.8,84.7,5,2,0.4062,7.133,30.1299,-17.5046,-2.503,7.9732,0.1624,2.3501,5.5008,-134.9753,-4.1431,-1.5793,50.0029,5.1421,-4.6057,10.8,3.6,24,2566,212,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13.7,3.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",5,"2023-07-25T01:25:55.788Z","2023-07-25T01:26:01.644Z",TRUE,"pitch","c973eaeb-aa70-45f1-a566-a829e34f0bc4",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,1,NA,NA,3.4325,1.6264,NA,72.55,236.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Myles Straw lines out to center fielder Kyle Isbel. Andres Gimenez to 3rd.",0,5,3,71,"bottom",9,"2023-07-25T01:24:32.125Z","2023-07-25T01:27:10.695Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.6,72.2,14,2,0.4817,7.1318,24.0235,-38.0643,8.5271,-4.5174,1.166,0.0876,3.5946,-114.3651,-3.2496,-1.5409,50.0008,5.3161,11.1254,16.8,12,24,2714,55,NA,NA,NA,NA,NA,NA,FALSE,-53.5,-8.8,-16.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",4,"2023-07-25T01:25:33.357Z","2023-07-25T01:25:39.668Z",TRUE,"pitch","94a91aef-141f-4379-973a-ca1c7810a143",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.41,1.59,NA,118.67,178.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Myles Straw lines out to center fielder Kyle Isbel. Andres Gimenez to 3rd.",0,5,3,71,"bottom",9,"2023-07-25T01:24:32.125Z","2023-07-25T01:27:10.695Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.7,77.2,5,2,0.4485,6.8223,23.0929,-32.1418,3.8554,0.0257,-0.0439,2.244,3.2442,-121.9262,-0.1151,-1.8909,50.0052,5.0563,5.8284,10.8,8.4,24,2534,100,NA,NA,NA,NA,NA,NA,FALSE,-38.5,0.2,-7.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717277,"2023-07-24",3,"2023-07-25T01:25:12.356Z","2023-07-25T01:25:19.065Z",TRUE,"pitch","a6109c61-dbc3-4100-b28d-7af863910a46",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.307,1.5016,NA,91.93,191.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","Myles Straw lines out to center fielder Kyle Isbel. Andres Gimenez to 3rd.",0,5,3,71,"bottom",9,"2023-07-25T01:24:32.125Z","2023-07-25T01:27:10.695Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,664702,"Myles Straw","/api/v1/people/664702","R","Right",605130,"Scott Barlow","/api/v1/people/605130","R","Right","vs_RHP","vs_RHB","RISP",NA,"Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Cleveland Guardians","Kansas City Royals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",92.7,84.9,9,2,0.4062,7.2563,29.0239,-20.979,-7.8897,6.0772,0.6578,1.7573,8.3085,-134.7892,-4.9958,-1.4381,50.0014,5.114,-14.531,30,6,24,2382,219,NA,NA,NA,NA,NA,NA,FALSE,-21.7,10.1,12.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
