"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717348,"2023-07-19",0,"2023-07-19T18:43:28.407Z","2023-07-19T18:45:17.133Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Henry Davis walks. Ji Man Choi to 2nd.",0,4,5,61,"bottom",7,"2023-07-19T18:45:33.122Z","2023-07-19T18:47:13.540Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",1,"2023-07-19T18:45:17.133Z","2023-07-19T18:45:35.356Z",FALSE,"action",NA,NA,"Pitching Change: Enyel De Los Santos replaces Sam Hentges.","Pitching Substitution",4,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,660853,"/api/v1/people/660853",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Walk","walk","Henry Davis walks. Ji Man Choi to 2nd.",0,4,5,61,"bottom",7,"2023-07-19T18:45:33.122Z","2023-07-19T18:47:13.540Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,680779,"Henry Davis","/api/v1/people/680779","R","Right",660853,"Enyel De Los Santos","/api/v1/people/660853","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",3,"2023-07-19T18:42:37.186Z","2023-07-19T18:42:46.215Z",TRUE,"pitch","20c22a05-2084-4a49-af11-4e2320650b4f",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,2,NA,NA,3.2,1.56,NA,129.55,174.7,"line_drive","hard","9",194.64,100.46,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Ji Man Choi singles on a sharp line drive to right fielder David Fry. Endy Rodriguez scores. Bryan Reynolds scores. Carlos Santana to 3rd.",2,4,5,60,"bottom",7,"2023-07-19T18:41:41.046Z","2023-07-19T18:42:46.215Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,596847,"Ji Man Choi","/api/v1/people/596847","L","Left",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,81.2,4,0.91,0.4268,6.8332,26.0985,-29.4133,-1.4846,1.6538,-0.3292,2.3732,-4.3765,-128.2587,-4.0471,1.5909,50.0026,6.2609,-2.4772,6,7.2,24,2366,266,103.9,12,221,NA,NA,NA,FALSE,-32.9,2.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,467793,"Carlos Santana","/api/v1/people/467793",596847,"Ji Man Choi","/api/v1/people/596847",NA,NA,NA,NA
717348,"2023-07-19",2,"2023-07-19T18:42:19.827Z","2023-07-19T18:42:23.825Z",TRUE,"pitch","a3f02d25-f4ae-468a-a76e-a3cb37c951fe",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.0465,1.4365,NA,100.8,151.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Ji Man Choi singles on a sharp line drive to right fielder David Fry. Endy Rodriguez scores. Bryan Reynolds scores. Carlos Santana to 3rd.",2,4,5,60,"bottom",7,"2023-07-19T18:41:41.046Z","2023-07-19T18:42:46.215Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,596847,"Ji Man Choi","/api/v1/people/596847","L","Left",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,79.7,12,0.89,0.4318,6.576,28.1343,-30.6505,-1.8914,0.9371,0.4249,3.2248,-2.5783,-127.2549,-1.619,1.7002,50.0034,6.3164,-3.0759,7.2,8.4,24,2207,254,NA,NA,NA,NA,NA,NA,FALSE,-34.4,1.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",1,"2023-07-19T18:41:43.377Z","2023-07-19T18:41:48.454Z",TRUE,"pitch","25b0ef59-fe10-4b2e-b9c5-d2c4ef84ce06",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0976,1.5391,NA,79.84,131.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Ji Man Choi singles on a sharp line drive to right fielder David Fry. Endy Rodriguez scores. Bryan Reynolds scores. Carlos Santana to 3rd.",2,4,5,60,"bottom",7,"2023-07-19T18:41:41.046Z","2023-07-19T18:42:46.215Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,596847,"Ji Man Choi","/api/v1/people/596847","L","Left",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,87,12,2,0.3974,6.7894,27.6732,-20.0333,7.3679,6.2951,0.9748,3.9862,-4.3494,-137.3342,-2.8515,1.6139,50.0014,6.3855,14.2084,32.4,4.8,24,2179,152,NA,NA,NA,NA,NA,NA,FALSE,-19.4,11,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",0,"2023-07-19T18:40:58.092Z","2023-07-19T18:41:43.377Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","Ji Man Choi singles on a sharp line drive to right fielder David Fry. Endy Rodriguez scores. Bryan Reynolds scores. Carlos Santana to 3rd.",2,4,5,60,"bottom",7,"2023-07-19T18:41:41.046Z","2023-07-19T18:42:46.215Z",TRUE,TRUE,FALSE,FALSE,60,1,1,2,596847,"Ji Man Choi","/api/v1/people/596847","L","Left",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_LHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",5,"2023-07-19T18:40:26.764Z","2023-07-19T18:40:31.916Z",TRUE,"pitch","ad737633-e2cb-4e2a-b370-4b25604a37cc",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.3761,1.7449,NA,162.69,190.72,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Carlos Santana walks. Bryan Reynolds to 2nd.",0,4,3,59,"bottom",7,"2023-07-19T18:38:46.248Z","2023-07-19T18:40:31.916Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.2,88.4,13,0.9,0.3915,6.9002,30.1511,-12.0982,4.3497,10.1136,-1.1985,1.7801,-8.358,-139.6757,-9.8449,1.2613,50.0002,6.1364,8.6324,26.4,3.6,24,2318,151,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.6,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668804,"Bryan Reynolds","/api/v1/people/668804",682848,"Endy Rodríguez","/api/v1/people/682848",467793,"Carlos Santana","/api/v1/people/467793",NA,NA,NA,NA
717348,"2023-07-19",4,"2023-07-19T18:40:03.223Z","2023-07-19T18:40:08.959Z",TRUE,"pitch","73c0a635-78dd-401b-9fe1-0388e429a2f7",5,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",3,2,2,NA,NA,3.3761,1.6677,NA,176.49,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Carlos Santana walks. Bryan Reynolds to 2nd.",0,4,3,59,"bottom",7,"2023-07-19T18:38:46.248Z","2023-07-19T18:40:31.916Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.5,74.4,13,0.89,0.4666,6.9491,27.6953,-43.6853,-2.5417,-8.3013,-1.5607,0.5105,-5.8927,-118.4769,-3.8307,1.313,50.0011,6.2389,-3.5251,6,13.2,24,2588,329,NA,NA,NA,NA,NA,NA,FALSE,-57.8,-15.7,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",3,"2023-07-19T18:39:43.007Z","2023-07-19T18:39:47.494Z",TRUE,"pitch","e88c4162-c1c3-49da-91a4-a54d714d44f4",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.3761,1.5648,NA,137.01,207.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Carlos Santana walks. Bryan Reynolds to 2nd.",0,4,3,59,"bottom",7,"2023-07-19T18:38:46.248Z","2023-07-19T18:40:31.916Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.8,73.1,13,0.91,0.4752,6.8431,25.391,-43.5667,-2.4248,-8.5,-0.5249,1.1588,-3.5804,-116.0771,-2.3884,1.3635,50.0039,6.4204,-3.249,4.8,13.2,24,2490,331,NA,NA,NA,NA,NA,NA,FALSE,-59.3,-15.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",2,"2023-07-19T18:39:20.772Z","2023-07-19T18:39:26.176Z",TRUE,"pitch","12c06220-0c05-4553-b8ca-c543ecafb321",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.36,1.63,NA,130.79,213.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Carlos Santana walks. Bryan Reynolds to 2nd.",0,4,3,59,"bottom",7,"2023-07-19T18:38:46.248Z","2023-07-19T18:40:31.916Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.9,73.5,13,0.91,0.4738,6.8489,24.519,-43.1377,-2.9808,-8.1216,-0.3619,0.9417,-3.1657,-116.2079,-3.049,1.4123,50.0051,6.4228,-4.022,6,13.2,24,2554,330,NA,NA,NA,NA,NA,NA,FALSE,-58.6,-15.2,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",1,"2023-07-19T18:39:03.868Z","2023-07-19T18:39:08.269Z",TRUE,"pitch","14329caa-a38a-4b90-9bc8-7678107b97e1",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3761,1.6163,NA,96.24,148.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Carlos Santana walks. Bryan Reynolds to 2nd.",0,4,3,59,"bottom",7,"2023-07-19T18:38:46.248Z","2023-07-19T18:40:31.916Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79,72.8,3,0.91,0.4767,6.8313,22.0329,-42.869,-4.4518,-8.0107,0.5447,3.328,-0.7404,-115.0568,2.1724,1.449,50,6.5365,-5.9467,8.4,13.2,24,2437,327,NA,NA,NA,NA,NA,NA,FALSE,-57.5,-13.6,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",0,"2023-07-19T18:38:46.248Z","2023-07-19T18:38:49.248Z",TRUE,"pitch","d43ccbb2-a05f-4d75-b419-85997d235d3e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3761,1.642,NA,79.4,126.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Walk","walk","Carlos Santana walks. Bryan Reynolds to 2nd.",0,4,3,59,"bottom",7,"2023-07-19T18:38:46.248Z","2023-07-19T18:40:31.916Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,467793,"Carlos Santana","/api/v1/people/467793","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,88.3,12,0.9,0.391,6.6507,28.6255,-15.8222,3.7093,8.208,0.9865,4.1527,-2.9247,-139.5912,-3.5469,1.561,50.0044,6.4683,7.3906,22.8,3.6,24,2350,156,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14.4,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",5,"2023-07-19T18:35:29.667Z","2023-07-19T18:35:38.156Z",TRUE,"pitch","5d9bc1f2-05e1-44f4-a991-f2a89a03adc7",6,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,2,1,NA,NA,3.06,1.5,NA,96.47,197.53,"ground_ball","medium","6",105.53,157.25,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Forceout","force_out","Pirates challenged (play at 1st), call on the field was overturned: Pirates challenged (force play), call on the field was upheld: Bryan Reynolds grounds into a force out, shortstop Amed Rosario to second baseman Andres Gimenez. Nick Gonzales scores. Endy Rodriguez to 3rd. Connor Joe out at 2nd. Bryan Reynolds to 1st.",1,4,3,58,"bottom",7,"2023-07-19T18:33:21.796Z","2023-07-19T18:35:38.156Z",TRUE,TRUE,TRUE,TRUE,0,2,2,2,668804,"Bryan Reynolds","/api/v1/people/668804","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,88,9,0.89,0.3934,6.9966,29.3651,-13.0379,1.5744,9.735,0.5385,1.5279,-3.1648,-138.8983,-10.373,1.485,50.0034,6.1642,3.0951,9.6,3.6,24,2295,154,102.3,-7,12,NA,NA,NA,TRUE,-14,15.8,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,682848,"Endy Rodríguez","/api/v1/people/682848",668804,"Bryan Reynolds","/api/v1/people/668804",TRUE,FALSE,"MF",134
717348,"2023-07-19",4,"2023-07-19T18:35:01.665Z","2023-07-19T18:35:06.177Z",TRUE,"pitch","c0a84eb3-1957-4ac3-aca2-245e2acb90a8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.06,1.5,NA,105.91,186.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Forceout","force_out","Pirates challenged (play at 1st), call on the field was overturned: Pirates challenged (force play), call on the field was upheld: Bryan Reynolds grounds into a force out, shortstop Amed Rosario to second baseman Andres Gimenez. Nick Gonzales scores. Endy Rodriguez to 3rd. Connor Joe out at 2nd. Bryan Reynolds to 1st.",1,4,3,58,"bottom",7,"2023-07-19T18:33:21.796Z","2023-07-19T18:35:38.156Z",TRUE,TRUE,TRUE,TRUE,0,2,2,2,668804,"Bryan Reynolds","/api/v1/people/668804","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.6,89.4,9,0.9,0.3882,7.25,28.2542,-13.9412,2.5233,9.0174,0.2909,1.9333,-4.3443,-140.4677,-9.2933,1.5213,50.0057,6.1658,5.1039,15.6,3.6,24,2347,158,NA,NA,NA,NA,NA,NA,FALSE,-14.3,14.9,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717348,"2023-07-19",3,"2023-07-19T18:34:33.342Z","2023-07-19T18:34:38.952Z",TRUE,"pitch","751430bc-9e6f-4216-ad85-1d52c3392566",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.06,1.5,NA,95.06,179.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Forceout","force_out","Pirates challenged (play at 1st), call on the field was overturned: Pirates challenged (force play), call on the field was upheld: Bryan Reynolds grounds into a force out, shortstop Amed Rosario to second baseman Andres Gimenez. Nick Gonzales scores. Endy Rodriguez to 3rd. Connor Joe out at 2nd. Bryan Reynolds to 1st.",1,4,3,58,"bottom",7,"2023-07-19T18:33:21.796Z","2023-07-19T18:35:38.156Z",TRUE,TRUE,TRUE,TRUE,0,2,2,2,668804,"Bryan Reynolds","/api/v1/people/668804","R","Right",656529,"Sam Hentges","/api/v1/people/656529","L","Left","vs_LHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","Cleveland Guardians",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","Cleveland Guardians","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.4,89,6,0.9,0.389,6.958,29.0359,-15.0153,4.4932,8.5278,0.5756,2.2023,-4.1707,-140.3062,-8.4492,1.491,50.0039,6.2126,9.0409,26.4,3.6,24,2234,156,NA,NA,NA,NA,NA,NA,FALSE,-15.1,14,-7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
