"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746324,"2024-04-20",2,"2024-04-21T02:14:50.885Z","2024-04-21T02:15:00.541Z",TRUE,"pitch","7906d7d0-56e9-4d91-aba4-a65105b0e51d",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,0,2,NA,NA,3.62,1.71,NA,102.17,186.83,"line_drive","hard","7",64.42,65.28,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Salvador Perez lines out sharply to left fielder Colton Cowser.",0,9,7,84,"bottom",9,"2024-04-21T02:14:09.904Z","2024-04-21T02:15:00.541Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,85.2,9,0.9,0.4031,6.9158,31.5048,-14.3949,-7.2058,9.5167,0.3891,1.924,10.2512,-136.1908,-4.2467,-2.4974,50.0003,4.5076,-13.4587,36,3.6,24,2324,229,107.2,20,364,NA,NA,NA,TRUE,-14.9,16.4,10.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",1,"2024-04-21T02:14:33.922Z","2024-04-21T02:14:37.386Z",TRUE,"pitch","6140bdb8-a52c-4707-863c-78fae89336ee",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.7274,1.7072,NA,106.23,131.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Salvador Perez lines out sharply to left fielder Colton Cowser.",0,9,7,84,"bottom",9,"2024-04-21T02:14:09.904Z","2024-04-21T02:15:00.541Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.4,84.6,12,0.89,0.4047,6.8938,31.6323,-16.4131,-5.9591,8.514,0.2825,3.979,9.8353,-135.6913,0.9718,-2.6266,50.0067,4.7654,-11.0383,28.8,3.6,24,2320,218,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.8,8.5,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",0,"2024-04-21T02:14:18.536Z","2024-04-21T02:14:22.369Z",TRUE,"pitch","2c0cfeb2-b7ef-415d-a860-38e074bbd0f9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6971,1.7072,NA,124.72,209.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Salvador Perez lines out sharply to left fielder Colton Cowser.",0,9,7,84,"bottom",9,"2024-04-21T02:14:09.904Z","2024-04-21T02:15:00.541Z",TRUE,FALSE,FALSE,TRUE,0,2,0,3,521692,"Salvador Perez","/api/v1/people/521692","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.5,76.8,13,0.9,0.4521,6.5021,25.3952,-42.7115,6.2413,-7.0953,-0.2024,1.0743,3.8209,-121.4927,-0.3455,-2.6104,50.0058,4.9532,9.2639,13.2,12,24,2589,54,NA,NA,NA,NA,NA,NA,FALSE,-52.1,-12.6,-12.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",2,"2024-04-21T02:13:43.489Z","2024-04-21T02:13:50.624Z",TRUE,"pitch","1588e0d1-d00b-44b3-bf8a-6d02f0da4f28",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,1,NA,NA,3.44,1.59,NA,116.82,160.23,"ground_ball","medium","4",161.89,154.36,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,9,7,83,"bottom",9,"2024-04-21T02:12:56.325Z","2024-04-21T02:13:50.624Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,86.2,2,0.9,0.3978,6.8169,32.1264,-16.1055,-7.8995,8.3814,0.0046,2.9094,9.4728,-137.9393,-1.754,-2.4559,50.0027,4.6452,-15.146,38.4,4.8,24,2353,223,101,-6,24,NA,NA,NA,TRUE,-15.6,15,12.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",1,"2024-04-21T02:13:25.079Z","2024-04-21T02:13:28.764Z",TRUE,"pitch","c9b0ecb5-8243-41c4-ac2a-fad8007825f5",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.44,1.59,NA,105.39,140.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,9,7,83,"bottom",9,"2024-04-21T02:12:56.325Z","2024-04-21T02:13:50.624Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,85.8,12,0.89,0.3992,6.7773,32.6299,-19.6628,-7.2961,6.5763,0.3046,3.6397,10.4335,-137.5862,0.5884,-2.6018,50.0053,4.7631,-13.8875,30,4.8,24,2390,222,NA,NA,NA,NA,NA,NA,FALSE,-18.5,12.2,10.8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",0,"2024-04-21T02:13:03.344Z","2024-04-21T02:13:08.903Z",TRUE,"pitch","bd18534f-a4f4-4319-bdc1-280cee11b55e",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.44,1.59,NA,85,170.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jordan Westburg to first baseman Ryan Mountcastle.",0,9,7,83,"bottom",9,"2024-04-21T02:12:56.325Z","2024-04-21T02:13:50.624Z",TRUE,FALSE,FALSE,TRUE,0,0,2,2,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.4,12,0.89,0.4028,6.8621,29.8449,-15.2692,-7.0613,9.0277,0.8395,2.5411,11.2784,-135.9733,-2.764,-2.4448,50.0004,4.6304,-13.2201,33.6,3.6,24,2347,223,NA,NA,NA,NA,NA,NA,FALSE,-15.4,16,10.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",3,"2024-04-21T02:12:22.626Z","2024-04-21T02:12:33.819Z",TRUE,"pitch","b1c0653c-8285-4cf4-8928-aae1144ad454",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.51,1.66,NA,91.68,176.31,"line_drive","medium","9",176.23,114.1,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Bobby Witt Jr. lines out to right fielder Anthony Santander.",0,9,7,82,"bottom",9,"2024-04-21T02:11:46.295Z","2024-04-21T02:12:33.819Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",83.3,76.7,6,0.9,0.4522,6.7762,24.3502,-39.4075,7.8216,-4.8708,0.6643,2.3139,5.095,-121.248,1.8225,-2.4826,50.0038,4.9986,11.6113,18,10.8,24,2595,56,76.8,29,248,NA,NA,NA,TRUE,-47.5,-8,-15.4,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",2,"2024-04-21T02:12:05.249Z","2024-04-21T02:12:08.972Z",TRUE,"pitch","84b4e0c7-2352-48b6-ba9c-3f43a4a4771a",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.51,1.66,NA,119.13,142.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Bobby Witt Jr. lines out to right fielder Anthony Santander.",0,9,7,82,"bottom",9,"2024-04-21T02:11:46.295Z","2024-04-21T02:12:33.819Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.8,2,0.89,0.4013,6.9553,28.6913,-16.3617,-5.3601,8.3726,-0.056,3.5516,8.5511,-136.2633,-0.24,-2.532,50.0052,4.7669,-10.1272,26.4,3.6,24,2395,224,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.4,8,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",1,"2024-04-21T02:11:48.652Z","2024-04-21T02:11:52.334Z",TRUE,"pitch","06712708-c1e5-4efa-a654-bc79d699fea9",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.6306,1.7717,NA,70.99,174.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Lineout","field_out","Bobby Witt Jr. lines out to right fielder Anthony Santander.",0,9,7,82,"bottom",9,"2024-04-21T02:11:46.295Z","2024-04-21T02:12:33.819Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,86.6,14,0.9,0.3989,6.8354,28.3717,-15.168,-6.8244,8.8917,1.207,2.3814,12.0156,-136.9713,-3.3688,-2.3368,50.004,4.6553,-13.0552,33.6,3.6,24,2337,223,NA,NA,NA,NA,NA,NA,FALSE,-15.1,15.6,10.1,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746324,"2024-04-20",0,"2024-04-21T02:09:51.595Z","2024-04-21T02:11:48.652Z",FALSE,"action",NA,NA,"Pitching Change: Craig Kimbrel replaces Mike Baumann.","Pitching Substitution",9,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,518886,"/api/v1/people/518886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"82","atBat","Lineout","field_out","Bobby Witt Jr. lines out to right fielder Anthony Santander.",0,9,7,82,"bottom",9,"2024-04-21T02:11:46.295Z","2024-04-21T02:12:33.819Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",518886,"Craig Kimbrel","/api/v1/people/518886","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Baltimore Orioles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
