"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718415,"2023-04-26",6,"2023-04-27T01:34:56.931Z","2023-04-27T01:35:01.555Z",TRUE,"pitch","8d877fc9-4a84-4232-a0f1-a35c8f196103",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.24,1.5,NA,123.82,170.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,5,6,73,"top",9,"2023-04-27T01:33:17.547Z","2023-04-27T01:35:01.555Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.7,85.2,5,0.9,0.406,7.0517,29.1018,-23.3122,-1.1958,4.8044,-0.179,2.528,-2.9994,-134.8597,-6.5,1.1025,50.0001,6.6118,-2.2035,6,6,24,2253,182,NA,NA,NA,NA,NA,NA,TRUE,-24.2,7.6,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",5,"2023-04-27T01:34:36.039Z","2023-04-27T01:34:40.257Z",TRUE,"pitch","75b87978-852d-41c6-bb5c-5e803eaee13b",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1666,1.4956,NA,169.1,212.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,5,6,73,"top",9,"2023-04-27T01:33:17.547Z","2023-04-27T01:35:01.555Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,85.9,13,0.9,0.4048,7.1204,29.0627,-22.8666,-1.1547,5.0158,-1.3669,0.957,-6.0125,-135.2353,-10.363,1.0338,50.0035,6.4383,-2.1404,7.2,6,24,2310,155,NA,NA,NA,NA,NA,NA,FALSE,-24.6,7.1,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",4,"2023-04-27T01:34:17.197Z","2023-04-27T01:34:20.981Z",TRUE,"pitch","edcea3c5-5f73-45aa-8060-c6ccb68ada0f",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.24,1.5,NA,150.1,200.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,5,6,73,"top",9,"2023-04-27T01:33:17.547Z","2023-04-27T01:35:01.555Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.9,87.6,13,0.91,0.3963,6.9964,29.2535,-18.7493,-0.4195,6.9297,-0.8682,1.4329,-4.9058,-137.9588,-10.2798,0.9838,50.0034,6.4581,-0.812,4.8,4.8,24,2288,170,NA,NA,NA,NA,NA,NA,FALSE,-19.7,10.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",3,"2023-04-27T01:33:57.452Z","2023-04-27T01:34:01.590Z",TRUE,"pitch","38a1ea7d-cd2d-4b85-8927-0ba46d5239c3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2385,1.3514,NA,149.87,203.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,5,6,73,"top",9,"2023-04-27T01:33:17.547Z","2023-04-27T01:35:01.555Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.2,89.4,13,0.91,0.3857,7.0133,33.8187,-11.2415,9.4998,10.2565,-0.8624,1.2992,-8.5275,-142.231,-12.1782,0.9462,50.0024,6.3587,19.3867,51.6,4.8,24,2218,149,NA,NA,NA,NA,NA,NA,FALSE,-12.6,16.1,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",2,"2023-04-27T01:33:37.990Z","2023-04-27T01:33:42.275Z",TRUE,"pitch","9730c0db-b33a-4535-b732-719eeac6262c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2625,1.4956,NA,135.25,185.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,5,6,73,"top",9,"2023-04-27T01:33:17.547Z","2023-04-27T01:35:01.555Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.4,86.2,7,0.9,0.4026,6.8239,28.4915,-22.4037,-0.9687,5.2067,-0.4788,1.9909,-3.8671,-135.8246,-8.1355,1.0867,50.006,6.5717,-1.8173,6,4.8,24,2330,167,NA,NA,NA,NA,NA,NA,FALSE,-23.3,7.9,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",1,"2023-04-27T01:33:19.928Z","2023-04-27T01:33:23.934Z",TRUE,"pitch","2d9f7a27-9554-41ba-ae70-dd50f5baff08",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2145,1.4475,NA,164.58,193.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,5,6,73,"top",9,"2023-04-27T01:33:17.547Z","2023-04-27T01:35:01.555Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.1,85.8,13,0.9,0.4045,6.8941,28.6702,-18.8932,-0.1092,7.1443,-1.2482,1.6766,-5.7993,-135.266,-9.44,0.935,50.0024,6.5286,-0.202,3.6,4.8,24,2284,162,NA,NA,NA,NA,NA,NA,FALSE,-20.4,11.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",0,"2023-04-27T01:32:26.891Z","2023-04-27T01:33:19.928Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Julio Rodriguez strikes out swinging.",0,5,6,73,"top",9,"2023-04-27T01:33:17.547Z","2023-04-27T01:35:01.555Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_RHB","Empty",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",3,"2023-04-27T01:31:45.877Z","2023-04-27T01:31:59.369Z",TRUE,"pitch","c6857e62-0d58-482f-9fc7-e19dc50d9927",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.34,1.64,NA,91.97,181.55,"line_drive","medium","9",216.53,106.06,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","J.P. Crawford doubles (7) on a line drive to right fielder Jake Cave.",0,5,6,72,"top",9,"2023-04-27T01:30:52.745Z","2023-04-27T01:31:59.369Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.9,90.6,9,0.91,0.381,6.9138,32.6586,-10.8867,8.8147,10.1661,0.6566,2.1195,-4.2938,-143.6464,-10.3381,1.0239,50.0043,6.438,18.4588,52.8,4.8,24,2228,155,87.7,15,215,NA,NA,NA,FALSE,-11.5,16.6,-15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,641487,"J.P. Crawford","/api/v1/people/641487",NA,NA,NA
718415,"2023-04-26",2,"2023-04-27T01:31:28.284Z","2023-04-27T01:31:32.263Z",TRUE,"pitch","eff3b8c1-c5b8-44cb-b3a9-efbbd64cb8ad",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3104,1.4716,NA,158.45,206.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","J.P. Crawford doubles (7) on a line drive to right fielder Jake Cave.",0,5,6,72,"top",9,"2023-04-27T01:30:52.745Z","2023-04-27T01:31:59.369Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.3,88.4,13,0.9,0.3941,6.9389,27.6506,-19.062,0.7619,6.6872,-1.0874,1.2133,-5.953,-138.3765,-10.8654,0.9826,50.0047,6.438,1.4951,1.2,4.8,24,2245,158,NA,NA,NA,NA,NA,NA,FALSE,-19.7,10.3,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718415,"2023-04-26",1,"2023-04-27T01:31:13.102Z","2023-04-27T01:31:17.245Z",TRUE,"pitch","a081ad36-1e31-4faa-b5b6-a4e957619cba",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3343,1.5437,NA,116.12,152.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Double","double","J.P. Crawford doubles (7) on a line drive to right fielder Jake Cave.",0,5,6,72,"top",9,"2023-04-27T01:30:52.745Z","2023-04-27T01:31:59.369Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,641487,"J.P. Crawford","/api/v1/people/641487","L","Left",621237,"José Alvarado","/api/v1/people/621237","L","Left","vs_LHP","vs_LHB","RISP",NA,"Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.3,90.9,2,0.91,0.379,7.0738,32.9066,-12.5384,7.9089,9.281,0.0232,3.1966,-5.7273,-144.3879,-7.3113,1.0026,50.006,6.5294,16.7401,48,3.6,24,2201,153,NA,NA,NA,NA,NA,NA,FALSE,-12.2,15.5,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
