"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716705,"2023-09-06",3,"2023-09-06T02:40:09.263Z","2023-09-06T02:40:16.969Z",TRUE,"pitch","07501f4d-f598-45b2-97cc-658b64c00d77",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.33,1.63,NA,79.71,163.27,"ground_ball","medium","1",121.9,188.6,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Marcus Semien grounds out, pitcher Joel Kuhnel to first baseman Jon Singleton.",0,14,1,85,"bottom",9,"2023-09-06T02:38:59.867Z","2023-09-06T02:40:16.969Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543760,"Marcus Semien","/api/v1/people/543760","R","Right",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.5,12,0.87,0.4306,6.8452,25.4074,-28.9199,0.0538,1.9839,0.9782,2.7965,9.2982,-127.084,-1.0817,-2.7309,50.0036,5.5195,0.0856,3.6,7.2,24,2389,99,61.2,-74,2,NA,NA,NA,TRUE,-32.2,3.6,-2.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716705,"2023-09-06",2,"2023-09-06T02:39:54.447Z","2023-09-06T02:39:57.786Z",TRUE,"pitch","c1a97793-02b8-4a66-acbb-5cc4437e07ef",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.3403,1.531,NA,104.08,214.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Marcus Semien grounds out, pitcher Joel Kuhnel to first baseman Jon Singleton.",0,14,1,85,"bottom",9,"2023-09-06T02:38:59.867Z","2023-09-06T02:40:16.969Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543760,"Marcus Semien","/api/v1/people/543760","R","Right",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.8,84.7,14,2,0.41,6.8177,27.1306,-27.865,-10.524,2.3785,0.3388,0.907,9.7585,-133.3053,-6.6757,-1.992,50.0018,5.4399,-19.0478,30,7.2,24,1569,249,NA,NA,NA,NA,NA,NA,FALSE,-29.4,3.1,17.2,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716705,"2023-09-06",1,"2023-09-06T02:39:32.227Z","2023-09-06T02:39:35.948Z",TRUE,"pitch","77ff56df-d739-4883-b1d1-dff72c5c20cf",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.33,1.63,NA,135.2,191.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Marcus Semien grounds out, pitcher Joel Kuhnel to first baseman Jon Singleton.",0,14,1,85,"bottom",9,"2023-09-06T02:38:59.867Z","2023-09-06T02:40:16.969Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543760,"Marcus Semien","/api/v1/people/543760","R","Right",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,88.1,7,0.9,0.393,6.9909,29.8767,-26.1599,-11.479,3.053,-0.4775,1.7482,9.3552,-139.139,-5.5804,-2.3843,50.0035,5.5029,-22.6116,37.2,7.2,24,2244,239,NA,NA,NA,NA,NA,NA,FALSE,-25.2,4.6,19,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716705,"2023-09-06",0,"2023-09-06T02:39:14.778Z","2023-09-06T02:39:18.516Z",TRUE,"pitch","a2e8c822-c3b0-48d8-b7a2-7a870cc1e393",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.33,1.63,NA,165.41,175.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Marcus Semien grounds out, pitcher Joel Kuhnel to first baseman Jon Singleton.",0,14,1,85,"bottom",9,"2023-09-06T02:38:59.867Z","2023-09-06T02:40:16.969Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,543760,"Marcus Semien","/api/v1/people/543760","R","Right",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.2,87.1,13,0.89,0.3958,6.9925,30.9999,-25.49,-11.2813,3.4437,-1.2699,2.3529,7.8868,-138.4221,-3.9158,-2.6909,50.0023,5.4933,-21.8837,37.2,7.2,24,2261,242,NA,NA,NA,NA,NA,NA,FALSE,-24.6,5.6,18.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716705,"2023-09-06",3,"2023-09-06T02:38:41.454Z","2023-09-06T02:38:51.320Z",TRUE,"pitch","8b26a20f-8ad4-4d58-b7f9-f7146c2a1ceb",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.65,1.75,NA,108.1,159.22,"line_drive","hard","8",103.84,76.63,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Leody Taveras lines out sharply to center fielder Mauricio Dubon.",0,14,1,84,"bottom",9,"2023-09-06T02:37:35.602Z","2023-09-06T02:38:51.320Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,665750,"Leody Taveras","/api/v1/people/665750","L","Left",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.8,87.6,5,0.79,0.3929,7.0008,31.0497,-17.6236,-7.3374,7.3889,0.2334,2.9467,7.0465,-139.3712,-4.1532,-1.3733,50.0016,5.6186,-14.4473,34.8,4.8,24,2121,240,106.3,12,311,NA,NA,NA,TRUE,-17,12.7,11.9,NA,NA,NA,NA,NA,TRUE,FALSE,677649,"Ezequiel Duran","/api/v1/people/677649",NA,NA,NA,NA,NA,NA
716705,"2023-09-06",2,"2023-09-06T02:38:23.319Z","2023-09-06T02:38:27.462Z",TRUE,"pitch","b2549916-8bcd-47f6-942c-e000a57b4bfe",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.6479,1.7692,NA,175.97,180.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Leody Taveras lines out sharply to center fielder Mauricio Dubon.",0,14,1,84,"bottom",9,"2023-09-06T02:37:35.602Z","2023-09-06T02:38:51.320Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,665750,"Leody Taveras","/api/v1/people/665750","L","Left",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.1,83.1,13,0.92,0.4169,6.9764,26.8575,-32.9066,-8.4788,-0.4216,-1.5471,2.1439,3.4563,-131.199,-2.7404,-1.7775,50.0008,5.6458,-14.8305,22.8,8.4,24,1504,253,NA,NA,NA,NA,NA,NA,FALSE,-34.7,-1.1,14.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716705,"2023-09-06",1,"2023-09-06T02:38:09.403Z","2023-09-06T02:38:13.617Z",TRUE,"pitch","72bd43ce-e0ea-4f05-89d2-50916e3fb0a9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6609,1.8222,NA,161,205.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Leody Taveras lines out sharply to center fielder Mauricio Dubon.",0,14,1,84,"bottom",9,"2023-09-06T02:37:35.602Z","2023-09-06T02:38:51.320Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,665750,"Leody Taveras","/api/v1/people/665750","L","Left",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90,83,13,0.93,0.4179,6.7523,27.2355,-32.1797,-9.3034,-0.0069,-1.1542,1.2265,5.1787,-130.9995,-5.0253,-1.9463,50.0013,5.5706,-16.1952,25.2,8.4,24,1625,250,NA,NA,NA,NA,NA,NA,FALSE,-34.6,-0.8,15.7,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716705,"2023-09-06",0,"2023-09-06T02:37:54.973Z","2023-09-06T02:37:58.982Z",TRUE,"pitch","a8b91e01-d154-41d7-a266-79f4de5722f2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.7144,1.8222,NA,139.12,176.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Leody Taveras lines out sharply to center fielder Mauricio Dubon.",0,14,1,84,"bottom",9,"2023-09-06T02:37:35.602Z","2023-09-06T02:38:51.320Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,665750,"Leody Taveras","/api/v1/people/665750","L","Left",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,7,2,0.3946,7.1007,31.3399,-19.1544,-8.1595,6.6741,-0.5803,2.3209,5.7561,-138.8552,-5.6028,-1.6209,50.0041,5.641,-15.9208,36,4.8,24,2177,239,NA,NA,NA,NA,NA,NA,FALSE,-19,11,13.6,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716705,"2023-09-06",1,"2023-09-06T02:37:20.386Z","2023-09-06T02:37:31.082Z",TRUE,"pitch","b0f22203-2a7f-4047-af57-dc7512123c0e",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.35,1.58,NA,131.7,187.01,"ground_ball","medium","8",120.71,143.95,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Ezequiel Duran singles on a ground ball to center fielder Mauricio Dubon.",0,14,1,83,"bottom",9,"2023-09-06T02:36:42.252Z","2023-09-06T02:37:31.082Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.2,7,0.9,0.3921,7.0005,30.5588,-28.0879,-10.5449,2.0668,-0.3856,1.9173,9.4327,-139.5513,-4.8119,-2.4347,50.0048,5.5078,-20.8609,32.4,7.2,24,2198,230,107.4,-6,16,NA,NA,NA,FALSE,-26.8,2.9,17.3,NA,NA,NA,NA,NA,FALSE,FALSE,677649,"Ezequiel Duran","/api/v1/people/677649",NA,NA,NA,NA,NA,NA
716705,"2023-09-06",0,"2023-09-06T02:37:04.143Z","2023-09-06T02:37:08.175Z",TRUE,"pitch","f0a94952-0cf8-48cc-b317-c532af4b808b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.35,1.58,NA,134.91,180.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Single","single","Ezequiel Duran singles on a ground ball to center fielder Mauricio Dubon.",0,14,1,83,"bottom",9,"2023-09-06T02:36:42.252Z","2023-09-06T02:37:31.082Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,677649,"Ezequiel Duran","/api/v1/people/677649","R","Right",669270,"Joel Kuhnel","/api/v1/people/669270","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Texas Rangers","Houston Astros","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.2,88.2,4,0.9,0.3915,6.9831,30.8614,-25.954,-10.4331,3.1371,-0.4699,2.1708,9.1869,-139.7967,-4.9132,-2.4396,50.0039,5.65,-20.6974,34.8,7.2,24,2269,237,NA,NA,NA,NA,NA,NA,FALSE,-24.7,4.8,17,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
