"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717148,"2023-08-03",6,"2023-08-03T20:24:08.597Z","2023-08-03T20:24:16.317Z",TRUE,"pitch","e84f2163-1e76-4203-bf58-e2349feb8986",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.39,1.65,NA,103.36,213.01,"fly_ball","medium","8",161.24,81.75,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Pete Alonso flies out to center fielder Drew Waters.",0,2,9,69,"top",9,"2023-08-03T20:22:31.528Z","2023-08-03T20:24:16.317Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.2,78.3,14,0.9,0.4455,6.2659,22.6069,-28.526,6.6057,2.3787,0.3579,0.9544,3.1083,-122.607,-5.1033,-1.7816,50.0024,5.4764,10.1286,20.4,8.4,24,2467,62,88.8,32,306,NA,NA,NA,TRUE,-34.9,3.5,-12.7,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",5,"2023-08-03T20:23:47.609Z","2023-08-03T20:23:52.190Z",TRUE,"pitch","60cf6c28-84f3-4a30-b1ba-1f2dee50f69e",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.39,1.65,NA,109.26,190.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Pete Alonso flies out to center fielder Drew Waters.",0,2,9,69,"top",9,"2023-08-03T20:22:31.528Z","2023-08-03T20:24:16.317Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.8,78.5,8,0.83,0.4425,6.2573,23.2499,-27.8519,4.3535,2.7804,0.203,1.8047,3.3291,-123.4964,-3.5802,-1.7253,50.002,5.6011,6.7625,14.4,7.2,24,2279,50,NA,NA,NA,NA,NA,NA,FALSE,-33.4,4.4,-8.6,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",3,"2023-08-03T20:23:24.795Z","2023-08-03T20:23:28.576Z",TRUE,"pitch","3eaa4f61-fd8f-43bc-8eda-d7de6fa37d89",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.5129,1.6849,NA,120.05,186.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Pete Alonso flies out to center fielder Drew Waters.",0,2,9,69,"top",9,"2023-08-03T20:22:31.528Z","2023-08-03T20:24:16.317Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,86.9,8,0.9,0.3978,6.273,28.9709,-15.6413,-5.5376,8.5998,-0.08,1.9325,6.17,-137.4291,-7.0129,-1.6292,50.005,5.5697,-10.6492,28.8,3.6,24,2269,216,NA,NA,NA,NA,NA,NA,FALSE,-16.2,14.4,8.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",2,"2023-08-03T20:23:09.616Z","2023-08-03T20:23:14.227Z",TRUE,"pitch","a7a77a62-cb95-4fd0-9ae1-6f73e41072d6",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.4548,1.6559,NA,77.33,163.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Pete Alonso flies out to center fielder Drew Waters.",0,2,9,69,"top",9,"2023-08-03T20:22:31.528Z","2023-08-03T20:24:16.317Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,88.1,12,0.89,0.3934,6.3467,26.8459,-16.3536,-5.6506,8.032,1.0407,2.7881,8.3246,-138.4881,-5.2889,-1.2506,50.0027,5.7926,-11.1307,28.8,3.6,24,2259,212,NA,NA,NA,NA,NA,NA,FALSE,-16.1,13.8,8.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",1,"2023-08-03T20:22:53.119Z","2023-08-03T20:22:56.592Z",TRUE,"pitch","17388428-42fe-4206-b922-22f76afaf530",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.3966,1.5979,NA,99.42,200.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Pete Alonso flies out to center fielder Drew Waters.",0,2,9,69,"top",9,"2023-08-03T20:22:31.528Z","2023-08-03T20:24:16.317Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,78,14,0.91,0.4471,6.1624,23.5514,-31.5212,6.4714,0.4283,0.4238,0.6826,3.2303,-122.3814,-5.2633,-1.7528,50.0016,5.5526,9.8414,18,9.6,24,2376,54,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-0.2,-12.5,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",0,"2023-08-03T20:22:38.542Z","2023-08-03T20:22:42.966Z",TRUE,"pitch","418ea7b3-a303-46da-a28c-06da5260e45d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4838,1.7139,NA,119.07,167.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Pete Alonso flies out to center fielder Drew Waters.",0,2,9,69,"top",9,"2023-08-03T20:22:31.528Z","2023-08-03T20:24:16.317Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,88.1,14,0.9,0.3935,6.3262,28.6169,-16.5077,-6.7439,7.9644,0.4611,1.4313,7.4881,-138.7599,-8.3796,-1.3856,50.0007,5.572,-13.2601,32.4,4.8,24,2348,217,NA,NA,NA,NA,NA,NA,FALSE,-16.9,13,10.8,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",4,"2023-08-03T20:23:38.363Z","2023-08-03T20:23:47.609Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,9,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,1,2,624413,"/api/v1/people/624413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Flyout","field_out","Pete Alonso flies out to center fielder Drew Waters.",0,2,9,69,"top",9,"2023-08-03T20:22:31.528Z","2023-08-03T20:24:16.317Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,624413,"Pete Alonso","/api/v1/people/624413","R","Right",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",0,"2023-08-03T20:21:53.084Z","2023-08-03T20:22:17.997Z",TRUE,"pitch","2244fe2f-aeec-43aa-9b55-17bb4cb818a4",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.34,1.52,NA,137.38,161.27,"fly_ball","medium","78",58.16,54.2,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Home Run","home_run","Francisco Lindor homers (22) on a fly ball to left center field. DJ Stewart scores.",2,2,9,68,"top",9,"2023-08-03T20:21:45.875Z","2023-08-03T20:22:17.997Z",TRUE,TRUE,FALSE,FALSE,38,0,0,2,596019,"Francisco Lindor","/api/v1/people/596019","L","Left",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,88.1,1,0.91,0.3912,6.2648,30.4632,-13.2301,-6.5272,9.536,-0.5347,2.8706,5.1644,-139.8074,-5.3709,-1.5545,50.0045,5.6795,-12.9689,39.6,3.6,24,2321,218,99.6,27,395,NA,NA,NA,FALSE,-13.2,16.4,10.8,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",5,"2023-08-03T20:21:17.202Z","2023-08-03T20:21:29.497Z",TRUE,"pitch","570d1eda-e88a-4afd-9e02-4bd43038dfa0",6,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,2,2,NA,NA,3.15,1.47,NA,104.76,198.22,"line_drive","medium","9",152.66,99.26,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","DJ Stewart singles on a line drive to right fielder MJ Melendez.",0,0,9,67,"top",9,"2023-08-03T20:19:44.236Z","2023-08-03T20:21:29.497Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,621466,"DJ Stewart","/api/v1/people/621466","L","Left",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",82.4,76.5,9,0.9,0.4556,6.0144,22.1877,-36.3433,5.5664,-2.8437,0.3212,1.5023,3.4929,-120.0091,-2.0484,-1.874,50.0045,5.5898,8.1574,13.2,10.8,24,2319,55,73.8,22,229,NA,NA,NA,FALSE,-45.5,-5.4,-10.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,621466,"DJ Stewart","/api/v1/people/621466",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717148,"2023-08-03",4,"2023-08-03T20:20:56.728Z","2023-08-03T20:21:01.162Z",TRUE,"pitch","95333511-eefa-4018-bb13-5bbf580c98cb",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.15,1.47,NA,112.87,211.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","DJ Stewart singles on a line drive to right fielder MJ Melendez.",0,0,9,67,"top",9,"2023-08-03T20:19:44.236Z","2023-08-03T20:21:29.497Z",TRUE,FALSE,FALSE,FALSE,33,2,2,2,621466,"DJ Stewart","/api/v1/people/621466","L","Left",669169,"Jonathan Heasley","/api/v1/people/669169","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","New York Mets",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Kansas City Royals","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81,75.2,14,0.89,0.4642,6.0921,22.648,-42.4539,4.0417,-7.2975,0.1083,1.0164,2.526,-118.0248,-2.0205,-1.5011,50.0007,5.7964,5.6958,8.4,12,24,2498,32,NA,NA,NA,NA,NA,NA,FALSE,-55.1,-13.4,-7.9,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
