"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717036,"2023-08-12",0,"2023-08-12T03:17:27.189Z","2023-08-12T03:17:35.025Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"85","atBat","Double","double","Mark Canha doubles (18) on a line drive to left fielder Andrew Benintendi. Brice Turang scores.",1,7,6,85,"top",10,"2023-08-12T03:18:20.256Z","2023-08-12T03:21:14.010Z",TRUE,TRUE,FALSE,FALSE,61,3,2,1,592192,"Mark Canha","/api/v1/people/592192","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",1,"2023-08-12T03:17:35.025Z","2023-08-12T03:18:22.551Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Mark Canha replaces Joey Wiemer.","Offensive Substitution",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,592192,"/api/v1/people/592192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","85","atBat","Double","double","Mark Canha doubles (18) on a line drive to left fielder Andrew Benintendi. Brice Turang scores.",1,7,6,85,"top",10,"2023-08-12T03:18:20.256Z","2023-08-12T03:21:14.010Z",TRUE,TRUE,FALSE,FALSE,61,3,2,1,592192,"Mark Canha","/api/v1/people/592192","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,686894,"/api/v1/people/686894",FALSE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",7,"2023-08-12T03:20:15.264Z","2023-08-12T03:20:34.922Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,1,592192,"/api/v1/people/592192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"85","atBat","Double","double","Mark Canha doubles (18) on a line drive to left fielder Andrew Benintendi. Brice Turang scores.",1,7,6,85,"top",10,"2023-08-12T03:18:20.256Z","2023-08-12T03:21:14.010Z",TRUE,TRUE,FALSE,FALSE,61,3,2,1,592192,"Mark Canha","/api/v1/people/592192","R","Right",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_RHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",4,"2023-08-12T03:16:46.264Z","2023-08-12T03:16:51.882Z",TRUE,"pitch","5b278866-15e3-4bc2-9497-b00cdc062a4e",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.38,1.53,NA,158,181.59,"line_drive","hard","6",114.42,147.79,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Victor Caratini lines out sharply to shortstop Tim Anderson.",0,6,6,84,"top",10,"2023-08-12T03:15:38.839Z","2023-08-12T03:16:51.882Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,88.4,13,0.9,0.3925,5.8529,27.0478,-14.3577,-4.7481,9.0067,-1.0755,2.1181,2.9141,-138.8086,-7.786,-1.5146,50.0058,5.8886,-9.3952,28.8,3.6,24,2197,215,100.2,6,182,NA,NA,NA,TRUE,-14.6,15.1,8.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,668930,"Brice Turang","/api/v1/people/668930"
717036,"2023-08-12",3,"2023-08-12T03:16:19.214Z","2023-08-12T03:16:22.352Z",TRUE,"pitch","65fd42f7-44e6-473d-a562-de76f87cbd1e",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,1,0,NA,NA,3.2968,1.5114,NA,103.08,225.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Victor Caratini lines out sharply to shortstop Tim Anderson.",0,6,6,84,"top",10,"2023-08-12T03:15:38.839Z","2023-08-12T03:16:51.882Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.7,78.4,14,0.89,0.444,6.0183,23.2653,-26.8796,-6.9139,3.4306,0.3653,0.4887,7.1584,-123.1126,-7.1538,-1.6747,50.002,5.6912,-10.6674,18,7.2,24,1429,246,NA,NA,NA,NA,NA,NA,FALSE,-33.2,4.8,10.9,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",2,"2023-08-12T03:15:59.171Z","2023-08-12T03:16:02.687Z",TRUE,"pitch","4f10fe94-0c49-40e5-bf78-89026cd9d54c",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.1742,1.3229,NA,150.96,183.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Victor Caratini lines out sharply to shortstop Tim Anderson.",0,6,6,84,"top",10,"2023-08-12T03:15:38.839Z","2023-08-12T03:16:51.882Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",76.1,70,13,0.89,0.4963,5.8145,21.6202,-43.0281,4.181,-8.8193,-0.8909,2.046,-0.4512,-110.7932,0.3562,-1.226,50.0031,6.4167,5.1462,7.2,14.4,24,2357,15,NA,NA,NA,NA,NA,NA,FALSE,-63,-15.5,-7.4,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",1,"2023-08-12T03:15:41.043Z","2023-08-12T03:15:45.460Z",TRUE,"pitch","861b52c3-cbf7-4a9f-bae9-8a0cfd37e455",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.2322,1.4465,NA,101.84,208.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Victor Caratini lines out sharply to shortstop Tim Anderson.",0,6,6,84,"top",10,"2023-08-12T03:15:38.839Z","2023-08-12T03:16:51.882Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",75.8,69.9,14,0.9,0.4992,5.9982,21.9994,-43.6156,3.039,-9.4193,0.3977,1.1172,2.41,-110.2801,-1.2064,-1.1091,50.0001,6.3255,3.6932,4.8,14.4,24,2559,21,NA,NA,NA,NA,NA,NA,FALSE,-65,-17,-6.2,NA,NA,NA,NA,NA,NA,TRUE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",0,"2023-08-12T03:15:39.839Z","2023-08-12T03:15:41.043Z",FALSE,"action",NA,NA,"Brice Turang starts inning at 2nd base.","Runner Placed On Base",6,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,668930,"/api/v1/people/668930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"84","atBat","Lineout","field_out","Victor Caratini lines out sharply to shortstop Tim Anderson.",0,6,6,84,"top",10,"2023-08-12T03:15:38.839Z","2023-08-12T03:16:51.882Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,605170,"Victor Caratini","/api/v1/people/605170","L","Left",669424,"Jimmy Lambert","/api/v1/people/669424","R","Right","vs_RHP","vs_LHB","RISP",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,2,NA,NA,TRUE,TRUE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",3,"2023-08-12T03:13:22.100Z","2023-08-12T03:13:26.630Z",TRUE,"pitch","36095e50-dd1e-46e9-99d1-3d07d297cea5",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.22,1.51,NA,130.26,215.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,6,6,83,"bottom",9,"2023-08-12T03:12:07.824Z","2023-08-12T03:13:26.630Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84,76.8,13,0.9,0.4505,7.1984,26.0304,-36.7272,-10.9514,-3.0518,-0.3478,0.8614,7.909,-122.0102,-2.4244,-2.2231,50.001,5.0607,-16.3605,21.6,10.8,24,2817,286,NA,NA,NA,NA,NA,NA,TRUE,-45,-5.9,17.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",2,"2023-08-12T03:13:02.219Z","2023-08-12T03:13:05.603Z",TRUE,"pitch","3ea861af-f3bf-459b-8993-1f34c68b5d13",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.22,1.51,NA,65.13,202.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,6,6,83,"bottom",9,"2023-08-12T03:12:07.824Z","2023-08-12T03:13:26.630Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.3,75.3,14,0.91,0.46,7.0954,24.1112,-37.6287,-9.6631,-3.801,1.3608,1.3449,10.881,-119.3122,-0.9713,-2.0149,50.0042,5.1643,-13.8579,18,10.8,24,2932,287,NA,NA,NA,NA,NA,NA,FALSE,-47.6,-6.8,14.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",1,"2023-08-12T03:12:43.815Z","2023-08-12T03:12:48.837Z",TRUE,"pitch","9cff1918-f040-4f2a-b442-bd44bb41f0f4",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.3091,1.5564,NA,74.67,204.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,6,6,83,"bottom",9,"2023-08-12T03:12:07.824Z","2023-08-12T03:13:26.630Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.6,76.4,14,0.91,0.4529,7.1077,25.1066,-34.3484,-10.6996,-1.4707,1.1105,1.2833,10.7882,-121.234,-2.0119,-2.0204,50.0037,5.1402,-15.8277,21.6,10.8,24,2750,278,NA,NA,NA,NA,NA,NA,FALSE,-42.5,-2.9,16.6,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",0,"2023-08-12T03:12:28.830Z","2023-08-12T03:12:31.992Z",TRUE,"pitch","a29cc409-8118-4728-b8c3-3c6017ee364a",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3681,1.5897,NA,83.95,179.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Andrew Vaughn strikes out swinging.",0,6,6,83,"bottom",9,"2023-08-12T03:12:07.824Z","2023-08-12T03:13:26.630Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,683734,"Andrew Vaughn","/api/v1/people/683734","R","Right",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_RHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.2,76.7,14,0.91,0.4498,7.0708,25.391,-32.5368,-11.9555,-0.2449,0.8671,2.1995,10.6822,-122.0664,-0.4934,-2.0253,50,5.2201,-17.9293,26.4,9.6,24,2819,277,NA,NA,NA,NA,NA,NA,FALSE,-39.4,-0.2,19,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",4,"2023-08-12T03:11:57.064Z","2023-08-12T03:12:02.411Z",TRUE,"pitch","059d5540-0639-43a5-8803-5eb5ba5c7972",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.29,1.48,NA,138.7,149.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,6,6,82,"bottom",9,"2023-08-12T03:10:22.668Z","2023-08-12T03:12:02.411Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,86.9,1,0.9,0.3951,7.5599,32.2041,-16.2913,-6.9379,8.1679,-0.5694,3.303,6.2124,-138.8333,-3.0568,-1.9389,50.0033,5.5079,-13.4919,34.8,4.8,24,2422,226,NA,NA,NA,NA,NA,NA,TRUE,-15.8,14.3,11.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",3,"2023-08-12T03:11:30.856Z","2023-08-12T03:11:34.352Z",TRUE,"pitch","a20d132d-2b70-40bf-8384-3b894b8b2a68",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.29,1.48,NA,119.68,162.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,6,6,82,"bottom",9,"2023-08-12T03:10:22.668Z","2023-08-12T03:12:02.411Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75.5,2,0.91,0.4569,7.1841,23.483,-34.8213,-10.4622,-1.822,-0.0703,2.8314,8.3319,-119.9391,1.6626,-2.2322,50.0011,5.2375,-15.2213,21.6,10.8,24,2811,284,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-2.5,16.9,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",2,"2023-08-12T03:11:10.812Z","2023-08-12T03:11:13.812Z",TRUE,"pitch","a83329aa-5c4e-4f2c-9b4d-69513c93afda",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,1,1,NA,NA,3.29,1.48,NA,110.17,183.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,6,6,82,"bottom",9,"2023-08-12T03:10:22.668Z","2023-08-12T03:12:02.411Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82,75.1,8,0.91,0.4605,7.2117,23.2211,-34.1565,-12.895,-1.3865,0.1791,2.0311,9.5177,-119.0124,-0.2253,-2.2001,50.0016,5.2253,-18.4638,26.4,10.8,24,2774,279,NA,NA,NA,NA,NA,NA,FALSE,-43.2,-2.3,21,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",1,"2023-08-12T03:10:54.088Z","2023-08-12T03:10:58.183Z",TRUE,"pitch","10649fcf-7b1a-4358-b3c5-f024df121069",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.2067,1.4615,NA,79.52,187.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,6,6,82,"bottom",9,"2023-08-12T03:10:22.668Z","2023-08-12T03:12:02.411Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.5,75.7,14,0.91,0.4576,7.1668,22.8717,-34.9512,-11.8986,-1.9116,0.9832,1.9134,10.7439,-119.6512,-0.404,-2.0173,50.0049,5.2137,-17.2723,24,10.8,24,2865,284,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-3.2,19,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
717036,"2023-08-12",0,"2023-08-12T03:10:37.825Z","2023-08-12T03:10:41.579Z",TRUE,"pitch","af0e3367-f6a1-4fb2-8da8-cd680c2b1198",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2179,1.482,NA,90.67,197.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Yoan Moncada strikes out swinging.",0,6,6,82,"bottom",9,"2023-08-12T03:10:22.668Z","2023-08-12T03:12:02.411Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,660162,"Yoán Moncada","/api/v1/people/660162","L","Left",642207,"Devin Williams","/api/v1/people/642207","R","Right","vs_RHP","vs_LHB","Empty",NA,"Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Chicago White Sox","Milwaukee Brewers","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.1,9,0.9,0.3971,7.4553,28.5357,-12.2002,-7.7715,10.351,0.6907,1.5281,9.6805,-137.5612,-8.2805,-1.8529,50.0022,5.3908,-14.9966,43.2,3.6,24,2372,226,NA,NA,NA,NA,NA,NA,FALSE,-13.2,17.3,12.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",NA,NA,NA,NA,NA,NA
