"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717068,"2023-08-09",7,"2023-08-09T04:15:07.766Z","2023-08-09T04:15:15.990Z",TRUE,"pitch","890fd30c-799a-4ca4-bab3-55786deb6ad5",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.45,1.7,NA,146.62,157.68,"popup","soft","3",160.89,189.15,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97,88.9,1,0.9,0.3874,6.5526,30.9804,-13.4402,-4.7596,9.2481,-0.777,3.0036,5.5673,-141.1668,-4.6953,-2.1528,50.0065,5.5484,-9.6456,30,3.6,24,2365,218,57.4,69,92,NA,NA,NA,TRUE,-13,16,7.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",5,"2023-08-09T04:14:09.192Z","2023-08-09T04:14:12.462Z",TRUE,"pitch","9e591556-86b1-44b4-bcb9-490560c684a2",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,3.45,1.7,NA,105.37,181.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,89.1,9,0.9,0.3882,6.6368,29.3167,-13.5867,-3.3223,9.1986,0.305,2.1287,7.9475,-140.6278,-6.7927,-2.1151,50.0007,5.4418,-6.7129,19.2,3.6,24,2200,213,NA,NA,NA,NA,NA,NA,FALSE,-13.6,15.6,4.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",3,"2023-08-09T04:13:38.292Z","2023-08-09T04:13:41.579Z",TRUE,"pitch","7b17adae-0c8c-4ed4-8437-0cd31c7f5d8b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.5855,1.7424,NA,154.71,142.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.4,11,0.9,0.3904,6.5227,28.9639,-14.6616,-3.5426,8.7656,-0.9893,3.5641,4.8827,-139.8427,-3.1587,-2.2906,50.0024,5.659,-7.0778,21.6,3.6,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-13.9,15.5,5.5,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",2,"2023-08-09T04:13:19.826Z","2023-08-09T04:13:22.978Z",TRUE,"pitch","e617118c-c157-4800-9952-8915c6ae7f0a",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5623,1.7424,NA,151.9,147.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.7,85.6,11,0.91,0.4042,6.4379,27.0303,-25.7465,0.9613,3.4475,-0.9155,3.3672,3.1791,-135.0515,-1.4453,-2.2286,50.0012,5.7054,1.7899,4.8,6,24,1793,169,NA,NA,NA,NA,NA,NA,FALSE,-25.3,6.1,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",1,"2023-08-09T04:12:59.551Z","2023-08-09T04:13:02.694Z",TRUE,"pitch","88a78e7e-ad27-472e-bc67-0a1e0283bd3c",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5397,1.7199,NA,34.33,229.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",92.9,85.3,14,0.9,0.4074,6.7728,30.7357,-24.7406,1.6928,4.0646,2.1687,0.3275,10.4171,-134.7313,-9.0692,-1.9762,50.0025,5.5011,3.0943,10.8,6,24,2636,168,NA,NA,NA,NA,NA,NA,FALSE,-26.6,5.4,-5.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",0,"2023-08-09T04:12:41.326Z","2023-08-09T04:12:44.803Z",TRUE,"pitch","8fd4aea0-fdd3-4a9e-9cd1-e5eb8c046a08",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6557,1.7661,NA,87.01,191.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.3,9,0.9,0.3855,6.6172,34.1928,-12.6551,-3.0211,9.5599,0.7867,1.7529,9.0369,-142.3538,-8.2699,-2.0436,50.0049,5.5063,-6.17,15.6,3.6,24,2235,207,NA,NA,NA,NA,NA,NA,FALSE,-13.1,15.6,3.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",4,"2023-08-09T04:13:47.811Z","2023-08-09T04:14:09.192Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,1,2,682641,"/api/v1/people/682641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",6,"2023-08-09T04:14:37.680Z","2023-08-09T04:15:07.766Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",5,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"74","atBat","Pop Out","field_out","Luis Matos pops out softly to first baseman C. J. Cron in foul territory.",0,5,7,74,"top",9,"2023-08-09T04:12:23.699Z","2023-08-09T04:15:15.990Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,682641,"Luis Matos","/api/v1/people/682641","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",6,"2023-08-09T04:11:59.548Z","2023-08-09T04:12:06.964Z",TRUE,"pitch","6a5562ad-ea77-466e-a5da-f8837652d4d3",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.51,1.74,NA,98.83,180.58,"ground_ball","medium","5",93.38,152,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Austin Slater grounds out, third baseman Mike Moustakas to first baseman C. J. Cron.",0,5,7,73,"top",9,"2023-08-09T04:10:13.370Z","2023-08-09T04:12:06.964Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,596103,"Austin Slater","/api/v1/people/596103","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.3,85.8,9,0.91,0.4031,6.528,29.0833,-24.6708,0.5412,4.0134,0.4768,2.1554,6.8651,-135.7552,-4.6761,-2.1529,50.006,5.6128,1.0119,4.8,6,24,2614,182,87.9,-21,7,NA,NA,NA,TRUE,-24.8,6.5,-2.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717068,"2023-08-09",5,"2023-08-09T04:11:36.160Z","2023-08-09T04:11:39.258Z",TRUE,"pitch","b3a624fd-0338-41cb-9ad8-d1cc277bfea8",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.51,1.74,NA,95.75,167.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Groundout","field_out","Austin Slater grounds out, third baseman Mike Moustakas to first baseman C. J. Cron.",0,5,7,73,"top",9,"2023-08-09T04:10:13.370Z","2023-08-09T04:12:06.964Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,596103,"Austin Slater","/api/v1/people/596103","R","Right",608678,"Dominic Leone","/api/v1/people/608678","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Los Angeles Angels",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.3,6,0.9,0.3899,6.6916,32.0272,-13.086,-4.4887,9.5528,0.5575,2.6318,9.1006,-140.509,-5.6906,-2.1411,50.004,5.5347,-8.9711,25.2,3.6,24,2436,209,NA,NA,NA,NA,NA,NA,FALSE,-13.1,16.3,6.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
