"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716795,"2023-08-29",5,"2023-08-30T01:01:41.094Z","2023-08-30T01:01:51.322Z",TRUE,"pitch","c8242474-9964-44ec-926e-815125b9c705",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.59,1.69,NA,49.65,187.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,4,2,69,"bottom",9,"2023-08-30T01:00:18.283Z","2023-08-30T01:01:51.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.1,77.3,14,0.91,0.449,5.9762,26.4901,-39.0424,10.2972,-4.5661,1.767,1.9001,2.7821,-122.4675,-2.3206,-0.7242,50.0033,6.232,15.4826,21.6,12,24,2752,41,NA,NA,NA,NA,NA,NA,TRUE,-47.5,-8.5,-19.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",4,"2023-08-30T01:01:17.083Z","2023-08-30T01:01:23.311Z",TRUE,"pitch","8ccdc49f-bc2d-4fc8-84db-18c24935aa5c",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.59,1.69,NA,82.68,185.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,4,2,69,"bottom",9,"2023-08-30T01:00:18.283Z","2023-08-30T01:01:51.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.6,79,14,0.9,0.4422,5.9458,21.8401,-31.8055,8.707,0.237,0.9005,1.9639,1.54,-123.3094,-3.9629,-0.8625,50.0031,6.2416,13.5645,22.8,9.6,24,2560,57,NA,NA,NA,NA,NA,NA,FALSE,-37.9,-0.1,-16.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",3,"2023-08-30T01:00:57.645Z","2023-08-30T01:01:04.078Z",TRUE,"pitch","4066e0e7-a50b-4393-895e-f30c85a8c843",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,2,NA,NA,3.59,1.69,NA,72.96,214.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,4,2,69,"bottom",9,"2023-08-30T01:00:18.283Z","2023-08-30T01:01:51.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,83.1,14,0.9,0.4216,6.0234,23.7906,-34.7554,1.3308,-1.5053,1.1553,0.9134,3.8235,-129.3097,-6.8041,-0.508,50.0041,6.2041,2.2813,4.8,8.4,24,2558,61,NA,NA,NA,NA,NA,NA,FALSE,-38.2,-3.8,-3.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",2,"2023-08-30T01:00:37.602Z","2023-08-30T01:00:42.252Z",TRUE,"pitch","4326452a-9003-4923-bfc5-32e9ab09f7de",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.5085,1.6742,NA,106.22,210.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,4,2,69,"bottom",9,"2023-08-30T01:00:18.283Z","2023-08-30T01:01:51.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,89,14,0.87,0.3886,6.0567,33.8277,-28.1471,-8.3847,2.0025,0.2828,1.0405,5.3991,-141.2487,-9.107,-0.5695,50.0023,6.1322,-16.8484,27.6,7.2,24,2160,220,NA,NA,NA,NA,NA,NA,FALSE,-27.4,1.8,14,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",1,"2023-08-30T01:00:20.442Z","2023-08-30T01:00:24.678Z",TRUE,"pitch","fbba0be1-50d8-4903-96ae-631d440d1395",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4199,1.608,NA,130.99,165.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,4,2,69,"bottom",9,"2023-08-30T01:00:18.283Z","2023-08-30T01:01:51.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,87.2,4,0.9,0.3958,5.9511,31.3323,-28.145,-8.8227,2.0744,-0.3671,2.6973,4.0199,-138.4587,-4.7529,-0.6928,50.0008,6.3229,-17.1025,28.8,7.2,24,1995,226,NA,NA,NA,NA,NA,NA,FALSE,-27.2,3,15.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",0,"2023-08-30T00:59:33.356Z","2023-08-30T01:00:20.442Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"69","atBat","Strikeout","strikeout","Javier Baez strikes out swinging.",0,4,2,69,"bottom",9,"2023-08-30T01:00:18.283Z","2023-08-30T01:01:51.322Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,595879,"Javier Báez","/api/v1/people/595879","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",2,"2023-08-30T00:58:55.571Z","2023-08-30T00:59:09.878Z",TRUE,"pitch","f289d36e-d757-4c40-b59e-f321bdd860f9",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",2,0,2,NA,NA,3.44,1.63,NA,124.39,187.98,"ground_ball","medium","8",127.73,110.95,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Parker Meadows singles on a ground ball to center fielder Harrison Bader. Spencer Torkelson scores. Zach McKinstry scores.",2,4,2,68,"bottom",9,"2023-08-30T00:57:59.003Z","2023-08-30T00:59:09.878Z",TRUE,TRUE,FALSE,FALSE,90,2,0,2,678009,"Parker Meadows","/api/v1/people/678009","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,89.5,8,0.9,0.3874,6.0722,30.6578,-31.4202,-8.2902,0.369,-0.1939,1.8814,4.6884,-141.1177,-6.2658,-0.7955,50.0009,6.1419,-16.7992,26.4,7.2,24,2064,233,92.9,7,146,NA,NA,NA,FALSE,-29.4,-0.4,14.2,NA,NA,NA,FALSE,FALSE,678009,"Parker Meadows","/api/v1/people/678009",NA,NA,NA,NA,NA,NA
716795,"2023-08-29",1,"2023-08-30T00:58:35.685Z","2023-08-30T00:58:42.150Z",TRUE,"pitch","08ecc544-e73b-4172-a8a0-5bc4afc39e27",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4199,1.6301,NA,50.21,201.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Parker Meadows singles on a ground ball to center fielder Harrison Bader. Spencer Torkelson scores. Zach McKinstry scores.",2,4,2,68,"bottom",9,"2023-08-30T00:57:59.003Z","2023-08-30T00:59:09.878Z",TRUE,TRUE,FALSE,FALSE,90,2,0,2,678009,"Parker Meadows","/api/v1/people/678009","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,89.4,14,0.85,0.389,6.1142,29.2189,-28.0066,-7.1728,2.0703,1.7523,1.3764,8.7555,-140.3491,-8.1937,-0.4633,50.0029,6.1343,-14.4329,22.8,6,24,2098,233,NA,NA,NA,NA,NA,NA,FALSE,-26.9,2.3,11.4,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",0,"2023-08-30T00:58:19.643Z","2023-08-30T00:58:24.902Z",TRUE,"pitch","545d8a5e-7a4f-4c43-a248-f4bc9d193f05",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4642,1.6301,NA,72.05,202.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Parker Meadows singles on a ground ball to center fielder Harrison Bader. Spencer Torkelson scores. Zach McKinstry scores.",2,4,2,68,"bottom",9,"2023-08-30T00:57:59.003Z","2023-08-30T00:59:09.878Z",TRUE,TRUE,FALSE,FALSE,90,2,0,2,678009,"Parker Meadows","/api/v1/people/678009","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,89.5,14,0.91,0.3882,6.126,30.1049,-29.9668,-9.4032,1.0929,1.1793,1.3573,8.3504,-140.7812,-8.0481,-0.5946,50.0038,6.1755,-18.9932,28.8,7.2,24,2076,233,NA,NA,NA,NA,NA,NA,FALSE,-28.6,0.6,15.5,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716795,"2023-08-29",0,"2023-08-30T00:57:30.907Z","2023-08-30T00:57:45.082Z",TRUE,"pitch","4233239d-3d46-436d-942c-f3f9eeeddd6c",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,2,NA,NA,3.25,1.57,NA,123.21,156.08,"line_drive","medium","7",51.49,111.85,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Double","double","Zach McKinstry doubles (18) on a line drive to left fielder Everson Pereira. Spencer Torkelson to 3rd.",0,4,0,67,"bottom",9,"2023-08-30T00:57:26.776Z","2023-08-30T00:57:45.082Z",TRUE,FALSE,FALSE,FALSE,34,0,0,2,656716,"Zach McKinstry","/api/v1/people/656716","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","RISP",NA,"Detroit Tigers",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Detroit Tigers","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.5,89.4,2,0.91,0.3859,6.0294,32.3158,-29.14,-8.8506,1.4881,-0.163,3.063,4.6255,-141.9154,-3.685,-0.6636,50.0049,6.2334,-18.0645,30,7.2,24,2057,221,97.1,18,272,NA,NA,NA,FALSE,-26.6,2.2,15.1,NA,NA,NA,FALSE,FALSE,NA,NA,NA,656716,"Zach McKinstry","/api/v1/people/656716",679529,"Spencer Torkelson","/api/v1/people/679529"
