"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
745113,"2024-04-14",3,"2024-04-14T20:25:25.452Z","2024-04-14T20:25:33.794Z",TRUE,"pitch","8a356a1d-d471-4302-aff0-3a5f048028f7",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.33,1.52,NA,136.83,222.28,"popup","medium","6",85.67,133.29,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Jung Hoo Lee pops out to shortstop Niko Goodrum.",0,4,9,72,"top",9,"2024-04-14T20:24:29.092Z","2024-04-14T20:25:33.794Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,808982,"Jung Hoo Lee","/api/v1/people/808982","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76,68.7,13,0.9,0.4997,7.1303,23.5736,-29.299,12.2888,2.371,-0.5204,0.6112,0.1899,-110.5089,0.3668,-2.1988,50.0004,3.5744,14.8751,26.4,10.8,24,2460,82,68.6,48,196,NA,NA,NA,TRUE,-43.4,4.8,-22.2,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",2,"2024-04-14T20:25:03.704Z","2024-04-14T20:25:06.704Z",TRUE,"pitch","bc609643-be03-4785-b1dd-ec957b2b5f27",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.33,1.52,NA,76.27,170.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Jung Hoo Lee pops out to shortstop Niko Goodrum.",0,4,9,72,"top",9,"2024-04-14T20:24:29.092Z","2024-04-14T20:25:33.794Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,808982,"Jung Hoo Lee","/api/v1/people/808982","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",85.7,77.9,12,0.91,0.441,7.4007,26.6175,-30.1602,2.3382,1.2904,1.0686,2.5197,6.2132,-124.5386,2.9827,-1.7691,50.0024,3.812,3.6464,9.6,8.4,24,2356,161,NA,NA,NA,NA,NA,NA,FALSE,-34.2,3.4,-5.8,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",1,"2024-04-14T20:24:47.964Z","2024-04-14T20:24:51.319Z",TRUE,"pitch","af77c6d6-2827-49b3-8568-210d86630d78",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2538,1.491,NA,164.68,185.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Jung Hoo Lee pops out to shortstop Niko Goodrum.",0,4,9,72,"top",9,"2024-04-14T20:24:29.092Z","2024-04-14T20:25:33.794Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,808982,"Jung Hoo Lee","/api/v1/people/808982","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76.2,68.6,13,0.9,0.4983,7.0216,23.9046,-28.1094,13.8155,3.3431,-1.2509,1.974,-1.6409,-110.8607,2.5802,-2.2825,50.0048,3.7731,16.8179,31.2,10.8,24,2430,86,NA,NA,NA,NA,NA,NA,FALSE,-40.7,7.2,-24.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",0,"2024-04-14T20:24:34.082Z","2024-04-14T20:24:37.691Z",TRUE,"pitch","1de57e76-f8a7-4a1b-b048-87d5f5d1aa7b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2512,1.4601,NA,99.64,193.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Pop Out","field_out","Jung Hoo Lee pops out to shortstop Niko Goodrum.",0,4,9,72,"top",9,"2024-04-14T20:24:29.092Z","2024-04-14T20:25:33.794Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,808982,"Jung Hoo Lee","/api/v1/people/808982","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76,68.7,9,0.9,0.4992,7.2687,23.22,-29.3363,11.7012,2.3361,0.4555,1.6919,1.6906,-110.5347,2.2362,-1.8406,50.001,3.789,14.2002,26.4,10.8,24,2405,82,NA,NA,NA,NA,NA,NA,FALSE,-42.8,5.3,-21.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",0,"2024-04-14T20:23:52.493Z","2024-04-14T20:24:09.422Z",TRUE,"pitch","8a007523-05d3-4576-94a9-4584037d02d8",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.49,1.65,NA,143.4,160.66,"line_drive","medium","9",203.21,116.71,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Triple","triple","Tyler Fitzgerald triples (1) on a line drive to right fielder Amed Rosario. Tom Murphy scores.",1,4,9,71,"top",9,"2024-04-14T20:23:43.585Z","2024-04-14T20:24:09.422Z",TRUE,TRUE,FALSE,FALSE,35,0,0,2,666149,"Tyler Fitzgerald","/api/v1/people/666149","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.9,81.3,4,0.9,0.4207,7.4783,29.9389,-30.5666,-9.5566,0.9386,-0.6926,2.8934,5.6603,-130.6732,3.7148,-1.6557,50.0022,3.7621,-16.372,26.4,8.4,24,2299,248,75.4,29,237,NA,NA,NA,FALSE,-31.3,2.9,15.8,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,666149,"Tyler Fitzgerald","/api/v1/people/666149",NA,NA,NA
745113,"2024-04-14",3,"2024-04-14T20:23:17.674Z","2024-04-14T20:23:28.450Z",TRUE,"pitch","78d5e91f-6663-418e-958e-2733dd91e245",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.4,1.61,NA,59.81,165.48,"ground_ball","medium","6",108.78,153.64,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Forceout","force_out","Tom Murphy grounds into a force out, shortstop Niko Goodrum to second baseman Curtis Mead. Thairo Estrada out at 2nd. Tom Murphy to 1st.",0,3,9,70,"top",9,"2024-04-14T20:22:24.309Z","2024-04-14T20:23:28.450Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,608596,"Tom Murphy","/api/v1/people/608596","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.4,69.3,12,0.9,0.4929,7.0434,25.9452,-29.8035,12.1724,1.91,1.5004,2.7147,3.6715,-112.4021,3.951,-1.7484,50.0029,4.0139,15.1183,28.8,10.8,24,2493,77,61.3,-13,11,NA,NA,NA,TRUE,-41.8,5.2,-23,NA,NA,NA,NA,NA,TRUE,TRUE,608596,"Tom Murphy","/api/v1/people/608596",NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",2,"2024-04-14T20:23:01.065Z","2024-04-14T20:23:04.309Z",TRUE,"pitch","871208e5-8f3f-4c23-8e12-3f7a11f9d2bc",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.3654,1.6039,NA,108.61,190.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Forceout","force_out","Tom Murphy grounds into a force out, shortstop Niko Goodrum to second baseman Curtis Mead. Thairo Estrada out at 2nd. Tom Murphy to 1st.",0,3,9,70,"top",9,"2024-04-14T20:22:24.309Z","2024-04-14T20:23:28.450Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,608596,"Tom Murphy","/api/v1/people/608596","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77,68.8,8,0.9,0.4952,6.6996,25.8251,-28.5517,11.7891,2.949,0.2201,1.7912,1.6101,-111.8914,2.4234,-2.0421,50.0046,3.6806,14.5018,27.6,10.8,24,2564,86,NA,NA,NA,NA,NA,NA,FALSE,-40.8,6.5,-21.7,NA,NA,NA,NA,NA,TRUE,TRUE,608596,"Tom Murphy","/api/v1/people/608596",NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",1,"2024-04-14T20:22:45.734Z","2024-04-14T20:22:49.133Z",TRUE,"pitch","9777eea4-01c5-41c6-b9a1-e1ee7af1c6c6",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3749,1.5944,NA,102.98,187.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Forceout","force_out","Tom Murphy grounds into a force out, shortstop Niko Goodrum to second baseman Curtis Mead. Thairo Estrada out at 2nd. Tom Murphy to 1st.",0,3,9,70,"top",9,"2024-04-14T20:22:24.309Z","2024-04-14T20:23:28.450Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,608596,"Tom Murphy","/api/v1/people/608596","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,81.5,9,0.89,0.4192,7.5323,32.0002,-34.5925,-12.2783,-1.4035,0.3677,1.882,9.0207,-131.463,1.9728,-1.5404,50.0032,3.7189,-21.1504,28.8,9.6,24,2296,249,NA,NA,NA,NA,NA,NA,FALSE,-35.6,-1.7,19.8,NA,NA,NA,NA,NA,TRUE,TRUE,608596,"Tom Murphy","/api/v1/people/608596",NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",0,"2024-04-14T20:22:29.815Z","2024-04-14T20:22:33.623Z",TRUE,"pitch","3f3aa3fd-2e54-42a1-903c-1d605a034027",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2893,1.5468,NA,61.62,187.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Forceout","force_out","Tom Murphy grounds into a force out, shortstop Niko Goodrum to second baseman Curtis Mead. Thairo Estrada out at 2nd. Tom Murphy to 1st.",0,3,9,70,"top",9,"2024-04-14T20:22:24.309Z","2024-04-14T20:23:28.450Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,608596,"Tom Murphy","/api/v1/people/608596","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76,68.2,14,0.9,0.5011,6.695,24.7079,-28.1854,11.4252,3.3168,1.453,1.8861,3.9408,-110.4741,2.6195,-1.8523,50.002,3.703,13.7329,27.6,10.8,24,2394,84,NA,NA,NA,NA,NA,NA,FALSE,-41.3,7.2,-21.8,NA,NA,NA,NA,NA,TRUE,TRUE,608596,"Tom Murphy","/api/v1/people/608596",NA,NA,NA,NA,NA,NA,NA,NA,NA
745113,"2024-04-14",1,"2024-04-14T20:21:56.817Z","2024-04-14T20:22:06.578Z",TRUE,"pitch","53cf7314-0ee7-4918-947b-3faf29f0cffc",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.37,1.69,NA,113,182.3,"ground_ball","medium","4",126.71,170.03,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Thairo Estrada singles on a ground ball to second baseman Curtis Mead.",0,3,9,69,"top",9,"2024-04-14T20:21:37.049Z","2024-04-14T20:22:06.578Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,81.7,8,0.9,0.4185,7.509,31.3251,-29.6039,-11.4895,1.4831,0.1049,2.0919,8.1517,-131.5351,1.5379,-1.5624,50.0006,3.7158,-19.8655,31.2,8.4,24,2146,256,75,-51,2,NA,NA,NA,FALSE,-30.5,3.4,18.7,NA,NA,NA,NA,NA,FALSE,TRUE,642731,"Thairo Estrada","/api/v1/people/642731",NA,NA,NA,NA,NA,NA,NA,NA,NA
