"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","base","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716607,"2023-09-13",2,"2023-09-13T19:25:40.934Z","2023-09-13T19:25:45.365Z",TRUE,"pitch","85dbf619-3011-428d-9fc6-f713471c6324",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.73,1.8,NA,148.84,170.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,4,4,61,"top",8,"2023-09-13T19:25:23.155Z","2023-09-13T19:27:32.150Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.8,74.3,13,0.89,0.4658,6.2671,22.9175,-27.7861,-5.7515,3.1304,-0.8352,2.5315,-3.4142,-117.7132,-1.7806,1.3823,50.0001,5.877,-8.0462,16.8,8.4,24,2457,287,NA,NA,NA,NA,NA,NA,FALSE,-36.4,5.5,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",1,"2023-09-13T19:25:25.429Z","2023-09-13T19:25:29.908Z",TRUE,"pitch","acdb7429-1608-48a8-990d-fd80faecba58",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.8261,1.8508,NA,128.11,185.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,4,4,61,"top",8,"2023-09-13T19:25:23.155Z","2023-09-13T19:27:32.150Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.2,71.8,7,0.9,0.4822,6.2355,22.0085,-29.997,-6.3346,1.6687,-0.2913,1.9658,-1.8331,-113.845,-2.1073,1.3485,50.004,5.889,-8.2675,15.6,9.6,24,2452,296,NA,NA,NA,NA,NA,NA,FALSE,-42.1,2.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",0,"2023-09-13T19:23:31.290Z","2023-09-13T19:25:25.429Z",FALSE,"action",NA,NA,"Pitching Change: Caleb Thielbar replaces Emilio Pagan.","Pitching Substitution",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,573204,"/api/v1/people/573204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"61","atBat","Strikeout","strikeout","Josh Lowe strikes out swinging.",0,4,4,61,"top",8,"2023-09-13T19:25:23.155Z","2023-09-13T19:27:32.150Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666139,"Josh Lowe","/api/v1/people/666139","L","Left",573204,"Caleb Thielbar","/api/v1/people/573204","L","Left","vs_LHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",0,"2023-09-13T19:22:40.958Z","2023-09-13T19:22:46.972Z",TRUE,"pitch","288c1647-336f-4b2e-aedd-256e38961731",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.37,1.64,NA,142.55,178.66,"line_drive","medium","4",146.91,140.88,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Lineout","field_out","Jorge Polanco lines out to second baseman Osleivis Basabe.",0,4,4,60,"bottom",7,"2023-09-13T19:22:40.958Z","2023-09-13T19:22:46.972Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,593871,"Jorge Polanco","/api/v1/people/593871","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.2,83,4,0.9,0.4138,6.9686,29.9422,-36.7311,-9.1967,-2.5762,-0.6703,2.2267,6.2718,-132.6521,2.312,-1.8775,50.0006,4.0328,-16.291,22.8,8.4,24,2183,255,77.7,14,160,NA,NA,NA,TRUE,-37,-3.8,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",9,"2023-09-13T19:22:07.689Z","2023-09-13T19:22:14.209Z",TRUE,"pitch","acd4e0b2-8f35-461e-9f6b-c6edf6041694",8,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.3891,1.6765,NA,113.94,188.78,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.2,81.5,8,0.9,0.4198,7.4556,30.9871,-30.5743,-11.8344,0.9305,0.0802,1.852,7.945,-131.0929,0.4429,-1.4718,50.0019,3.9865,-20.336,31.2,8.4,24,2289,248,NA,NA,NA,NA,NA,NA,TRUE,-31.9,2,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",8,"2023-09-13T19:21:41.054Z","2023-09-13T19:21:45.359Z",TRUE,"pitch","905bd3ea-2275-4f65-a6e9-c73e9df90468",7,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.36,1.69,NA,147.08,171.68,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.7,82.7,4,0.9,0.4156,7.0822,28.4272,-30.7538,-11.1304,0.8107,-0.7891,2.4853,6.185,-131.8635,1.846,-1.7207,50.0048,4.0473,-19.5743,31.2,8.4,24,2286,250,NA,NA,NA,NA,NA,NA,FALSE,-31.2,2.2,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",7,"2023-09-13T19:21:17.259Z","2023-09-13T19:21:20.582Z",TRUE,"pitch","c5fc8c63-76c4-4161-a19d-eb8c2c7f17bc",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.36,1.69,NA,101.78,180.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.1,82.5,9,0.91,0.418,7.1406,27.198,-33.7825,-9.7488,-0.9272,0.3994,2.176,8.3457,-130.9465,1.6595,-1.5597,50.0014,4.0583,-16.9587,24,8.4,24,2203,253,NA,NA,NA,NA,NA,NA,FALSE,-34.8,-1.1,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",5,"2023-09-13T19:20:47.865Z","2023-09-13T19:20:52.160Z",TRUE,"pitch","0c83f091-73ee-40aa-81db-17cae898bc72",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.3309,1.6184,NA,104.39,194.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.8,81.1,9,0.91,0.4247,7.3085,27.3316,-33.6294,-9.8359,-0.8638,0.3307,1.6431,8.0568,-129.0755,0.6424,-1.5561,50.0031,3.9842,-16.5663,24,8.4,24,2197,249,NA,NA,NA,NA,NA,NA,FALSE,-36,-1.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",4,"2023-09-13T19:20:30.104Z","2023-09-13T19:20:34.237Z",TRUE,"pitch","26dcbc5b-02d7-4f58-9a55-9e27c11adc27",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.3309,1.6184,NA,111.03,185.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.3,82,8,0.91,0.4213,7.1716,26.1803,-33.4258,-10.4139,-0.7269,0.1566,1.9749,8.1963,-129.8283,1.2413,-1.6821,50.0063,4.0272,-17.8513,26.4,8.4,24,2203,251,NA,NA,NA,NA,NA,NA,FALSE,-35,-0.8,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",3,"2023-09-13T19:20:13.426Z","2023-09-13T19:20:17.060Z",TRUE,"pitch","913731d6-3ff5-4d94-90ca-66213dbda87c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.3891,1.6475,NA,173.82,202.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.4,81.5,13,0.91,0.4219,7.2496,28.9147,-33.2136,-11.1978,-0.6123,-1.4905,1.3394,4.691,-130.1411,0.0331,-1.868,50.0011,3.8554,-19.0848,28.8,9.6,24,2218,255,NA,NA,NA,NA,NA,NA,FALSE,-35.2,-0.8,19.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",2,"2023-09-13T19:19:55.649Z","2023-09-13T19:19:59.480Z",TRUE,"pitch","7fba528f-457e-4710-b6a4-1763f85cd0ef",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.36,1.7346,NA,175.06,191.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.1,81.5,13,0.91,0.4225,6.8544,27.5828,-31.7938,-10.578,0.2217,-1.5232,1.7493,4.5429,-129.7182,0.8639,-1.9247,50.001,3.8391,-17.9929,28.8,8.4,24,2178,244,NA,NA,NA,NA,NA,NA,FALSE,-33.6,0.8,18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",1,"2023-09-13T19:19:38.559Z","2023-09-13T19:19:42.391Z",TRUE,"pitch","35d32476-75dc-4243-b139-b43d10a0ffa5",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3309,1.7056,NA,45.72,177.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",86.4,79.1,14,0.89,0.4363,7.2397,25.4554,-24.6235,1.2745,4.7302,1.87,2.2545,8.5131,-125.5494,0.72,-1.7304,50.0024,3.9682,2.0331,8.4,6,24,2329,196,NA,NA,NA,NA,NA,NA,FALSE,-27.7,9,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",0,"2023-09-13T19:18:38.423Z","2023-09-13T19:19:38.559Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",6,"2023-09-13T19:20:56.950Z","2023-09-13T19:21:17.259Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",4,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,0,666397,"/api/v1/people/666397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout Double Play","strikeout_double_play","Edouard Julien called out on strikes and Kyle Farmer caught stealing 2nd, catcher Christian Bethancourt to shortstop Vidal Brujan to catcher Christian Bethancourt.",0,4,4,59,"bottom",7,"2023-09-13T19:19:36.249Z","2023-09-13T19:22:14.209Z",TRUE,FALSE,FALSE,TRUE,0,3,3,2,666397,"Edouard Julien","/api/v1/people/666397","L","Left",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716607,"2023-09-13",3,"2023-09-13T19:18:09.408Z","2023-09-13T19:18:19.410Z",TRUE,"pitch","dc8a831f-802f-4228-9eb7-590a96516122",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,0,NA,NA,3.37,1.51,NA,126.85,182,"ground_ball","medium","6",113.52,155.7,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Field Error","field_error","Kyle Farmer reaches on a fielding error by shortstop Vidal Brujan.",0,4,4,58,"bottom",7,"2023-09-13T19:17:39.078Z","2023-09-13T19:18:19.410Z",TRUE,FALSE,FALSE,FALSE,0,1,1,0,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",687330,"Kevin Kelly","/api/v1/people/687330","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Tampa Bay Rays",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.4,81.6,5,0.91,0.4218,7.4093,28.016,-35.5733,-10.8623,-1.9903,-0.2583,2.1029,7.7222,-130.0027,1.9492,-1.8604,50.004,4.0494,-18.5385,25.2,9.6,24,2217,250,85.2,-26,5,NA,NA,NA,FALSE,-37.2,-2.9,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,571657,"Kyle Farmer","/api/v1/people/571657",NA,NA,NA,NA,NA,NA,NA
