"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isBaseRunningPlay","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType"
718378,"2023-04-29",1,"2023-04-29T20:22:08.141Z","2023-04-29T20:23:42.281Z",FALSE,"action",NA,NA,"Pitching Change: Jorge Lopez replaces Griffin Jax.","Pitching Substitution",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,605347,"/api/v1/people/605347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"64","atBat","Single","single","Salvador Perez singles on a ground ball to center fielder Michael A. Taylor. Bobby Witt Jr. scores.",1,2,2,64,"top",8,"2023-04-29T20:23:39.910Z","2023-04-29T20:24:34.391Z",TRUE,TRUE,FALSE,FALSE,70,0,2,2,521692,"Salvador Perez","/api/v1/people/521692","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",2,"2023-04-29T20:20:28.559Z","2023-04-29T20:20:41.674Z",TRUE,"pitch","568092a1-f63c-49dd-a2be-2101485f2807",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.43,1.67,NA,136.73,154.72,"fly_ball","medium","8",102.94,105.85,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Michael A. Taylor.",0,1,2,63,"top",8,"2023-04-29T20:20:06.832Z","2023-04-29T20:20:41.674Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.7,82.3,1,2,0.4191,6.3759,27.1785,-27.952,-9.0057,2.4436,-0.5177,3.1133,3.4395,-130.6121,-0.9902,-0.6805,50.0053,5.5968,-15.5818,27.6,7.2,24,1490,235,93.6,54,243,NA,NA,NA,TRUE,-29.5,4.4,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951",NA,NA,NA
718378,"2023-04-29",1,"2023-04-29T20:20:08.938Z","2023-04-29T20:20:12.685Z",TRUE,"pitch","dc4c2f29-ede0-4f81-b337-86f5cbba5b47",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5415,1.5377,NA,104.98,154.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Michael A. Taylor.",0,1,2,63,"top",8,"2023-04-29T20:20:06.832Z","2023-04-29T20:20:41.674Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.3,3,2,0.394,6.143,31.0646,-14.8882,-0.9187,8.8317,0.3152,3.1256,3.1757,-139.0101,-3.6655,-0.7225,50.0054,5.4492,-1.7988,3.6,3.6,24,2363,213,NA,NA,NA,NA,NA,NA,FALSE,-14.5,15.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",0,"2023-04-29T20:19:25.092Z","2023-04-29T20:20:08.938Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","MJ Melendez flies out to center fielder Michael A. Taylor.",0,1,2,63,"top",8,"2023-04-29T20:20:06.832Z","2023-04-29T20:20:41.674Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669004,"MJ Melendez","/api/v1/people/669004","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",5,"2023-04-29T20:18:56.509Z","2023-04-29T20:19:04.705Z",TRUE,"pitch","73106420-b648-4239-bb16-462ae8d9eab7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,1,0,NA,NA,3.55,1.64,NA,119.84,159.53,"ground_ball","medium","4",149.13,151.04,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jorge Polanco to first baseman Joey Gallo. Bobby Witt Jr. to 3rd.",0,1,2,62,"top",8,"2023-04-29T20:16:59.588Z","2023-04-29T20:19:04.705Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.9,78.3,5,2,0.4396,6.1962,27.6248,-35.5943,9.5387,-2.1785,-0.0744,2.9353,-1.0904,-125.0928,0.7872,-0.8682,50.0044,5.5581,14.9643,22.8,9.6,24,2852,47,85.1,-4,27,NA,NA,NA,TRUE,-40.8,-3.5,-16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,677951,"Bobby Witt Jr.","/api/v1/people/677951",NA,NA,NA
718378,"2023-04-29",4,"2023-04-29T20:18:35.063Z","2023-04-29T20:18:38.555Z",TRUE,"pitch","86e4de67-bc09-4ee1-aebe-cad15df8d95e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.5998,1.7119,NA,165.98,184.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jorge Polanco to first baseman Joey Gallo. Bobby Witt Jr. to 3rd.",0,1,2,62,"top",8,"2023-04-29T20:16:59.588Z","2023-04-29T20:19:04.705Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",89.6,82.3,13,2,0.4198,6.4272,27.6872,-28.5872,-5.8766,2.0825,-1.285,2.013,0.4447,-130.5105,-3.3509,-0.6943,50.0031,5.4685,-10.1293,19.2,7.2,24,1428,232,NA,NA,NA,NA,NA,NA,FALSE,-30.7,3.2,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",3,"2023-04-29T20:18:16.918Z","2023-04-29T20:18:20.378Z",TRUE,"pitch","dbd4367e-05cd-4061-9704-2a849cf35aca",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.5707,1.6829,NA,160.99,120.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jorge Polanco to first baseman Joey Gallo. Bobby Witt Jr. to 3rd.",0,1,2,62,"top",8,"2023-04-29T20:16:59.588Z","2023-04-29T20:19:04.705Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.1,78.4,11,2,0.4381,6.1654,26.6063,-30.9327,8.038,0.7861,-1.1541,4.3817,-2.8974,-125.2864,3.1242,-1.0233,50.0035,5.6553,12.7086,21.6,8.4,24,2843,53,NA,NA,NA,NA,NA,NA,FALSE,-34.6,2.4,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",1,"2023-04-29T20:17:36.808Z","2023-04-29T20:17:49.081Z",TRUE,"pitch","8aa45c82-20ba-4765-8758-7bfd50658187",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.5998,1.7119,NA,111.02,122.21,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jorge Polanco to first baseman Joey Gallo. Bobby Witt Jr. to 3rd.",0,1,2,62,"top",8,"2023-04-29T20:16:59.588Z","2023-04-29T20:19:04.705Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87.2,12,2,0.3937,6.3366,31.5792,-17.0954,-2.701,7.693,0.1569,4.3173,3.0695,-139.1852,-0.316,-0.6099,50.0009,5.5655,-5.293,15.6,3.6,24,2243,210,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",0,"2023-04-29T20:17:16.288Z","2023-04-29T20:17:20.359Z",TRUE,"pitch","3cd46f0a-55f3-4510-aafb-687f3e5fe59b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.5707,1.7119,NA,130.44,156.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jorge Polanco to first baseman Joey Gallo. Bobby Witt Jr. to 3rd.",0,1,2,62,"top",8,"2023-04-29T20:16:59.588Z","2023-04-29T20:19:04.705Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86,78.6,1,2,0.438,6.2466,26.6168,-31.8504,7.3689,0.2066,-0.3526,3.0587,-0.748,-125.3049,0.3241,-1.006,50.0036,5.5416,11.6543,20.4,8.4,24,2856,45,NA,NA,NA,NA,NA,NA,FALSE,-36.4,0.7,-13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",2,"2023-04-29T20:17:56.877Z","2023-04-29T20:18:16.918Z",FALSE,"action",NA,NA,"Bobby Witt Jr. steals (7) 2nd base.","Stolen Base 2B",1,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,1,0,677951,"/api/v1/people/677951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8aa45c82-20ba-4765-8758-7bfd50658187","stolen_base_2b",NA,NA,NA,NA,NA,NA,"62","atBat","Groundout","field_out","Vinnie Pasquantino grounds out, second baseman Jorge Polanco to first baseman Joey Gallo. Bobby Witt Jr. to 3rd.",0,1,2,62,"top",8,"2023-04-29T20:16:59.588Z","2023-04-29T20:19:04.705Z",TRUE,FALSE,FALSE,TRUE,0,3,1,1,686469,"Vinnie Pasquantino","/api/v1/people/686469","L","Left",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",9,"2023-04-29T20:16:43.927Z","2023-04-29T20:16:49.730Z",TRUE,"pitch","959b8728-bf8d-4a3d-95e3-0868a55814a7",8,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,0,NA,NA,3.5415,1.5957,NA,95.89,201.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Bobby Witt Jr. walks.",0,1,2,61,"top",8,"2023-04-29T20:14:13.327Z","2023-04-29T20:16:49.730Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.9,14,2,0.392,6.3901,31.4045,-13.0934,-4.2018,9.6499,0.5539,1.3929,4.7602,-139.7125,-8.2166,-0.6258,50.0046,5.2321,-8.3098,26.4,3.6,24,2305,215,NA,NA,NA,NA,NA,NA,FALSE,-13.7,16,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,677951,"Bobby Witt Jr.","/api/v1/people/677951",NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",8,"2023-04-29T20:16:24.855Z","2023-04-29T20:16:28.994Z",TRUE,"pitch","783872c0-daa4-4673-9574-88fe83c87194",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,0,NA,NA,3.5124,1.5957,NA,73.24,181.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Bobby Witt Jr. walks.",0,1,2,61,"top",8,"2023-04-29T20:14:13.327Z","2023-04-29T20:16:49.730Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.7,14,2,0.3937,6.325,29.7997,-15.8405,-3.2133,8.3232,1.1479,2.1245,5.7893,-138.8855,-6.0332,-0.5418,50.003,5.3705,-6.3064,16.8,3.6,24,2310,207,NA,NA,NA,NA,NA,NA,FALSE,-15.8,14,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",7,"2023-04-29T20:15:55.385Z","2023-04-29T20:15:58.693Z",TRUE,"pitch","05e714e2-e0fb-46d5-9e0b-aa91a9037f3d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.53,1.66,NA,69.06,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Bobby Witt Jr. walks.",0,1,2,61,"top",8,"2023-04-29T20:14:13.327Z","2023-04-29T20:16:49.730Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.7,78.5,14,2,0.4401,6.1968,26.8558,-39.9519,6.6402,-4.9689,1.2577,2.4363,2.5268,-124.8112,0.424,-0.6325,50.0015,5.5741,10.3971,15.6,10.8,24,3008,46,NA,NA,NA,NA,NA,NA,FALSE,-46,-8.6,-12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",5,"2023-04-29T20:15:27.717Z","2023-04-29T20:15:30.990Z",TRUE,"pitch","c5f08b25-d0d7-4a13-9935-f969dc56a9c6",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.53,1.66,NA,146.6,153.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Bobby Witt Jr. walks.",0,1,2,61,"top",8,"2023-04-29T20:14:13.327Z","2023-04-29T20:16:49.730Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,87,1,2,0.3937,6.2991,33.6676,-14.0879,-2.9472,9.2422,-0.7765,3.1756,0.8628,-139.5497,-3.6597,-0.7083,50.0036,5.4424,-5.768,20.4,3.6,24,2276,207,NA,NA,NA,NA,NA,NA,FALSE,-13.8,16.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",4,"2023-04-29T20:15:10.696Z","2023-04-29T20:15:14.761Z",TRUE,"pitch","ea3d2b1a-cbfc-4056-9441-79bdde3b1011",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.4541,1.7119,NA,53.07,192.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Bobby Witt Jr. walks.",0,1,2,61,"top",8,"2023-04-29T20:14:13.327Z","2023-04-29T20:16:49.730Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",87.2,79.9,14,2,0.433,6.3056,27.9119,-38.6695,5.509,-4.0193,1.6773,1.7141,3.9938,-126.8943,-1.6933,-0.6369,50.0014,5.4939,8.9091,14.4,9.6,24,2890,38,NA,NA,NA,NA,NA,NA,FALSE,-43.6,-7.4,-10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718378,"2023-04-29",3,"2023-04-29T20:14:53.165Z","2023-04-29T20:14:56.355Z",TRUE,"pitch","ef527791-ba78-4f04-83f6-b6039ff728fb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.4832,1.6248,NA,41.49,195.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Bobby Witt Jr. walks.",0,1,2,61,"top",8,"2023-04-29T20:14:13.327Z","2023-04-29T20:16:49.730Z",TRUE,FALSE,FALSE,FALSE,0,4,2,0,677951,"Bobby Witt Jr.","/api/v1/people/677951","R","Right",643377,"Griffin Jax","/api/v1/people/643377","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Minnesota Twins",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",86.2,79.1,14,2,0.4378,6.3234,27.2889,-37.8158,5.9167,-3.5652,1.9811,1.595,4.2639,-125.5059,-2.0074,-0.5132,50.0028,5.5082,9.3629,14.4,9.6,24,2978,37,NA,NA,NA,NA,NA,NA,FALSE,-43.7,-6.7,-11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
