"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isBaseRunningPlay","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717754,"2023-06-15",4,"2023-06-16T01:55:53.031Z","2023-06-16T01:55:57.424Z",TRUE,"pitch","99997f98-a3d3-4bfa-9cc9-55eb11bc491b",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.51,1.69,NA,105.81,169.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,3,8,71,"top",9,"2023-06-16T01:53:51.163Z","2023-06-16T01:55:57.424Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.5,87.1,6,2,0.3976,6.4944,27.7223,-19.7529,-6.1219,6.4473,0.2936,2.566,11.5837,-137.2821,-3.5955,-3.1674,50.0039,5.2218,-11.797,25.2,4.8,24,2136,239,NA,NA,NA,NA,NA,NA,TRUE,-19.3,11.2,8.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717754,"2023-06-15",3,"2023-06-16T01:55:18.999Z","2023-06-16T01:55:23.920Z",TRUE,"pitch","1f1e2a7f-bd6d-47c6-b24d-aef7c5307972",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.51,1.69,NA,86.43,203.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,3,8,71,"top",9,"2023-06-16T01:53:51.163Z","2023-06-16T01:55:57.424Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.1,76.6,14,0.9,0.4567,5.8809,20.1664,-32.8026,0.6327,-0.4277,0.802,1.315,8.983,-119.3425,-2.3949,-3.0729,50.0049,5.2491,0.9234,3.6,9.6,24,2261,53,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-1.1,-3,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717754,"2023-06-15",2,"2023-06-16T01:54:56.108Z","2023-06-16T01:54:59.108Z",TRUE,"pitch","32160148-91a2-47c9-b257-2d80d9995bd5",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.5157,1.6216,NA,62.67,244.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,3,8,71,"top",9,"2023-06-16T01:53:51.163Z","2023-06-16T01:55:57.424Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.9,76.5,14,0.9,0.4565,6.3843,24.191,-35.3226,-0.1669,-2.1581,1.4252,-0.2051,10.666,-120.1855,-4.9918,-3.0564,50.0039,5.0502,-0.2428,2.4,9.6,24,2287,57,NA,NA,NA,NA,NA,NA,FALSE,-45.1,-4.9,-2.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717754,"2023-06-15",1,"2023-06-16T01:54:40.440Z","2023-06-16T01:54:44.294Z",TRUE,"pitch","38617556-9558-4041-97ca-e7df93c12b4a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.6289,1.667,NA,105.78,176.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,3,8,71,"top",9,"2023-06-16T01:53:51.163Z","2023-06-16T01:55:57.424Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.8,86,6,2,0.4019,6.1402,28.3453,-19.9431,-9.5975,6.4912,0.2942,2.3153,12.2734,-136.0126,-4.0864,-3.0185,50.0009,5.2107,-18.0773,37.2,6,24,2254,237,NA,NA,NA,NA,NA,NA,FALSE,-20,11,15,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717754,"2023-06-15",0,"2023-06-16T01:54:01.655Z","2023-06-16T01:54:04.655Z",TRUE,"pitch","fc983421-a015-4f38-87c3-1915ec9ccad8",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.51,1.69,NA,121.85,189.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Brenton Doyle strikes out swinging.",0,3,8,71,"top",9,"2023-06-16T01:53:51.163Z","2023-06-16T01:55:57.424Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,686668,"Brenton Doyle","/api/v1/people/686668","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.7,75.2,8,0.9,0.4584,6.2736,26.6364,-35.3928,2.597,-2.2371,-0.1273,1.8149,6.4576,-120.1866,-0.6387,-3.203,50.0015,5.2699,3.7394,8.4,9.6,24,2362,53,NA,NA,NA,NA,NA,NA,FALSE,-44.5,-3.8,-6.5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717754,"2023-06-15",0,"2023-06-16T01:53:22.525Z","2023-06-16T01:53:30.482Z",TRUE,"pitch","037df6de-94a7-47ab-9c38-d0cd5eb6db11",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,1,NA,NA,3.29,1.65,NA,154.2,157.53,"ground_ball","medium","5",93.27,170.86,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Groundout","field_out","Elehuris Montero grounds out, third baseman Austin Riley to first baseman Matt Olson. Coco Montes to 2nd.",0,3,8,70,"top",9,"2023-06-16T01:53:10.386Z","2023-06-16T01:53:30.482Z",TRUE,FALSE,FALSE,TRUE,0,0,0,2,660707,"Elehuris Montero","/api/v1/people/660707","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",80.5,74.2,11,2,0.4671,5.7376,21.6293,-33.6049,2.9897,-1.03,-0.976,3.0094,4.9921,-117.1627,1.5333,-3.5205,50.0016,5.4814,4.1644,8.4,9.6,24,2140,58,93.4,1,57,NA,NA,NA,TRUE,-43.3,-1.2,-6.6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,663796,"Coco Montes","/api/v1/people/663796",NA,NA,NA
717754,"2023-06-15",3,"2023-06-16T01:52:49.693Z","2023-06-16T01:53:02.467Z",TRUE,"pitch","1d77a416-0d29-47e4-8253-2b90dcf01c47",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.411,1.565,NA,93.21,157.81,"line_drive","medium","9",203.84,121.66,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Coco Montes singles on a line drive to right fielder Ronald Acuna Jr.",0,3,8,69,"top",9,"2023-06-16T01:52:18.744Z","2023-06-16T01:53:02.467Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.6,3,2,0.3993,6.1438,28.0837,-22.9887,-9.1728,4.8134,0.6242,2.9988,13.1823,-136.7826,-1.8429,-3.0495,50.0049,5.2459,-17.5129,32.4,6,24,2163,246,86.3,19,239,NA,NA,NA,FALSE,-22.2,8.5,14,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,663796,"Coco Montes","/api/v1/people/663796",NA,NA,NA,NA,NA,NA
717754,"2023-06-15",1,"2023-06-16T01:52:32.865Z","2023-06-16T01:52:36.483Z",TRUE,"pitch","3935b479-34a7-46e8-b378-5f06e4885c4a",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.3571,1.5308,NA,103.74,185.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Coco Montes singles on a line drive to right fielder Ronald Acuna Jr.",0,3,8,69,"top",9,"2023-06-16T01:52:18.744Z","2023-06-16T01:53:02.467Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.8,9,2,0.3992,6.1979,28.0832,-21.8043,-7.1702,5.4289,0.348,1.9836,11.9537,-136.8171,-4.5449,-3.1313,50.0027,5.1463,-13.6958,26.4,4.8,24,2133,238,NA,NA,NA,NA,NA,NA,FALSE,-21.7,9.1,10.7,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717754,"2023-06-15",0,"2023-06-16T01:52:19.761Z","2023-06-16T01:52:24.839Z",TRUE,"pitch","78a8b7b3-e39a-4e20-93dc-4b5a3e388a86",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4478,1.6216,NA,95.48,184.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Coco Montes singles on a line drive to right fielder Ronald Acuna Jr.",0,3,8,69,"top",9,"2023-06-16T01:52:18.744Z","2023-06-16T01:53:02.467Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,86.7,9,2,0.4003,6.4206,26.7877,-20.9201,-7.3303,5.9193,0.5646,2.028,12.5267,-136.2373,-4.475,-3.1172,50,5.1166,-13.9317,27.6,4.8,24,2195,242,NA,NA,NA,NA,NA,NA,FALSE,-20.9,10.1,10.9,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717754,"2023-06-15",2,"2023-06-16T01:52:42.554Z","2023-06-16T01:52:49.693Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,8,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,663796,"/api/v1/people/663796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Coco Montes singles on a line drive to right fielder Ronald Acuna Jr.",0,3,8,69,"top",9,"2023-06-16T01:52:18.744Z","2023-06-16T01:53:02.467Z",TRUE,FALSE,FALSE,FALSE,33,0,2,1,663796,"Coco Montes","/api/v1/people/663796","R","Right",543859,"Michael Tonkin","/api/v1/people/543859","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
