"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745762,"2024-04-09",2,"2024-04-10T01:43:41.589Z","2024-04-10T01:43:54.284Z",TRUE,"pitch","0dff8b59-7faf-448c-a028-6f14471a3afa",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.52,1.68,NA,111.5,190.06,"fly_ball","hard","8",98.28,53.76,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Jesús Sánchez flies out sharply to center fielder Aaron Judge.",0,2,3,71,"top",9,"2024-04-10T01:43:25.295Z","2024-04-10T01:43:54.284Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.5,81.1,8,0.9,0.4293,5.9513,25.326,-35.0294,1.1853,-1.7275,0.1442,1.8045,1.8975,-127.4175,-4.8255,-0.7632,50.0046,6.48,1.9559,3.6,8.4,24,2417,17,101.6,31,367,NA,NA,NA,TRUE,-39.6,-4,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",1,"2024-04-10T01:43:27.650Z","2024-04-10T01:43:32.638Z",TRUE,"pitch","3d9feada-102b-492c-841f-1f8e8667fe6f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7338,1.8179,NA,158.54,164.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Jesús Sánchez flies out sharply to center fielder Aaron Judge.",0,2,3,71,"top",9,"2024-04-10T01:43:25.295Z","2024-04-10T01:43:54.284Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,85.2,13,0.91,0.4032,5.8053,33.9338,-30.6778,-9.141,0.7994,-1.0898,2.7515,2.7294,-136.5589,-4.1482,-0.9234,50.0003,6.4339,-17.0234,27.6,7.2,24,1990,227,NA,NA,NA,NA,NA,NA,FALSE,-30.7,0.7,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",0,"2024-04-10T01:43:16.434Z","2024-04-10T01:43:27.650Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,660821,"/api/v1/people/660821",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"71","atBat","Flyout","field_out","Jesús Sánchez flies out sharply to center fielder Aaron Judge.",0,2,3,71,"top",9,"2024-04-10T01:43:25.295Z","2024-04-10T01:43:54.284Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",3,"2024-04-10T01:42:48.467Z","2024-04-10T01:42:52.220Z",TRUE,"pitch","43a8d9fe-d3d5-421b-bdd3-3f1287b55d7c",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.44,1.52,NA,42.83,195.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tim Anderson strikes out swinging.",0,2,3,70,"top",9,"2024-04-10T01:41:58.754Z","2024-04-10T01:42:52.220Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.8,77.2,14,0.92,0.4507,6.0806,25.9049,-35.635,10.1109,-2.3156,1.9458,1.5941,3.6312,-121.9272,-4.0839,-0.8801,50.0041,6.3942,15.0932,22.8,10.8,24,2707,34,NA,NA,NA,NA,NA,NA,TRUE,-44.2,-4.9,-19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",1,"2024-04-10T01:42:24.956Z","2024-04-10T01:42:28.732Z",TRUE,"pitch","1112b264-db56-4a82-97f0-1f968a4db2d6",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.44,1.52,NA,84.49,191.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tim Anderson strikes out swinging.",0,2,3,70,"top",9,"2024-04-10T01:41:58.754Z","2024-04-10T01:42:52.220Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.5,76.4,14,0.91,0.4534,5.9124,27.0173,-35.4031,10.854,-2.1867,0.853,1.7637,1.0318,-121.4878,-3.8186,-0.9868,50.0054,6.4803,15.9923,24,10.8,24,2666,38,NA,NA,NA,NA,NA,NA,FALSE,-44.4,-4.7,-19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",0,"2024-04-10T01:42:10.881Z","2024-04-10T01:42:14.553Z",TRUE,"pitch","4617cd32-0ccd-453c-9ab6-f6988a83e3f9",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4674,1.604,NA,110.15,198.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tim Anderson strikes out swinging.",0,2,3,70,"top",9,"2024-04-10T01:41:58.754Z","2024-04-10T01:42:52.220Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.6,79.4,14,0.88,0.4387,5.9345,24.0517,-32.6438,0.8139,-0.2988,0.1798,1.4773,2.0869,-124.6504,-5.7614,-0.7725,50.0014,6.4999,1.286,2.4,8.4,24,2339,55,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-1.6,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",2,"2024-04-10T01:42:41.118Z","2024-04-10T01:42:48.467Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,1,641313,"/api/v1/people/641313",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Tim Anderson strikes out swinging.",0,2,3,70,"top",9,"2024-04-10T01:41:58.754Z","2024-04-10T01:42:52.220Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,641313,"Tim Anderson","/api/v1/people/641313","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",2,"2024-04-10T01:41:37.522Z","2024-04-10T01:41:45.460Z",TRUE,"pitch","c2190d49-890e-4edb-b11c-6b612ab1659a",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,0,NA,NA,3.59,1.67,NA,109.94,193.66,"ground_ball","medium","4",155.42,148.15,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Jazz Chisholm Jr. grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,2,3,69,"top",9,"2024-04-10T01:41:21.551Z","2024-04-10T01:41:45.460Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.7,86.1,8,0.91,0.3999,5.9574,33.812,-24.5667,-10.0621,4.0164,0.1853,1.6713,6.2748,-137.5703,-7.987,-0.8316,50.0041,6.3079,-19.0651,33.6,7.2,24,2133,224,83.5,8,100,NA,NA,NA,TRUE,-25.3,5.5,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",1,"2024-04-10T01:41:23.913Z","2024-04-10T01:41:27.669Z",TRUE,"pitch","bb0545f0-21c4-4ecc-b695-a482b1b66608",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.5563,1.6811,NA,147.32,144.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Groundout","field_out","Jazz Chisholm Jr. grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,2,3,69,"top",9,"2024-04-10T01:41:21.551Z","2024-04-10T01:41:45.460Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,85.1,1,0.91,0.4019,5.9527,35.7508,-29.8217,-9.8596,1.2597,-0.7953,3.5064,4.2824,-137.2696,-2.6612,-1.1112,50.0055,6.5591,-18.4625,30,7.2,24,2005,221,NA,NA,NA,NA,NA,NA,FALSE,-29.4,1.8,16.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745762,"2024-04-09",0,"2024-04-10T01:39:19.235Z","2024-04-10T01:41:23.913Z",FALSE,"action",NA,NA,"Pitching Change: Clay Holmes replaces Ian Hamilton.","Pitching Substitution",2,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605280,"/api/v1/people/605280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Groundout","field_out","Jazz Chisholm Jr. grounds out, second baseman Gleyber Torres to first baseman Anthony Rizzo.",0,2,3,69,"top",9,"2024-04-10T01:41:21.551Z","2024-04-10T01:41:45.460Z",TRUE,FALSE,FALSE,TRUE,0,1,0,1,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
