"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717062,"2023-08-09",4,"2023-08-10T01:42:04.680Z","2023-08-10T01:42:11.235Z",TRUE,"pitch","1c8f53d2-6003-40c3-b847-2261bdbfb542",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,2,NA,NA,3.62,1.68,NA,113.42,194.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,2,4,62,"bottom",7,"2023-08-10T01:41:24.891Z","2023-08-10T01:42:11.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.4,80.5,8,0.9,0.4336,6.3388,22.92,-35.8432,-1.0854,-2.2676,0.094,1.6347,4.6809,-125.7921,-3.5843,-1.6412,50.0018,5.9515,-1.759,1.2,9.6,24,2369,29,NA,NA,NA,NA,NA,NA,TRUE,-40.9,-4.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",3,"2023-08-10T01:41:43.247Z","2023-08-10T01:41:47.949Z",TRUE,"pitch","fbd1161a-8807-42cf-b607-ea2cd917e737",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.62,1.68,NA,126.61,149.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,2,4,62,"bottom",7,"2023-08-10T01:41:24.891Z","2023-08-10T01:42:11.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98,89.9,2,0.9,0.3836,6.2769,31.4598,-15.3693,-5.822,8.1284,-0.2521,3.3055,5.8672,-142.5534,-4.8662,-1.5763,50.0009,5.9984,-12.0327,33.6,3.6,24,2144,207,NA,NA,NA,NA,NA,NA,FALSE,-14.4,13.9,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",2,"2023-08-10T01:41:27.259Z","2023-08-10T01:41:31.536Z",TRUE,"pitch","019e02ea-ab99-4ee4-8623-d0e2c2004963",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.5049,1.6799,NA,103.01,166.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,2,4,62,"bottom",7,"2023-08-10T01:41:24.891Z","2023-08-10T01:42:11.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.8,80.5,6,0.9,0.4319,6.242,23.6371,-34.5576,-0.7102,-1.4631,0.367,2.664,5.2409,-126.3933,-1.5746,-1.6332,50.0014,6.0477,-1.1601,0,8.4,24,2339,35,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-2.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",0,"2023-08-10T01:38:22.503Z","2023-08-10T01:39:00.551Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,2,4,62,"bottom",7,"2023-08-10T01:41:24.891Z","2023-08-10T01:42:11.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",1,"2023-08-10T01:39:00.551Z","2023-08-10T01:41:27.259Z",FALSE,"action",NA,NA,"Pitching Change: Julian Merryweather replaces Jose Cuas.","Pitching Substitution",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,657240,"/api/v1/people/657240",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"62","atBat","Strikeout","strikeout","Mark Vientos strikes out swinging.",0,2,4,62,"bottom",7,"2023-08-10T01:41:24.891Z","2023-08-10T01:42:11.235Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,668901,"Mark Vientos","/api/v1/people/668901","R","Right",657240,"Julian Merryweather","/api/v1/people/657240","R","Right","vs_RHP","vs_RHB","Empty",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",7,"2023-08-10T01:38:00.084Z","2023-08-10T01:38:08.100Z",TRUE,"pitch","76ac7267-4178-404c-9e4f-aa6d2d6bdbe4",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.0537,1.4925,NA,161.68,212.06,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.8,76.9,13,0.9,0.4527,6.1502,21.3048,-35.0415,0.0189,-1.9268,-1.1723,0.9895,6.7133,-120.5611,-0.146,-3.9841,50.0052,4.1187,0.0266,1.2,9.6,24,2524,29,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-3.2,-1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,501659,"Abraham Almonte","/api/v1/people/501659",624413,"Pete Alonso","/api/v1/people/624413"
717062,"2023-08-09",5,"2023-08-10T01:37:23.557Z","2023-08-10T01:37:27.966Z",TRUE,"pitch","899b5385-de2e-4d44-99fe-f5f3fbf3e818",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1111,1.5499,NA,139.18,128.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.2,81.9,11,0.87,0.4191,6.2895,28.386,-22.9151,-6.7032,5.358,-0.582,4.0748,10.6792,-130.8459,4.1436,-3.851,50.0047,4.1899,-11.5901,22.8,6,24,2449,246,NA,NA,NA,NA,NA,NA,FALSE,-22.9,10.9,9.7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",4,"2023-08-10T01:36:58.413Z","2023-08-10T01:37:04.019Z",TRUE,"pitch","76c1cede-5ab0-4f81-a0c6-3bf8556155ea",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.14,1.55,NA,138.16,175.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,84.5,4,0.92,0.4099,6.3658,25.632,-31.5163,-9.7337,0.3621,-0.5551,2.3452,11.6602,-133.0769,1.3484,-3.7065,50.0025,4.0968,-17.65,26.4,7.2,24,2477,250,NA,NA,NA,NA,NA,NA,FALSE,-31.3,1.2,15.5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",3,"2023-08-10T01:36:36.746Z","2023-08-10T01:36:40.573Z",TRUE,"pitch","e97b96ec-8484-42d0-b5f3-88c6ce2a0af2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.1971,1.4639,NA,192.54,163.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.4,75.4,11,0.9,0.4602,6.1217,20.2793,-35.5941,2.0305,-2.3779,-1.9817,2.798,4.5541,-118.5117,4.333,-4.1835,50.0032,4.1758,2.9192,6,9.6,24,2535,68,NA,NA,NA,NA,NA,NA,FALSE,-44,-3.1,-4.7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",1,"2023-08-10T01:35:58.288Z","2023-08-10T01:36:02.425Z",TRUE,"pitch","3bfcbb05-ac31-4c42-9880-a2eb54c3c826",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.14,1.55,NA,124.99,203.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.7,75.9,13,0.9,0.4594,6.1933,20.6406,-35.735,1.4421,-2.472,-0.2096,1.3081,8.403,-118.7891,1.3751,-3.9655,50.0004,3.9464,2.0789,6,9.6,24,2599,72,NA,NA,NA,NA,NA,NA,FALSE,-44.6,-4,-4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",0,"2023-08-10T01:35:40.815Z","2023-08-10T01:35:45.538Z",TRUE,"pitch","3db7685e-adcf-4778-88cf-c7a9a5a0581e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2545,1.6359,NA,170.87,198.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.4,77,13,0.9,0.4534,6.1158,19.2028,-33.8673,1.3841,-1.1435,-1.4134,1.4753,6.1447,-119.9634,1.042,-4.1686,50.0017,4.0123,2.0526,4.8,9.6,24,2573,61,NA,NA,NA,NA,NA,NA,FALSE,-41.3,-1.7,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",2,"2023-08-10T01:36:19.487Z","2023-08-10T01:36:23.046Z",FALSE,"pickoff","0a26c292-3f15-488f-b75f-ad01016e070a",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",6,"2023-08-10T01:37:44.195Z","2023-08-10T01:38:00.084Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",2,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,2,2,501659,"/api/v1/people/501659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Abraham Almonte walks. Pete Alonso to 2nd.",0,2,4,61,"bottom",7,"2023-08-10T01:35:23.781Z","2023-08-10T01:38:08.100Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,501659,"Abraham Almonte","/api/v1/people/501659","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","RISP",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",6,"2023-08-10T01:35:04.954Z","2023-08-10T01:35:13.455Z",TRUE,"pitch","1ac507d0-b0e5-42af-93a6-727558ff7390",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,1,NA,NA,3.56,1.68,NA,133.34,202.46,"popup","medium","4",148.67,146.12,NA,NA,TRUE,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Jeff McNeil pops out to second baseman Nico Hoerner.",0,2,4,60,"bottom",7,"2023-08-10T01:32:41.318Z","2023-08-10T01:35:13.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81.9,76.2,13,0.9,0.4576,6.2232,20.6482,-36.4916,2.0539,-2.9693,-0.4288,1.3452,7.6459,-119.2112,1.3264,-3.9307,50.0026,4.0495,2.986,6,9.6,24,2546,60,58.9,52,150,NA,NA,NA,TRUE,-45.2,-4.8,-5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,624413,"Pete Alonso","/api/v1/people/624413",NA,NA,NA
717062,"2023-08-09",5,"2023-08-10T01:34:37.424Z","2023-08-10T01:34:45.167Z",TRUE,"pitch","29aec059-3039-452f-b960-a0c545dd62d1",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.56,1.68,NA,112.47,140.58,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Jeff McNeil pops out to second baseman Nico Hoerner.",0,2,4,60,"bottom",7,"2023-08-10T01:32:41.318Z","2023-08-10T01:35:13.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,84.4,2,0.9,0.4093,6.4144,26.0062,-22.461,-8.9555,5.3413,0.1187,3.637,13.4905,-133.329,3.2531,-3.8201,50.0015,4.0138,-16.2832,32.4,6,24,2401,250,NA,NA,NA,NA,NA,NA,FALSE,-21.7,10.7,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",4,"2023-08-10T01:34:13.513Z","2023-08-10T01:34:19.834Z",TRUE,"pitch","64dd484f-8a33-4cc3-9f2a-4490b7e8357d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.56,1.68,NA,106.49,151.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Jeff McNeil pops out to second baseman Nico Hoerner.",0,2,4,60,"bottom",7,"2023-08-10T01:32:41.318Z","2023-08-10T01:35:13.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",90.7,83.5,2,0.89,0.4145,6.4034,24.9502,-22.6792,-6.2093,5.3575,0.2757,3.2244,12.8455,-131.5624,2.512,-3.8389,50.0046,3.9269,-11.0107,21.6,6,24,2361,252,NA,NA,NA,NA,NA,NA,FALSE,-22.7,10.4,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717062,"2023-08-09",3,"2023-08-10T01:33:56.355Z","2023-08-10T01:34:02.087Z",TRUE,"pitch","0362889f-9493-404a-a0ab-fb8270260282",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,1,NA,NA,3.4449,1.5652,NA,168.82,192.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Pop Out","field_out","Jeff McNeil pops out to second baseman Nico Hoerner.",0,2,4,60,"bottom",7,"2023-08-10T01:32:41.318Z","2023-08-10T01:35:13.455Z",TRUE,FALSE,FALSE,TRUE,0,3,2,2,643446,"Jeff McNeil","/api/v1/people/643446","L","Left",621016,"Jose Cuas","/api/v1/people/621016","R","Right","vs_RHP","vs_LHB","Men_On",NA,"New York Mets",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","New York Mets","Chicago Cubs","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.7,84,13,0.87,0.4109,6.3336,28.086,-34.0152,-10.5261,-1.0198,-1.3596,1.7027,10.3442,-133.1901,0.7056,-3.9224,50.0048,3.8904,-18.9508,26.4,8.4,24,2425,250,NA,NA,NA,NA,NA,NA,FALSE,-34.1,-1.4,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
