"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718346,"2023-05-02",4,"2023-05-03T01:22:20.145Z","2023-05-03T01:22:25.376Z",TRUE,"pitch","d0fb7b8e-e038-416c-a79d-10e990028cde",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.42,1.68,NA,99.98,173.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Bryan De La Cruz strikes out swinging.",0,6,0,75,"bottom",9,"2023-05-03T01:20:38.634Z","2023-05-03T01:22:25.376Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.5,6,0.89,0.3993,6.9487,28.634,-10.6485,-7.1195,11.2802,0.4464,2.4109,8.9729,-136.8774,-7.0041,-1.9407,50.0019,5.7228,-13.5849,44.4,3.6,24,2198,214,NA,NA,NA,NA,NA,NA,TRUE,-11.6,19.2,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718346,"2023-05-02",3,"2023-05-03T01:21:58.891Z","2023-05-03T01:22:02.853Z",TRUE,"pitch","a11fe38b-3048-4a39-8779-a7b38330dc0f",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.42,1.68,NA,136.62,164.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Bryan De La Cruz strikes out swinging.",0,6,0,75,"bottom",9,"2023-05-03T01:20:38.634Z","2023-05-03T01:22:25.376Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.7,4,0.9,0.4006,6.2585,31.7061,-11.3261,-5.4411,11.0223,-0.5146,2.7639,6.0321,-137.003,-6.089,-2.0433,50.0016,5.7974,-10.2905,34.8,3.6,24,2369,213,NA,NA,NA,NA,NA,NA,FALSE,-12.2,18.7,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718346,"2023-05-02",2,"2023-05-03T01:21:39.436Z","2023-05-03T01:21:43.149Z",TRUE,"pitch","c37ef216-dca4-4ecf-a84c-7b46d4a1e688",3,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,2,2,NA,NA,3.046,1.7531,NA,125,225.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Bryan De La Cruz strikes out swinging.",0,6,0,75,"bottom",9,"2023-05-03T01:20:38.634Z","2023-05-03T01:22:25.376Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",81,74.1,13,0.89,0.468,6.7658,25.7819,-36.5775,2.1346,-3.1878,-0.21,0.4953,4.0992,-117.7831,-4.1949,-2.2615,50.0021,5.7408,2.9495,6,10.8,24,1914,73,NA,NA,NA,NA,NA,NA,FALSE,-49,-6.6,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718346,"2023-05-02",1,"2023-05-03T01:21:15.070Z","2023-05-03T01:21:19.526Z",TRUE,"pitch","6777ceae-14d5-45d5-a836-aadc1e20a9da",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.42,1.68,NA,95.9,192.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Bryan De La Cruz strikes out swinging.",0,6,0,75,"bottom",9,"2023-05-03T01:20:38.634Z","2023-05-03T01:22:25.376Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,76.7,9,0.9,0.4524,6.903,24.5163,-33.4829,0.9564,-0.8816,0.5536,1.7269,6.4471,-121.2483,-2.6197,-2.2682,50.0028,5.7537,1.4186,4.8,9.6,24,2132,92,NA,NA,NA,NA,NA,NA,FALSE,-41.5,-2,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718346,"2023-05-02",0,"2023-05-03T01:20:59.705Z","2023-05-03T01:21:03.340Z",TRUE,"pitch","8bc662ab-393c-4a43-b038-4ae0e528d231",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3818,1.6628,NA,113.54,199.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Bryan De La Cruz strikes out swinging.",0,6,0,75,"bottom",9,"2023-05-03T01:20:38.634Z","2023-05-03T01:22:25.376Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.2,75.8,14,0.9,0.4582,7.007,23.166,-31.7928,1.1219,0.2591,0.0907,1.4544,5.5283,-119.5525,-3.2927,-2.3977,50.0005,5.7047,1.6216,4.8,9.6,24,2095,88,NA,NA,NA,NA,NA,NA,FALSE,-40.6,-0.1,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718346,"2023-05-02",2,"2023-05-03T01:20:24.659Z","2023-05-03T01:20:31.442Z",TRUE,"pitch","9415c7f7-e7a8-4d15-9c4f-89ebdb18543d",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.301,1.504,NA,106.43,154.34,"line_drive","medium","7",90.51,87.23,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Xavier Edwards lines out to left fielder Eddie Rosario.",0,6,0,74,"bottom",9,"2023-05-03T01:20:05.437Z","2023-05-03T01:20:31.442Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669364,"Xavier Edwards","/api/v1/people/669364","L","Left",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.3,3,0.9,0.4017,6.8478,32.4252,-10.9494,-5.2407,11.293,0.2772,3.1276,8.1401,-136.774,-5.1299,-2.0676,50.0035,5.7898,-9.851,33.6,3.6,24,2315,220,83.1,26,293,NA,NA,NA,TRUE,-11.8,19.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,493329,"Yuli Gurriel","/api/v1/people/493329",NA,NA,NA,NA,NA,NA
718346,"2023-05-02",1,"2023-05-03T01:20:07.693Z","2023-05-03T01:20:10.693Z",TRUE,"pitch","d91062ac-4234-4236-ad0b-d02b08e38f67",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.301,1.504,NA,103.71,146.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Lineout","field_out","Xavier Edwards lines out to left fielder Eddie Rosario.",0,6,0,74,"bottom",9,"2023-05-03T01:20:05.437Z","2023-05-03T01:20:31.442Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669364,"Xavier Edwards","/api/v1/people/669364","L","Left",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.2,84.7,3,0.88,0.4051,6.3223,31.1028,-12.0324,-6.173,10.8938,0.3486,3.4191,7.6528,-135.4787,-4.4723,-1.7179,50.0001,5.9398,-11.411,36,3.6,24,2296,212,NA,NA,NA,NA,NA,NA,FALSE,-12.8,18.8,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,493329,"Yuli Gurriel","/api/v1/people/493329",NA,NA,NA,NA,NA,NA
718346,"2023-05-02",0,"2023-05-03T01:19:53.967Z","2023-05-03T01:20:07.693Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Xavier Edwards replaces Luis Arraez.","Offensive Substitution",6,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,669364,"/api/v1/people/669364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","401","74","atBat","Lineout","field_out","Xavier Edwards lines out to left fielder Eddie Rosario.",0,6,0,74,"bottom",9,"2023-05-03T01:20:05.437Z","2023-05-03T01:20:31.442Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,669364,"Xavier Edwards","/api/v1/people/669364","L","Left",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_LHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,650333,"/api/v1/people/650333",TRUE,FALSE,493329,"Yuli Gurriel","/api/v1/people/493329",NA,NA,NA,NA,NA,NA
718346,"2023-05-02",2,"2023-05-03T01:19:05.039Z","2023-05-03T01:19:18.035Z",TRUE,"pitch","30afd0cf-7fcc-445f-b792-687e4471351a",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,2,1,NA,NA,3.48,1.67,NA,111.92,194.46,"line_drive","hard",NA,65.48,59.1,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Yuli Gurriel hits a ground-rule double (2) on a line drive to left field.",0,6,0,73,"bottom",9,"2023-05-03T01:18:19.499Z","2023-05-03T01:19:18.035Z",TRUE,FALSE,FALSE,FALSE,34,0,2,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,76.2,8,0.9,0.4538,7.0062,25.8923,-32.4872,1.663,-0.2082,0.1333,1.6414,5.0824,-121.1642,-3.1443,-2.2162,50.0055,5.8242,2.4481,6,9.6,24,1932,98,102.7,17,377,NA,NA,NA,FALSE,-40.7,-1,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,493329,"Yuli Gurriel","/api/v1/people/493329",NA,NA,NA,NA,NA,NA
718346,"2023-05-02",1,"2023-05-03T01:18:52.114Z","2023-05-03T01:18:56.425Z",TRUE,"pitch","3fb09707-81fe-4a7d-8419-c8d291982986",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2808,1.6217,NA,111.91,204.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Double","double","Yuli Gurriel hits a ground-rule double (2) on a line drive to left field.",0,6,0,73,"bottom",9,"2023-05-03T01:18:19.499Z","2023-05-03T01:19:18.035Z",TRUE,FALSE,FALSE,FALSE,34,0,2,1,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",641729,"Joe Jiménez","/api/v1/people/641729","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.1,75.9,14,0.9,0.4581,6.4231,23.0175,-33.0848,0.9581,-0.6332,0.1335,1.2851,5.2585,-119.5571,-3.4563,-2.2186,50.001,5.7184,1.3859,3.6,9.6,24,1974,87,NA,NA,NA,NA,NA,NA,FALSE,-42.2,-1.7,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,493329,"Yuli Gurriel","/api/v1/people/493329",NA,NA,NA,NA,NA,NA
