"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717273,"2023-07-25",2,"2023-07-25T03:02:46.088Z","2023-07-25T03:02:58.101Z",TRUE,"pitch","96421e6a-8c31-4874-8cfa-7583475cf024",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,0,NA,NA,3.21,1.65,NA,129.07,174.34,"ground_ball","medium","9",181.72,119.36,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Christian Yelich singles on a ground ball to right fielder Jake Fraley. Blake Perkins scores. Tyrone Taylor to 2nd.",1,2,3,69,"bottom",9,"2023-07-25T03:02:28.859Z","2023-07-25T03:02:58.101Z",TRUE,TRUE,FALSE,FALSE,60,1,0,0,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,79.7,4,0.9,0.4347,7.4796,23.6135,-32.5647,2.5642,-0.2466,-0.3166,2.3868,4.782,-125.6396,1.0537,-2.5718,50.0002,4.593,4.1289,8.4,8.4,24,2679,126,99.7,-14,11,NA,NA,NA,FALSE,-36.5,0,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,592885,"Christian Yelich","/api/v1/people/592885",621438,"Tyrone Taylor","/api/v1/people/621438",NA,NA,NA
717273,"2023-07-25",1,"2023-07-25T03:02:31.160Z","2023-07-25T03:02:34.669Z",TRUE,"pitch","793f9fe3-48c0-478d-b045-bc886846a330",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3537,1.7689,NA,167.82,164.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Single","single","Christian Yelich singles on a ground ball to right fielder Jake Fraley. Blake Perkins scores. Tyrone Taylor to 2nd.",1,2,3,69,"bottom",9,"2023-07-25T03:02:28.859Z","2023-07-25T03:02:58.101Z",TRUE,TRUE,FALSE,FALSE,60,1,0,0,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.1,11,0.9,0.3952,7.6133,29.9091,-19.1798,-5.9337,6.673,-1.3333,2.7534,5.0582,-138.4211,-1.1695,-2.4104,50.0021,4.4613,-11.5536,28.8,4.8,24,2541,235,NA,NA,NA,NA,NA,NA,FALSE,-18.1,12,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717273,"2023-07-25",0,"2023-07-25T03:02:03.709Z","2023-07-25T03:02:31.160Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Tyrone Taylor replaces Jesse Winker.","Offensive Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,621438,"/api/v1/people/621438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","902","69","atBat","Single","single","Christian Yelich singles on a ground ball to right fielder Jake Fraley. Blake Perkins scores. Tyrone Taylor to 2nd.",1,2,3,69,"bottom",9,"2023-07-25T03:02:28.859Z","2023-07-25T03:02:58.101Z",TRUE,TRUE,FALSE,FALSE,60,1,0,0,592885,"Christian Yelich","/api/v1/people/592885","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,608385,"/api/v1/people/608385",1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717273,"2023-07-25",2,"2023-07-25T03:01:27.571Z","2023-07-25T03:01:39.108Z",TRUE,"pitch","8d78bb81-8782-4e91-8dde-9cb50f322b07",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.18,1.51,NA,117.59,145.93,"line_drive","medium","9",174.61,118.34,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Jesse Winker singles on a line drive to right fielder Jake Fraley. Blake Perkins to 2nd.",0,2,2,68,"bottom",9,"2023-07-25T03:01:25.254Z","2023-07-25T03:01:39.108Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,85.3,11,0.9,0.4028,7.6382,30.0996,-20.9996,-6.962,5.972,-0.0154,3.4391,8.5403,-136.018,0.9816,-2.2928,50.006,4.5306,-13.0356,28.8,4.8,24,2482,236,97.8,20,270,NA,NA,NA,FALSE,-20,11.3,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608385,"Jesse Winker","/api/v1/people/608385",663368,"Blake Perkins","/api/v1/people/663368",NA,NA,NA
717273,"2023-07-25",0,"2023-07-25T03:00:51.808Z","2023-07-25T03:01:12.435Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jesse Winker replaces Joey Wiemer.","Offensive Substitution",2,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,608385,"/api/v1/people/608385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","68","atBat","Single","single","Jesse Winker singles on a line drive to right fielder Jake Fraley. Blake Perkins to 2nd.",0,2,2,68,"bottom",9,"2023-07-25T03:01:25.254Z","2023-07-25T03:01:39.108Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,686894,"/api/v1/people/686894",NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717273,"2023-07-25",1,"2023-07-25T03:01:12.435Z","2023-07-25T03:01:15.435Z",FALSE,"pickoff","b50a6837-ed57-4d9e-af5a-e06bf6168148",NA,"Pickoff Attempt 1B",NA,NA,NA,NA,FALSE,"1",NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Single","single","Jesse Winker singles on a line drive to right fielder Jake Fraley. Blake Perkins to 2nd.",0,2,2,68,"bottom",9,"2023-07-25T03:01:25.254Z","2023-07-25T03:01:39.108Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,608385,"Jesse Winker","/api/v1/people/608385","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717273,"2023-07-25",6,"2023-07-25T03:00:18.016Z","2023-07-25T03:00:23.028Z",TRUE,"pitch","efc3f6fe-ddfa-4f15-84d7-41b07223ed99",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,0,NA,NA,3.1849,1.6001,NA,152.11,146.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Blake Perkins walks.",0,2,2,67,"bottom",9,"2023-07-25T02:59:28.686Z","2023-07-25T03:00:23.028Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,663368,"Blake Perkins","/api/v1/people/663368","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.6,11,0.9,0.393,7.7319,29.549,-17.6714,-6.0205,7.3637,-0.9212,3.4146,6.3502,-139.069,0.2403,-2.4459,50.0038,4.494,-11.8598,31.2,4.8,24,2660,234,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13.6,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,663368,"Blake Perkins","/api/v1/people/663368",NA,NA,NA,NA,NA,NA
717273,"2023-07-25",5,"2023-07-25T03:00:03.147Z","2023-07-25T03:00:08.170Z",TRUE,"pitch","78b6fe47-75b6-4926-9c2e-3b886691ccc9",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.213,1.6001,NA,165.06,162.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Blake Perkins walks.",0,2,2,67,"bottom",9,"2023-07-25T02:59:28.686Z","2023-07-25T03:00:23.028Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,663368,"Blake Perkins","/api/v1/people/663368","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,79.6,11,0.9,0.4342,7.6329,23.8926,-30.5055,3.3379,1.0309,-1.2608,2.8377,2.2612,-125.8167,1.499,-2.6027,50.0008,4.6942,5.3865,10.8,7.2,24,2768,119,NA,NA,NA,NA,NA,NA,FALSE,-34,2.4,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717273,"2023-07-25",4,"2023-07-25T02:59:45.747Z","2023-07-25T02:59:51.425Z",TRUE,"pitch","8f6e0342-337b-4385-bf16-e053785f3fe8",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2974,1.6282,NA,61.23,182.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Blake Perkins walks.",0,2,2,67,"bottom",9,"2023-07-25T02:59:28.686Z","2023-07-25T03:00:23.028Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,663368,"Blake Perkins","/api/v1/people/663368","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.4,14,0.89,0.4274,7.7551,23.4516,-27.5427,0.3018,2.7742,1.4632,2.0748,9.5633,-127.594,-0.9178,-2.3546,50.0009,4.5874,0.5004,4.8,7.2,24,2691,167,NA,NA,NA,NA,NA,NA,FALSE,-30.2,5,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717273,"2023-07-25",3,"2023-07-25T02:59:31.063Z","2023-07-25T02:59:36.508Z",TRUE,"pitch","ea8842ad-ae39-4c31-9979-dc03eab5b9ee",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4381,1.6845,NA,210.07,129.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Walk","walk","Blake Perkins walks.",0,2,2,67,"bottom",9,"2023-07-25T02:59:28.686Z","2023-07-25T03:00:23.028Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,663368,"Blake Perkins","/api/v1/people/663368","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.4,11,0.91,0.3887,7.6893,31.3057,-18.7436,-6.7737,6.6771,-2.4416,4.0468,2.9319,-140.7808,1.9746,-2.6152,50.0034,4.548,-13.6264,34.8,4.8,24,2561,234,NA,NA,NA,NA,NA,NA,FALSE,-16.4,12.7,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
