"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
746558,"2024-05-25",1,"2024-05-25T03:28:04.404Z","2024-05-25T03:28:13.930Z",TRUE,"pitch","aaa1edc5-4980-41a4-8452-54db177915cf",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,1,NA,NA,3.07,1.4,NA,115.1,177.67,"ground_ball","hard","7",49.4,112.43,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Ezequiel Tovar singles on a sharp ground ball to left fielder Brandon Marsh. Brenton Doyle scores. Jordan Beck to 3rd. Ryan McMahon to 2nd.",1,2,3,86,"bottom",11,"2024-05-25T03:27:35.734Z","2024-05-25T03:28:13.930Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,82.9,5,0.9,0.4208,6.2651,21.6111,-26.6819,1.0988,3.186,0.0497,2.2632,-4.5758,-129.1445,-3.255,1.6859,50.0042,5.5462,1.8956,2.4,6,24,2440,192,99.8,5,114,NA,NA,NA,FALSE,-28.8,5.4,-1.2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,678662,"Ezequiel Tovar","/api/v1/people/678662",641857,"Ryan McMahon","/api/v1/people/641857",687597,"Jordan Beck","/api/v1/people/687597",NA,NA,NA,NA
746558,"2024-05-25",0,"2024-05-25T03:27:43.821Z","2024-05-25T03:27:47.397Z",TRUE,"pitch","98badde5-f818-4239-a7b7-ceb508b22a73",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,2.9252,1.332,NA,93.4,166.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Ezequiel Tovar singles on a sharp ground ball to left fielder Brandon Marsh. Brenton Doyle scores. Jordan Beck to 3rd. Ryan McMahon to 2nd.",1,2,3,86,"bottom",11,"2024-05-25T03:27:35.734Z","2024-05-25T03:28:13.930Z",TRUE,TRUE,FALSE,FALSE,60,0,1,1,678662,"Ezequiel Tovar","/api/v1/people/678662","R","Right",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.2,77.3,3,0.89,0.4497,6.6097,21.3282,-31.393,-0.7799,0.5199,0.6191,2.6692,-2.8851,-121.2994,-0.5772,1.92,50.0042,5.6219,-1.1742,2.4,8.4,24,2502,280,NA,NA,NA,NA,NA,NA,FALSE,-38,1.1,2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746558,"2024-05-25",4,"2024-05-25T03:27:14.453Z","2024-05-25T03:27:18.196Z",TRUE,"pitch","6884994b-bcd3-4074-ae4d-3ea55a6a4bd8",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,1,NA,NA,3.4224,1.6146,NA,92.67,131.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Walk","walk","Ryan McMahon walks. Brenton Doyle to 3rd. Jordan Beck to 2nd.",0,2,2,85,"bottom",11,"2024-05-25T03:26:02.214Z","2024-05-25T03:27:18.196Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,89.5,12,2,0.3873,6.61,26.2139,-22.2914,6.587,4.8561,0.6383,3.9867,-5.7178,-140.4267,-0.3783,1.8265,50.0008,5.5501,13.4006,28.8,4.8,24,2093,136,NA,NA,NA,NA,NA,NA,FALSE,-20,9,-11,NA,NA,NA,NA,NA,NA,FALSE,FALSE,641857,"Ryan McMahon","/api/v1/people/641857",687597,"Jordan Beck","/api/v1/people/687597",686668,"Brenton Doyle","/api/v1/people/686668",NA,NA,NA,NA
746558,"2024-05-25",3,"2024-05-25T03:26:55.151Z","2024-05-25T03:26:58.683Z",TRUE,"pitch","35afcfa3-a353-497a-984d-27d3ca6cff25",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,1,1,NA,NA,3.54,1.62,NA,81.25,185.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Walk","walk","Ryan McMahon walks. Brenton Doyle to 3rd. Jordan Beck to 2nd.",0,2,2,85,"bottom",11,"2024-05-25T03:26:02.214Z","2024-05-25T03:27:18.196Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,88.7,14,0.83,0.3925,6.5226,25.334,-24.4242,8.0321,3.9096,0.9378,1.9627,-5.7108,-138.5224,-5.1949,1.9626,50.0014,5.4545,15.9099,30,6,24,2227,133,NA,NA,NA,NA,NA,NA,FALSE,-23.4,6.4,-13.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746558,"2024-05-25",2,"2024-05-25T03:26:38.033Z","2024-05-25T03:26:42.576Z",TRUE,"pitch","f53ae550-5cfe-43e6-860f-8cd1efb34aa4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,1,NA,NA,3.4414,1.6194,NA,77.43,156.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Walk","walk","Ryan McMahon walks. Brenton Doyle to 3rd. Jordan Beck to 2nd.",0,2,2,85,"bottom",11,"2024-05-25T03:26:02.214Z","2024-05-25T03:27:18.196Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.2,90.2,12,0.9,0.3846,6.3414,27.5922,-24.0188,8.039,3.9575,1.0381,3.0576,-5.6443,-141.5596,-2.9328,1.9976,50.0029,5.6182,16.5699,32.4,6,24,2264,133,NA,NA,NA,NA,NA,NA,FALSE,-21.7,6.8,-13.7,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746558,"2024-05-25",1,"2024-05-25T03:26:21.082Z","2024-05-25T03:26:26.252Z",TRUE,"pitch","17245017-3bfe-49bd-bc9e-75bf612ea6b1",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3512,1.6185,NA,140.49,206.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Walk","walk","Ryan McMahon walks. Brenton Doyle to 3rd. Jordan Beck to 2nd.",0,2,2,85,"bottom",11,"2024-05-25T03:26:02.214Z","2024-05-25T03:27:18.196Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.4,77.8,13,0.89,0.4491,6.4302,21.1506,-30.5084,-0.5293,1.1055,-0.6164,1.2063,-5.4139,-121.4286,-4.1812,1.7001,50.0055,5.5707,-0.7992,2.4,8.4,24,2449,327,NA,NA,NA,NA,NA,NA,FALSE,-37.6,1.3,2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746558,"2024-05-25",0,"2024-05-25T03:26:05.331Z","2024-05-25T03:26:09.465Z",TRUE,"pitch","3c008cd9-3aa0-4356-af76-568e02ff0a00",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.4646,1.6249,NA,158.42,208.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Walk","walk","Ryan McMahon walks. Brenton Doyle to 3rd. Jordan Beck to 2nd.",0,2,2,85,"bottom",11,"2024-05-25T03:26:02.214Z","2024-05-25T03:27:18.196Z",TRUE,FALSE,FALSE,FALSE,0,4,1,1,641857,"Ryan McMahon","/api/v1/people/641857","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","Loaded",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.2,78.7,13,0.89,0.4448,6.5343,20.9672,-31.3264,-0.0968,0.5471,-1.0867,1.1291,-6.9138,-122.4803,-4.2911,1.7683,50.0005,5.5409,-0.1485,2.4,8.4,24,2538,315,NA,NA,NA,NA,NA,NA,FALSE,-37.9,0.4,1.6,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746558,"2024-05-25",3,"2024-05-25T03:25:37.713Z","2024-05-25T03:25:44.560Z",TRUE,"pitch","2de4404e-131a-48c8-b25a-96074885f959",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,0,NA,NA,3.41,1.64,NA,142.87,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jake Cave strikes out swinging.",0,2,2,84,"bottom",11,"2024-05-25T03:24:21.959Z","2024-05-25T03:25:44.560Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,595909,"Jake Cave","/api/v1/people/595909","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,79,13,0.89,0.4444,6.4691,20.3314,-32.8454,-0.3354,-0.4367,-0.6788,0.5104,-5.861,-122.4465,-5.3247,1.7726,50.0011,5.469,-0.5175,2.4,8.4,24,2414,300,NA,NA,NA,NA,NA,NA,TRUE,-39.7,-1.7,1.8,NA,NA,NA,NA,NA,NA,TRUE,FALSE,687597,"Jordan Beck","/api/v1/people/687597",686668,"Brenton Doyle","/api/v1/people/686668",NA,NA,NA,NA,NA,NA,NA
746558,"2024-05-25",2,"2024-05-25T03:25:16.294Z","2024-05-25T03:25:21.485Z",TRUE,"pitch","0fc390b0-5a3b-4b93-ad78-f5b3bee7e577",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.2924,1.6558,NA,189.83,217.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jake Cave strikes out swinging.",0,2,2,84,"bottom",11,"2024-05-25T03:24:21.959Z","2024-05-25T03:25:44.560Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,595909,"Jake Cave","/api/v1/people/595909","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.1,78.6,13,0.91,0.446,6.6504,21.4181,-34.1538,0.2934,-1.2971,-1.9106,0.781,-9.0875,-122.263,-4.3165,1.7975,50.0004,5.4629,0.4512,1.2,9.6,24,2367,305,NA,NA,NA,NA,NA,NA,FALSE,-41.4,-3.1,1.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746558,"2024-05-25",1,"2024-05-25T03:24:49.313Z","2024-05-25T03:24:55.503Z",TRUE,"pitch","dd62b342-8561-445e-afaf-dceadf8c7e6e",2,"Foul Bunt",NA,NA,NA,NA,FALSE,"L","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"L","Foul Bunt",0,2,0,NA,NA,3.41,1.64,NA,102.54,152.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jake Cave strikes out swinging.",0,2,2,84,"bottom",11,"2024-05-25T03:24:21.959Z","2024-05-25T03:25:44.560Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,595909,"Jake Cave","/api/v1/people/595909","L","Left",642397,"Gregory Soto","/api/v1/people/642397","L","Left","vs_LHP","vs_LHB","RISP",NA,"Colorado Rockies",1,"Major League Baseball",NA,NA,104,"National League","Philadelphia Phillies",1,"Major League Baseball",NA,NA,104,"National League","Colorado Rockies","Philadelphia Phillies","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.9,90.4,3,0.9,0.3848,6.4418,25.5679,-24.4466,8.0519,3.7434,0.3794,3.2128,-7.4141,-141.1874,-2.2005,1.9657,50.001,5.5406,16.6093,31.2,6,24,2213,126,NA,NA,NA,NA,NA,NA,FALSE,-22,6.6,-13.4,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
