"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716972,"2023-08-16",1,"2023-08-17T01:04:19.162Z","2023-08-17T01:04:22.946Z",TRUE,"pitch","73ac3cbf-f17d-45a6-b9eb-72374dbebc13",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.6036,1.7264,NA,118.67,215.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,12,5,70,"bottom",7,"2023-08-17T01:03:54.219Z","2023-08-17T01:05:14.155Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91,83,13,0.89,0.4151,6.2585,29.6742,-20.5774,-9.0514,6.5871,-0.0438,0.8764,6.2564,-132.2386,-6.2548,-1.271,50.0063,4.7948,-15.944,33.6,6,24,1969,234,NA,NA,NA,NA,NA,NA,FALSE,-22.6,10.7,14.9,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",0,"2023-08-17T01:04:05.017Z","2023-08-17T01:04:09.108Z",TRUE,"pitch","68430e33-6ea9-4c3c-9129-84f8e25735f2",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.5794,1.6695,NA,117.37,192.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Jazz Chisholm Jr. called out on strikes.",0,12,5,70,"bottom",7,"2023-08-17T01:03:54.219Z","2023-08-17T01:05:14.155Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Houston Astros","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",91.8,83.4,8,0.9,0.4117,6.6418,30.9257,-22.69,-10.5589,5.2967,-0.0098,1.7009,6.9815,-133.4731,-4.3076,-1.2986,50.001,4.9865,-18.8932,36,7.2,24,2050,231,NA,NA,NA,NA,NA,NA,FALSE,-24,8.8,17.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",1,"2023-08-17T01:03:27.879Z","2023-08-17T01:03:37.604Z",TRUE,"pitch","2fb20c44-3adb-464a-9c50-3b8769bed885",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,0,NA,NA,3.71,1.79,NA,81.91,179.57,"popup","medium","4",145.17,136.15,NA,NA,NA,NA,NA,NA,NA,NA,"69","atBat","Pop Out","field_out","Josh Bell pops out to second baseman Jose Altuve.",0,12,5,69,"bottom",7,"2023-08-17T01:03:26.191Z","2023-08-17T01:03:37.604Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,605137,"Josh Bell","/api/v1/people/605137","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Houston Astros",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.3,80.7,14,0.9,0.427,6.2876,27.9847,-28.404,2.5569,2.2616,0.9207,2.193,5.0175,-128.5438,-1.8873,-1.3927,50.0001,5.1535,4.2541,10.8,7.2,24,2288,191,84.6,60,183,NA,NA,NA,TRUE,-31.3,3.8,-5.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",0,"2023-08-17T01:01:50.828Z","2023-08-17T01:03:27.879Z",FALSE,"action",NA,NA,"Pitching Change: Rafael Montero replaces Kendall Graveman.","Pitching Substitution",12,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,606160,"/api/v1/people/606160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"69","atBat","Pop Out","field_out","Josh Bell pops out to second baseman Jose Altuve.",0,12,5,69,"bottom",7,"2023-08-17T01:03:26.191Z","2023-08-17T01:03:37.604Z",TRUE,FALSE,FALSE,TRUE,0,0,0,1,605137,"Josh Bell","/api/v1/people/605137","L","Left",606160,"Rafael Montero","/api/v1/people/606160","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins","Houston Astros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",3,"2023-08-17T01:00:47.576Z","2023-08-17T01:00:56.749Z",TRUE,"pitch","8ad62093-dc26-48db-ae4f-1f8f8cc02d16",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.45,1.71,NA,105.39,154.55,"fly_ball","medium","7",66.57,84.21,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Yordan Alvarez flies out to left fielder Bryan De La Cruz.",0,12,5,68,"top",7,"2023-08-17T01:00:27.726Z","2023-08-17T01:00:56.749Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.7,85.5,3,2,0.4019,6.1792,30.5162,-19.866,-6.1008,6.5452,0.3047,3.1195,6.75,-136.3739,-1.5343,-1.4121,50.0015,5.0624,-11.4696,26.4,4.8,24,2102,231,94.4,40,321,NA,NA,NA,TRUE,-19.4,11.8,9.6,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",2,"2023-08-17T01:00:29.874Z","2023-08-17T01:00:34.455Z",TRUE,"pitch","12e560e4-f3b6-4862-bb18-364da852532e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.5982,1.7583,NA,154.52,171.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Yordan Alvarez flies out to left fielder Bryan De La Cruz.",0,12,5,68,"top",7,"2023-08-17T01:00:27.726Z","2023-08-17T01:00:56.749Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,86,13,2,0.3999,6.4811,29.9538,-13.5063,-5.2549,9.8263,-0.9843,2.474,3.4392,-136.9096,-4.0586,-1.5734,50.0068,4.8988,-9.9878,32.4,3.6,24,2138,232,NA,NA,NA,NA,NA,NA,FALSE,-13.7,17.2,8.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",0,"2023-08-17T00:58:19.653Z","2023-08-17T00:58:55.852Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",12,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"68","atBat","Flyout","field_out","Yordan Alvarez flies out to left fielder Bryan De La Cruz.",0,12,5,68,"top",7,"2023-08-17T01:00:27.726Z","2023-08-17T01:00:56.749Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",1,"2023-08-17T00:58:55.852Z","2023-08-17T01:00:29.874Z",FALSE,"action",NA,NA,"Pitching Change: George Soriano replaces Jorge Lopez.","Pitching Substitution",12,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,666277,"/api/v1/people/666277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"68","atBat","Flyout","field_out","Yordan Alvarez flies out to left fielder Bryan De La Cruz.",0,12,5,68,"top",7,"2023-08-17T01:00:27.726Z","2023-08-17T01:00:56.749Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,670541,"Yordan Alvarez","/api/v1/people/670541","L","Left",666277,"George Soriano","/api/v1/people/666277","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",0,"2023-08-17T00:57:48.229Z","2023-08-17T00:58:00.361Z",TRUE,"pitch","d54d090c-e2fa-45cd-884d-a1a27394ed99",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,2,NA,NA,3.52,1.67,NA,125.66,178.37,"ground_ball","medium","7",97.45,95.96,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Single","single","Kyle Tucker singles on a ground ball to left fielder Bryan De La Cruz. Jose Altuve scores. Alex Bregman scores.",2,12,5,67,"top",7,"2023-08-17T00:57:29.518Z","2023-08-17T00:58:00.361Z",TRUE,TRUE,FALSE,FALSE,33,0,0,2,663656,"Kyle Tucker","/api/v1/people/663656","L","Left",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","true",NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.4,79.8,8,0.9,0.4355,6.7885,25.3555,-42.2725,4.8513,-6.3047,-0.2272,2.2375,4.4996,-125.7426,-0.0927,-2.6696,50.0025,5.7031,7.7711,12,10.8,24,2541,46,88,1,47,NA,NA,NA,FALSE,-47.8,-11.2,-9.8,NA,NA,NA,NA,FALSE,TRUE,663656,"Kyle Tucker","/api/v1/people/663656",NA,NA,NA,NA,NA,NA
716972,"2023-08-16",1,"2023-08-17T00:56:55.957Z","2023-08-17T00:57:08.262Z",TRUE,"pitch","b7a8048e-424b-4736-94be-87f76383169f",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,2,NA,NA,3.11,1.5,NA,113.08,171.95,"ground_ball","medium","9",209.13,111.73,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double","double","Alex Bregman doubles (17) on a ground ball to right fielder Jesus Sanchez. Jeremy Pena scores. Martin Maldonado scores. Jose Altuve to 3rd.",2,10,5,66,"top",7,"2023-08-17T00:56:38.985Z","2023-08-17T00:57:08.262Z",TRUE,TRUE,FALSE,FALSE,34,0,1,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.9,89,5,0.9,0.386,6.8063,33.8086,-18.2302,-10.6762,6.8477,0.1029,2.4752,10.8777,-142.108,-5.0576,-2.3949,50.0063,5.4432,-21.7515,44.4,6,24,2095,228,100.6,-1,40,NA,NA,NA,FALSE,-17.3,11.4,17,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,514888,"Jose Altuve","/api/v1/people/514888",608324,"Alex Bregman","/api/v1/people/608324"
716972,"2023-08-16",0,"2023-08-17T00:56:38.985Z","2023-08-17T00:56:42.951Z",TRUE,"pitch","d283130e-5ce4-4c59-a65a-efb96e56380e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.1164,1.5774,NA,103.29,167.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"66","atBat","Double","double","Alex Bregman doubles (17) on a ground ball to right fielder Jesus Sanchez. Jeremy Pena scores. Martin Maldonado scores. Jose Altuve to 3rd.",2,10,5,66,"top",7,"2023-08-17T00:56:38.985Z","2023-08-17T00:57:08.262Z",TRUE,TRUE,FALSE,FALSE,34,0,1,2,608324,"Alex Bregman","/api/v1/people/608324","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","RISP",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.7,83,3,0.88,0.4133,6.4922,32.4656,-29.3768,-1.1736,1.5737,0.3598,2.6468,8.0461,-133.2668,-2.0152,-2.5646,50.0001,5.565,-2.0825,0,7.2,24,2371,78,NA,NA,NA,NA,NA,NA,FALSE,-30.4,2.6,0.1,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",6,"2023-08-17T00:56:08.107Z","2023-08-17T00:56:15.126Z",TRUE,"pitch","c68ead1b-857a-43ac-ace7-dd931ae50451",7,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,2.86,1.2488,NA,118.32,214.2,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Jose Altuve walks. Jon Singleton scores. Jeremy Pena to 3rd. Martin Maldonado to 2nd.",1,8,5,65,"top",7,"2023-08-17T00:53:25.205Z","2023-08-17T00:56:15.126Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,514888,"Jose Altuve","/api/v1/people/514888","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.4,89.7,13,0.79,0.3845,6.6879,34.0689,-15.8065,-8.8775,7.9712,-0.0345,0.9103,9.971,-142.6754,-9.6373,-2.428,50.0039,5.3373,-18.23,42,4.8,24,1911,228,NA,NA,NA,NA,NA,NA,FALSE,-16.1,12.5,13.9,NA,NA,NA,NA,FALSE,TRUE,514888,"Jose Altuve","/api/v1/people/514888",665161,"Jeremy Peña","/api/v1/people/665161",455117,"Martín Maldonado","/api/v1/people/455117"
716972,"2023-08-16",5,"2023-08-17T00:55:24.512Z","2023-08-17T00:55:30.856Z",TRUE,"pitch","f8becc7d-be1a-436b-bc85-446a6e2c84e0",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,2,NA,NA,2.86,1.27,NA,125.82,181.64,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Jose Altuve walks. Jon Singleton scores. Jeremy Pena to 3rd. Martin Maldonado to 2nd.",1,8,5,65,"top",7,"2023-08-17T00:53:25.205Z","2023-08-17T00:56:15.126Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,514888,"Jose Altuve","/api/v1/people/514888","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.3,88.6,5,0.94,0.3882,6.7768,32.9124,-8.6784,-7.9988,11.6614,-0.2315,2.1163,9.2237,-141.2227,-7.9805,-2.5046,50.0021,5.5411,-16.1159,52.8,3.6,24,2111,220,NA,NA,NA,NA,NA,NA,FALSE,-9.6,19.6,12.6,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",4,"2023-08-17T00:55:00.017Z","2023-08-17T00:55:04.316Z",TRUE,"pitch","fffdcd40-d4c9-4558-aad7-5b9d7469a100",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,2.9102,1.2833,NA,119.69,198.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Jose Altuve walks. Jon Singleton scores. Jeremy Pena to 3rd. Martin Maldonado to 2nd.",1,8,5,65,"top",7,"2023-08-17T00:53:25.205Z","2023-08-17T00:56:15.126Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,514888,"Jose Altuve","/api/v1/people/514888","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,88.9,8,0.93,0.3881,6.7998,31.6524,-11.7793,-8.4524,10.1067,-0.0707,1.4865,9.4744,-141.0473,-8.6476,-2.3728,50.0014,5.3489,-17.0539,48,3.6,24,2005,225,NA,NA,NA,NA,NA,NA,FALSE,-12.4,16.7,13.4,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",3,"2023-08-17T00:54:38.413Z","2023-08-17T00:54:42.906Z",TRUE,"pitch","7e6bf597-f7e0-4d49-999c-c35d018cddd9",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,2.86,1.3455,NA,116.98,148.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Jose Altuve walks. Jon Singleton scores. Jeremy Pena to 3rd. Martin Maldonado to 2nd.",1,8,5,65,"top",7,"2023-08-17T00:53:25.205Z","2023-08-17T00:56:15.126Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,514888,"Jose Altuve","/api/v1/people/514888","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.6,88.6,12,0.92,0.3871,6.6312,33.7785,-12.4615,-8.4986,9.7337,5e-04,3.3431,10.0612,-141.7297,-4.0173,-2.499,50.0013,5.5805,-17.2095,48,3.6,24,2149,222,NA,NA,NA,NA,NA,NA,FALSE,-12,16.9,13.2,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",2,"2023-08-17T00:54:17.131Z","2023-08-17T00:54:21.228Z",TRUE,"pitch","7e92e4c3-ac11-417f-83c8-fcebbccd354d",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,2.9228,1.3299,NA,131.84,151.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Jose Altuve walks. Jon Singleton scores. Jeremy Pena to 3rd. Martin Maldonado to 2nd.",1,8,5,65,"top",7,"2023-08-17T00:53:25.205Z","2023-08-17T00:56:15.126Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,514888,"Jose Altuve","/api/v1/people/514888","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",98.1,89.3,11,0.91,0.3847,6.6833,33.5664,-14.4656,-8.2216,8.6287,-0.3893,3.2354,9.0904,-142.5355,-4.0844,-2.5557,50.0017,5.6039,-16.8717,43.2,4.8,24,2035,226,NA,NA,NA,NA,NA,NA,FALSE,-13.7,14.9,13,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716972,"2023-08-16",1,"2023-08-17T00:53:55.531Z","2023-08-17T00:53:58.840Z",TRUE,"pitch","65e3f11c-6adb-44c9-8514-f8c8c191e1b9",2,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",1,1,2,NA,NA,2.8963,1.3035,NA,122.66,226.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Walk","walk","Jose Altuve walks. Jon Singleton scores. Jeremy Pena to 3rd. Martin Maldonado to 2nd.",1,8,5,65,"top",7,"2023-08-17T00:53:25.205Z","2023-08-17T00:56:15.126Z",TRUE,TRUE,FALSE,FALSE,0,4,2,2,514888,"Jose Altuve","/api/v1/people/514888","R","Right",605347,"Jorge López","/api/v1/people/605347","R","Right","vs_RHP","vs_RHB","Loaded",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Miami Marlins","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.5,82.5,13,0.86,0.4188,6.8735,30.2223,-27.9977,-8.9038,2.4182,-0.1484,0.4369,8.9812,-131.2547,-7.1703,-2.4732,50.0042,5.3164,-15.3905,24,7.2,24,1792,253,NA,NA,NA,NA,NA,NA,FALSE,-31.1,2.8,13.9,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
