"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
716688,"2023-09-06",2,"2023-09-07T02:17:16.689Z","2023-09-07T02:17:23.544Z",TRUE,"pitch","f39d86c4-5783-4dd5-9866-0e026bfd9ebd",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,2,NA,NA,3.349,1.5698,NA,145.34,172.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kyle Isbel called out on strikes.",0,6,4,73,"bottom",9,"2023-09-07T02:16:38.364Z","2023-09-07T02:17:23.544Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",96.1,88.8,4,0.9,0.3899,5.9041,28.7039,-16.3078,0.711,7.9231,-0.7436,2.4645,5.1331,-139.949,-6.3719,-2.6867,50.0061,5.8214,1.4234,8.4,3.6,24,2466,191,NA,NA,NA,NA,NA,NA,TRUE,-16,13.3,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716688,"2023-09-06",1,"2023-09-07T02:16:57.525Z","2023-09-07T02:17:01.034Z",TRUE,"pitch","209f4ec9-5adc-4a78-9d7f-9c6936603da7",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,2,NA,NA,3.35,1.6,NA,63.78,192.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kyle Isbel called out on strikes.",0,6,4,73,"bottom",9,"2023-09-07T02:16:38.364Z","2023-09-07T02:17:23.544Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.4,77.7,14,2,0.4473,6.0157,25.3642,-30.0817,9.2967,1.3807,1.3961,1.7052,7.041,-122.6702,-3.3496,-2.7241,50.0034,5.666,14.0995,26.4,9.6,24,2768,56,NA,NA,NA,NA,NA,NA,FALSE,-36.7,1.9,-18.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716688,"2023-09-06",0,"2023-09-07T02:16:40.539Z","2023-09-07T02:16:45.121Z",TRUE,"pitch","a4fcdb20-1224-48dd-b3a2-38f54af26dd3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3775,1.8595,NA,151.72,152.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Kyle Isbel called out on strikes.",0,6,4,73,"bottom",9,"2023-09-07T02:16:38.364Z","2023-09-07T02:17:23.544Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,664728,"Kyle Isbel","/api/v1/people/664728","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93.6,86.9,11,2,0.3995,5.5998,25.9168,-23.0191,1.6279,4.7938,-0.911,3.2018,4.4944,-136.3568,-3.0133,-2.7827,50.0049,5.884,3.1093,9.6,4.8,24,2546,157,NA,NA,NA,NA,NA,NA,FALSE,-22.4,8.4,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716688,"2023-09-06",3,"2023-09-07T02:16:07.872Z","2023-09-07T02:16:14.206Z",TRUE,"pitch","fbd958ff-bef2-4634-a691-562fee800e9f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.4341,1.4684,NA,83.65,195.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Drew Waters walks.",0,6,4,72,"bottom",9,"2023-09-07T02:14:57.127Z","2023-09-07T02:16:14.206Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,671221,"Drew Waters","/api/v1/people/671221","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",93,86.7,14,2,0.4026,5.8237,25.2022,-22.3988,1.6502,5.1957,0.8748,1.5877,8.6512,-135.2583,-6.9857,-2.5593,50.0029,5.7377,3.105,10.8,4.8,24,2524,177,NA,NA,NA,NA,NA,NA,FALSE,-22.9,8.3,-4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
716688,"2023-09-06",2,"2023-09-07T02:15:49.545Z","2023-09-07T02:15:53.091Z",TRUE,"pitch","8c0fa4a3-291a-41cc-a869-375678e46033",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.4341,1.6427,NA,173.09,150.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Drew Waters walks.",0,6,4,72,"bottom",9,"2023-09-07T02:14:57.127Z","2023-09-07T02:16:14.206Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,671221,"Drew Waters","/api/v1/people/671221","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.4,87.7,11,2,0.3957,5.555,26.0905,-21.6712,2.1029,5.3913,-1.4715,3.2814,3.0669,-137.6094,-3.3561,-2.867,50.0007,5.9583,4.0948,12,4.8,24,2575,140,NA,NA,NA,NA,NA,NA,FALSE,-20.9,9.4,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
716688,"2023-09-06",1,"2023-09-07T02:15:31.116Z","2023-09-07T02:15:35.792Z",TRUE,"pitch","179b63c9-8797-44be-82b7-4f981273b08a",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4632,1.5846,NA,159.26,196.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Drew Waters walks.",0,6,4,72,"bottom",9,"2023-09-07T02:14:57.127Z","2023-09-07T02:16:14.206Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,671221,"Drew Waters","/api/v1/people/671221","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87.5,13,0.92,0.3955,5.9121,30.6626,-26.7768,-9.3273,2.7762,-1.1087,1.568,7.8778,-138.4593,-6.2613,-2.7777,50.0021,5.6483,-18.1252,30,7.2,24,2193,222,NA,NA,NA,NA,NA,NA,FALSE,-26.3,3.8,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
716688,"2023-09-06",0,"2023-09-07T02:15:15.072Z","2023-09-07T02:15:18.922Z",TRUE,"pitch","a9f3c402-e361-472d-b110-54191d83f052",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.4341,1.6136,NA,125.99,211.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Walk","walk","Drew Waters walks.",0,6,4,72,"bottom",9,"2023-09-07T02:14:57.127Z","2023-09-07T02:16:14.206Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,671221,"Drew Waters","/api/v1/people/671221","L","Left",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77.7,13,2,0.4471,5.7563,24.6536,-26.7034,8.3902,3.5975,-0.2357,1.0137,4.2579,-122.5994,-5.5079,-3.0857,50,5.5736,12.7461,26.4,8.4,24,2680,68,NA,NA,NA,NA,NA,NA,FALSE,-33.1,5.4,-16.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
716688,"2023-09-06",4,"2023-09-07T02:14:43.693Z","2023-09-07T02:14:47.682Z",TRUE,"pitch","3913d660-216f-4131-a86a-157147f1e6f5",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.53,1.79,NA,81.1,201.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Nelson Velazquez strikes out swinging.",0,6,4,71,"bottom",9,"2023-09-07T02:13:24.883Z","2023-09-07T02:14:47.682Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.4,79,14,2,0.441,5.7287,24.5084,-27.391,6.229,3.0639,0.9417,1.3861,6.9596,-124.1301,-5.0193,-2.7064,50.006,5.711,9.7353,21.6,8.4,24,2691,60,NA,NA,NA,NA,NA,NA,TRUE,-32.9,4.6,-12.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
716688,"2023-09-06",3,"2023-09-07T02:14:25.681Z","2023-09-07T02:14:29.547Z",TRUE,"pitch","be65f1b1-ed2b-48eb-b5f8-c6e4565d73bb",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.3541,1.7308,NA,39.07,184.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Nelson Velazquez strikes out swinging.",0,6,4,71,"bottom",9,"2023-09-07T02:13:24.883Z","2023-09-07T02:14:47.682Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.3,77.5,14,2,0.4482,5.9042,25.8025,-30.3926,8.9688,1.1771,2.0445,2.0001,8.4356,-122.5263,-2.5388,-2.6167,50.0013,5.6651,13.5368,26.4,9.6,24,2718,64,NA,NA,NA,NA,NA,NA,FALSE,-37.1,1.8,-18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
716688,"2023-09-06",1,"2023-09-07T02:13:50.227Z","2023-09-07T02:13:53.907Z",TRUE,"pitch","7fc722fa-3f3c-43f7-bfbb-a6d2c1ee169f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,1,NA,NA,3.53,1.79,NA,112.11,189.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Nelson Velazquez strikes out swinging.",0,6,4,71,"bottom",9,"2023-09-07T02:13:24.883Z","2023-09-07T02:14:47.682Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,676369,"Nelson Velázquez","/api/v1/people/676369","R","Right",543766,"Bryan Shaw","/api/v1/people/543766","R","Right","vs_RHP","vs_RHB","Empty",NA,"Kansas City Royals",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Kansas City Royals","Chicago White Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.9,86.1,8,0.92,0.4016,6.1465,29.5506,-27.389,-10.2996,2.5396,0.1283,1.8085,10.7756,-136.3098,-5.291,-2.5352,50.0049,5.6625,-19.4136,31.2,7.2,24,2122,222,NA,NA,NA,NA,NA,NA,FALSE,-27.5,3.6,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,671221,"Drew Waters","/api/v1/people/671221",NA,NA,NA,NA,NA,NA
