"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717896,"2023-06-04",4,"2023-06-04T20:17:39.883Z","2023-06-04T20:17:42.949Z",TRUE,"pitch","ea6f031a-1b5d-4788-80a0-e02374acc80a",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,3,2,NA,NA,3.4711,1.6923,NA,84.98,178.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,5,7,71,"top",9,"2023-06-04T20:15:53.209Z","2023-06-04T20:17:42.949Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,85.9,14,0.91,0.4018,7.1551,31.0952,-26.0419,-11.1307,3.2609,0.84,2.2489,13.7827,-136.523,-5.02,-2.8365,50.0041,5.9125,-20.9363,33.6,7.2,24,2004,226,NA,NA,NA,NA,NA,NA,TRUE,-26.3,4.9,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",3,"2023-06-04T20:17:12.063Z","2023-06-04T20:17:16.486Z",TRUE,"pitch","86d3705a-b53c-4026-84c0-1d277bf9f555",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.4,1.67,NA,124.39,177.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,5,7,71,"top",9,"2023-06-04T20:15:53.209Z","2023-06-04T20:17:42.949Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.3,86.3,5,0.91,0.4003,7.0235,30.0143,-26.3667,-11.1829,3.0624,-0.1939,2.2778,11.3899,-136.7893,-4.6829,-2.9577,50.0026,5.8184,-21.2043,34.8,7.2,24,2058,231,NA,NA,NA,NA,NA,NA,FALSE,-26.3,4.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",2,"2023-06-04T20:16:54.694Z","2023-06-04T20:16:57.694Z",TRUE,"pitch","a42e3c5c-97ff-409c-841a-ed4d672a96be",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.4303,1.671,NA,149.18,108.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,5,7,71,"top",9,"2023-06-04T20:15:53.209Z","2023-06-04T20:17:42.949Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94,85.8,11,0.9,0.4007,7.1168,30.1268,-19.0576,-5.3006,6.932,-0.8442,4.8097,8.2245,-136.7067,0.1174,-3.203,50.0058,6.0743,-10.0351,24,4.8,24,2194,223,NA,NA,NA,NA,NA,NA,FALSE,-18.2,12.8,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",1,"2023-06-04T20:16:28.405Z","2023-06-04T20:16:32.235Z",TRUE,"pitch","2db9b7c0-9d67-437f-9317-f01df0db89d8",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.4,1.67,NA,92.35,195.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,5,7,71,"top",9,"2023-06-04T20:15:53.209Z","2023-06-04T20:17:42.949Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.6,78.2,9,0.9,0.4397,6.4266,30.3095,-26.543,0.4677,3.6027,0.6467,1.5992,9.5701,-125.5632,-4.3838,-3.3083,50.0042,5.5806,0.7309,6,7.2,24,1954,218,NA,NA,NA,NA,NA,NA,FALSE,-31.8,5.5,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",0,"2023-06-04T20:16:14.486Z","2023-06-04T20:16:18.312Z",TRUE,"pitch","d19d0ac5-9e5c-4b9a-bae5-5f3338783503",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.4907,1.6299,NA,116.64,194.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Strikeout","strikeout","Aledmys Diaz called out on strikes.",0,5,7,71,"top",9,"2023-06-04T20:15:53.209Z","2023-06-04T20:17:42.949Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,649557,"Aledmys Díaz","/api/v1/people/649557","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,86.5,8,0.91,0.4004,7.018,28.6147,-14.5063,-7.358,9.3107,0.0094,1.6392,10.7802,-136.5389,-8.4482,-3.0247,50.005,5.7608,-13.9665,36,4.8,24,2280,228,NA,NA,NA,NA,NA,NA,FALSE,-15.7,15.2,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",6,"2023-06-04T20:15:46.046Z","2023-06-04T20:15:52.602Z",TRUE,"pitch","3e30b100-96c2-4047-98c0-b6218ddb66d7",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.36,1.64,NA,113.95,182.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,5,7,70,"top",9,"2023-06-04T20:14:23.280Z","2023-06-04T20:15:52.602Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.1,8,2,0.4059,6.9733,28.7386,-15.2507,-7.039,9.1719,0.08,2.0703,10.9362,-134.827,-7.0086,-3.1102,50.0022,5.7756,-12.9874,32.4,4.8,24,2275,229,NA,NA,NA,NA,NA,NA,TRUE,-16.6,15.2,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",5,"2023-06-04T20:15:29.904Z","2023-06-04T20:15:34.218Z",TRUE,"pitch","36bdf87e-0c86-47bd-93de-bb838fa02125",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.3605,1.6299,NA,171.42,207.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,5,7,70,"top",9,"2023-06-04T20:14:23.280Z","2023-06-04T20:15:52.602Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.3,80.3,13,2,0.4319,6.3401,25.6349,-30.5175,-11.0186,1.0196,-1.4277,1.171,8.5524,-126.7693,-5.2948,-3.4116,50.0058,5.7197,-17.9578,27.6,8.4,24,2016,251,NA,NA,NA,NA,NA,NA,FALSE,-35.2,0.8,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",4,"2023-06-04T20:15:14.112Z","2023-06-04T20:15:17.644Z",TRUE,"pitch","18240255-b7b0-4d13-9a1d-f49768f0ab61",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4706,1.671,NA,147.97,130.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,5,7,70,"top",9,"2023-06-04T20:14:23.280Z","2023-06-04T20:15:52.602Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86,11,2,0.3996,6.4053,30.5319,-15.0895,-6.5707,8.9826,-0.8125,4.0258,8.7621,-137.1072,-2.4873,-3.1972,50.0066,5.9756,-12.5035,33.6,3.6,24,2267,229,NA,NA,NA,NA,NA,NA,FALSE,-14.9,16,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",3,"2023-06-04T20:14:55.650Z","2023-06-04T20:14:58.650Z",TRUE,"pitch","d187b969-5184-4f65-a64a-89df795de88c",3,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,2,1,NA,NA,3.36,1.64,NA,132.75,166.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,5,7,70,"top",9,"2023-06-04T20:14:23.280Z","2023-06-04T20:15:52.602Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.9,86,4,2,0.4015,7.1804,29.2953,-16.5345,-6.0814,8.2901,-0.4133,2.6927,9.7319,-136.3134,-5.3814,-3.2357,50.0035,5.8299,-11.474,27.6,4.8,24,2239,226,NA,NA,NA,NA,NA,NA,FALSE,-17,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717896,"2023-06-04",2,"2023-06-04T20:14:39.177Z","2023-06-04T20:14:42.525Z",TRUE,"pitch","be25b80d-900f-45cc-b532-25b11829bd41",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.4504,1.671,NA,176.16,196.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Seth Brown strikes out swinging.",0,5,7,70,"top",9,"2023-06-04T20:14:23.280Z","2023-06-04T20:15:52.602Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,664913,"Seth Brown","/api/v1/people/664913","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Empty",NA,"Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Miami Marlins",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.6,79.3,13,2,0.4359,6.2814,26.0084,-27.4328,-10.6959,2.9635,-1.552,1.5784,7.9303,-125.7644,-4.767,-3.3599,50.0006,5.7289,-17.0954,28.8,8.4,24,1874,253,NA,NA,NA,NA,NA,NA,FALSE,-32.2,4.4,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
