"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717250,"2023-07-26",1,"2023-07-26T19:07:01.416Z","2023-07-26T19:07:05.357Z",TRUE,"pitch","6456becb-dc7c-497b-8bd7-823487be2044",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.46,1.6,NA,113.3,148.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Kyle Farmer singles on a line drive to center fielder Julio Rodriguez. Trevor Larnach scores.",1,8,5,55,"bottom",6,"2023-07-26T19:06:59.123Z","2023-07-26T19:07:37.362Z",TRUE,TRUE,FALSE,FALSE,33,0,1,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.7,2,0.88,0.3978,6.332,28.3282,-14.0876,-3.2522,9.4041,0.0972,3.3436,3.6346,-137.3043,-3.4533,-0.8166,50.0015,5.5665,-6.2543,20.4,3.6,24,2382,202,NA,NA,NA,NA,NA,NA,FALSE,-13.9,16.6,5.2,NA,NA,NA,NA,FALSE,FALSE,608336,"Joey Gallo","/api/v1/people/608336",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",0,"2023-07-26T19:06:12.435Z","2023-07-26T19:07:01.416Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"55","atBat","Single","single","Kyle Farmer singles on a line drive to center fielder Julio Rodriguez. Trevor Larnach scores.",1,8,5,55,"bottom",6,"2023-07-26T19:06:59.123Z","2023-07-26T19:07:37.362Z",TRUE,TRUE,FALSE,FALSE,33,0,1,2,571657,"Kyle Farmer","/api/v1/people/571657","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,608336,"Joey Gallo","/api/v1/people/608336",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",3,"2023-07-26T19:05:36.525Z","2023-07-26T19:05:49.075Z",TRUE,"pitch","a4e74294-8e78-4af7-8c5f-b67d5e132f5d",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.6164,1.7467,NA,115.5,178.2,"line_drive","hard","9",207.06,111.21,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Trevor Larnach doubles (6) on a sharp line drive to right fielder Teoscar Hernandez.",0,8,4,54,"bottom",6,"2023-07-26T19:04:19.098Z","2023-07-26T19:05:49.075Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86,79.2,8,0.86,0.4369,6.2224,25.2114,-31.3552,2.8072,0.5149,0.0393,2.2438,1.7504,-125.3417,-1.6457,-1.0327,50.0035,5.468,4.4686,8.4,8.4,24,2423,117,105.1,16,282,NA,NA,NA,FALSE,-36,0.8,-5.5,NA,NA,NA,NA,FALSE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",2,"2023-07-26T19:05:17.562Z","2023-07-26T19:05:21.257Z",TRUE,"pitch","a743aa44-4d69-4586-9fde-e879dda5535f",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.5955,1.6789,NA,150.74,158.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Trevor Larnach doubles (6) on a sharp line drive to right fielder Teoscar Hernandez.",0,8,4,54,"bottom",6,"2023-07-26T19:04:19.098Z","2023-07-26T19:05:49.075Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,88.9,11,0.9,0.3888,6.1833,28.7482,-13.7071,-3.5085,9.167,-0.8851,2.9735,1.3062,-140.3357,-4.8343,-0.898,50.0037,5.5965,-7.0693,25.2,3.6,24,2501,201,NA,NA,NA,NA,NA,NA,FALSE,-13.2,16,6.1,NA,NA,NA,NA,FALSE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",1,"2023-07-26T19:04:59.889Z","2023-07-26T19:05:03.725Z",TRUE,"pitch","c430a286-32b7-42c6-8744-bb5c6b597047",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.62,1.75,NA,102.35,190.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Trevor Larnach doubles (6) on a sharp line drive to right fielder Teoscar Hernandez.",0,8,4,54,"bottom",6,"2023-07-26T19:04:19.098Z","2023-07-26T19:05:49.075Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.3,79.5,9,0.89,0.4358,6.3434,25.2998,-33.5374,-0.0362,-0.8495,0.3842,1.7838,3.3185,-125.6476,-2.3766,-0.9486,50.0046,5.4654,-0.0582,1.2,8.4,24,2401,76,NA,NA,NA,NA,NA,NA,FALSE,-38.5,-1.8,-0.7,NA,NA,NA,NA,FALSE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",0,"2023-07-26T19:04:42.118Z","2023-07-26T19:04:46.501Z",TRUE,"pitch","8bd7fa29-de30-4584-b08c-2f576032900d",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6538,1.6499,NA,108.47,200.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Double","double","Trevor Larnach doubles (6) on a sharp line drive to right fielder Teoscar Hernandez.",0,8,4,54,"bottom",6,"2023-07-26T19:04:19.098Z","2023-07-26T19:05:49.075Z",TRUE,FALSE,FALSE,FALSE,34,2,1,2,663616,"Trevor Larnach","/api/v1/people/663616","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","RISP",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.9,88.3,14,0.91,0.3917,6.2728,29.3225,-10.6713,-2.0988,10.843,0.2239,1.4309,3.5247,-139.4577,-9.1815,-0.7797,50.0061,5.4564,-4.1637,15.6,2.4,24,2635,200,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.1,3.1,NA,NA,NA,NA,FALSE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",4,"2023-07-26T19:04:02.079Z","2023-07-26T19:04:11.968Z",TRUE,"pitch","d07a87ae-9f7c-4fb9-be91-9fe5b10dde1d",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.55,1.66,NA,145.48,154.78,"fly_ball","medium","8",86,73.4,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Willi Castro flies out to center fielder Julio Rodriguez.",0,8,4,53,"bottom",6,"2023-07-26T19:02:19.213Z","2023-07-26T19:04:11.968Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","true",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",83.7,77.5,1,2,0.4469,6.4261,21.3069,-25.2822,-7.4592,4.519,-0.7473,3.1112,3.391,-122.0014,-0.3052,-1.1772,50.0039,5.3948,-11.3799,22.8,7.2,24,1817,231,92.9,44,328,NA,NA,NA,TRUE,-30.2,8.4,12.8,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",3,"2023-07-26T19:03:42.866Z","2023-07-26T19:03:45.929Z",TRUE,"pitch","45180554-bcbd-4565-b03c-5db1c50918bc",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.5373,1.5918,NA,129.55,219.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Willi Castro flies out to center fielder Julio Rodriguez.",0,8,4,53,"bottom",6,"2023-07-26T19:02:19.213Z","2023-07-26T19:04:11.968Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,81.8,13,0.89,0.4281,6.4168,20.8433,-29.3782,-0.0299,1.6811,-0.3294,0.7013,2.1793,-126.928,-5.9189,-1.1877,50.0048,5.3421,-0.0499,0,7.2,24,2451,172,NA,NA,NA,NA,NA,NA,FALSE,-33.2,2.2,-0.4,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",2,"2023-07-26T19:03:20.699Z","2023-07-26T19:03:24.179Z",TRUE,"pitch","a21b4197-2117-46a4-b19b-2468266e701e",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.55,1.66,NA,137.56,156.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Willi Castro flies out to center fielder Julio Rodriguez.",0,8,4,53,"bottom",6,"2023-07-26T19:02:19.213Z","2023-07-26T19:04:11.968Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.2,89,1,0.91,0.3866,6.2857,31.6921,-12.4616,-2.5892,9.6912,-0.5393,3.0559,1.8732,-141.5656,-5.0336,-0.8725,50.0016,5.6518,-5.2657,19.2,2.4,24,2526,204,NA,NA,NA,NA,NA,NA,FALSE,-12.1,16.8,4.3,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",1,"2023-07-26T19:02:56.088Z","2023-07-26T19:02:59.214Z",TRUE,"pitch","23257777-ed5f-41f7-bf61-92fc7884989b",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,1,NA,NA,3.55,1.66,NA,131.04,161.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Willi Castro flies out to center fielder Julio Rodriguez.",0,8,4,53,"bottom",6,"2023-07-26T19:02:19.213Z","2023-07-26T19:04:11.968Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96,88.3,4,0.9,0.3909,6.2558,29.4588,-11.6737,-3.2878,10.2955,-0.3684,2.8525,2.6875,-139.7474,-5.4331,-0.9121,50.0063,5.5789,-6.5493,25.2,2.4,24,2639,197,NA,NA,NA,NA,NA,NA,FALSE,-11.6,17.8,5.4,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",0,"2023-07-26T19:02:34.721Z","2023-07-26T19:02:37.746Z",TRUE,"pitch","6b05e0fa-e059-4827-af1b-1f1c1227dc49",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.55,1.66,NA,92.09,157.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Flyout","field_out","Willi Castro flies out to center fielder Julio Rodriguez.",0,8,4,53,"bottom",6,"2023-07-26T19:02:19.213Z","2023-07-26T19:04:11.968Z",TRUE,FALSE,FALSE,TRUE,0,1,2,2,650489,"Willi Castro","/api/v1/people/650489","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.1,87.3,3,0.89,0.3949,6.3364,29.6813,-14.3958,-3.0453,9.1154,0.6535,3.0148,5.2055,-138.472,-4.2717,-0.8514,50.0005,5.5342,-5.9383,18,3.6,24,2449,203,NA,NA,NA,NA,NA,NA,FALSE,-14.3,15.8,4.4,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",1,"2023-07-26T19:01:43.741Z","2023-07-26T19:02:07.965Z",TRUE,"pitch","f00285a9-d60f-4a6c-88a6-e39124068975",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.75,1.85,NA,124.81,175.5,"fly_ball","medium","78",53.3,42.32,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Home Run","home_run","Matt Wallner homers (4) on a fly ball to left center field.",1,8,4,52,"bottom",6,"2023-07-26T19:01:22.950Z","2023-07-26T19:02:07.965Z",TRUE,TRUE,FALSE,FALSE,38,1,0,1,670242,"Matt Wallner","/api/v1/people/670242","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.9,8,0.91,0.4292,6.3577,23.0738,-29.0739,0.2324,1.8788,-0.2049,2.3438,2.6329,-127.0216,-2.0827,-1.2799,50.0063,5.4589,0.3843,1.2,7.2,24,2399,165,108,29,426,NA,NA,NA,FALSE,-32.4,3.2,-1,NA,NA,NA,NA,FALSE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",0,"2023-07-26T19:01:29.876Z","2023-07-26T19:01:33.931Z",TRUE,"pitch","cecced05-16ac-4786-95cf-5b7491e87104",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.6247,1.8532,NA,157.76,143.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Home Run","home_run","Matt Wallner homers (4) on a fly ball to left center field.",1,8,4,52,"bottom",6,"2023-07-26T19:01:22.950Z","2023-07-26T19:02:07.965Z",TRUE,TRUE,FALSE,FALSE,38,1,0,1,670242,"Matt Wallner","/api/v1/people/670242","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",82.6,75.8,11,2,0.4549,6.3541,22.6416,-25.1978,-7.6737,4.7457,-1.0692,3.5355,2.7162,-120.2655,0.7242,-1.2144,50.0015,5.4601,-11.2749,22.8,7.2,24,1836,227,NA,NA,NA,NA,NA,NA,FALSE,-31,9,13.3,NA,NA,NA,NA,FALSE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",5,"2023-07-26T19:00:52.879Z","2023-07-26T19:01:04.318Z",TRUE,"pitch","2e21bf62-4c59-4f89-81a5-93b4df8c85ec",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.54,1.73,NA,103.86,165.79,"fly_ball","medium","8",102.03,106.83,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Max Kepler flies out to center fielder Julio Rodriguez.",0,8,3,51,"bottom",6,"2023-07-26T18:59:23.860Z","2023-07-26T19:01:04.318Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,596146,"Max Kepler","/api/v1/people/596146","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.5,86.2,6,2,0.4008,6.3323,27.33,-18.7476,-7.825,7.0828,0.3447,2.7033,6.3272,-136.1743,-3.5636,-0.9818,50.0019,5.3111,-14.8302,34.8,4.8,24,2413,213,83.8,52,241,NA,NA,NA,TRUE,-18.7,12.4,13,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",4,"2023-07-26T19:00:34.982Z","2023-07-26T19:00:39.162Z",TRUE,"pitch","64bde607-c57f-4400-aa31-66f044526849",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,0,NA,NA,3.479,1.7079,NA,100.39,153.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Max Kepler flies out to center fielder Julio Rodriguez.",0,8,3,51,"bottom",6,"2023-07-26T18:59:23.860Z","2023-07-26T19:01:04.318Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,596146,"Max Kepler","/api/v1/people/596146","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.4,86.1,3,2,0.4012,6.3119,27.338,-17.3539,-7.4623,7.8375,0.4358,3.1757,6.1857,-136.0406,-2.7339,-0.8879,50.0052,5.384,-14.1147,36,4.8,24,2489,210,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.9,12.4,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",3,"2023-07-26T19:00:18.476Z","2023-07-26T19:00:22.553Z",TRUE,"pitch","8f0224e9-30aa-43fb-a214-6d28e18a53ad",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,0,NA,NA,3.5664,1.5627,NA,128.62,162.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Max Kepler flies out to center fielder Julio Rodriguez.",0,8,3,51,"bottom",6,"2023-07-26T18:59:23.860Z","2023-07-26T19:01:04.318Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,596146,"Max Kepler","/api/v1/people/596146","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87.6,4,0.9,0.3934,6.3312,29.8793,-12.8329,-3.4849,9.8435,-0.3048,2.8426,3.047,-138.9889,-5.1917,-0.9601,50.0059,5.5807,-6.8493,24,3.6,24,2580,205,NA,NA,NA,NA,NA,NA,FALSE,-12.8,17,5.8,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
717250,"2023-07-26",2,"2023-07-26T19:00:01.481Z","2023-07-26T19:00:04.961Z",TRUE,"pitch","3c97c0fd-21e3-41cd-9628-723f77f1254b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.479,1.737,NA,164.11,160.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","atBat","Flyout","field_out","Max Kepler flies out to center fielder Julio Rodriguez.",0,8,3,51,"bottom",6,"2023-07-26T18:59:23.860Z","2023-07-26T19:01:04.318Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,596146,"Max Kepler","/api/v1/people/596146","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.2,85.9,11,2,0.4022,6.353,27.9558,-21.1655,-8.0129,5.8554,-1.2358,2.901,2.5465,-135.8372,-2.7518,-1.1406,50.0045,5.3881,-15.0727,33.6,6,24,2317,212,NA,NA,NA,NA,NA,NA,FALSE,-21,10.3,14,NA,NA,NA,NA,TRUE,FALSE,663616,"Trevor Larnach","/api/v1/people/663616",NA,NA,NA,NA,NA,NA
