"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
747132,"2024-04-24",3,"2024-04-25T02:00:34.992Z","2024-04-25T02:00:48.057Z",TRUE,"pitch","a82888ed-6e0a-41b3-a3ec-bb07352e8e37",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,1,0,NA,NA,3.45,1.61,NA,117.9,175.77,"line_drive","medium","8",84.3,71.96,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Michael Harris II doubles (5) on a line drive to center fielder Jazz Chisholm Jr. Ronald Acuña Jr. scores.",1,3,4,76,"bottom",10,"2024-04-25T02:00:10.795Z","2024-04-25T02:00:48.057Z",TRUE,TRUE,FALSE,FALSE,61,0,1,0,671739,"Michael Harris II","/api/v1/people/671739","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.5,5,0.89,0.3942,6.4629,30.0346,-13.025,3.9458,9.7882,-0.0237,2.3338,-7.5173,-138.7631,-5.8127,2.2037,50.0068,5.318,7.723,22.8,3.6,24,2530,141,94.2,24,333,NA,NA,NA,FALSE,-13.3,16.7,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,671739,"Michael Harris II","/api/v1/people/671739"
747132,"2024-04-24",2,"2024-04-25T02:00:13.091Z","2024-04-25T02:00:17.219Z",TRUE,"pitch","587533f8-b12d-4b83-92a8-245559f32b0b",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,0,NA,NA,3.45,1.61,NA,132.62,181.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Michael Harris II doubles (5) on a line drive to center fielder Jazz Chisholm Jr. Ronald Acuña Jr. scores.",1,3,4,76,"bottom",10,"2024-04-25T02:00:10.795Z","2024-04-25T02:00:48.057Z",TRUE,TRUE,FALSE,FALSE,61,0,1,0,671739,"Michael Harris II","/api/v1/people/671739","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.9,7,0.89,0.3974,6.3524,29.6585,-13.74,3.3103,9.5761,-0.4097,2.122,-8.1287,-137.6609,-6.2854,2.1473,50.0049,5.3596,6.3743,16.8,3.6,24,2561,140,NA,NA,NA,NA,NA,NA,FALSE,-14.3,16.2,-4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",0,"2024-04-25T01:58:56.312Z","2024-04-25T01:59:48.436Z",FALSE,"action",NA,NA,"Pitching Change: Tanner Scott replaces Calvin Faucher.","Pitching Substitution",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656945,"/api/v1/people/656945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"76","atBat","Double","double","Michael Harris II doubles (5) on a line drive to center fielder Jazz Chisholm Jr. Ronald Acuña Jr. scores.",1,3,4,76,"bottom",10,"2024-04-25T02:00:10.795Z","2024-04-25T02:00:48.057Z",TRUE,TRUE,FALSE,FALSE,61,0,1,0,671739,"Michael Harris II","/api/v1/people/671739","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",1,"2024-04-25T01:59:48.436Z","2024-04-25T02:00:13.091Z",FALSE,"action",NA,NA,"Ronald Acuña Jr. starts inning at 2nd base.","Runner Placed On Base",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,660670,"/api/v1/people/660670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"76","atBat","Double","double","Michael Harris II doubles (5) on a line drive to center fielder Jazz Chisholm Jr. Ronald Acuña Jr. scores.",1,3,4,76,"bottom",10,"2024-04-25T02:00:10.795Z","2024-04-25T02:00:48.057Z",TRUE,TRUE,FALSE,FALSE,61,0,1,0,671739,"Michael Harris II","/api/v1/people/671739","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",4,"2024-04-25T01:57:05.929Z","2024-04-25T01:57:09.428Z",TRUE,"pitch","d56aafa0-76a0-478c-9737-bbf79d56c5f3",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,2,NA,NA,3.57,1.67,NA,171.51,176.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,3,75,"top",10,"2024-04-25T01:55:21.845Z","2024-04-25T01:57:09.428Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.6,82.6,13,0.9,0.4199,6.2902,26.5958,-27.5216,-1.7475,2.6978,-1.43,2.3133,-7.8582,-130.3023,-3.4507,1.8482,50.0036,5.7273,-3.0131,9.6,7.2,24,2461,243,NA,NA,NA,NA,NA,NA,TRUE,-29.6,4.3,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",3,"2024-04-25T01:56:39.153Z","2024-04-25T01:56:42.698Z",TRUE,"pitch","5e3334e9-f4c9-458e-98cb-7e8f094e0854",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.57,1.67,NA,135.53,171.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,3,75,"top",10,"2024-04-25T01:55:21.845Z","2024-04-25T01:57:09.428Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,88.1,4,0.91,0.3901,6.485,32.9351,-10.758,5.3,10.7343,-0.4863,2.4815,-8.5115,-140.5929,-6.9061,1.8967,50.0005,5.6737,10.5724,34.8,3.6,24,2534,149,NA,NA,NA,NA,NA,NA,FALSE,-11.3,18.1,-7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",2,"2024-04-25T01:56:19.685Z","2024-04-25T01:56:23.106Z",TRUE,"pitch","292a1447-55b5-4617-866f-95868fc21b73",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.6584,1.6064,NA,168.79,186.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,3,75,"top",10,"2024-04-25T01:55:21.845Z","2024-04-25T01:57:09.428Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91,84.4,13,0.9,0.4124,6.3078,26.3305,-28.703,-2.6884,1.9396,-1.3586,1.9453,-7.7911,-132.4341,-4.4081,1.962,50.0023,5.7128,-4.8099,12,7.2,24,2506,196,NA,NA,NA,NA,NA,NA,FALSE,-30,2.8,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",0,"2024-04-25T01:55:43.989Z","2024-04-25T01:55:48.169Z",TRUE,"pitch","6b77f5e6-0f0e-41d3-8bb6-9b0a27f2ee1e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.6859,1.7438,NA,158.25,186.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,3,75,"top",10,"2024-04-25T01:55:21.845Z","2024-04-25T01:57:09.428Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.6,85.1,13,0.89,0.4092,6.3484,25.5447,-24.5614,-2.3204,4.1844,-1.0821,1.9439,-7.3212,-133.2814,-5.2516,1.9892,50.0034,5.6871,-4.2231,12,6,24,2518,192,NA,NA,NA,NA,NA,NA,FALSE,-25.6,6.7,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",1,"2024-04-25T01:56:01.956Z","2024-04-25T01:56:19.685Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",3,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,665862,"/api/v1/people/665862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"75","atBat","Strikeout","strikeout","Jazz Chisholm Jr. strikes out swinging.",0,3,3,75,"top",10,"2024-04-25T01:55:21.845Z","2024-04-25T01:57:09.428Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_LHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
747132,"2024-04-24",3,"2024-04-25T01:55:13.463Z","2024-04-25T01:55:16.614Z",TRUE,"pitch","ee2ef67f-eb30-4732-bad8-b156ea488998",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,2,NA,NA,3.6034,1.7163,NA,58.18,177.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Walk","walk","Bryan De La Cruz walks. Luis Arraez to 2nd.",0,3,3,74,"top",10,"2024-04-25T01:53:38.654Z","2024-04-25T01:55:16.614Z",TRUE,FALSE,FALSE,FALSE,0,4,0,2,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",621345,"A.J. Minter","/api/v1/people/621345","L","Left","vs_LHP","vs_RHB","Loaded",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87,14,0.9,0.3947,6.3015,32.5068,-11.7182,5.0839,10.5038,1.5431,2.2766,-3.996,-139.0003,-7.1448,2.3421,50.0049,5.6665,9.9033,33.6,3.6,24,2563,151,NA,NA,NA,NA,NA,NA,FALSE,-12.5,17.6,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,650559,"Bryan De La Cruz","/api/v1/people/650559",542194,"Christian Bethancourt","/api/v1/people/542194",650333,"Luis Arraez","/api/v1/people/650333"
