"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718330,"2023-05-03",6,"2023-05-03T23:05:29.127Z","2023-05-03T23:05:36.809Z",TRUE,"pitch","db994817-bd5e-4e06-b0ec-240d953ad609",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,2,NA,NA,3.26,1.55,NA,149.41,185.74,"fly_ball","medium","8",149.63,75.33,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Kevin Newman flies out to center fielder Trent Grisham.",0,1,7,74,"top",9,"2023-05-03T23:03:19.723Z","2023-05-03T23:05:36.809Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.8,84.9,13,2,0.4085,6.2848,25.3919,-19.3715,5.8958,7.0124,-0.8503,1.9645,-9.7577,-133.4512,-4.1321,2.0671,50.004,4.9062,10.7669,24,4.8,24,2373,126,89.8,35,314,NA,NA,NA,TRUE,-20.2,12.1,-8.9,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",5,"2023-05-03T23:05:10.009Z","2023-05-03T23:05:14.720Z",TRUE,"pitch","b87a2156-ebcd-4221-8f7a-f2f531434a90",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.26,1.55,NA,141.84,135.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Kevin Newman flies out to center fielder Trent Grisham.",0,1,7,74,"top",9,"2023-05-03T23:03:19.723Z","2023-05-03T23:05:36.809Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,85.5,11,2,0.4037,6.0805,27.0765,-20.1901,4.8639,6.4167,-0.6516,3.8128,-9.1518,-135.2132,0.2964,2.1317,50.0038,5.1087,9.0867,20.4,4.8,24,2419,124,NA,NA,NA,NA,NA,NA,FALSE,-19.6,11.9,-7.1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",4,"2023-05-03T23:04:24.737Z","2023-05-03T23:04:28.940Z",TRUE,"pitch","3b43ff47-3df2-4387-b362-69dd26f0837d",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.26,1.55,NA,116.05,183.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Kevin Newman flies out to center fielder Trent Grisham.",0,1,7,74,"top",9,"2023-05-03T23:03:19.723Z","2023-05-03T23:05:36.809Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",77.6,70.6,8,2,0.4876,5.9423,23.1417,-27.5257,-11.2761,3.6498,0.0248,2.0351,-2.5788,-112.916,0.2378,2.6499,50.0034,4.7288,-14.3645,28.8,9.6,24,2761,286,NA,NA,NA,NA,NA,NA,FALSE,-38.9,7,21.1,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",2,"2023-05-03T23:03:58.804Z","2023-05-03T23:04:03.023Z",TRUE,"pitch","bd8dcc94-f5f2-44b0-8e9d-e07a6f6a8379",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.26,1.55,NA,136.68,183.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Kevin Newman flies out to center fielder Trent Grisham.",0,1,7,74,"top",9,"2023-05-03T23:03:19.723Z","2023-05-03T23:05:36.809Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76.9,70.3,7,2,0.4912,5.8746,21.9735,-27.9238,-9.0448,3.3869,-0.5163,2.0546,-4.2521,-111.9133,0.3247,2.5895,50.0056,4.7897,-11.3663,24,9.6,24,2658,286,NA,NA,NA,NA,NA,NA,FALSE,-40.1,6.5,17.5,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",1,"2023-05-03T23:03:40.780Z","2023-05-03T23:03:44.304Z",TRUE,"pitch","3df19573-99a8-42ca-853a-88951bbcce34",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.2634,1.5313,NA,157.79,222.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Kevin Newman flies out to center fielder Trent Grisham.",0,1,7,74,"top",9,"2023-05-03T23:03:19.723Z","2023-05-03T23:05:36.809Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",76.6,70.9,13,2,0.4918,6.008,20.3565,-31.9501,-8.899,0.1743,-1.0702,0.5933,-5.1308,-111.4399,-1.6632,2.4192,50.0015,4.6552,-11.1697,20.4,10.8,24,2590,293,NA,NA,NA,NA,NA,NA,FALSE,-46.6,0.2,17.4,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",0,"2023-05-03T23:03:26.704Z","2023-05-03T23:03:31.226Z",TRUE,"pitch","c1be8360-0e10-4804-a5d2-eef7813b6fe4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.2861,1.6221,NA,106.98,179.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Kevin Newman flies out to center fielder Trent Grisham.",0,1,7,74,"top",9,"2023-05-03T23:03:19.723Z","2023-05-03T23:05:36.809Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.3,72.1,5,2,0.4803,5.9631,21.2166,-29.0645,-8.6959,2.3624,0.2629,2.2103,-3.1528,-114.083,0.6108,2.793,50.0026,4.8066,-11.4486,22.8,9.6,24,2518,283,NA,NA,NA,NA,NA,NA,FALSE,-39.8,4.7,16.6,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",3,"2023-05-03T23:04:11.541Z","2023-05-03T23:04:24.737Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,621028,"/api/v1/people/621028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Kevin Newman flies out to center fielder Trent Grisham.",0,1,7,74,"top",9,"2023-05-03T23:03:19.723Z","2023-05-03T23:05:36.809Z",TRUE,FALSE,FALSE,TRUE,0,1,2,3,621028,"Kevin Newman","/api/v1/people/621028","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",5,"2023-05-03T23:02:52.614Z","2023-05-03T23:03:00.856Z",TRUE,"pitch","c8236de0-a92f-4356-a664-3ab20e4890a6",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.46,1.59,NA,125.64,163.02,"line_drive","medium","9",169.98,101.72,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Stuart Fairchild lines out to right fielder Fernando Tatis Jr.",0,1,7,73,"top",9,"2023-05-03T23:00:18.463Z","2023-05-03T23:03:00.856Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.9,85.3,5,2,0.4044,6.1941,27.9072,-18.7358,5.0189,7.2241,-0.2267,2.8061,-7.8127,-135.1628,-2.3793,2.0418,50.0055,5.0053,9.3406,21.6,4.8,24,2285,125,82,28,268,NA,NA,NA,TRUE,-18.7,12.8,-7.6,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",4,"2023-05-03T23:02:16.543Z","2023-05-03T23:02:21.077Z",TRUE,"pitch","93b8bd0e-bdba-43af-b9a4-ab0de46a3ce1",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.46,1.59,NA,134.51,174.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Stuart Fairchild lines out to right fielder Fernando Tatis Jr.",0,1,7,73,"top",9,"2023-05-03T23:00:18.463Z","2023-05-03T23:03:00.856Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.3,71.9,4,2,0.4815,6.1548,21.7484,-30.3895,-10.0221,1.3628,-0.4592,2.3689,-3.8692,-113.9283,1.3288,2.5651,50.0019,4.791,-13.1187,24,10.8,24,2637,286,NA,NA,NA,NA,NA,NA,FALSE,-41.6,3.1,19.2,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718330,"2023-05-03",3,"2023-05-03T23:01:45.052Z","2023-05-03T23:01:49.652Z",TRUE,"pitch","80340232-cd26-4031-861b-19767cb68e67",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,1,NA,NA,3.46,1.59,NA,119.22,187.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Lineout","field_out","Stuart Fairchild lines out to right fielder Fernando Tatis Jr.",0,1,7,73,"top",9,"2023-05-03T23:00:18.463Z","2023-05-03T23:03:00.856Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,656413,"Stuart Fairchild","/api/v1/people/656413","R","Right",676680,"Tom Cosgrove","/api/v1/people/676680","L","Left","vs_LHP","vs_RHB","Empty",NA,"San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","San Diego Padres","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,83.5,8,2,0.4152,6.1287,25.4089,-30.4631,5.7129,0.9731,-0.0584,1.8839,-8.0921,-131.4394,-1.5834,2.3048,50.0065,4.7363,10.0923,15.6,7.2,24,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,-31.7,1.7,-8.8,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
