"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717405,"2023-07-15",3,"2023-07-15T04:48:03.839Z","2023-07-15T04:48:11.920Z",TRUE,"pitch","69df53ac-08bc-483a-84a9-38b3120ed1e9",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.31,1.57,NA,103.54,232.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Mickey Moniak strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.",0,7,5,83,"bottom",9,"2023-07-15T04:46:58.723Z","2023-07-15T04:48:11.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666160,"Mickey Moniak","/api/v1/people/666160","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81.3,75.1,14,2,0.4643,6.127,24.3269,-41.1351,5.4206,-6.3755,0.353,0.2365,-0.2811,-118.3376,-4.2815,-0.2294,50.0013,5.87,7.6231,9.6,12,24,3195,26,NA,NA,NA,NA,NA,NA,TRUE,-54,-12.4,-9.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",2,"2023-07-15T04:47:43.775Z","2023-07-15T04:47:47.601Z",TRUE,"pitch","082d5d57-68d5-40bc-90ee-1b4426b58a64",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.31,1.57,NA,83.27,185.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Mickey Moniak strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.",0,7,5,83,"bottom",9,"2023-07-15T04:46:58.723Z","2023-07-15T04:48:11.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666160,"Mickey Moniak","/api/v1/people/666160","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,82.3,14,2,0.4229,6.273,23.8039,-29.7805,3.1712,1.4047,0.8849,1.9676,1.5267,-128.9234,-4.0014,-0.1248,50.0018,5.8078,5.4018,10.8,7.2,24,2795,119,NA,NA,NA,NA,NA,NA,FALSE,-32.5,1.9,-6.1,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",1,"2023-07-15T04:47:27.245Z","2023-07-15T04:47:32.829Z",TRUE,"pitch","e8dd2ca3-52b1-4086-9e54-3313a6b27553",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2635,1.5928,NA,111.36,203.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Mickey Moniak strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.",0,7,5,83,"bottom",9,"2023-07-15T04:46:58.723Z","2023-07-15T04:48:11.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666160,"Mickey Moniak","/api/v1/people/666160","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.2,73.5,14,2,0.4716,6.1212,24.6113,-41.22,9.4825,-6.6367,0.148,1.2977,-1.6256,-116.7122,-1.676,-0.3721,50.0055,5.9531,12.9151,16.8,13.2,24,3254,24,NA,NA,NA,NA,NA,NA,FALSE,-55.1,-12.1,-16.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",0,"2023-07-15T04:47:07.208Z","2023-07-15T04:47:11.369Z",TRUE,"pitch","e29e682f-e85a-49a6-8ae4-54e4a93a56d0",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.1899,1.5195,NA,128.82,206.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Strikeout","strikeout","Mickey Moniak strikes out swinging, catcher Martin Maldonado to first baseman Jose Abreu.",0,7,5,83,"bottom",9,"2023-07-15T04:46:58.723Z","2023-07-15T04:48:11.920Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,666160,"Mickey Moniak","/api/v1/people/666160","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.7,73.1,13,2,0.4744,6.3407,24.4514,-42.7778,7.5775,-7.8797,-0.3102,1.1916,-2.3607,-116.0462,-1.372,-0.2561,50.004,5.9153,10.1958,13.2,13.2,24,3329,24,NA,NA,NA,NA,NA,NA,FALSE,-57.7,-14.3,-13,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",2,"2023-07-15T04:46:37.337Z","2023-07-15T04:46:42.701Z",TRUE,"pitch","ec43c8b4-3849-4792-99f9-ffe779849f79",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,3,1,NA,NA,3.38,1.69,NA,118.32,147.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,7,5,82,"bottom",9,"2023-07-15T04:45:56.056Z","2023-07-15T04:46:42.701Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,621493,"Taylor Ward","/api/v1/people/621493","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90,83.3,2,2,0.416,6.3657,25.199,-28.3945,3.6734,2.1466,-0.0346,3.3751,-0.9345,-131.1824,-1.296,-0.1533,50.0021,5.9731,6.4648,12,7.2,24,2550,156,NA,NA,NA,NA,NA,NA,TRUE,-29.5,3.8,-6.5,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",1,"2023-07-15T04:46:21.720Z","2023-07-15T04:46:26.447Z",TRUE,"pitch","4c6b2084-7a24-4d5c-88bd-58c732135d6b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.3794,1.6852,NA,85.21,157.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,7,5,82,"bottom",9,"2023-07-15T04:45:56.056Z","2023-07-15T04:46:42.701Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,621493,"Taylor Ward","/api/v1/people/621493","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.6,83.2,12,2,0.4171,6.5415,24.3798,-29.9683,3.8774,1.2632,0.8339,3.0007,0.9038,-130.6956,-1.8838,-0.0195,50.0051,5.955,6.7912,13.2,7.2,24,2756,122,NA,NA,NA,NA,NA,NA,FALSE,-31.4,2.2,-7.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",0,"2023-07-15T04:46:03.952Z","2023-07-15T04:46:09.126Z",TRUE,"pitch","b2667be1-488c-4ff5-a723-9a4e01c827b3",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.3294,1.6626,NA,137.59,148.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Strikeout","strikeout","Taylor Ward strikes out swinging.",0,7,5,82,"bottom",9,"2023-07-15T04:45:56.056Z","2023-07-15T04:46:42.701Z",TRUE,FALSE,FALSE,TRUE,14,0,3,2,621493,"Taylor Ward","/api/v1/people/621493","R","Right",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",81,74,1,2,0.4663,6.2567,24.2902,-42.6503,8.2394,-7.51,-0.5403,3.328,-2.6415,-117.8808,2.7702,-0.4698,50.0044,6.1003,11.492,14.4,13.2,24,3157,38,NA,NA,NA,NA,NA,NA,FALSE,-54.5,-12.5,-14.2,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",5,"2023-07-15T04:45:35.379Z","2023-07-15T04:45:40.443Z",TRUE,"pitch","c290035d-19df-42bc-bd37-9a2c1049a36b",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",1,3,0,NA,NA,3.48,1.64,NA,139.03,129.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Shohei Ohtani strikes out on a foul tip.",0,7,5,81,"bottom",9,"2023-07-15T04:44:31.994Z","2023-07-15T04:45:40.443Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.4,11,2,0.3949,6.6305,28.3132,-13.9393,-0.6834,9.3381,-0.5779,4.0614,-0.6894,-138.249,-2.238,-0.2373,50.0005,5.8073,-1.3341,6,3.6,24,2574,197,NA,NA,NA,NA,NA,NA,TRUE,-13.4,16.7,1.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",4,"2023-07-15T04:45:14.339Z","2023-07-15T04:45:17.659Z",TRUE,"pitch","af45ced5-3dde-4441-9d38-e3e51d6f2004",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,0,NA,NA,3.4062,1.6126,NA,125.75,245.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Shohei Ohtani strikes out on a foul tip.",0,7,5,81,"bottom",9,"2023-07-15T04:44:31.994Z","2023-07-15T04:45:40.443Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.3,83.6,13,2,0.4166,6.4462,26.5501,-26.9718,-6.6148,2.969,-0.2296,-0.258,3.1609,-131.2512,-9.493,-0.587,50.0059,5.3996,-11.5973,20.4,7.2,24,1971,296,NA,NA,NA,NA,NA,NA,FALSE,-29.9,3.6,11.3,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717405,"2023-07-15",3,"2023-07-15T04:44:52.221Z","2023-07-15T04:44:56.458Z",TRUE,"pitch","aabcf340-e2f3-4293-b846-7bfe3e3baebd",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,0,NA,NA,3.48,1.64,NA,91.42,182.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"81","atBat","Strikeout","strikeout","Shohei Ohtani strikes out on a foul tip.",0,7,5,81,"bottom",9,"2023-07-15T04:44:31.994Z","2023-07-15T04:45:40.443Z",TRUE,FALSE,FALSE,TRUE,14,1,3,1,660271,"Shohei Ohtani","/api/v1/people/660271","L","Left",519151,"Ryan Pressly","/api/v1/people/519151","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Houston Astros",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.3,81.6,9,2,0.4246,6.338,24.6248,-24.9931,-5.8666,4.2547,0.6711,2.0708,4.6733,-128.5875,-4.2623,-0.4004,50.0056,5.6704,-9.9064,19.2,6,24,1767,150,NA,NA,NA,NA,NA,NA,FALSE,-27.7,7.1,9.7,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
