"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","base","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718271,"2023-05-07",1,"2023-05-07T20:55:58.857Z","2023-05-07T20:56:10.057Z",TRUE,"pitch","be89032c-6443-49f2-9ab2-74dfc361348e",2,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,0,1,NA,NA,3.1,1.5,NA,131.19,166.06,"line_drive","medium","9",189.08,124.13,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Single","single","Isaac Paredes singles on a line drive to right fielder Jake Bauers. Brandon Lowe scores.",1,7,8,89,"bottom",10,"2023-05-07T20:55:16.618Z","2023-05-07T20:56:10.057Z",TRUE,TRUE,FALSE,FALSE,60,1,0,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.7,90.3,1,0.9,0.3814,6.6564,32.7657,-15.5617,-9.6722,7.949,-0.3723,2.6934,6.1561,-143.5423,-5.1427,-1.2865,50.0014,5.4747,-20.2121,48,4.8,24,2128,212,72.6,15,149,NA,NA,NA,FALSE,-14.5,13.6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,670623,"Isaac Paredes","/api/v1/people/670623",NA,NA,NA,NA,NA,NA
718271,"2023-05-07",0,"2023-05-07T20:55:38.829Z","2023-05-07T20:55:41.829Z",TRUE,"pitch","013624e8-77aa-4438-a120-bc653eb2ae2a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1426,1.5327,NA,124.65,129.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Single","single","Isaac Paredes singles on a line drive to right fielder Jake Bauers. Brandon Lowe scores.",1,7,8,89,"bottom",10,"2023-05-07T20:55:16.618Z","2023-05-07T20:56:10.057Z",TRUE,TRUE,FALSE,FALSE,60,1,0,1,670623,"Isaac Paredes","/api/v1/people/670623","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.6,90.1,11,2,0.3814,6.6471,32.6802,-15.1226,-8.3677,8.16,-0.2006,4.055,5.9979,-143.511,-1.5747,-1.2287,50.0014,5.5511,-17.4823,45.6,4.8,24,2167,217,NA,NA,NA,NA,NA,NA,FALSE,-13.4,14.6,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718271,"2023-05-07",5,"2023-05-07T20:54:56.096Z","2023-05-07T20:55:08.982Z",TRUE,"pitch","e82a2901-7f5e-44ed-8a2b-61f76e18c5db",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,0,NA,NA,3.09,1.45,NA,144.58,134.82,"fly_ball","medium","8",141.39,102.91,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Harold Ramirez flies out to center fielder Harrison Bader.",0,7,7,88,"bottom",10,"2023-05-07T20:53:55.217Z","2023-05-07T20:55:08.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97.8,89.2,11,2,0.3849,6.611,33.0669,-11.7805,-8.3164,9.9509,-0.7236,3.8502,4.4956,-142.3543,-2.6835,-1.2438,50.0052,5.5522,-17.0491,52.8,3.6,24,2270,218,73.8,42,246,NA,NA,NA,TRUE,-10.9,17.6,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,664040,"Brandon Lowe","/api/v1/people/664040",NA,NA,NA
718271,"2023-05-07",4,"2023-05-07T20:54:32.422Z","2023-05-07T20:54:36.069Z",TRUE,"pitch","078317ba-8a5b-4fb3-a5b9-2370258ce79c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.0607,1.45,NA,99.83,237.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Harold Ramirez flies out to center fielder Harrison Bader.",0,7,7,88,"bottom",10,"2023-05-07T20:53:55.217Z","2023-05-07T20:55:08.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.3,82.6,14,0.9,0.4216,6.4988,26.2787,-26.9197,-0.2746,3.0681,0.4503,0.0447,5.3712,-129.7608,-8.4208,-1.6076,50.0011,5.3723,-0.4706,1.2,7.2,24,2289,184,NA,NA,NA,NA,NA,NA,FALSE,-30.4,4,-0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718271,"2023-05-07",3,"2023-05-07T20:54:13.519Z","2023-05-07T20:54:16.519Z",TRUE,"pitch","8178ab81-0b0b-4380-80b0-57e5d5ab55cb",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,0,NA,NA,3.09,1.45,NA,122.08,186.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Harold Ramirez flies out to center fielder Harrison Bader.",0,7,7,88,"bottom",10,"2023-05-07T20:53:55.217Z","2023-05-07T20:55:08.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,82,8,0.9,0.4227,6.5115,25.5583,-26.4647,-0.7931,3.3529,-0.1334,1.9258,4.2654,-129.3029,-4.0522,-1.6973,50.0023,5.5308,-1.3506,1.2,6,24,2269,187,NA,NA,NA,NA,NA,NA,FALSE,-29,5.4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718271,"2023-05-07",2,"2023-05-07T20:53:57.446Z","2023-05-07T20:54:02.096Z",TRUE,"pitch","e6a42a55-5014-4c62-bd05-10efcc9cd6c2",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.1116,1.45,NA,140.91,208.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Harold Ramirez flies out to center fielder Harrison Bader.",0,7,7,88,"bottom",10,"2023-05-07T20:53:55.217Z","2023-05-07T20:55:08.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.2,13,0.9,0.4273,6.3598,25.7632,-27.194,1.0001,2.9908,-0.6272,1.1353,2.5928,-128.0438,-5.6404,-1.7818,50.0033,5.4872,1.6647,4.8,7.2,24,2204,193,NA,NA,NA,NA,NA,NA,FALSE,-30.8,4.4,-2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718271,"2023-05-07",0,"2023-05-07T20:52:35.152Z","2023-05-07T20:52:53.538Z",FALSE,"action",NA,NA,"Pitching Change: Albert Abreu replaces Michael King.","Pitching Substitution",7,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,656061,"/api/v1/people/656061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"88","atBat","Flyout","field_out","Harold Ramirez flies out to center fielder Harrison Bader.",0,7,7,88,"bottom",10,"2023-05-07T20:53:55.217Z","2023-05-07T20:55:08.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718271,"2023-05-07",1,"2023-05-07T20:52:53.538Z","2023-05-07T20:53:57.446Z",FALSE,"action",NA,NA,"Brandon Lowe starts inning at 2nd base.","Runner Placed On Base",7,7,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,664040,"/api/v1/people/664040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"runner_placed",NA,NA,NA,NA,NA,NA,"88","atBat","Flyout","field_out","Harold Ramirez flies out to center fielder Harrison Bader.",0,7,7,88,"bottom",10,"2023-05-07T20:53:55.217Z","2023-05-07T20:55:08.982Z",TRUE,FALSE,FALSE,TRUE,0,2,1,1,623912,"Harold Ramírez","/api/v1/people/623912","R","Right",656061,"Albert Abreu","/api/v1/people/656061","R","Right","vs_RHP","vs_RHB","RISP",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Tampa Bay Rays","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718271,"2023-05-07",8,"2023-05-07T20:51:16.444Z","2023-05-07T20:51:19.444Z",TRUE,"pitch","215e7a24-8941-4792-8800-14b647eaef11",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,2,NA,NA,3.7,1.73,NA,112.38,184.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,7,7,87,"top",10,"2023-05-07T20:49:23.269Z","2023-05-07T20:51:19.444Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90.9,83.2,8,0.9,0.4149,6.3108,29.3033,-25.7488,10.7532,3.6414,0.1212,1.9948,-4.5066,-132.2399,-5.3896,0.4545,50.0013,5.9584,18.9632,33.6,7.2,24,1929,134,NA,NA,NA,NA,NA,NA,TRUE,-27.6,5.5,-18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718271,"2023-05-07",6,"2023-05-07T20:50:40.609Z","2023-05-07T20:50:43.703Z",TRUE,"pitch","1e2e601f-e116-43c7-9c2b-27c75e8a711e",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.8223,1.7934,NA,127.63,183.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Strikeout","strikeout","Anthony Rizzo strikes out swinging.",0,7,7,87,"top",10,"2023-05-07T20:49:23.269Z","2023-05-07T20:51:19.444Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,519203,"Anthony Rizzo","/api/v1/people/519203","L","Left",656222,"Jalen Beeks","/api/v1/people/656222","L","Left","vs_LHP","vs_LHB","Empty",NA,"Tampa Bay Rays",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Tampa Bay Rays",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",90,82.5,7,0.9,0.4186,6.3606,28.2427,-29.8051,10.429,1.3656,-0.2788,2.0374,-5.4742,-130.9591,-4.2653,0.4862,50.0009,5.9222,18.0715,28.8,8.4,24,1797,128,NA,NA,NA,NA,NA,NA,FALSE,-32.2,1.7,-17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
