"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745500,"2024-05-23",0,"2024-05-23T18:44:34.599Z","2024-05-23T18:44:37.720Z",TRUE,"pitch","bb60b09c-5590-4813-aef5-41d13527d4c1",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.4548,1.5915,NA,157.57,133.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Home Run","home_run","Matt Chapman homers (8) on a fly ball to center field. LaMonte Wade Jr. scores. Thairo Estrada scores.",3,5,6,62,"top",8,"2024-05-23T18:44:09.157Z","2024-05-23T18:45:59.545Z",TRUE,TRUE,FALSE,FALSE,38,1,2,0,656305,"Matt Chapman","/api/v1/people/656305","R","Right",676702,"Hunter Stratton","/api/v1/people/676702","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.3,76.3,11,0.9,0.4517,6.5564,23.7097,-30.6855,8.182,1.003,-1.0643,3.8907,-1.7982,-121.2499,1.497,-1.3762,50.0048,5.9428,12.1837,21.6,8.4,24,2762,77,NA,NA,NA,NA,NA,NA,FALSE,-37,2.4,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,527038,"Wilmer Flores","/api/v1/people/527038",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",1,"2024-05-23T18:43:53.942Z","2024-05-23T18:44:03.095Z",TRUE,"pitch","f6acb539-3144-429c-9ebb-5549fdcc20c3",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,0,0,NA,NA,3.39,1.64,NA,88.68,183.53,"line_drive","medium","8",128.6,85.75,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Thairo Estrada singles on a line drive to center fielder Ji Hwan Bae. LaMonte Wade Jr. to 2nd.",0,2,6,61,"top",8,"2024-05-23T18:43:20.682Z","2024-05-23T18:44:03.095Z",TRUE,FALSE,FALSE,FALSE,33,1,0,0,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",676702,"Hunter Stratton","/api/v1/people/676702","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.7,85.7,9,0.93,0.4071,6.5962,23.7095,-24.488,2.1772,4.1723,0.743,2.0461,4.4425,-133.5957,-5.3091,-1.2121,50.0008,5.7766,4.0087,10.8,6,24,2935,173,97.1,12,217,NA,NA,NA,FALSE,-25.2,6.8,-4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642731,"Thairo Estrada","/api/v1/people/642731",NA,NA,NA,664774,"LaMonte Wade Jr.","/api/v1/people/664774"
745500,"2024-05-23",0,"2024-05-23T18:43:38.973Z","2024-05-23T18:43:42.174Z",TRUE,"pitch","1cbca890-d678-47e3-9d5d-be84b75af2ae",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.3204,1.6553,NA,51.34,209.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Single","single","Thairo Estrada singles on a line drive to center fielder Ji Hwan Bae. LaMonte Wade Jr. to 2nd.",0,2,6,61,"top",8,"2024-05-23T18:43:20.682Z","2024-05-23T18:44:03.095Z",TRUE,FALSE,FALSE,FALSE,33,1,0,0,642731,"Thairo Estrada","/api/v1/people/642731","R","Right",676702,"Hunter Stratton","/api/v1/people/676702","R","Right","vs_RHP","vs_RHB","RISP",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",91.3,84.8,14,0.92,0.4107,6.7838,25.4454,-20.4773,1.2666,6.4783,1.7227,1.0673,7.1468,-132.7911,-8.0859,-1.156,50.0056,5.6137,2.2866,9.6,4.8,24,2596,186,NA,NA,NA,NA,NA,NA,FALSE,-22.2,10.3,-3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,642731,"Thairo Estrada","/api/v1/people/642731",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",0,"2024-05-23T18:43:03.474Z","2024-05-23T18:43:15.642Z",TRUE,"pitch","fc10951b-2ade-4c24-965c-0194990f9154",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,0,NA,NA,3.31,1.58,NA,109.78,192,"line_drive","hard","9",207.47,105.34,NA,NA,NA,NA,NA,NA,NA,NA,"60","atBat","Single","single","LaMonte Wade Jr. singles on a sharp line drive to right fielder Connor Joe.",0,2,6,60,"top",8,"2024-05-23T18:43:03.293Z","2024-05-23T18:43:15.642Z",TRUE,FALSE,FALSE,FALSE,33,0,0,0,664774,"LaMonte Wade Jr.","/api/v1/people/664774","L","Left",676702,"Hunter Stratton","/api/v1/people/676702","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants","Pittsburgh Pirates","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.8,87.6,8,0.9,0.3956,6.3457,28.14,-17.3911,-1.37,7.5952,0.1895,1.7325,4.221,-137.9924,-7.8808,-1.176,50.0013,5.7778,-2.6665,6,3.6,24,2513,207,102.1,19,307,NA,NA,NA,FALSE,-17.8,12.5,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",3,"2024-05-23T18:40:43.038Z","2024-05-23T18:40:50.973Z",TRUE,"pitch","10cae78a-2088-4ca6-ad82-4fd0c914420a",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,2,NA,NA,3.33,1.5,NA,133.66,220.73,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,6,59,"bottom",7,"2024-05-23T18:39:20.035Z","2024-05-23T18:40:50.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,79.3,13,0.76,0.4413,6.9676,24.3049,-41.4922,-0.5642,-5.9678,-0.437,0.6685,4.8396,-124.0216,-5.2475,-2.3386,50.0038,6.2643,-0.8813,0,10.8,24,2405,19,NA,NA,NA,NA,NA,NA,TRUE,-49.3,-11.8,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",1,"2024-05-23T18:39:53.491Z","2024-05-23T18:39:56.853Z",TRUE,"pitch","1629823d-e7ae-4e6c-ad88-564ad823b55a",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.33,1.5,NA,140.4,186.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,6,59,"bottom",7,"2024-05-23T18:39:20.035Z","2024-05-23T18:40:50.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.2,80.3,7,0.9,0.4345,6.6595,22.8332,-33.629,-0.0404,-0.9018,-0.6138,1.9306,3.6062,-125.5438,-4.1786,-2.0571,50.0031,6.3217,-0.0657,1.2,8.4,24,2174,26,NA,NA,NA,NA,NA,NA,FALSE,-38.8,-2.3,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",2,"2024-05-23T18:40:19.238Z","2024-05-23T18:40:24.238Z",FALSE,"no_pitch","184409df-0b51-4e08-b7e4-0f9175dfccd0",2,"Automatic Ball - Pitcher Pitch Timer Violation",NA,NA,NA,NA,FALSE,"VP",NA,FALSE,FALSE,TRUE,"VP","Automatic Ball - Pitcher Pitch Timer Violation",1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,6,59,"bottom",7,"2024-05-23T18:39:20.035Z","2024-05-23T18:40:50.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,"pitcher_pitch_timer","Pitcher Pitch Timer Violation",592426,"Luke Jackson",NA,NA,TRUE,FALSE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",0,"2024-05-23T18:39:36.104Z","2024-05-23T18:39:39.104Z",TRUE,"pitch","0172f75e-6b52-4e07-84ce-b9acc85fd9a6",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,2,NA,NA,3.33,1.5,NA,120.15,148.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59","atBat","Strikeout","strikeout","Nick Gonzales strikes out swinging.",0,2,6,59,"bottom",7,"2024-05-23T18:39:20.035Z","2024-05-23T18:40:50.973Z",TRUE,FALSE,FALSE,TRUE,14,1,3,3,693304,"Nick Gonzales","/api/v1/people/693304","R","Right",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.1,86.5,2,0.9,0.3992,7.0137,28.7014,-13.6409,-3.7073,9.7103,-0.0828,3.3442,6.6963,-136.9188,-5.5297,-2.0725,50.0054,6.3148,-7.0783,21.6,3.6,24,2284,196,NA,NA,NA,NA,NA,NA,FALSE,-14,16.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,664774,"LaMonte Wade Jr.","/api/v1/people/664774",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",1,"2024-05-23T18:39:00.226Z","2024-05-23T18:39:14.617Z",TRUE,"pitch","c2c76e26-be47-4de4-919e-720d60a5e95a",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.81,1.78,NA,96.98,172.84,"popup","medium","6",116.78,126.36,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Pop Out","field_out","Oneil Cruz pops out to shortstop Brett Wisely.",0,2,6,58,"bottom",7,"2024-05-23T18:38:20.612Z","2024-05-23T18:39:14.617Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,665833,"Oneil Cruz","/api/v1/people/665833","L","Left",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87,81.2,6,0.91,0.43,7.0769,22.8075,-35.6986,0.9842,-2.1417,0.5253,2.4423,6.2023,-126.7596,-2.8677,-2.0681,50.0012,6.4025,1.6206,3.6,8.4,24,2174,28,85.9,59,188,NA,NA,NA,TRUE,-40,-4.2,-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",0,"2024-05-23T18:38:43.825Z","2024-05-23T18:38:47.635Z",TRUE,"pitch","e9340dbe-71b9-4828-9e50-e5995d04396b",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,4.0618,1.8422,NA,133.79,178.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58","atBat","Pop Out","field_out","Oneil Cruz pops out to shortstop Brett Wisely.",0,2,6,58,"bottom",7,"2024-05-23T18:38:20.612Z","2024-05-23T18:39:14.617Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,665833,"Oneil Cruz","/api/v1/people/665833","L","Left",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.5,82,7,0.89,0.4241,6.6738,24.9652,-32.8817,0.151,-0.4131,-0.4404,2.2166,5.0524,-128.8119,-3.9194,-2.4412,50.006,6.2806,0.2557,2.4,8.4,24,2246,17,NA,NA,NA,NA,NA,NA,FALSE,-36.1,-1.3,-1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",1,"2024-05-23T18:38:08.332Z","2024-05-23T18:38:18.882Z",TRUE,"pitch","7de32d1a-983d-4606-a0f8-68d550a623c7",2,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,1,1,NA,NA,3.25,1.54,NA,92.4,160.82,"ground_ball","hard","8",132.53,120.86,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Connor Joe singles on a sharp ground ball to center fielder Luis Matos.",0,2,6,57,"bottom",7,"2024-05-23T18:37:20.780Z","2024-05-23T18:38:18.882Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,656582,"Connor Joe","/api/v1/people/656582","R","Right",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.4,3,0.9,0.3949,7.0589,29.9401,-11.6601,-4.7336,10.5241,0.6454,2.8872,7.3749,-138.5085,-7.3059,-1.4326,50.0058,6.3329,-9.2303,30,3.6,24,2336,200,102.7,5,113,NA,NA,NA,FALSE,-12.4,17.8,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",0,"2024-05-23T18:37:50.994Z","2024-05-23T18:37:53.994Z",TRUE,"pitch","92e76768-ce25-4a93-8ed5-54fafbcd1da1",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,1,NA,NA,3.25,1.54,NA,145.28,190.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57","atBat","Single","single","Connor Joe singles on a sharp ground ball to center fielder Luis Matos.",0,2,6,57,"bottom",7,"2024-05-23T18:37:20.780Z","2024-05-23T18:38:18.882Z",TRUE,FALSE,FALSE,FALSE,33,0,1,1,656582,"Connor Joe","/api/v1/people/656582","R","Right",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.9,81.3,7,0.89,0.4277,6.72,25.8992,-35.9343,-3.3234,-2.26,-0.7419,1.804,5.1326,-127.9724,-4.329,-2.3399,50.0054,6.3263,-5.525,7.2,9.6,24,2235,23,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-4.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",2,"2024-05-23T18:37:04.668Z","2024-05-23T18:37:29.810Z",TRUE,"pitch","f8a35370-098f-4d96-bc03-ef3e1ac397cc",3,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",1,1,1,NA,NA,3.07,1.48,NA,103.77,190.64,"fly_ball","medium","89",188.7,49.4,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Home Run","home_run","Bryan Reynolds homers (7) on a fly ball to right center field.",1,2,6,56,"bottom",7,"2024-05-23T18:36:07.549Z","2024-05-23T18:37:29.810Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.1,9,0.9,0.3961,6.9887,30.7416,-9.685,-3.5681,11.6093,0.347,1.7828,6.8428,-138.2744,-9.9878,-1.6957,50.0004,6.0907,-6.911,24,2.4,24,2239,206,104.7,32,401,NA,NA,NA,FALSE,-11.2,19.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",1,"2024-05-23T18:36:45.657Z","2024-05-23T18:36:48.750Z",TRUE,"pitch","3ba160d8-19b2-4ce8-a142-458e3c5f5a08",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,1,NA,NA,3.07,1.48,NA,121.74,173.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Home Run","home_run","Bryan Reynolds homers (7) on a fly ball to right center field.",1,2,6,56,"bottom",7,"2024-05-23T18:36:07.549Z","2024-05-23T18:37:29.810Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.2,78.4,5,0.68,0.4425,6.847,25.8985,-41.3269,-0.782,-5.905,-0.1243,2.4202,5.3772,-124.0081,-1.4686,-2.2236,50.0033,6.4825,-1.2129,0,10.8,24,2284,23,NA,NA,NA,NA,NA,NA,FALSE,-48.6,-10.8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",0,"2024-05-23T18:36:31.435Z","2024-05-23T18:36:35.784Z",TRUE,"pitch","b96e20ea-34d9-47c3-84a5-e9090f826f4f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,2.9591,1.472,NA,167.65,165.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56","atBat","Home Run","home_run","Bryan Reynolds homers (7) on a fly ball to right center field.",1,2,6,56,"bottom",7,"2024-05-23T18:36:07.549Z","2024-05-23T18:37:29.810Z",TRUE,TRUE,FALSE,FALSE,38,1,1,1,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",84.2,77.2,11,0.99,0.4482,6.6377,26.4178,-44.034,0.7671,-7.8605,-1.3287,2.7198,2.4663,-122.6435,0.2082,-2.4509,50.0035,6.4191,1.157,2.4,12,24,2367,25,NA,NA,NA,NA,NA,NA,FALSE,-52.7,-13.9,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",8,"2024-05-23T18:36:02.168Z","2024-05-23T18:36:06.323Z",TRUE,"pitch","003a3ab5-2565-4b2a-a293-c356628c3e2b",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,0,NA,NA,3.44,1.66,NA,119.86,198.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55","atBat","Strikeout","strikeout","Andrew McCutchen strikes out swinging.",0,2,5,55,"bottom",7,"2024-05-23T18:34:27.077Z","2024-05-23T18:36:06.323Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",592426,"Luke Jackson","/api/v1/people/592426","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.8,81.4,13,0.9,0.428,7.1121,25.2929,-35.4564,-1.9147,-1.9735,-0.075,1.4934,5.7085,-127.7625,-5.0486,-2.0855,50.0063,6.2686,-3.1799,3.6,8.4,24,2223,34,NA,NA,NA,NA,NA,NA,TRUE,-39.8,-4.4,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,656582,"Connor Joe","/api/v1/people/656582",NA,NA,NA,NA,NA,NA
