"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745500,"2024-05-23",3,"2024-05-23T19:22:49.861Z","2024-05-23T19:22:59.299Z",TRUE,"pitch","732c4670-d846-49c8-b8a6-d4690ed74777",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.25,1.54,NA,131.6,185.21,"popup","medium","3",163.57,202.38,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Connor Joe pops out to first baseman LaMonte Wade Jr. in foul territory.",0,7,6,78,"bottom",9,"2024-05-23T19:21:26.860Z","2024-05-23T19:22:59.299Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",80.7,73.7,7,2,0.4682,6.5832,21.0526,-40.1009,-3.3697,-5.7096,-0.383,1.9841,8.3853,-116.7767,10.1757,-3.5754,50.0045,1.3364,-4.6759,4.8,10.8,24,2001,330,75.4,72,103,NA,NA,NA,TRUE,-49.8,-7.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745500,"2024-05-23",2,"2024-05-23T19:22:30.072Z","2024-05-23T19:22:34.174Z",TRUE,"pitch","3da451da-16a3-4598-a5ed-8e2115fbfb2e",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.2384,1.5529,NA,127.21,200.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Connor Joe pops out to first baseman LaMonte Wade Jr. in foul territory.",0,7,6,78,"bottom",9,"2024-05-23T19:21:26.860Z","2024-05-23T19:22:59.299Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",74.1,67.2,13,2,0.511,6.0625,19.9195,-21.9281,2.9249,8.8234,-0.2679,1.4207,6.5342,-107.4832,5.5119,-3.7364,50.0028,1.265,3.3964,12,7.2,24,2494,128,NA,NA,NA,NA,NA,NA,FALSE,-32.5,18,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745500,"2024-05-23",1,"2024-05-23T19:22:10.083Z","2024-05-23T19:22:14.664Z",TRUE,"pitch","ad651f92-2e99-4a32-9ee3-5e9d7744ff52",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.2433,1.5176,NA,95.76,171.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Connor Joe pops out to first baseman LaMonte Wade Jr. in foul territory.",0,7,6,78,"bottom",9,"2024-05-23T19:21:26.860Z","2024-05-23T19:22:59.299Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",74,67.3,6,2,0.5117,6.2859,19.2757,-23.1634,5.1564,7.7752,0.5572,2.4866,7.2931,-107.2108,7.9306,-3.5642,50.0035,1.3273,5.975,18,8.4,24,2419,124,NA,NA,NA,NA,NA,NA,FALSE,-33.8,16.8,-11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745500,"2024-05-23",0,"2024-05-23T19:21:50.923Z","2024-05-23T19:21:54.090Z",TRUE,"pitch","391eb325-534d-4b20-9059-51e62d955767",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.2386,1.5128,NA,23.16,170.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78","atBat","Pop Out","field_out","Connor Joe pops out to first baseman LaMonte Wade Jr. in foul territory.",0,7,6,78,"bottom",9,"2024-05-23T19:21:26.860Z","2024-05-23T19:22:59.299Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,656582,"Connor Joe","/api/v1/people/656582","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",74.6,67.7,12,2,0.5096,6.2755,19.9116,-21.3493,4.267,9.2671,2.4619,2.5299,11.0224,-107.7613,7.5866,-3.2876,50.0022,1.3255,4.9829,19.2,7.2,24,2489,111,NA,NA,NA,NA,NA,NA,FALSE,-30.6,19.6,-10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745500,"2024-05-23",4,"2024-05-23T19:21:13.770Z","2024-05-23T19:21:22.496Z",TRUE,"pitch","be722e38-5e45-4202-b0e7-c6bf83eeec52",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.07,1.48,NA,138.78,183.91,"ground_ball","medium","7",101.15,114.5,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Bryan Reynolds singles on a ground ball to left fielder Heliot Ramos.",0,7,6,77,"bottom",9,"2024-05-23T19:19:40.498Z","2024-05-23T19:21:22.496Z",TRUE,FALSE,FALSE,TRUE,33,2,1,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",82.7,75.3,4,2,0.4574,6.0124,22.4704,-41.4495,-5.9631,-6.387,-0.5713,2.0322,8.9687,-119.6128,10.3496,-3.5898,50.0008,1.3625,-8.665,9.6,10.8,24,1962,337,91,4,87,NA,NA,NA,FALSE,-49.1,-8.8,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",3,"2024-05-23T19:20:55.666Z","2024-05-23T19:20:59.500Z",TRUE,"pitch","132f8005-bed5-4955-a14b-c2f8be3dc7ff",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0381,1.4901,NA,171.28,166.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Bryan Reynolds singles on a ground ball to left fielder Heliot Ramos.",0,7,6,77,"bottom",9,"2024-05-23T19:19:40.498Z","2024-05-23T19:21:22.496Z",TRUE,FALSE,FALSE,TRUE,33,2,1,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.5,76.3,11,2,0.452,6.1615,21.7194,-41.9011,-4.5281,-6.5272,-1.4241,2.6871,6.6613,-120.8146,11.7347,-3.6184,50.0021,1.4414,-6.7496,8.4,10.8,24,2013,334,NA,NA,NA,NA,NA,NA,FALSE,-48.4,-8.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",2,"2024-05-23T19:20:40.230Z","2024-05-23T19:20:43.365Z",TRUE,"pitch","11f16601-0fa7-4825-b231-55c62bd986a7",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0719,1.524,NA,100.66,142.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Bryan Reynolds singles on a ground ball to left fielder Heliot Ramos.",0,7,6,77,"bottom",9,"2024-05-23T19:19:40.498Z","2024-05-23T19:21:22.496Z",TRUE,FALSE,FALSE,TRUE,33,2,1,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",76.1,69.6,12,2,0.4964,6.2755,18.5025,-24.7312,3.364,6.0283,0.4287,3.5581,7.7087,-110.1084,10.2835,-3.5467,50.0029,1.4429,4.1544,13.2,7.2,24,2473,122,NA,NA,NA,NA,NA,NA,FALSE,-33.6,13.9,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",0,"2024-05-23T19:20:03.521Z","2024-05-23T19:20:10.113Z",TRUE,"pitch","b7c6bb7d-79b9-4826-9b9c-a89476ef4f7e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.0482,1.516,NA,134.37,178.44,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"77","atBat","Single","single","Bryan Reynolds singles on a ground ball to left fielder Heliot Ramos.",0,7,6,77,"bottom",9,"2024-05-23T19:19:40.498Z","2024-05-23T19:21:22.496Z",TRUE,FALSE,FALSE,TRUE,33,2,1,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",83.4,75.6,4,2,0.4547,6.4953,23.6542,-42.2959,-3.991,-6.8854,-0.4557,2.2349,8.5519,-120.5151,10.9527,-3.5335,50.0046,1.3682,-5.8664,6,10.8,24,1994,326,NA,NA,NA,NA,NA,NA,FALSE,-49.3,-9.4,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",1,"2024-05-23T19:20:32.040Z","2024-05-23T19:20:40.230Z",FALSE,"action",NA,NA,"Ji Hwan Bae caught stealing 2nd base, catcher Patrick Bailey to shortstop Marco Luciano.","Caught Stealing 2B",7,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,1,2,678225,"/api/v1/people/678225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"b7c6bb7d-79b9-4826-9b9c-a89476ef4f7e","caught_stealing_2b",NA,NA,NA,NA,NA,NA,"77","atBat","Single","single","Bryan Reynolds singles on a ground ball to left fielder Heliot Ramos.",0,7,6,77,"bottom",9,"2024-05-23T19:19:40.498Z","2024-05-23T19:21:22.496Z",TRUE,FALSE,FALSE,TRUE,33,2,1,2,668804,"Bryan Reynolds","/api/v1/people/668804","L","Left",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,FALSE,668804,"Bryan Reynolds","/api/v1/people/668804",NA,NA,NA,NA,NA,NA
745500,"2024-05-23",2,"2024-05-23T19:19:22.943Z","2024-05-23T19:19:34.584Z",TRUE,"pitch","5a39be7b-b89a-42a0-b253-fe977f2365bb",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,0,NA,NA,3.44,1.66,NA,106.73,196.99,"popup","medium","3",175.69,189.04,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Pop Out","field_out","Andrew McCutchen pops out to first baseman LaMonte Wade Jr. in foul territory.",0,7,6,76,"bottom",9,"2024-05-23T19:18:18.140Z","2024-05-23T19:19:34.584Z",TRUE,FALSE,FALSE,TRUE,0,0,2,1,457705,"Andrew McCutchen","/api/v1/people/457705","R","Right",643511,"Tyler Rogers","/api/v1/people/643511","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","San Francisco Giants",1,"Major League Baseball",NA,NA,104,"National League","Pittsburgh Pirates","San Francisco Giants","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",74.2,67.9,8,2,0.5083,6.2068,18.418,-22.4053,3.5447,8.3013,0.2694,1.5477,7.2273,-107.6964,6.1876,-3.5881,50.0009,1.1142,4.1696,14.4,7.2,24,2456,129,75.4,73,105,NA,NA,NA,TRUE,-32.8,17,-8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,678225,"Ji Hwan Bae","/api/v1/people/678225",NA,NA,NA,NA,NA,NA
