"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717734,"2023-06-17",0,"2023-06-17T22:42:11.262Z","2023-06-17T22:42:21.641Z",TRUE,"pitch","0bf0d805-0d31-464e-b28b-0bf01db820f4",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.26,1.56,NA,117.73,182.53,"fly_ball","medium","9",194.02,129.27,NA,NA,NA,NA,NA,NA,NA,NA,"74","atBat","Flyout","field_out","Victor Robles flies out to right fielder Jesus Sanchez.",0,5,2,74,"bottom",9,"2023-06-17T22:41:58.160Z","2023-06-17T22:42:21.641Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,645302,"Victor Robles","/api/v1/people/645302","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.6,8,0.9,0.3934,7.5625,31.8485,-18.3109,8.0351,7.0616,-0.0191,2.0834,-11.7266,-139.342,-5.3167,3.2035,50.0016,5.2293,15.7716,33.6,4.8,24,2280,118,94.3,57,243,NA,NA,NA,TRUE,-18.1,11.8,-12.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",4,"2023-06-17T22:41:44.017Z","2023-06-17T22:41:48.775Z",TRUE,"pitch","88c21583-3599-4892-97f7-516c60db61a6",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,1,2,NA,NA,3.294,1.5809,NA,114.3,213.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Riley Adams walks.",0,5,2,73,"bottom",9,"2023-06-17T22:40:23.923Z","2023-06-17T22:41:48.775Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,87.5,14,0.9,0.3936,7.7204,33.49,-16.5006,8.9043,8.0065,0.0709,0.9388,-11.9155,-139.5292,-8.7364,3.2542,50.0033,5.2138,17.4325,38.4,4.8,24,2250,123,NA,NA,NA,NA,NA,NA,FALSE,-17.3,12.6,-13.4,NA,NA,NA,FALSE,FALSE,656180,"Riley Adams","/api/v1/people/656180",NA,NA,NA,NA,NA,NA
717734,"2023-06-17",3,"2023-06-17T22:41:29.929Z","2023-06-17T22:41:33.263Z",TRUE,"pitch","4d423785-c899-4a74-a167-bce118e07f76",4,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,1,2,NA,NA,3.1996,1.5575,NA,130.73,185.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Riley Adams walks.",0,5,2,73,"bottom",9,"2023-06-17T22:40:23.923Z","2023-06-17T22:41:48.775Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,87,7,0.9,0.3961,7.5186,31.8175,-18.3083,7.6808,7.164,-0.3602,1.9585,-12.654,-138.4489,-5.623,3.2782,50.0006,5.2469,14.8626,31.2,4.8,24,2226,111,NA,NA,NA,NA,NA,NA,FALSE,-18.5,11.9,-11.2,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",2,"2023-06-17T22:41:12.192Z","2023-06-17T22:41:15.306Z",TRUE,"pitch","cfd7dcea-7b49-4bed-b250-83f0f60f9d56",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,2,NA,NA,3.2704,1.5575,NA,80.41,201.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Riley Adams walks.",0,5,2,73,"bottom",9,"2023-06-17T22:40:23.923Z","2023-06-17T22:41:48.775Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.5,86.9,14,0.9,0.3959,7.7686,32.2344,-15.9853,7.644,8.362,0.9599,1.3979,-9.089,-138.5742,-7.4123,3.296,50.0047,5.1843,14.8031,36,4.8,24,2395,116,NA,NA,NA,NA,NA,NA,FALSE,-16.6,13.7,-11.9,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",1,"2023-06-17T22:40:55.178Z","2023-06-17T22:40:58.257Z",TRUE,"pitch","bf04d450-2b18-48b0-97fb-d91de008a922",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2468,1.5575,NA,148.26,208.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Riley Adams walks.",0,5,2,73,"bottom",9,"2023-06-17T22:40:23.923Z","2023-06-17T22:41:48.775Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95,87.3,13,0.9,0.3973,7.8283,28.4759,-17.5185,8.5921,7.5992,-0.8201,1.1338,-14.2745,-137.504,-7.6823,3.3054,50.0018,5.1373,16.5692,36,4.8,24,2361,123,NA,NA,NA,NA,NA,NA,FALSE,-18.1,12.2,-12.8,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",0,"2023-06-17T22:40:39.970Z","2023-06-17T22:40:43.947Z",TRUE,"pitch","ec0328ac-87c9-4101-b7ed-3dc2bd1de13b",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.294,1.5106,NA,167.1,188.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Walk","walk","Riley Adams walks.",0,5,2,73,"bottom",9,"2023-06-17T22:40:23.923Z","2023-06-17T22:41:48.775Z",TRUE,FALSE,FALSE,FALSE,0,4,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",84.8,78.2,13,0.9,0.4446,7.7905,24.351,-30.1137,-3.8555,1.3371,-1.3143,1.875,-9.9505,-123.1603,-1.9609,3.278,50.0004,5.2272,-5.9229,14.4,8.4,24,2500,296,NA,NA,NA,NA,NA,NA,FALSE,-36,2.2,9.2,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",3,"2023-06-17T22:40:05.492Z","2023-06-17T22:40:12.778Z",TRUE,"pitch","9f12c9d5-e203-4f02-8df6-76b567506de9",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,1,NA,NA,3.19,1.53,NA,116.99,185.34,"fly_ball","medium","8",103.33,58.16,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Jonathan Davis.",0,5,2,72,"bottom",9,"2023-06-17T22:39:10.380Z","2023-06-17T22:40:12.778Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.9,89,8,0.91,0.3887,7.6237,29.8648,-14.9891,8.589,8.5324,2e-04,1.9793,-12.3205,-140.5469,-6.2917,3.3112,50.0019,5.2086,17.2979,42,4.8,24,2325,122,95.1,28,355,NA,NA,NA,TRUE,-14.8,14.4,-13.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",2,"2023-06-17T22:39:49.736Z","2023-06-17T22:39:53.478Z",TRUE,"pitch","81f04334-2320-4bbd-ba6e-6f3e4d188f1b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,1,NA,NA,3.1641,1.5512,NA,155.43,204.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Jonathan Davis.",0,5,2,72,"bottom",9,"2023-06-17T22:39:10.380Z","2023-06-17T22:40:12.778Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85,78,13,0.9,0.4447,7.6289,25.8415,-27.2154,-1.9436,3.2322,-1.0081,1.2637,-9.7657,-123.4309,-4.2276,3.2612,50.0028,5.3048,-2.982,9.6,7.2,24,2434,290,NA,NA,NA,NA,NA,NA,FALSE,-33.1,5,5.9,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",1,"2023-06-17T22:39:33.487Z","2023-06-17T22:39:36.886Z",TRUE,"pitch","61f31a7f-1c54-43d3-ba35-bb47944e55f3",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.0933,1.5044,NA,120.37,195.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Jonathan Davis.",0,5,2,72,"bottom",9,"2023-06-17T22:39:10.380Z","2023-06-17T22:40:12.778Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.1,87.6,8,0.9,0.3935,7.4359,31.4534,-15.0496,8.1883,8.7293,-0.0883,1.6103,-12.3253,-139.2173,-7.0731,3.3338,50.0001,5.1811,16.0594,38.4,4.8,24,2338,122,NA,NA,NA,NA,NA,NA,FALSE,-15.5,14.4,-12.2,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717734,"2023-06-17",0,"2023-06-17T22:39:18.854Z","2023-06-17T22:39:22.346Z",TRUE,"pitch","a86f40ed-4717-468e-b14a-ec3f5af90819",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3057,1.5278,NA,76.43,165.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Flyout","field_out","Dominic Smith flies out to center fielder Jonathan Davis.",0,5,2,72,"bottom",9,"2023-06-17T22:39:10.380Z","2023-06-17T22:40:12.778Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,642086,"Dominic Smith","/api/v1/people/642086","L","Left",640462,"A.J. Puk","/api/v1/people/640462","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.7,87.8,12,0.89,0.3931,7.5999,29.7809,-17.7751,8.9422,7.3135,1.0644,2.7265,-9.9687,-139.0875,-3.7745,3.5249,50.0038,5.2725,17.6072,39.6,4.8,24,2264,121,NA,NA,NA,NA,NA,NA,FALSE,-17.2,12.7,-14.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
