"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717097,"2023-08-07",4,"2023-08-08T01:09:15.383Z","2023-08-08T01:09:23.402Z",TRUE,"pitch","94c69b5f-ad31-4cb1-8df6-99b734f87e21",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,1,NA,NA,3.14,1.49,NA,144.81,181.99,"ground_ball","medium","4",143.57,156.92,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Luis Arraez grounds into a double play, second baseman Kevin Newman to shortstop Elly De La Cruz to first baseman Joey Votto. Jake Burger out at 2nd. Luis Arraez out at 1st.",0,2,5,68,"top",9,"2023-08-08T01:08:13.132Z","2023-08-08T01:09:23.402Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,650333,"Luis Arraez","/api/v1/people/650333","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.7,4,0.9,0.4291,7.6241,24.6846,-31.5823,3.9665,0.3547,-0.7295,2.1032,2.2317,-127.367,-0.456,-2.1305,50.0006,4.7692,6.5543,12,8.4,24,2757,104,96.1,-2,33,NA,NA,NA,TRUE,-34.8,0.7,-7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",3,"2023-08-08T01:08:48.564Z","2023-08-08T01:08:52.925Z",TRUE,"pitch","bc814edc-4160-47fd-8995-91ea112c84c7",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.14,1.49,NA,105.88,186.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Luis Arraez grounds into a double play, second baseman Kevin Newman to shortstop Elly De La Cruz to first baseman Joey Votto. Jake Burger out at 2nd. Luis Arraez out at 1st.",0,2,5,68,"top",9,"2023-08-08T01:08:13.132Z","2023-08-08T01:09:23.402Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,650333,"Luis Arraez","/api/v1/people/650333","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,85.7,9,0.88,0.4044,7.759,25.9527,-19.5508,-6.2381,6.7752,0.2917,1.9303,8.216,-134.8217,-3.3393,-1.9676,50.0037,4.5446,-11.6252,26.4,4.8,24,2443,236,NA,NA,NA,NA,NA,NA,FALSE,-19.7,11.9,9.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",2,"2023-08-08T01:08:30.205Z","2023-08-08T01:08:37.188Z",TRUE,"pitch","ecaaf5d6-0b3f-4071-a12e-6590d98bb63d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.1415,1.5456,NA,169.94,196.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Luis Arraez grounds into a double play, second baseman Kevin Newman to shortstop Elly De La Cruz to first baseman Joey Votto. Jake Burger out at 2nd. Luis Arraez out at 1st.",0,2,5,68,"top",9,"2023-08-08T01:08:13.132Z","2023-08-08T01:09:23.402Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,650333,"Luis Arraez","/api/v1/people/650333","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,85.9,13,0.86,0.4036,7.7512,25.7658,-22.7235,-6.9139,5.0526,-1.3888,1.5773,4.711,-135.0195,-3.4753,-2.2463,50.0036,4.4557,-12.9344,27.6,6,24,2384,241,NA,NA,NA,NA,NA,NA,FALSE,-22.7,8.8,11.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",1,"2023-08-08T01:08:15.458Z","2023-08-08T01:08:19.557Z",TRUE,"pitch","2d77a9cf-11aa-4401-8a22-781e27e925ff",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4259,1.5257,NA,143.03,149.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"68","atBat","Grounded Into DP","grounded_into_double_play","Luis Arraez grounds into a double play, second baseman Kevin Newman to shortstop Elly De La Cruz to first baseman Joey Votto. Jake Burger out at 2nd. Luis Arraez out at 1st.",0,2,5,68,"top",9,"2023-08-08T01:08:13.132Z","2023-08-08T01:09:23.402Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,650333,"Luis Arraez","/api/v1/people/650333","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.4,87.1,1,0.89,0.3966,7.7102,27.097,-23.3933,-5.9015,4.5356,-0.6829,3.2912,6.0561,-137.4735,0.534,-2.1353,50.004,4.6678,-11.4304,24,4.8,24,2492,232,NA,NA,NA,NA,NA,NA,FALSE,-21.8,8.5,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",0,"2023-08-08T01:07:57.245Z","2023-08-08T01:08:15.458Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Luis Arraez replaces Yuli Gurriel.","Offensive Substitution",2,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,650333,"/api/v1/people/650333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","68","atBat","Grounded Into DP","grounded_into_double_play","Luis Arraez grounds into a double play, second baseman Kevin Newman to shortstop Elly De La Cruz to first baseman Joey Votto. Jake Burger out at 2nd. Luis Arraez out at 1st.",0,2,5,68,"top",9,"2023-08-08T01:08:13.132Z","2023-08-08T01:09:23.402Z",TRUE,FALSE,FALSE,TRUE,24,1,2,3,650333,"Luis Arraez","/api/v1/people/650333","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,493329,"/api/v1/people/493329",TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",6,"2023-08-08T01:07:33.166Z","2023-08-08T01:07:40.580Z",TRUE,"pitch","300bc560-2281-4f13-8ab9-2c2cd8d84618",6,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,3,0,NA,NA,3.49,1.68,NA,148.75,203.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jesus Sanchez strikes out on a foul tip.",0,2,5,67,"top",9,"2023-08-08T01:05:54.899Z","2023-08-08T01:07:40.580Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,82.6,13,0.9,0.4228,7.6652,21.22,-31.3993,3.5036,0.4566,-0.8328,1.2904,2.6094,-128.4979,-2.3978,-2.3093,50.0051,4.6237,5.9866,10.8,7.2,24,2734,115,NA,NA,NA,NA,NA,NA,TRUE,-34,0.6,-6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,669394,"Jake Burger","/api/v1/people/669394",650559,"Bryan De La Cruz","/api/v1/people/650559",NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",5,"2023-08-08T01:07:10.509Z","2023-08-08T01:07:13.716Z",TRUE,"pitch","d6045bef-ef3e-4f7d-a712-9c8f8a84f94d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,0,NA,NA,3.49,1.68,NA,115.44,198.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jesus Sanchez strikes out on a foul tip.",0,2,5,67,"top",9,"2023-08-08T01:05:54.899Z","2023-08-08T01:07:40.580Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.4,80.9,14,0.9,0.4289,7.683,24.2014,-29.137,0.8577,1.8343,0.0409,1.5006,4.8706,-127.3192,-2.2124,-2.0021,50.0025,4.6687,1.4181,4.8,7.2,24,2703,107,NA,NA,NA,NA,NA,NA,FALSE,-32.4,3.1,-2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",4,"2023-08-08T01:06:51.792Z","2023-08-08T01:06:57.551Z",TRUE,"pitch","fc85cbb0-01ad-40b6-aac3-3dccb09b86b4",4,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",2,2,0,NA,NA,3.49,1.68,NA,137.67,195.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jesus Sanchez strikes out on a foul tip.",0,2,5,67,"top",9,"2023-08-08T01:05:54.899Z","2023-08-08T01:07:40.580Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.1,82,7,0.89,0.4243,7.7555,22.8815,-29.1039,-0.1007,1.8094,-0.5423,1.5863,4.564,-128.3815,-2.0745,-2.3189,50.0011,4.6376,-0.1716,1.2,7.2,24,2709,136,NA,NA,NA,NA,NA,NA,FALSE,-31.7,3.1,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",3,"2023-08-08T01:06:33.609Z","2023-08-08T01:06:38.306Z",TRUE,"pitch","7bd22c76-77f2-4902-b805-b271093aaaa3",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.4975,1.6251,NA,168.9,149.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jesus Sanchez strikes out on a foul tip.",0,2,5,67,"top",9,"2023-08-08T01:05:54.899Z","2023-08-08T01:07:40.580Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.6,86.5,11,0.88,0.3997,7.6912,26.3581,-21.5696,-4.7144,5.5592,-1.3616,3.3134,3.9183,-136.3617,0.4533,-2.1956,50.0032,4.6182,-8.9934,21.6,4.8,24,2592,227,NA,NA,NA,NA,NA,NA,FALSE,-20.5,10.3,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717097,"2023-08-07",2,"2023-08-08T01:06:15.416Z","2023-08-08T01:06:18.826Z",TRUE,"pitch","fe550db4-099e-45d9-9c50-0ba89a9071ef",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.4975,1.6515,NA,152.56,131.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"67","atBat","Strikeout","strikeout","Jesus Sanchez strikes out on a foul tip.",0,2,5,67,"top",9,"2023-08-08T01:05:54.899Z","2023-08-08T01:07:40.580Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","RISP",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.2,87.7,11,0.9,0.3935,7.5847,28.2042,-19.8043,-3.9546,6.2888,-0.9328,3.973,4.8786,-138.689,1.6019,-2.1929,50.0028,4.7006,-7.7789,19.2,4.8,24,2588,228,NA,NA,NA,NA,NA,NA,FALSE,-18,11.9,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
