"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","details.disengagementNum","base","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
717541,"2023-07-01",3,"2023-07-01T22:25:17.306Z","2023-07-01T22:25:24.288Z",TRUE,"pitch","9a4ef7be-4772-42fe-b31d-8f0ce4a85c39",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,2,NA,NA,3.36,1.62,NA,109.97,199.15,"ground_ball","medium","3",159.81,169.88,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Donovan Solano to pitcher Jhoan Duran.",0,1,0,64,"bottom",9,"2023-07-01T22:24:33.140Z","2023-07-01T22:25:24.288Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",86.9,80.6,14,2,0.4325,6.2956,25.1668,-41.5481,1.4428,-5.7691,0.1843,1.4678,5.3101,-126.5207,-3.1087,-2.1268,50.0028,6.0334,2.3436,4.8,10.8,24,2716,46,90.7,-11,8,NA,NA,NA,TRUE,-47,-10.9,-3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",2,"2023-07-01T22:24:55.095Z","2023-07-01T22:24:59.451Z",TRUE,"pitch","06a80320-1956-45ab-9755-f6b7f7269b22",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,2,NA,NA,3.36,1.62,NA,107.21,195.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Donovan Solano to pitcher Jhoan Duran.",0,1,0,64,"bottom",9,"2023-07-01T22:24:33.140Z","2023-07-01T22:25:24.288Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,"rgba(153, 171, 0, 1.0)","KC","Knuckle Curve",85.2,78.9,8,2,0.4418,6.3963,24.8161,-40.9706,1.1853,-5.6483,0.2568,1.6106,5.6891,-123.9862,-2.5662,-2.2217,50.0042,6.0784,1.8449,3.6,10.8,24,2682,45,NA,NA,NA,NA,NA,NA,FALSE,-48.2,-10.6,-3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",1,"2023-07-01T22:24:35.540Z","2023-07-01T22:24:39.426Z",TRUE,"pitch","3d880eaa-5ef6-410b-aedb-eda126ad2ac3",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3321,1.6176,NA,130.61,140.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Donovan Solano to pitcher Jhoan Duran.",0,1,0,64,"bottom",9,"2023-07-01T22:24:33.140Z","2023-07-01T22:25:24.288Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",101.1,92.2,11,2,0.3727,6.2462,35.5695,-14.5175,-5.7044,8.0762,-0.357,3.6483,7.3907,-147.0677,-4.2931,-2.1639,50.001,5.9909,-12.4689,34.8,3.6,24,2095,226,NA,NA,NA,NA,NA,NA,FALSE,-13,13.9,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",0,"2023-07-01T22:23:44.488Z","2023-07-01T22:24:35.540Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"64","atBat","Groundout","field_out","Ryan O'Hearn grounds out, first baseman Donovan Solano to pitcher Jhoan Duran.",0,1,0,64,"bottom",9,"2023-07-01T22:24:33.140Z","2023-07-01T22:25:24.288Z",TRUE,FALSE,FALSE,TRUE,0,1,1,3,656811,"Ryan O'Hearn","/api/v1/people/656811","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",4,"2023-07-01T22:23:02.969Z","2023-07-01T22:23:16.709Z",TRUE,"pitch","d47a4c93-e6ec-4a7b-a419-bc8ddc84a274",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.36,1.65,NA,108.47,211.81,"fly_ball","medium","9",215.27,115.42,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Anthony Santander flies out to right fielder Max Kepler in foul territory.",0,1,0,63,"bottom",9,"2023-07-01T22:19:58.865Z","2023-07-01T22:23:16.709Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",95.6,87.5,14,2,0.3954,6.6813,31.7605,-25.7498,-7.751,3.3039,0.2238,0.9987,9.0782,-138.6676,-8.5946,-2.0894,50.0007,5.8633,-15.0545,25.2,6,24,1610,224,87.1,27,302,NA,NA,NA,TRUE,-25.9,4.3,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,622761,"Jorge Mateo","/api/v1/people/622761"
717541,"2023-07-01",2,"2023-07-01T22:20:01.262Z","2023-07-01T22:20:07.732Z",TRUE,"pitch","671d56f0-7a55-4b28-9daa-e9592d3d10b1",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.3574,1.6476,NA,119.41,167.76,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Anthony Santander flies out to right fielder Max Kepler in foul territory.",0,1,0,63,"bottom",9,"2023-07-01T22:19:58.865Z","2023-07-01T22:23:16.709Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",100.3,91.5,5,2,0.3762,6.4127,35.0259,-13.4239,-5.0245,8.7369,-0.0633,2.6305,7.9242,-145.7487,-7.2127,-2.1675,50.0035,5.9521,-10.7845,30,3.6,24,2000,224,NA,NA,NA,NA,NA,NA,FALSE,-12.8,14.5,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",0,"2023-07-01T22:19:21.797Z","2023-07-01T22:19:35.748Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Anthony Santander flies out to right fielder Max Kepler in foul territory.",0,1,0,63,"bottom",9,"2023-07-01T22:19:58.865Z","2023-07-01T22:23:16.709Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",1,"2023-07-01T22:19:35.748Z","2023-07-01T22:20:01.262Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-runner Jorge Mateo replaces Adley Rutschman.","Offensive Substitution",1,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,622761,"/api/v1/people/622761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"12","Pinch Runner","Runner","PR","201","63","atBat","Flyout","field_out","Anthony Santander flies out to right fielder Max Kepler in foul territory.",0,1,0,63,"bottom",9,"2023-07-01T22:19:58.865Z","2023-07-01T22:23:16.709Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,668939,"/api/v1/people/668939",NA,NA,1,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",3,"2023-07-01T22:20:16.230Z","2023-07-01T22:23:02.969Z",FALSE,"action",NA,NA,"Orioles challenged (tag play), call on the field was overturned: Jorge Mateo steals (22) 2nd base.","Stolen Base 2B",1,0,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,0,1,1,622761,"/api/v1/people/622761",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"671d56f0-7a55-4b28-9daa-e9592d3d10b1","stolen_base_2b",NA,NA,NA,NA,NA,NA,"63","atBat","Flyout","field_out","Anthony Santander flies out to right fielder Max Kepler in foul territory.",0,1,0,63,"bottom",9,"2023-07-01T22:19:58.865Z","2023-07-01T22:23:16.709Z",TRUE,FALSE,FALSE,TRUE,0,0,1,2,623993,"Anthony Santander","/api/v1/people/623993","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","RISP",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,"MA",110,TRUE,FALSE,NA,NA,NA,NA,NA,NA
717541,"2023-07-01",0,"2023-07-01T22:18:48.081Z","2023-07-01T22:18:55.989Z",TRUE,"pitch","47da234c-acd9-4f4b-975a-9ec77603a624",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.35,1.63,NA,130.76,181.15,"ground_ball","soft","5",109.82,177.8,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Single","single","Adley Rutschman singles on a soft ground ball to third baseman Willi Castro.",0,1,0,62,"bottom",9,"2023-07-01T22:18:31.921Z","2023-07-01T22:18:55.989Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,668939,"Adley Rutschman","/api/v1/people/668939","L","Left",661395,"Jhoan Duran","/api/v1/people/661395","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Minnesota Twins",1,"Major League Baseball",NA,NA,103,"American League","Baltimore Orioles","Minnesota Twins","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",98,89.8,7,2,0.3844,6.4607,33.1435,-31.3,-6.226,0.4232,-0.361,2.1344,6.454,-142.5426,-4.9838,-1.847,50.0001,5.8845,-12.7941,19.2,7.2,24,1775,224,46,-62,1,NA,NA,NA,FALSE,-28.6,-0.1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,668939,"Adley Rutschman","/api/v1/people/668939",NA,NA,NA
