"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","base","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
716771,"2023-09-01",2,"2023-09-02T02:23:16.404Z","2023-09-02T02:23:24.661Z",TRUE,"pitch","023744ba-43f8-4de1-90f7-fd98583a2576",3,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",0,3,2,NA,NA,3.26,1.6,NA,172.58,232.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging, catcher Nick Fortes to first baseman Yuli Gurriel.",0,8,5,88,"bottom",11,"2023-09-02T02:22:37.026Z","2023-09-02T02:23:24.661Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.8,84.5,13,0.85,0.4137,6.5274,25.7682,-29.815,-3.2956,1.3262,-1.458,0.2308,-8.7174,-131.9475,-6.5951,2.3054,50.0047,4.9347,-5.8597,13.2,7.2,24,2767,247,NA,NA,NA,NA,NA,NA,TRUE,-31.8,1.2,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",1,"2023-09-02T02:22:57.975Z","2023-09-02T02:23:01.767Z",TRUE,"pitch","87e80262-0d98-46a0-95fd-65b3eb80f30b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.236,1.5062,NA,143.45,191.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging, catcher Nick Fortes to first baseman Yuli Gurriel.",0,8,5,88,"bottom",11,"2023-09-02T02:22:37.026Z","2023-09-02T02:23:24.661Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91.2,84.7,7,0.9,0.411,6.3121,25.977,-33.4652,-3.6751,-0.7135,-0.6938,1.7475,-6.4919,-132.8134,-2.6404,2.251,50.005,5.166,-6.6264,13.2,8.4,24,2841,259,NA,NA,NA,NA,NA,NA,FALSE,-34.2,-1.7,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",0,"2023-09-02T02:22:41.091Z","2023-09-02T02:22:45.667Z",TRUE,"pitch","7e804050-1c87-40ea-b0d2-ef8d8d66cfe8",1,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",0,1,2,NA,NA,3.26,1.6,NA,139.82,191.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Strikeout","strikeout","Dominic Smith strikes out swinging, catcher Nick Fortes to first baseman Yuli Gurriel.",0,8,5,88,"bottom",11,"2023-09-02T02:22:37.026Z","2023-09-02T02:23:24.661Z",TRUE,FALSE,FALSE,TRUE,14,0,3,3,642086,"Dominic Smith","/api/v1/people/642086","L","Left",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_LHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",97.4,89.2,7,0.9,0.387,6.507,31.5582,-10.0739,4.1402,10.8877,-0.5986,1.7619,-8.8682,-141.419,-7.774,2.0369,50.0048,5.1889,8.4058,28.8,2.4,24,2529,155,NA,NA,NA,NA,NA,NA,FALSE,-10.6,18.2,-5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",4,"2023-09-02T02:22:01.450Z","2023-09-02T02:22:13.878Z",TRUE,"pitch","037ec7c9-00b3-492d-a9d0-679fad098575",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,1,NA,NA,3.4,1.63,NA,120.24,190.39,"line_drive","hard","8",123.13,46.42,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Lineout","field_out","Riley Adams lines out sharply to center fielder Jazz Chisholm Jr.",0,8,5,87,"bottom",11,"2023-09-02T02:21:27.987Z","2023-09-02T02:22:13.878Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",90.6,84.2,8,0.9,0.4135,6.2418,25.2883,-33.8524,-3.1371,-0.9381,-0.0849,1.7924,-5.2838,-131.9235,-2.3293,2.3436,50.0059,5.1564,-5.5887,10.8,8.4,24,2632,258,109.2,15,379,NA,NA,NA,TRUE,-35,-1.9,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666198,"Carter Kieboom","/api/v1/people/666198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",3,"2023-09-02T02:21:45.505Z","2023-09-02T02:21:48.623Z",TRUE,"pitch","d95274ab-7b6f-412a-ba9e-2f872318ff79",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,1,1,NA,NA,3.4,1.63,NA,100.18,153.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Lineout","field_out","Riley Adams lines out sharply to center fielder Jazz Chisholm Jr.",0,8,5,87,"bottom",11,"2023-09-02T02:21:27.987Z","2023-09-02T02:22:13.878Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.7,88.8,3,0.9,0.3881,6.5088,29.9452,-11.2587,4.5795,10.3534,0.4413,3.151,-7.1177,-140.7645,-3.7874,2.3999,50.0041,5.2351,9.2532,32.4,2.4,24,2606,147,NA,NA,NA,NA,NA,NA,FALSE,-10.8,18.2,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666198,"Carter Kieboom","/api/v1/people/666198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",2,"2023-09-02T02:21:30.394Z","2023-09-02T02:21:33.996Z",TRUE,"pitch","b0716ecf-0acb-4f27-ad21-3639e09249b8",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3294,1.5827,NA,78.46,165.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87","atBat","Lineout","field_out","Riley Adams lines out sharply to center fielder Jazz Chisholm Jr.",0,8,5,87,"bottom",11,"2023-09-02T02:21:27.987Z","2023-09-02T02:22:13.878Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.8,89,12,0.9,0.3878,6.223,29.9274,-11.4723,4.1586,10.2295,1.011,2.7307,-5.3573,-140.8609,-4.9427,2.391,50.0003,5.2405,8.414,30,2.4,24,2604,146,NA,NA,NA,NA,NA,NA,FALSE,-11.3,17.8,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666198,"Carter Kieboom","/api/v1/people/666198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",0,"2023-09-02T02:20:54.020Z","2023-09-02T02:21:00.390Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Riley Adams replaces Jake Alu.","Offensive Substitution",8,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,656180,"/api/v1/people/656180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","701","87","atBat","Lineout","field_out","Riley Adams lines out sharply to center fielder Jazz Chisholm Jr.",0,8,5,87,"bottom",11,"2023-09-02T02:21:27.987Z","2023-09-02T02:22:13.878Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,666906,"/api/v1/people/666906",TRUE,FALSE,666198,"Carter Kieboom","/api/v1/people/666198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",1,"2023-09-02T02:21:00.390Z","2023-09-02T02:21:30.394Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",8,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"87","atBat","Lineout","field_out","Riley Adams lines out sharply to center fielder Jazz Chisholm Jr.",0,8,5,87,"bottom",11,"2023-09-02T02:21:27.987Z","2023-09-02T02:22:13.878Z",TRUE,FALSE,FALSE,TRUE,0,1,1,2,656180,"Riley Adams","/api/v1/people/656180","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666198,"Carter Kieboom","/api/v1/people/666198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",0,"2023-09-02T02:19:59.572Z","2023-09-02T02:20:11.026Z",TRUE,"pitch","ef87784a-6ccc-4d21-a354-ca7e4746805c",1,"In play, run(s)",NA,NA,NA,NA,FALSE,"E","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"E","In play, run(s)",0,0,1,NA,NA,3.45,1.59,NA,125.94,171.52,"ground_ball","medium","9",167,120,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Single","single","Carter Kieboom singles on a ground ball to right fielder Garrett Hampson. Keibert Ruiz scores.",1,8,5,86,"bottom",11,"2023-09-02T02:19:48.015Z","2023-09-02T02:20:11.026Z",TRUE,TRUE,FALSE,FALSE,33,0,0,1,666198,"Carter Kieboom","/api/v1/people/666198","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.6,82.2,5,0.89,0.4228,6.1719,23.8548,-27.7422,-2.8759,2.5972,-0.2346,2.4911,-6.0841,-128.9794,-1.2142,2.5173,50.0013,5.0842,-4.9003,12,7.2,24,2590,245,78.4,1,52,NA,NA,NA,FALSE,-29.8,4.7,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,666198,"Carter Kieboom","/api/v1/people/666198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716771,"2023-09-01",9,"2023-09-02T02:19:22.950Z","2023-09-02T02:19:30.640Z",TRUE,"pitch","47cd04d6-fafe-4a98-b4a0-80362676230a",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,0,NA,NA,3.32,1.61,NA,116.79,178.58,"ground_ball","medium","5",102.45,170.39,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alex Call grounds out, third baseman Jon Berti to first baseman Yuli Gurriel.",0,8,4,85,"bottom",11,"2023-09-02T02:17:38.141Z","2023-09-02T02:19:30.640Z",TRUE,FALSE,FALSE,TRUE,0,2,2,1,669743,"Alex Call","/api/v1/people/669743","R","Right",656945,"Tanner Scott","/api/v1/people/656945","L","Left","vs_LHP","vs_RHB","RISP",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","Miami Marlins",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,81.7,5,0.9,0.4263,6.1809,22.5052,-29.9136,-2.9689,1.3455,0.0054,2.2298,-5.4686,-127.7428,-1.4098,2.5468,50.0028,5.1072,-4.9803,10.8,7.2,24,2666,247,83.5,-12,11,NA,NA,NA,TRUE,-32.8,2.4,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,666198,"Carter Kieboom","/api/v1/people/666198",660688,"Keibert Ruiz","/api/v1/people/660688",NA,NA,NA,NA,NA,NA,NA
