"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746979,"2024-04-13",4,"2024-04-13T22:38:39.878Z","2024-04-13T22:38:47.934Z",TRUE,"pitch","e943e92a-794a-4356-a8eb-8e2c2a97cee1",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.48,1.65,NA,133.22,182.69,"ground_ball","medium","6",112.47,154.12,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop David Hamilton to second baseman Pablo Reyes to first baseman Triston Casas. Logan O'Hoppe out at 2nd. Zach Neto out at 1st.",0,2,7,72,"top",9,"2024-04-13T22:36:03.712Z","2024-04-13T22:38:47.934Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.4,82.1,7,0.94,0.4215,6.8333,25.7978,-25.1252,11.1603,4.116,-0.4254,2.0775,-11.9692,-129.6943,-3.6105,2.788,50.0027,5.3925,19.1121,33.6,7.2,24,1987,125,88.6,-18,7,NA,NA,NA,TRUE,-27.5,6.8,-17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746979,"2024-04-13",3,"2024-04-13T22:38:14.898Z","2024-04-13T22:38:18.415Z",TRUE,"pitch","df783dba-a8be-47ce-8c12-a6faf31deb68",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,1,NA,NA,3.309,1.65,NA,152.1,230.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop David Hamilton to second baseman Pablo Reyes to first baseman Triston Casas. Logan O'Hoppe out at 2nd. Zach Neto out at 1st.",0,2,7,72,"top",9,"2024-04-13T22:36:03.712Z","2024-04-13T22:38:47.934Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",87.1,81.1,13,0.9,0.4313,6.4373,22.3864,-25.2504,8.2751,4.2262,-0.9209,0.3176,-11.6133,-126.3151,-7.705,2.632,50.0035,5.3969,13.559,24,7.2,24,1122,115,NA,NA,NA,NA,NA,NA,FALSE,-29.6,6.2,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746979,"2024-04-13",2,"2024-04-13T22:37:08.115Z","2024-04-13T22:37:14.963Z",TRUE,"pitch","8fb33e61-5428-47e2-ab09-fcde998ae669",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.48,1.65,NA,106.76,191.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop David Hamilton to second baseman Pablo Reyes to first baseman Triston Casas. Logan O'Hoppe out at 2nd. Zach Neto out at 1st.",0,2,7,72,"top",9,"2024-04-13T22:36:03.712Z","2024-04-13T22:38:47.934Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",85.3,77.6,8,0.91,0.4436,6.9063,26.7166,-25.844,8.079,4.1032,0.2686,1.762,-8.9977,-123.8811,-3.6013,2.9127,50.0003,5.4157,12.4494,21.6,7.2,24,1189,110,NA,NA,NA,NA,NA,NA,FALSE,-31.2,6.7,-12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746979,"2024-04-13",1,"2024-04-13T22:36:54.114Z","2024-04-13T22:36:58.069Z",TRUE,"pitch","44eb5ef6-ab76-48a5-b799-8e95929e048b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5315,1.7558,NA,158.05,173.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop David Hamilton to second baseman Pablo Reyes to first baseman Triston Casas. Logan O'Hoppe out at 2nd. Zach Neto out at 1st.",0,2,7,72,"top",9,"2024-04-13T22:36:03.712Z","2024-04-13T22:38:47.934Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.3,82.3,13,0.79,0.4192,6.7727,28.3519,-29.42,10.3054,1.5908,-1.0769,2.4209,-13.0978,-130.802,-2.1503,2.6634,50.0005,5.466,17.8033,26.4,8.4,24,1963,127,NA,NA,NA,NA,NA,NA,FALSE,-31.3,2.6,-15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746979,"2024-04-13",0,"2024-04-13T22:36:37.403Z","2024-04-13T22:36:40.699Z",TRUE,"pitch","1e200921-1f24-4487-a74b-177f78b53cde",1,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,1,1,NA,NA,3.48,1.65,NA,99.22,177.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Grounded Into DP","grounded_into_double_play","Zach Neto grounds into a double play, shortstop David Hamilton to second baseman Pablo Reyes to first baseman Triston Casas. Logan O'Hoppe out at 2nd. Zach Neto out at 1st.",0,2,7,72,"top",9,"2024-04-13T22:36:03.712Z","2024-04-13T22:38:47.934Z",TRUE,FALSE,FALSE,TRUE,24,2,2,3,687263,"Zach Neto","/api/v1/people/687263","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.3,77.7,6,0.89,0.4461,6.9058,23.2817,-30.6852,6.7982,0.9725,0.4665,2.2842,-8.4291,-122.5809,-1.4602,3.0597,50.0009,5.4972,10.3879,15.6,8.4,24,1141,114,NA,NA,NA,NA,NA,NA,FALSE,-36.7,1.7,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746979,"2024-04-13",2,"2024-04-13T22:35:49.845Z","2024-04-13T22:36:04.819Z",TRUE,"pitch","55b6544c-2eb4-43cd-820f-c15d2d478413",3,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,1,1,NA,NA,3.14,1.5,NA,126.13,202.74,"fly_ball","medium","7",71.07,102.66,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Logan O'Hoppe singles on a fly ball to left fielder Jarren Duran. Brandon Drury to 2nd.",0,2,7,71,"top",9,"2024-04-13T22:34:59.118Z","2024-04-13T22:36:04.819Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.2,74.4,13,2,0.4688,6.5222,21.8309,-34.6185,-7.2216,-1.7694,-0.2394,1.3347,-5.8324,-116.7914,-1.8332,3.2276,50.0027,5.3833,-9.9825,16.8,10.8,24,2251,310,96,24,333,NA,NA,NA,FALSE,-45.8,-3.4,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,592273,"Brandon Drury","/api/v1/people/592273",681351,"Logan O'Hoppe","/api/v1/people/681351",NA,NA,NA
746979,"2024-04-13",1,"2024-04-13T22:35:36.816Z","2024-04-13T22:35:39.927Z",TRUE,"pitch","023cd097-c5d2-4421-b903-c8cd2f80cb67",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.1488,1.5427,NA,100.92,163.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Logan O'Hoppe singles on a fly ball to left fielder Jarren Duran. Brandon Drury to 2nd.",0,2,7,71,"top",9,"2024-04-13T22:34:59.118Z","2024-04-13T22:36:04.819Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.3,82.2,3,0.89,0.4207,6.8384,25.519,-25.8248,9.2844,3.6965,0.4218,2.8024,-9.3253,-129.8583,-1.5839,2.842,50.0055,5.3725,15.9636,28.8,7.2,24,1891,125,NA,NA,NA,NA,NA,NA,FALSE,-27.6,6.6,-14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746979,"2024-04-13",0,"2024-04-13T22:35:20.351Z","2024-04-13T22:35:23.546Z",TRUE,"pitch","b2b6f231-5249-456f-b46a-a7346ffa9c66",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.1763,1.5328,NA,159.69,218.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Single","single","Logan O'Hoppe singles on a fly ball to left fielder Jarren Duran. Brandon Drury to 2nd.",0,2,7,71,"top",9,"2024-04-13T22:34:59.118Z","2024-04-13T22:36:04.819Z",TRUE,FALSE,FALSE,FALSE,33,1,1,1,681351,"Logan O'Hoppe","/api/v1/people/681351","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","RISP",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.6,83.1,13,2,0.4173,6.7829,27.1075,-22.6364,11.2694,5.4604,-1.1201,0.7611,-13.8211,-131.1493,-6.9209,2.748,50.0024,5.1165,19.68,34.8,7.2,24,2172,119,NA,NA,NA,NA,NA,NA,FALSE,-25.2,8.4,-17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746979,"2024-04-13",5,"2024-04-13T22:34:50.719Z","2024-04-13T22:34:55.346Z",TRUE,"pitch","5f4f15e1-2f27-4f89-a42b-1e8c963aa236",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,0,NA,NA,3.78,1.84,NA,126.28,209.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Jo Adell strikes out swinging.",0,2,7,70,"top",9,"2024-04-13T22:33:33.068Z","2024-04-13T22:34:55.346Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666176,"Jo Adell","/api/v1/people/666176","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.9,72.8,13,2,0.4784,6.7888,22.3611,-33.3413,-8.5713,-0.886,-0.2435,1.0969,-5.1902,-114.7552,-2.1702,3.1651,50.0005,5.3206,-11.3625,20.4,10.8,24,2209,304,NA,NA,NA,NA,NA,NA,TRUE,-46.1,-1.9,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,592273,"Brandon Drury","/api/v1/people/592273",NA,NA,NA
746979,"2024-04-13",4,"2024-04-13T22:34:32.996Z","2024-04-13T22:34:36.796Z",TRUE,"pitch","b43cb627-a563-406d-8aaa-f026acf74a7d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,0,NA,NA,3.735,1.84,NA,174.2,206.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70","atBat","Strikeout","strikeout","Jo Adell strikes out swinging.",0,2,7,70,"top",9,"2024-04-13T22:33:33.068Z","2024-04-13T22:34:55.346Z",TRUE,FALSE,FALSE,TRUE,14,2,3,1,666176,"Jo Adell","/api/v1/people/666176","R","Right",570257,"Joely Rodríguez","/api/v1/people/570257","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels",1,"Major League Baseball",NA,NA,103,"American League","Los Angeles Angels","Boston Red Sox",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",78.8,73.8,13,2,0.476,6.6369,19.546,-34.2314,-8.8041,-1.5292,-1.5007,1.2061,-7.4733,-114.6935,-1.9329,2.934,50.0038,5.3719,-11.828,20.4,10.8,24,2285,305,NA,NA,NA,NA,NA,NA,FALSE,-46.7,-3,17.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
