"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","isBaseRunningPlay","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
745035,"2024-03-31",6,"2024-03-31T21:39:25.632Z","2024-03-31T21:39:31.909Z",TRUE,"pitch","d525ec5a-a51e-4696-9d37-ef0a9a7d049b",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.19,1.5,NA,140.3,160.16,"line_drive","hard","9",171.85,86.4,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Lineout","field_out","Josh Smith lines out sharply to right fielder Seiya Suzuki.",0,9,5,89,"bottom",9,"2024-03-31T21:37:48.975Z","2024-03-31T21:39:31.909Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.2,85.8,1,2,0.4004,6.2024,31.7516,-14.5372,-6.0745,9.3184,-0.6113,2.9118,3.8199,-137.0492,-5.7366,-1.2378,50.0004,6.0338,-11.4939,33.6,3.6,24,2241,217,100.6,17,303,NA,NA,NA,TRUE,-15.1,15.8,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",5,"2024-03-31T21:39:07.514Z","2024-03-31T21:39:12.067Z",TRUE,"pitch","db65040b-2ae6-435f-a576-b5c165d643e7",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,2,2,NA,NA,3.19,1.5,NA,97.93,167.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Lineout","field_out","Josh Smith lines out sharply to right fielder Seiya Suzuki.",0,9,5,89,"bottom",9,"2024-03-31T21:37:48.975Z","2024-03-31T21:39:31.909Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,86.1,6,2,0.3989,6.3816,32.2632,-10.9197,-4.5191,11.1497,0.5004,2.6447,6.2285,-137.6168,-7.0386,-1.2115,50.0039,5.9855,-8.6162,30,3.6,24,2463,210,NA,NA,NA,NA,NA,NA,FALSE,-12,18.7,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",4,"2024-03-31T21:38:46.796Z","2024-03-31T21:38:51.467Z",TRUE,"pitch","d3b3c1a5-13c5-43a2-9960-7c9a51ee1536",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,2.9815,1.2632,NA,63.99,190.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Lineout","field_out","Josh Smith lines out sharply to right fielder Seiya Suzuki.",0,9,5,89,"bottom",9,"2024-03-31T21:37:48.975Z","2024-03-31T21:39:31.909Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",89.8,83,14,2,0.4185,6.2652,26.2861,-25.4594,2.3962,3.8689,1.3906,1.7721,5.6064,-130.642,-6.2778,-1.0905,50.0047,6.1074,4.1626,10.8,6,24,2549,182,NA,NA,NA,NA,NA,NA,FALSE,-28,5.9,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",3,"2024-03-31T21:38:28.898Z","2024-03-31T21:38:36.286Z",TRUE,"pitch","205d1a3c-a3a2-4e18-8438-099c7fd74ee4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0596,1.219,NA,86.69,204.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Lineout","field_out","Josh Smith lines out sharply to right fielder Seiya Suzuki.",0,9,5,89,"bottom",9,"2024-03-31T21:37:48.975Z","2024-03-31T21:39:31.909Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.3,79.1,9,2,0.4404,6.2174,24.202,-32.9657,2.8799,-0.5051,0.795,1.2694,4.1784,-124.2237,-5.1307,-1.281,50.0029,6.0929,4.5136,8.4,8.4,24,2534,121,NA,NA,NA,NA,NA,NA,FALSE,-39.2,-1.8,-6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",2,"2024-03-31T21:38:11.538Z","2024-03-31T21:38:17.406Z",TRUE,"pitch","2a68e0e1-3b39-444f-bfac-b6ddc6a49fd3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.0248,1.3068,NA,83,155.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Lineout","field_out","Josh Smith lines out sharply to right fielder Seiya Suzuki.",0,9,5,89,"bottom",9,"2024-03-31T21:37:48.975Z","2024-03-31T21:39:31.909Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.6,87,12,2,0.395,6.2689,32.408,-10.3321,-3.6439,11.2277,0.892,3.0795,6.8605,-138.9037,-6.3632,-1.1415,50.0019,6.0938,-7.0886,25.2,2.4,24,2417,220,NA,NA,NA,NA,NA,NA,FALSE,-11,19.1,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",1,"2024-03-31T21:37:51.222Z","2024-03-31T21:37:54.388Z",TRUE,"pitch","9e674f70-3cce-47d0-9d2e-2625e93cfd97",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.19,1.5,NA,105.73,153.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89","atBat","Lineout","field_out","Josh Smith lines out sharply to right fielder Seiya Suzuki.",0,9,5,89,"bottom",9,"2024-03-31T21:37:48.975Z","2024-03-31T21:39:31.909Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.4,87.5,3,2,0.3941,6.4178,30.0112,-11.1292,-4.7793,10.7475,0.2957,3.1573,5.6875,-138.8004,-6.1031,-1.1555,50.0062,6.1203,-9.3616,33.6,3.6,24,2399,211,NA,NA,NA,NA,NA,NA,FALSE,-11.5,18.5,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",0,"2024-03-31T21:37:33.377Z","2024-03-31T21:37:51.222Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Josh Smith replaces Ezequiel Duran.","Offensive Substitution",9,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,669701,"/api/v1/people/669701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","501","89","atBat","Lineout","field_out","Josh Smith lines out sharply to right fielder Seiya Suzuki.",0,9,5,89,"bottom",9,"2024-03-31T21:37:48.975Z","2024-03-31T21:39:31.909Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,669701,"Josh Smith","/api/v1/people/669701","L","Left",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_LHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,677649,"/api/v1/people/677649",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",7,"2024-03-31T21:37:19.751Z","2024-03-31T21:37:23.520Z",TRUE,"pitch","256aa544-64ae-486c-a098-54e15840a328",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.31,1.63,NA,103.39,147.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Strikeout","strikeout","Adolis García strikes out swinging.",0,9,5,88,"bottom",9,"2024-03-31T21:34:41.992Z","2024-03-31T21:37:23.520Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666969,"Adolis García","/api/v1/people/666969","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.5,87.6,3,2,0.3938,6.3808,29.7855,-16.2516,-8.251,8.1166,0.357,3.3818,6.6543,-138.8611,-4.8762,-0.9931,50.0036,6.2345,-16.1867,40.8,4.8,24,2257,215,NA,NA,NA,NA,NA,NA,TRUE,-16,13.9,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",6,"2024-03-31T21:36:58.197Z","2024-03-31T21:37:01.728Z",TRUE,"pitch","a1ed8817-cc81-45a2-9df6-6e06005ff12d",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.31,1.63,NA,149.04,152.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Strikeout","strikeout","Adolis García strikes out swinging.",0,9,5,88,"bottom",9,"2024-03-31T21:34:41.992Z","2024-03-31T21:37:23.520Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666969,"Adolis García","/api/v1/people/666969","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.7,85.9,11,2,0.4012,6.6829,29.2602,-17.8942,-8.4639,7.5575,-0.8407,3.2097,3.9554,-136.3967,-4.5405,-1.208,50.0006,6.1252,-15.9873,38.4,4.8,24,2128,209,NA,NA,NA,NA,NA,NA,FALSE,-18.1,13,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745035,"2024-03-31",5,"2024-03-31T21:36:41.357Z","2024-03-31T21:36:46.197Z",TRUE,"pitch","b71bc001-2e66-4c1d-a731-71615390b437",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.1863,1.5769,NA,27.31,210.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88","atBat","Strikeout","strikeout","Adolis García strikes out swinging.",0,9,5,88,"bottom",9,"2024-03-31T21:34:41.992Z","2024-03-31T21:37:23.520Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,666969,"Adolis García","/api/v1/people/666969","R","Right",640470,"Adbert Alzolay","/api/v1/people/640470","R","Right","vs_RHP","vs_RHB","Empty",NA,"Texas Rangers",1,"Major League Baseball",NA,NA,103,"American League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Texas Rangers","Chicago Cubs",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",86.9,80.6,14,2,0.433,6.4834,24.6868,-30.5427,1.7306,1.0056,2.353,1.0482,8.1288,-126.2817,-6.2479,-1.127,50.004,5.9984,2.8053,7.2,8.4,24,2620,126,NA,NA,NA,NA,NA,NA,FALSE,-35.5,0.6,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
