"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","base","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
717435,"2023-07-09",5,"2023-07-09T20:42:14.513Z","2023-07-09T20:42:21.322Z",TRUE,"pitch","609624b5-f715-4be1-82b2-820fccea37cd",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,2,NA,NA,3.13,1.47,NA,127.17,132.42,"fly_ball","medium","9",183.61,88.45,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Jordan Diaz flies out to right fielder Alex Verdugo.",0,3,4,77,"top",9,"2023-07-09T20:40:24.988Z","2023-07-09T20:42:21.322Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.5,87.8,2,0.9,0.3935,6.9062,30.1467,-15.9735,1.4227,8.2507,0.0152,2.8564,5.1218,-139.0222,-5.8204,-2.0335,50.0067,6.0314,2.7954,13.2,3.6,24,2719,183,96.2,24,320,NA,NA,NA,TRUE,-16,13.9,-3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",4,"2023-07-09T20:41:51.725Z","2023-07-09T20:41:55.400Z",TRUE,"pitch","5ba4c316-ac5c-4107-bf95-b30818b94d31",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.1663,1.4588,NA,52.22,150.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Jordan Diaz flies out to right fielder Alex Verdugo.",0,3,4,77,"top",9,"2023-07-09T20:40:24.988Z","2023-07-09T20:42:21.322Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.1,87.2,12,0.9,0.3967,7.2428,30.7442,-15.1409,1.9743,8.8237,2.0208,2.6522,10.1188,-138.0768,-6.1452,-1.9481,50.0053,5.9255,3.8132,20.4,3.6,24,2660,182,NA,NA,NA,NA,NA,NA,FALSE,-15.6,14.9,-5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",3,"2023-07-09T20:41:23.204Z","2023-07-09T20:41:26.902Z",TRUE,"pitch","d5858fe3-f249-43a7-ae4c-ef42deac78ea",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.13,1.47,NA,110.52,141.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Jordan Diaz flies out to right fielder Alex Verdugo.",0,3,4,77,"top",9,"2023-07-09T20:40:24.988Z","2023-07-09T20:42:21.322Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.9,78,5,0.9,0.4466,7.05,22.0534,-33.4179,3.4818,-0.8156,-0.0162,2.29,4.1313,-122.2296,-2.3127,-2.1749,50.0016,6.0928,5.3155,9.6,9.6,24,2411,85,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-1.8,-7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",2,"2023-07-09T20:41:04.647Z","2023-07-09T20:41:08.965Z",TRUE,"pitch","d956ffc5-446d-4a38-b800-39eb70b7f537",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.105,1.3678,NA,112.71,129.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Jordan Diaz flies out to right fielder Alex Verdugo.",0,3,4,77,"top",9,"2023-07-09T20:40:24.988Z","2023-07-09T20:42:21.322Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95,87.5,2,0.9,0.3951,6.9205,28.9314,-14.1959,0.5165,9.2244,0.0691,3.1705,5.9355,-138.2795,-5.0284,-2.1666,50.0065,5.9548,1.0061,8.4,3.6,24,2466,192,NA,NA,NA,NA,NA,NA,FALSE,-14.2,16,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",1,"2023-07-09T20:40:44.028Z","2023-07-09T20:40:50.444Z",TRUE,"pitch","b5acd860-b57c-49e5-ae7a-68fa2155dba9",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.1219,1.3847,NA,109.64,104.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Jordan Diaz flies out to right fielder Alex Verdugo.",0,3,4,77,"top",9,"2023-07-09T20:40:24.988Z","2023-07-09T20:42:21.322Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,78,11,0.9,0.4448,6.7201,22.9783,-33.9624,3.2283,-1.1655,-1.032,2.9575,1.9904,-122.8477,-0.5686,-2.2704,50.0004,6.0639,4.963,8.4,9.6,24,2365,78,NA,NA,NA,NA,NA,NA,FALSE,-40.2,-2,-6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",0,"2023-07-09T20:40:24.988Z","2023-07-09T20:40:29.571Z",TRUE,"pitch","be77828c-8ec9-4aca-91bb-d5933cf58a5c",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.0923,1.4143,NA,117.97,129.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Flyout","field_out","Jordan Diaz flies out to right fielder Alex Verdugo.",0,3,4,77,"top",9,"2023-07-09T20:40:24.988Z","2023-07-09T20:42:21.322Z",TRUE,FALSE,FALSE,TRUE,0,3,2,3,672478,"Jordan Diaz","/api/v1/people/672478","R","Right",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_RHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",95.6,87.6,14,0.9,0.3947,7.1147,30.6382,-13.5425,-0.6673,9.5488,1.1914,1.7721,9.1426,-138.7008,-8.4862,-2.0588,50.001,5.7717,-1.303,2.4,3.6,24,2734,193,NA,NA,NA,NA,NA,NA,FALSE,-14.4,15.7,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",8,"2023-07-09T20:39:14.358Z","2023-07-09T20:39:18.716Z",TRUE,"pitch","243e3572-84d1-47bf-9657-f618103d89d4",7,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",3,3,1,NA,NA,3.43,1.69,NA,98.68,135.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","JJ Bleday strikes out swinging.",0,3,4,76,"top",9,"2023-07-09T20:36:22.376Z","2023-07-09T20:39:18.716Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",97,88.8,5,0.91,0.388,7.242,31.2094,-12.6123,-7.1053,9.6879,0.1022,2.8536,7.7411,-141.0031,-6.6484,-1.7519,50.0025,6.051,-14.3477,42,3.6,24,2382,200,NA,NA,NA,NA,NA,NA,TRUE,-12.7,16.3,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",7,"2023-07-09T20:38:49.974Z","2023-07-09T20:38:53.533Z",TRUE,"pitch","bf1c4422-6f8b-4f63-b5ca-7ed68859648e",6,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,1,NA,NA,3.43,1.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","JJ Bleday strikes out swinging.",0,3,4,76,"top",9,"2023-07-09T20:36:22.376Z","2023-07-09T20:39:18.716Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.9,87,6,0.9,0.3968,6.8693,30.0911,-14.1356,1.0706,9.3431,0.3764,2.6056,6.8747,-137.9273,-6.6887,-2.2854,50.0037,6.0117,2.0655,13.2,3.6,24,2552,185,NA,NA,NA,NA,NA,NA,FALSE,-14.6,15.7,-3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",6,"2023-07-09T20:38:27.807Z","2023-07-09T20:38:32.362Z",TRUE,"pitch","977ed822-b5d4-412b-b3a4-39a361710ca0",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,1,NA,NA,3.5215,1.8142,NA,116.42,161.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","JJ Bleday strikes out swinging.",0,3,4,76,"top",9,"2023-07-09T20:36:22.376Z","2023-07-09T20:39:18.716Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",94.5,86.5,11,0.9,0.3978,6.8707,30.1384,-13.502,0.6154,9.7208,-1.1407,3.9694,3.6822,-137.6289,-3.1171,-2.5752,50.0056,6.0294,1.1818,8.4,3.6,24,2565,180,NA,NA,NA,NA,NA,NA,FALSE,-13.4,17.2,-1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
717435,"2023-07-09",5,"2023-07-09T20:38:06.844Z","2023-07-09T20:38:11.938Z",TRUE,"pitch","4475df7b-5806-43a1-afae-71d129b5bd8e",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4279,1.755,NA,39.97,167.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","JJ Bleday strikes out swinging.",0,3,4,76,"top",9,"2023-07-09T20:36:22.376Z","2023-07-09T20:39:18.716Z",TRUE,FALSE,FALSE,TRUE,14,3,3,2,668709,"JJ Bleday","/api/v1/people/668709","L","Left",445276,"Kenley Jansen","/api/v1/people/445276","R","Right","vs_RHP","vs_LHB","Empty",NA,"Boston Red Sox",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics",1,"Major League Baseball",NA,NA,103,"American League","Oakland Athletics","Boston Red Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",82.6,76.7,11,0.9,0.4534,6.9322,21.6258,-35.8055,3.3161,-2.4547,-1.0575,2.9311,2.0674,-120.4226,-0.2506,-2.3556,50.0017,6.1826,4.9087,8.4,9.6,24,2362,75,NA,NA,NA,NA,NA,NA,FALSE,-43.9,-4.3,-6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
