"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
718740,"2023-04-02",9,"2023-04-02T21:17:32.831Z","2023-04-02T21:17:41.368Z",TRUE,"pitch","ed22b18c-f51b-43be-b9e9-175020367688",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.2,1.53,NA,98.25,165.87,"popup","medium","3",166.83,154.16,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.5,90.1,11,2,0.3799,6.5516,36.751,-11.768,-6.2443,9.7174,-1.0262,2.8052,3.2886,-144.6901,-5.6968,-1.3721,50.003,5.5343,-13.1143,43.2,3.6,24,2335,214,52.7,47,140,NA,NA,NA,TRUE,-11.4,16.4,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",8,"2023-04-02T21:17:11.023Z","2023-04-02T21:17:15.961Z",TRUE,"pitch","2922e7a4-18f8-41e9-8a0e-c15d772faf7f",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2002,1.4683,NA,104.82,202.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",91,84,14,2,0.4132,6.5987,27.4409,-25.4387,2.0881,3.7824,0.7735,1.24,5.3146,-132.387,-6.2514,-1.5287,50.0022,5.486,3.7174,9.6,6,24,2403,165,NA,NA,NA,NA,NA,NA,FALSE,-27.2,5.8,-4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",5,"2023-04-02T21:16:23.657Z","2023-04-02T21:16:27.267Z",TRUE,"pitch","782a0263-4bc1-4290-b2c9-cdafe6bb20a2",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,2,NA,NA,3.2002,1.4112,NA,113.15,200.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.7,90.1,11,2,0.3792,6.618,37.0142,-11.0935,-5.7225,9.9986,-0.1376,4.1739,5.706,-144.9991,-2.4137,-1.397,50.0022,5.703,-12.0651,42,3.6,24,2428,212,NA,NA,NA,NA,NA,NA,FALSE,-10.1,17.8,9.1,NA,2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",4,"2023-04-02T21:16:02.273Z","2023-04-02T21:16:05.648Z",TRUE,"pitch","e750742b-67f3-42d5-8991-da6bcdb6784b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,2,NA,NA,3.2002,1.5825,NA,133.75,179.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",88.8,81.9,3,2,0.4229,6.6586,26.1403,-29.6808,3.7055,1.4623,0.6423,2.7807,4.433,-129.3482,-1.6733,-1.5728,50.0001,5.7047,6.297,13.2,7.2,24,2390,130,NA,NA,NA,NA,NA,NA,FALSE,-32,2.5,-7.7,NA,2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",2,"2023-04-02T21:15:26.609Z","2023-04-02T21:15:30.242Z",TRUE,"pitch","16932b15-3d61-42f8-a3d7-5cebd3eb84f0",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.262,1.4969,NA,114.9,159.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",99.4,89.8,8,2,0.3813,6.5552,37.5758,-9.8452,-7.2897,10.7131,-0.0544,1.9813,6.1888,-144.3661,-8.2805,-1.2923,50.0035,5.5148,-15.1934,49.2,3.6,24,2465,216,NA,NA,NA,NA,NA,NA,FALSE,-10.4,17.6,11.8,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",0,"2023-04-02T22:40:07.668Z","2023-04-02T22:40:08.668Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",1,"2023-04-02T21:15:07.171Z","2023-04-02T21:15:12.171Z",FALSE,"stepoff","9f135534-38c6-4260-9147-f3f270dff65b",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",3,"2023-04-02T21:15:49.590Z","2023-04-02T21:15:54.590Z",FALSE,"stepoff","a5245a53-f5a3-4ca6-b54a-3f2e9f68f184",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",6,"2023-04-02T21:16:44.456Z","2023-04-02T21:16:49.456Z",FALSE,"stepoff","5f0b1642-e17e-4ac6-a873-f431d7d60697",NA,"Pitcher Step Off",NA,NA,NA,NA,FALSE,"PSO",NA,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
718740,"2023-04-02",7,"2023-04-02T22:41:46.780Z","2023-04-02T22:41:47.780Z",FALSE,"action",NA,NA,"With Chas McCormick batting, Jose Abreu advances to 3rd on a disengagement violation. David Hensley advances to 2nd on a disengagement violation.","Disengagement Violation",6,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,2,2,625643,"/api/v1/people/625643",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5f0b1642-e17e-4ac6-a873-f431d7d60697","forced_balk",NA,NA,NA,NA,NA,NA,"86","atBat","Pop Out","field_out","Chas McCormick pops out to first baseman Andrew Vaughn.",0,6,3,86,"bottom",9,"2023-04-02T21:15:07.171Z","2023-04-02T21:17:41.368Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,676801,"Chas McCormick","/api/v1/people/676801","R","Right",625643,"Reynaldo López","/api/v1/people/625643","R","Right","vs_RHP","vs_RHB","Empty",NA,"Houston Astros",1,"Major League Baseball",NA,NA,103,"American League","Chicago White Sox",1,"Major League Baseball",NA,NA,103,"American League","Houston Astros","Chicago White Sox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,NA,NA,"pitcher_disengagement","Pitcher Disengagement Violation",625643,"Reynaldo López",TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
