"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
745267,"2024-04-17",2,"2024-04-17T21:33:31.076Z","2024-04-17T21:33:35.986Z",TRUE,"pitch","cd2f6262-d49c-4237-af40-1e0a6eef8bf0",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,1,NA,NA,3.3448,1.5696,NA,78.93,183.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Flyout","field_out","Jorge Polanco flies out to right fielder Jake Fraley in foul territory.",0,1,1,40,"bottom",6,"2024-04-17T21:33:01.323Z","2024-04-17T21:33:55.906Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,593871,"Jorge Polanco","/api/v1/people/593871","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.9,84.7,14,0.9,0.4083,6.6197,26.7927,-14.5067,3.2707,9.6769,0.9987,2.0493,-2.4599,-133.7506,-6.4911,1.5019,50.0027,5.5338,5.9709,19.2,3.6,24,2151,148,NA,NA,NA,NA,NA,NA,FALSE,-15.7,16.4,-5.4,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T21:33:16.080Z","2024-04-17T21:33:20.273Z",TRUE,"pitch","d9873804-36f0-47c5-ba8f-2afc69bdae97",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3784,1.6284,NA,57.59,164.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Flyout","field_out","Jorge Polanco flies out to right fielder Jake Fraley in foul territory.",0,1,1,40,"bottom",6,"2024-04-17T21:33:01.323Z","2024-04-17T21:33:55.906Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,593871,"Jorge Polanco","/api/v1/people/593871","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.2,85.2,12,0.89,0.4061,6.7068,26.0457,-16.1171,4.8869,8.6926,1.5585,2.7605,-1.5011,-134.3107,-4.7403,1.4859,50.0051,5.6758,9.029,27.6,3.6,24,2199,150,NA,NA,NA,NA,NA,NA,FALSE,-16.8,15.1,-8.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T21:33:02.132Z","2024-04-17T21:33:06.608Z",TRUE,"pitch","0e8be5fc-6b23-404f-b2e5-f87150fa1e7a",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.3616,1.6116,NA,151.38,209.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40","atBat","Flyout","field_out","Jorge Polanco flies out to right fielder Jake Fraley in foul territory.",0,1,1,40,"bottom",6,"2024-04-17T21:33:01.323Z","2024-04-17T21:33:55.906Z",TRUE,FALSE,FALSE,TRUE,0,2,1,2,593871,"Jorge Polanco","/api/v1/people/593871","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.9,80.6,13,2,0.4321,6.6349,22.7818,-22.1848,9.92,6.1208,-0.9019,1.0847,-9.0007,-126.1732,-6.8061,1.4023,50.0015,5.5735,16.1855,32.4,7.2,24,2161,131,NA,NA,NA,NA,NA,NA,FALSE,-26.2,9.8,-16.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",5,"2024-04-17T21:32:31.861Z","2024-04-17T21:32:39.748Z",TRUE,"pitch","0e6699cd-0962-4dbb-9d7f-4beb5d268763",6,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",3,2,0,NA,NA,3.33,1.53,NA,98.95,164.12,"ground_ball","medium","5",112.98,176.42,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Groundout","field_out","Mitch Haniger grounds out, third baseman Santiago Espinal to first baseman Spencer Steer.",0,1,1,39,"bottom",6,"2024-04-17T21:30:55.983Z","2024-04-17T21:32:39.748Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92,85.4,6,0.89,0.4061,6.7211,24.8122,-17.3704,4.6281,8.0048,0.4735,2.7652,-3.6969,-134.1046,-4.2826,1.2582,50.0044,5.5961,8.5605,24,4.8,24,2168,149,66.7,-48,3,NA,NA,NA,TRUE,-17.9,13.9,-7.8,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",4,"2024-04-17T21:32:13.094Z","2024-04-17T21:32:16.409Z",TRUE,"pitch","0b7c6264-98cd-43bf-a50c-125ec8459850",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.33,1.53,NA,88.81,163.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Groundout","field_out","Mitch Haniger grounds out, third baseman Santiago Espinal to first baseman Spencer Steer.",0,1,1,39,"bottom",6,"2024-04-17T21:30:55.983Z","2024-04-17T21:32:39.748Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.4,84.2,3,0.9,0.408,6.665,30.4185,-16.118,3.7877,8.8083,0.7395,2.8001,-2.9788,-134.4796,-4.5327,1.372,50.0045,5.6585,6.9062,20.4,3.6,24,2110,154,NA,NA,NA,NA,NA,NA,FALSE,-17,15.1,-6.2,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",3,"2024-04-17T21:31:56.315Z","2024-04-17T21:32:00.073Z",TRUE,"pitch","20838bdf-fea9-4699-9f0b-58ee304a55b0",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.2461,1.53,NA,63.17,235.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Groundout","field_out","Mitch Haniger grounds out, third baseman Santiago Espinal to first baseman Spencer Steer.",0,1,1,39,"bottom",6,"2024-04-17T21:30:55.983Z","2024-04-17T21:32:39.748Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",79.2,72.9,14,2,0.4772,6.4886,23.8091,-39.3675,-4.9507,-5.4122,1.4122,0.1095,0.9428,-115.2995,-4.1073,1.6378,50.0014,5.7598,-6.5856,9.6,12,24,2688,294,NA,NA,NA,NA,NA,NA,FALSE,-54.6,-10.6,8.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T21:31:42.753Z","2024-04-17T21:31:46.689Z",TRUE,"pitch","d986e843-f6d4-40bb-b038-d6776e14197c",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.288,1.5216,NA,184.63,167.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Groundout","field_out","Mitch Haniger grounds out, third baseman Santiago Espinal to first baseman Spencer Steer.",0,1,1,39,"bottom",6,"2024-04-17T21:30:55.983Z","2024-04-17T21:32:39.748Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.1,83.5,11,0.9,0.4134,6.6249,27.7499,-13.8846,3.9889,10.2817,-1.7742,2.6576,-9.3541,-132.3961,-4.9348,1.2834,50.0025,5.5586,7.0964,19.2,3.6,24,2115,149,NA,NA,NA,NA,NA,NA,FALSE,-15.2,17.8,-5.3,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T21:31:26.351Z","2024-04-17T21:31:29.804Z",TRUE,"pitch","84ffd425-ac3b-4989-9b51-3962f0c56af3",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.2209,1.5216,NA,144.05,219.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Groundout","field_out","Mitch Haniger grounds out, third baseman Santiago Espinal to first baseman Spencer Steer.",0,1,1,39,"bottom",6,"2024-04-17T21:30:55.983Z","2024-04-17T21:32:39.748Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.2,75.5,13,2,0.4656,6.583,18.6087,-32.4954,-9.399,-0.2324,-0.7097,0.7016,-2.4957,-116.9042,-4.086,1.5887,50.0015,5.4689,-13.2225,21.6,10.8,24,2551,291,NA,NA,NA,NA,NA,NA,FALSE,-42.8,-1.1,17.6,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T21:31:13.901Z","2024-04-17T21:31:17.983Z",TRUE,"pitch","8f30c847-a3c2-423a-976f-a8df1a2e7910",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3132,1.5216,NA,98.58,169.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39","atBat","Groundout","field_out","Mitch Haniger grounds out, third baseman Santiago Espinal to first baseman Spencer Steer.",0,1,1,39,"bottom",6,"2024-04-17T21:30:55.983Z","2024-04-17T21:32:39.748Z",TRUE,FALSE,FALSE,TRUE,0,3,2,1,571745,"Mitch Haniger","/api/v1/people/571745","R","Right",671096,"Andrew Abbott","/api/v1/people/671096","L","Left","vs_LHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners","Cincinnati Reds","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.9,74.3,6,2,0.4718,6.652,16.9971,-39.5893,-5.8206,-5.4109,0.4833,2.5683,-0.3656,-115.1289,0.8579,1.4015,50.0005,5.9577,-7.9825,12,12,24,2698,299,NA,NA,NA,NA,NA,NA,FALSE,-52.4,-9.5,10.7,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T21:29:00.985Z","2024-04-17T21:29:09.725Z",TRUE,"pitch","94adb2a7-3148-40e6-8fda-1831b35269d9",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,0,2,NA,NA,3.73,1.77,NA,103.85,161.88,"fly_ball","medium","9",179.89,113.56,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Flyout","field_out","Will Benson flies out to right fielder Mitch Haniger.",0,1,1,38,"top",6,"2024-04-17T21:28:38.364Z","2024-04-17T21:29:09.725Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,666181,"Will Benson","/api/v1/people/666181","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","true",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",80.4,73.7,6,0.9,0.4688,6.4964,23.0753,-36.8284,8.307,-3.3654,0.3449,2.848,1.6533,-117.046,1.9548,-1.4506,50.0051,5.4625,11.4728,18,10.8,24,2256,44,73.1,31,253,NA,NA,NA,TRUE,-47.8,-5.3,-15.5,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T21:28:47.803Z","2024-04-17T21:28:52.218Z",TRUE,"pitch","98e5588f-651d-41cd-a8a6-8c3c6ef7847e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.7216,1.7616,NA,55.26,154.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38","atBat","Flyout","field_out","Will Benson flies out to right fielder Mitch Haniger.",0,1,1,38,"top",6,"2024-04-17T21:28:38.364Z","2024-04-17T21:29:09.725Z",TRUE,FALSE,FALSE,TRUE,0,1,0,3,666181,"Will Benson","/api/v1/people/666181","L","Left",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_LHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,86.6,12,0.91,0.3964,6.4521,32.2254,-11.0643,-4.2544,10.9314,1.6197,3.1033,9.016,-138.4027,-4.505,-1.1341,50.0015,5.4992,-8.2157,26.4,2.4,24,2491,206,NA,NA,NA,NA,NA,NA,FALSE,-11.4,19,5.8,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",4,"2024-04-17T21:28:19.221Z","2024-04-17T21:28:24.089Z",TRUE,"pitch","ffa6fb96-b757-4420-b14b-8cc60c6704a2",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,3,1,NA,NA,3.1947,1.4665,NA,95.62,187.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,1,1,37,"top",6,"2024-04-17T21:27:11.688Z","2024-04-17T21:28:24.089Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.4,88.6,9,0.88,0.3922,6.5315,26.0236,-17.3525,-8.35,7.4741,0.5609,1.9156,7.6286,-138.7298,-6.056,-1.1169,50.0014,5.2515,-16.5552,39.6,4.8,24,2367,218,NA,NA,NA,NA,NA,NA,TRUE,-17,12.7,13.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",3,"2024-04-17T21:28:01.195Z","2024-04-17T21:28:06.022Z",TRUE,"pitch","9b8778eb-5339-454d-a441-b6a7a79bff80",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.111,1.3075,NA,159.44,162.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,1,1,37,"top",6,"2024-04-17T21:27:11.688Z","2024-04-17T21:28:24.089Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",83.7,77.7,11,0.88,0.4469,6.5131,21.052,-32.4111,-3.2138,-0.1518,-1.1133,2.8435,1.982,-121.962,0.6849,-1.5136,50.006,5.3258,-4.9057,8.4,8.4,24,1014,250,NA,NA,NA,NA,NA,NA,FALSE,-38.5,0.1,5.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T21:27:47.224Z","2024-04-17T21:27:51.681Z",TRUE,"pitch","0231bda9-1785-4f66-811f-124f3c63e7a4",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.2282,1.4414,NA,59.35,185.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,1,1,37,"top",6,"2024-04-17T21:27:11.688Z","2024-04-17T21:28:24.089Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.5,88.9,14,0.91,0.3891,6.5545,29.1073,-12.1495,-4.1357,9.9595,1.5124,1.9716,8.4647,-140.2876,-7.2976,-0.9948,50.0039,5.3832,-8.3166,26.4,3.6,24,2513,205,NA,NA,NA,NA,NA,NA,FALSE,-12.4,16.8,5.9,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",1,"2024-04-17T21:27:29.697Z","2024-04-17T21:27:33.842Z",TRUE,"pitch","712218a7-2c19-4b81-912b-8093c40269c4",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,2,1,NA,NA,3.2449,1.4833,NA,84.61,163.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,1,1,37,"top",6,"2024-04-17T21:27:11.688Z","2024-04-17T21:28:24.089Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.1,88.2,12,0.9,0.3935,6.5167,25.9593,-19.1268,-8.6696,6.6209,0.8498,2.8044,8.8043,-138.3147,-3.5646,-1.2227,50.0012,5.3655,-17.0808,38.4,4.8,24,2415,217,NA,NA,NA,NA,NA,NA,FALSE,-18.4,11.5,14.3,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",0,"2024-04-17T21:27:13.270Z","2024-04-17T21:27:17.502Z",TRUE,"pitch","7dfaffd3-4846-4c19-bb25-5247154a6015",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.1613,1.3578,NA,101.06,179.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37","atBat","Strikeout","strikeout","Jonathan India called out on strikes.",0,1,1,37,"top",6,"2024-04-17T21:27:11.688Z","2024-04-17T21:28:24.089Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,663697,"Jonathan India","/api/v1/people/663697","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81,74.8,6,0.89,0.464,6.4896,22.0732,-37.0686,6.2537,-3.4667,0.4182,2.2051,2.5821,-117.9746,0.5765,-1.5024,50.003,5.3694,8.8297,14.4,10.8,24,2333,37,NA,NA,NA,NA,NA,NA,FALSE,-47.4,-5.9,-12,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
745267,"2024-04-17",2,"2024-04-17T21:26:40.966Z","2024-04-17T21:26:49.423Z",TRUE,"pitch","93f19a28-e74f-4929-9794-38aa2aebbb6e",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.4,1.59,NA,112.25,168.91,"ground_ball","medium","4",140.5,142.49,NA,NA,NA,NA,NA,NA,NA,NA,"36","atBat","Groundout","field_out","Santiago Espinal grounds out, second baseman Jorge Polanco to first baseman Ty France.",0,1,1,36,"top",6,"2024-04-17T21:25:54.045Z","2024-04-17T21:26:49.423Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,669289,"Santiago Espinal","/api/v1/people/669289","R","Right",682243,"Bryce Miller","/api/v1/people/682243","R","Right","vs_RHP","vs_RHB","Empty",NA,"Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","Cincinnati Reds","Seattle Mariners","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.4,87.8,5,0.9,0.3956,6.5267,25.2768,-19.8484,-8.5818,6.3216,0.1247,2.588,7.1984,-137.5075,-3.9229,-1.3888,50.0043,5.3489,-16.7358,37.2,4.8,24,2263,211,92.7,-5,21,NA,NA,NA,TRUE,-19.2,10.9,14.4,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
