"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link"
746153,"2024-05-05",4,"2024-05-05T21:54:57.000Z","2024-05-05T21:55:00.937Z",TRUE,"pitch","a7d9490c-f31c-44ac-b31e-aaeb3cfea242",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.639,1.5223,NA,111.52,197.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jarred Kelenic strikes out swinging, catcher Austin Barnes to first baseman Freddie Freeman.",0,1,4,54,"top",8,"2024-05-05T21:54:18.999Z","2024-05-05T21:56:05.320Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Los Angeles Dodgers",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",85.1,79.3,8,2,0.4407,5.5905,23.1333,-31.4475,9.2991,0.4578,0.1439,1.5154,4.4365,-123.9628,-4.7264,-2.8729,50.0003,6.0511,14.5697,25.2,9.6,24,2460,41,NA,NA,NA,NA,NA,NA,FALSE,-37.4,0,-17.9,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",3,"2024-05-05T21:54:36.800Z","2024-05-05T21:54:40.458Z",TRUE,"pitch","2ab41c18-03a2-484f-acf8-5065c97313d3",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,1,0,NA,NA,3.55,1.67,NA,83,161.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jarred Kelenic strikes out swinging, catcher Austin Barnes to first baseman Freddie Freeman.",0,1,4,54,"top",8,"2024-05-05T21:54:18.999Z","2024-05-05T21:56:05.320Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Los Angeles Dodgers",NA,NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.5,83.5,12,2,0.4179,5.5,22.8419,-27.8277,0.4742,2.4861,0.892,2.8463,8.4196,-130.1887,-3.346,-2.422,50.0018,6.2149,0.8259,4.8,6,24,2608,226,NA,NA,NA,NA,NA,NA,FALSE,-29.6,4.1,-2.4,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",2,"2024-05-05T21:54:21.361Z","2024-05-05T21:54:24.849Z",TRUE,"pitch","37947bdd-96b2-4166-bafb-ceb4c5fa9406",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.7217,1.6524,NA,127.3,129.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jarred Kelenic strikes out swinging, catcher Austin Barnes to first baseman Freddie Freeman.",0,1,4,54,"top",8,"2024-05-05T21:54:18.999Z","2024-05-05T21:56:05.320Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Los Angeles Dodgers",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,87.3,11,2,0.3968,5.5495,26.2707,-20.5002,-3.3885,6.0307,-0.2702,4.037,7.4843,-137.2699,-1.9158,-2.5743,50.0043,6.1189,-6.5616,14.4,4.8,24,2438,227,NA,NA,NA,NA,NA,NA,FALSE,-19.6,10.8,4.8,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",0,"2024-05-05T21:52:48.264Z","2024-05-05T21:53:46.505Z",FALSE,"action",NA,NA,"Pitching Change: Blake Treinen replaces Joe Kelly.","Pitching Substitution",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,595014,"/api/v1/people/595014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"54","atBat","Strikeout","strikeout","Jarred Kelenic strikes out swinging, catcher Austin Barnes to first baseman Freddie Freeman.",0,1,4,54,"top",8,"2024-05-05T21:54:18.999Z","2024-05-05T21:56:05.320Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",1,"2024-05-05T21:53:46.505Z","2024-05-05T21:54:21.361Z",FALSE,"action",NA,NA,"Offensive Substitution: Pinch-hitter Jarred Kelenic replaces Chadwick Tromp.","Offensive Substitution",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,672284,"/api/v1/people/672284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"offensive_substitution",NA,"11","Pinch Hitter","Hitter","PH","901","54","atBat","Strikeout","strikeout","Jarred Kelenic strikes out swinging, catcher Austin Barnes to first baseman Freddie Freeman.",0,1,4,54,"top",8,"2024-05-05T21:54:18.999Z","2024-05-05T21:56:05.320Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,644433,"/api/v1/people/644433",NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",6,"2024-05-05T21:55:24.113Z","2024-05-05T21:55:37.161Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,3,1,0,672284,"/api/v1/people/672284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"54","atBat","Strikeout","strikeout","Jarred Kelenic strikes out swinging, catcher Austin Barnes to first baseman Freddie Freeman.",0,1,4,54,"top",8,"2024-05-05T21:54:18.999Z","2024-05-05T21:56:05.320Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,672284,"Jarred Kelenic","/api/v1/people/672284","L","Left",595014,"Blake Treinen","/api/v1/people/595014","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves","Los Angeles Dodgers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",4,"2024-05-05T21:51:43.348Z","2024-05-05T21:51:50.460Z",TRUE,"pitch","589bc989-f882-4597-bc5b-e71603f787e2",4,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,1,2,NA,NA,3.24,1.5,NA,103.66,199.3,"ground_ball","medium","5",100.57,168.08,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mookie Betts grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,1,4,53,"bottom",7,"2024-05-05T21:50:40.504Z","2024-05-05T21:51:50.460Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.2,86.9,9,2,0.3985,6.3985,28.2338,-20.8546,5.3462,5.9036,0.3501,1.4624,-4.1592,-137.0809,-6.9789,1.1869,50.0022,5.4487,10.2485,22.8,4.8,24,2041,151,80.8,-37,3,NA,NA,NA,TRUE,-21.1,9.5,-8.9,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",3,"2024-05-05T21:51:21.760Z","2024-05-05T21:51:25.055Z",TRUE,"pitch","24598816-4f5b-4dee-825c-7af8a32e40e5",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.3611,1.5857,NA,99.67,131.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mookie Betts grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,1,4,53,"bottom",7,"2024-05-05T21:50:40.504Z","2024-05-05T21:51:50.460Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.7,87.6,12,2,0.3927,6.4624,30.5338,-19.3745,5.0805,6.4897,0.4548,3.9586,-3.3855,-139.352,-1.4764,1.0237,50.0022,5.7718,10.0182,25.2,4.8,24,2224,162,NA,NA,NA,NA,NA,NA,FALSE,-18.1,11.6,-8.5,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",2,"2024-05-05T21:51:00.947Z","2024-05-05T21:51:04.105Z",TRUE,"pitch","bc24ab22-e485-4662-8689-abaf227e3d0b",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.3684,1.5291,NA,139.87,196.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mookie Betts grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,1,4,53,"bottom",7,"2024-05-05T21:50:40.504Z","2024-05-05T21:51:50.460Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",96.3,89.2,7,2,0.3892,6.6777,28.015,-16.2992,2.6224,7.8904,-0.6,1.5626,-5.3731,-140.0902,-8.2127,0.9917,50.0021,5.5718,5.276,13.2,3.6,24,2253,161,NA,NA,NA,NA,NA,NA,FALSE,-16.2,13,-3.8,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",1,"2024-05-05T21:50:42.794Z","2024-05-05T21:50:46.776Z",TRUE,"pitch","aaa93439-5b6b-4261-926a-4143278a4272",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3514,1.5436,NA,98.44,141.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mookie Betts grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,1,4,53,"bottom",7,"2024-05-05T21:50:40.504Z","2024-05-05T21:51:50.460Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",81.6,74.7,12,2,0.4617,6.2974,23.4307,-35.3034,-7.8197,-2.1958,0.4869,3.6105,-0.6483,-118.7887,2.6511,1.7792,50.0033,5.6965,-11.1394,18,10.8,24,2612,305,NA,NA,NA,NA,NA,NA,FALSE,-44.2,-3,14.3,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",0,"2024-05-05T21:50:00.992Z","2024-05-05T21:50:42.794Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",1,4,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"53","atBat","Groundout","field_out","Mookie Betts grounds out, third baseman Austin Riley to first baseman Matt Olson.",0,1,4,53,"bottom",7,"2024-05-05T21:50:40.504Z","2024-05-05T21:51:50.460Z",TRUE,FALSE,FALSE,TRUE,0,2,1,3,605141,"Mookie Betts","/api/v1/people/605141","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",5,"2024-05-05T21:49:36.624Z","2024-05-05T21:49:41.732Z",TRUE,"pitch","b4814a02-8206-4bca-b793-f035720239f3",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,2,2,NA,NA,3.1944,1.4879,NA,66.2,165.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Austin Barnes walks.",0,1,4,52,"bottom",7,"2024-05-05T21:47:44.683Z","2024-05-05T21:49:41.732Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,605131,"Austin Barnes","/api/v1/people/605131","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.7,87.2,12,2,0.3962,6.4126,28.8365,-17.3524,3.5718,7.6442,1.3327,2.7306,-0.9965,-137.9251,-4.6454,1.2332,50.0045,5.5963,6.926,20.4,3.6,24,2234,158,NA,NA,NA,NA,NA,NA,FALSE,-17.2,13.2,-6.2,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,605131,"Austin Barnes","/api/v1/people/605131",NA,NA,NA
746153,"2024-05-05",4,"2024-05-05T21:49:16.057Z","2024-05-05T21:49:19.945Z",TRUE,"pitch","01988800-2cf5-4351-aed1-f86c1e7d94de",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,2,2,NA,NA,3.2375,1.4994,NA,111.86,217.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Austin Barnes walks.",0,1,4,52,"bottom",7,"2024-05-05T21:47:44.683Z","2024-05-05T21:49:41.732Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,605131,"Austin Barnes","/api/v1/people/605131","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",88.4,81.7,14,2,0.4251,6.633,25.3759,-28.9126,7.6463,1.938,0.1347,0.8024,-5.6167,-128.6064,-5.8794,1.3479,50.0053,5.3463,12.8769,21.6,7.2,24,1300,132,NA,NA,NA,NA,NA,NA,FALSE,-32.4,2.4,-12.7,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",3,"2024-05-05T21:48:55.155Z","2024-05-05T21:48:58.446Z",TRUE,"pitch","538ec633-9cc7-4c56-a798-f40a9396d11d",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.2821,1.544,NA,201.05,198.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Austin Barnes walks.",0,1,4,52,"bottom",7,"2024-05-05T21:47:44.683Z","2024-05-05T21:49:41.732Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,605131,"Austin Barnes","/api/v1/people/605131","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,87.8,13,2,0.3961,6.4693,27.3982,-21.976,3.7056,5.255,-2.2049,1.4745,-10.2467,-137.6942,-6.7271,1.0652,50.0056,5.4114,7.196,13.2,4.8,24,2036,153,NA,NA,NA,NA,NA,NA,FALSE,-21.8,8.4,-4.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",2,"2024-05-05T21:48:34.577Z","2024-05-05T21:48:37.877Z",TRUE,"pitch","b7480a14-a77d-412b-aebd-5e1513e3b497",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.21,1.5,NA,109.39,184.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Austin Barnes walks.",0,1,4,52,"bottom",7,"2024-05-05T21:47:44.683Z","2024-05-05T21:49:41.732Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,605131,"Austin Barnes","/api/v1/people/605131","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93,86,8,2,0.4029,6.4793,26.7037,-16.3297,0.0425,8.4458,0.1996,2.0019,-3.172,-135.4099,-6.4167,1.3757,50.0055,5.525,0.0804,1.2,3.6,24,2160,159,NA,NA,NA,NA,NA,NA,FALSE,-17,14.3,0.5,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",1,"2024-05-05T21:48:15.803Z","2024-05-05T21:48:19.114Z",TRUE,"pitch","9a3d5da6-4f5b-4026-b7ed-f799f4220878",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.1794,1.3775,NA,115.97,154.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Austin Barnes walks.",0,1,4,52,"bottom",7,"2024-05-05T21:47:44.683Z","2024-05-05T21:49:41.732Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,605131,"Austin Barnes","/api/v1/people/605131","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",71.6,66.4,2,2,0.5248,6.4562,17.0041,-41.2603,-5.7841,-8.2298,0.0269,3.1398,-1.3918,-104.2419,4.2271,1.4542,50.0032,5.9467,-6.3853,9.6,15.6,24,2724,323,NA,NA,NA,NA,NA,NA,FALSE,-66.6,-13.4,10.8,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
746153,"2024-05-05",0,"2024-05-05T21:47:59.420Z","2024-05-05T21:48:03.502Z",TRUE,"pitch","ec9dba7a-ccba-40ab-bcd3-3b8b29d4d9bf",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3433,1.4781,NA,83.33,144.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52","atBat","Walk","walk","Austin Barnes walks.",0,1,4,52,"bottom",7,"2024-05-05T21:47:44.683Z","2024-05-05T21:49:41.732Z",TRUE,FALSE,FALSE,FALSE,0,4,2,2,605131,"Austin Barnes","/api/v1/people/605131","R","Right",608331,"Max Fried","/api/v1/people/608331","L","Left","vs_LHP","vs_RHB","Men_On",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Atlanta Braves","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",79.6,72.7,12,2,0.4738,6.1746,22.7744,-32.7379,-3.8547,-0.4205,0.8832,3.4959,-1.1217,-115.8566,2.4812,1.875,50.0013,5.5521,-5.2096,9.6,9.6,24,2365,291,NA,NA,NA,NA,NA,NA,FALSE,-43.1,0.2,7.3,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA
