"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
716579,"2023-09-15",2,"2023-09-16T01:52:31.380Z","2023-09-16T01:52:40.271Z",TRUE,"pitch","344578a3-1cb3-4814-af7f-5dba9679e6af",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,2,2,NA,NA,3.3,1.53,NA,130.15,182.55,"ground_ball","medium","4",139.33,146.02,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alfonso Rivas grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.",0,7,5,85,"bottom",9,"2023-09-16T01:51:34.223Z","2023-09-16T01:52:40.271Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663845,"Alfonso Rivas III","/api/v1/people/663845","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.1,88.7,4,2,0.3906,5.9569,30.0364,-28.4613,-6.3044,1.8662,-0.3451,2.0827,4.0999,-139.944,-6.1451,-1.006,50.0061,6.1585,-12.5725,21.6,6,24,2097,233,95.6,-19,6,NA,NA,NA,TRUE,-27.1,2.4,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",1,"2023-09-16T01:52:08.317Z","2023-09-16T01:52:11.988Z",TRUE,"pitch","b5fa57d1-ae70-45d9-82d5-92353da08d37",2,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,2,2,NA,NA,3.3,1.53,NA,105.34,189.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alfonso Rivas grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.",0,7,5,85,"bottom",9,"2023-09-16T01:51:34.223Z","2023-09-16T01:52:40.271Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663845,"Alfonso Rivas III","/api/v1/people/663845","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96,88.2,9,0.89,0.3923,5.9519,31.3555,-29.4713,-8.3597,1.3681,0.3058,1.8414,6.0388,-139.595,-6.7541,-0.7992,50.0019,6.2318,-16.5016,26.4,7.2,24,2081,218,NA,NA,NA,NA,NA,NA,FALSE,-28.4,1.2,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",0,"2023-09-16T01:51:53.141Z","2023-09-16T01:51:56.748Z",TRUE,"pitch","488127d9-bed0-4f2f-94f6-d1756b895ee4",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,2,NA,NA,3.3654,1.6161,NA,118.99,164.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85","atBat","Groundout","field_out","Alfonso Rivas grounds out, second baseman Gleyber Torres to first baseman DJ LeMahieu.",0,7,5,85,"bottom",9,"2023-09-16T01:51:34.223Z","2023-09-16T01:52:40.271Z",TRUE,FALSE,FALSE,TRUE,0,0,2,3,663845,"Alfonso Rivas III","/api/v1/people/663845","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.8,87.6,5,0.91,0.3935,5.9823,32.3427,-29.5849,-8.9312,1.3182,-0.0523,2.7549,5.523,-139.3669,-4.5529,-0.903,50.0004,6.3718,-17.5052,27.6,7.2,24,2075,231,NA,NA,NA,NA,NA,NA,FALSE,-28.3,1.6,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",3,"2023-09-16T01:51:23.710Z","2023-09-16T01:51:28.585Z",TRUE,"pitch","56adfe59-cab4-42c9-a196-02fa2512445e",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.51,1.63,NA,141.19,200.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,7,5,84,"bottom",9,"2023-09-16T01:50:19.911Z","2023-09-16T01:51:28.585Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.4,88.4,13,0.91,0.3913,5.8149,33.148,-33.6514,-9.0602,-0.7444,-0.6347,1.417,4.1027,-140.2334,-7.0768,-0.9435,50.003,6.1825,-17.9578,26.4,8.4,24,2079,248,NA,NA,NA,NA,NA,NA,TRUE,-32.3,-2.6,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",2,"2023-09-16T01:51:05.613Z","2023-09-16T01:51:09.447Z",TRUE,"pitch","4197b8cf-3d17-486b-adca-47fb13134a6c",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,2,1,NA,NA,3.6242,1.694,NA,142.11,155.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,7,5,84,"bottom",9,"2023-09-16T01:50:19.911Z","2023-09-16T01:51:28.585Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.8,86.8,1,0.92,0.3975,5.9925,31.4932,-32.0906,-10.0423,0.0414,-0.6588,3.0838,4.2403,-137.9524,-3.2668,-0.9135,50.0022,6.4531,-19.3,28.8,8.4,24,2022,235,NA,NA,NA,NA,NA,NA,FALSE,-31,-0.5,17.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",1,"2023-09-16T01:50:47.379Z","2023-09-16T01:50:50.773Z",TRUE,"pitch","a7e3e393-0165-45bb-87e8-2d93bff1ed35",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,1,NA,NA,3.5466,1.6421,NA,108.18,229.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,7,5,84,"bottom",9,"2023-09-16T01:50:19.911Z","2023-09-16T01:51:28.585Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.6,88.8,14,0.91,0.391,5.9104,32.4338,-27.8166,-9.8885,2.1928,0.2315,0.359,6.1961,-140.2198,-10.9827,-0.7249,50.0042,6.1495,-19.6439,31.2,7.2,24,2104,228,NA,NA,NA,NA,NA,NA,FALSE,-27.7,1.8,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",0,"2023-09-16T01:50:32.803Z","2023-09-16T01:50:36.340Z",TRUE,"pitch","819eefb8-a0e4-4be7-afac-028a0ad7d914",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.6242,1.7459,NA,128.71,166.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"84","atBat","Strikeout","strikeout","Jack Suwinski strikes out swinging.",0,7,5,84,"bottom",9,"2023-09-16T01:50:19.911Z","2023-09-16T01:51:28.585Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,669261,"Jack Suwinski","/api/v1/people/669261","L","Left",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.6,87,4,0.91,0.3976,5.9711,30.0253,-27.6131,-8.9607,2.3744,-0.3073,2.6653,4.8345,-137.6629,-5.1151,-0.9202,50.005,6.4123,-17.233,30,7.2,24,2003,232,NA,NA,NA,NA,NA,NA,FALSE,-27.1,3.5,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",3,"2023-09-16T01:49:59.741Z","2023-09-16T01:50:08.066Z",TRUE,"pitch","55cff6cd-1a32-4f91-a031-612563f3057b",3,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,1,0,NA,NA,3.27,1.53,NA,119.38,197.29,"ground_ball","medium","5",97.74,167.35,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",0,7,5,83,"bottom",9,"2023-09-16T01:49:26.105Z","2023-09-16T01:50:08.066Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94.1,85.9,8,0.91,0.4016,5.8522,31.7984,-21.6358,-10.2732,5.6031,-0.0625,1.5368,5.4885,-136.7012,-8.7899,-0.7679,50.0037,6.2945,-19.3294,37.2,6,24,2286,222,59.5,-29,5,NA,NA,NA,TRUE,-22.8,8.4,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",2,"2023-09-16T01:49:42.686Z","2023-09-16T01:49:46.604Z",TRUE,"pitch","a708aed1-db3f-439b-b873-ee2001678bfc",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,0,NA,NA,3.3136,1.5294,NA,95.68,222.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",0,7,5,83,"bottom",9,"2023-09-16T01:49:26.105Z","2023-09-16T01:50:08.066Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",94,86.2,14,0.92,0.4023,5.9165,30.9478,-25.3613,-10.9012,3.63,0.5592,0.5946,6.9268,-136.3193,-10.5703,-0.603,50.0025,6.2842,-20.4442,34.8,7.2,24,2175,229,NA,NA,NA,NA,NA,NA,FALSE,-26.9,4.4,18.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",1,"2023-09-16T01:49:28.508Z","2023-09-16T01:49:32.321Z",TRUE,"pitch","e7568cc5-954b-4be2-8b97-6d1ea0d4af3e",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.3783,1.5512,NA,103.46,197.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"83","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",0,7,5,83,"bottom",9,"2023-09-16T01:49:26.105Z","2023-09-16T01:50:08.066Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",93.1,85.4,9,0.92,0.4051,6.027,29.7807,-23.4917,-10.3626,4.6892,0.3553,1.5289,6.5356,-135.2646,-8.5095,-0.7472,50.0009,6.3652,-19.1811,34.8,7.2,24,2151,228,NA,NA,NA,NA,NA,NA,FALSE,-24.8,6.8,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",0,"2023-09-16T01:48:17.328Z","2023-09-16T01:49:28.508Z",FALSE,"action",NA,NA,"Pitching Change: Clay Holmes replaces Nick Ramirez.","Pitching Substitution",7,5,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,605280,"/api/v1/people/605280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pitching_substitution",NA,"1","Pitcher","Pitcher","P",NA,"83","atBat","Groundout","field_out","Ke'Bryan Hayes grounds out, third baseman Oswald Peraza to first baseman DJ LeMahieu.",0,7,5,83,"bottom",9,"2023-09-16T01:49:26.105Z","2023-09-16T01:50:08.066Z",TRUE,FALSE,FALSE,TRUE,0,1,1,1,663647,"Ke'Bryan Hayes","/api/v1/people/663647","R","Right",605280,"Clay Holmes","/api/v1/people/605280","R","Right","vs_RHP","vs_RHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","Pittsburgh Pirates","New York Yankees",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",8,"2023-09-16T01:46:41.101Z","2023-09-16T01:46:47.204Z",TRUE,"pitch","d9812e33-1af1-4dc0-9280-edb8ea727265",7,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,2,NA,NA,3.18,1.46,NA,123,183.6,"ground_ball","medium","1",128.42,185.41,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Ben Rortvedt grounds out, pitcher Colin Holderman to first baseman Alfonso Rivas.",0,7,5,82,"top",9,"2023-09-16T01:43:56.101Z","2023-09-16T01:46:47.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666163,"Ben Rortvedt","/api/v1/people/666163","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",95.3,87.9,5,0.83,0.3938,6.4889,28.4863,-25.1454,-7.2705,3.5814,-0.1574,2.0436,6.9922,-138.6222,-4.3322,-1.7574,50.0052,5.288,-14.2743,26.4,6,24,2188,231,103.3,-10,12,NA,NA,NA,TRUE,-24.1,5.9,11.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",7,"2023-09-16T01:46:23.678Z","2023-09-16T01:46:27.682Z",TRUE,"pitch","3325e882-80e1-4b31-add0-6c9ed897300f",6,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,2,NA,NA,3.0675,1.5252,NA,189.38,149.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Ben Rortvedt grounds out, pitcher Colin Holderman to first baseman Alfonso Rivas.",0,7,5,82,"top",9,"2023-09-16T01:43:56.101Z","2023-09-16T01:46:47.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666163,"Ben Rortvedt","/api/v1/people/666163","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",96.3,88.5,11,0.88,0.3895,6.3158,30.2013,-21.1207,-8.001,5.5108,-1.8988,3.297,2.9868,-140.3389,-2.1688,-1.9342,50.0009,5.4479,-16.0406,36,4.8,24,2166,218,NA,NA,NA,NA,NA,NA,FALSE,-19.6,9.7,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
716579,"2023-09-15",6,"2023-09-16T01:45:30.510Z","2023-09-16T01:45:36.680Z",TRUE,"pitch","d14bf503-806f-4353-820d-a869cb4962b3",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.18,1.46,NA,110.89,179.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"82","atBat","Groundout","field_out","Ben Rortvedt grounds out, pitcher Colin Holderman to first baseman Alfonso Rivas.",0,7,5,82,"top",9,"2023-09-16T01:43:56.101Z","2023-09-16T01:46:47.204Z",TRUE,FALSE,FALSE,TRUE,0,2,2,3,666163,"Ben Rortvedt","/api/v1/people/666163","L","Left",670059,"Colin Holderman","/api/v1/people/670059","R","Right","vs_RHP","vs_LHB","Empty",NA,"Pittsburgh Pirates",1,"Major League Baseball",NA,NA,104,"National League","New York Yankees",1,"Major League Baseball",NA,NA,103,"American League","New York Yankees","Pittsburgh Pirates",NA,NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",83.7,77.3,5,0.9,0.4485,6.5437,22.8616,-25.8441,6.6781,4.1833,0.1602,2.189,2.6738,-121.8899,-2.5687,-1.8169,50.0015,5.4769,10.095,21.6,7.2,24,2507,83,NA,NA,NA,NA,NA,NA,FALSE,-31.6,7.2,-12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
