"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned","reviewDetails.inProgress","reviewDetails.reviewType","reviewDetails.challengeTeamId"
717699,"2023-06-19",5,"2023-06-19T22:48:09.639Z","2023-06-19T22:48:13.925Z",TRUE,"pitch","ccc32982-49ee-43de-bb8f-11df0fee4a42",5,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.03,1.43,NA,132.78,207.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,8,6,77,"bottom",9,"2023-06-19T22:46:30.633Z","2023-06-19T22:48:13.925Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",103.7,95.4,13,0.9,0.363,6.6795,35.2489,-20.3986,-9.1435,5.1045,-0.4139,1.1608,6.095,-150.6717,-10.4364,-1.2708,50.0065,5.8128,-21.111,40.8,4.8,24,2067,217,NA,NA,NA,NA,NA,NA,TRUE,-18,7.4,15.5,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",4,"2023-06-19T22:47:44.119Z","2023-06-19T22:47:47.688Z",TRUE,"pitch","15716435-b04a-4208-8310-d062a7446779",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.03,1.43,NA,153.18,191.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,8,6,77,"bottom",9,"2023-06-19T22:46:30.633Z","2023-06-19T22:48:13.925Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",104.3,95.6,13,0.9,0.3612,6.6298,36.6484,-22.2935,-9.4679,4.244,-0.9491,1.7657,5.4053,-151.5814,-8.5882,-1.5241,50.0055,5.8779,-22.0616,40.8,6,24,1964,217,NA,NA,NA,NA,NA,NA,FALSE,-19,6.2,16.1,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",3,"2023-06-19T22:47:22.293Z","2023-06-19T22:47:26.055Z",TRUE,"pitch","c12badda-10b8-426f-8009-a7b89b20bf43",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.1567,1.4548,NA,95.82,173.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,8,6,77,"bottom",9,"2023-06-19T22:46:30.633Z","2023-06-19T22:48:13.925Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",103.2,94.9,6,0.9,0.3642,6.7474,34.2325,-19.3517,-7.9379,5.5913,0.5556,2.4275,8.6839,-150.0303,-7.1656,-1.3366,50.0033,5.9381,-18.2067,38.4,4.8,24,2010,211,NA,NA,NA,NA,NA,NA,FALSE,-16.7,9,12.8,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",2,"2023-06-19T22:47:02.800Z","2023-06-19T22:47:07.026Z",TRUE,"pitch","6c99f58e-ef34-4fac-92b7-68e222d30a86",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.2585,1.4548,NA,157.32,178.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,8,6,77,"bottom",9,"2023-06-19T22:46:30.633Z","2023-06-19T22:48:13.925Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.2,93,13,0.9,0.3713,6.5379,33.9369,-21.3057,-8.3726,4.9264,-1.0579,2.2478,4.1915,-147.3215,-7.072,-1.4088,50.002,5.9322,-18.462,37.2,4.8,24,1912,210,NA,NA,NA,NA,NA,NA,FALSE,-18.8,7.8,14.4,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",0,"2023-06-19T22:46:43.411Z","2023-06-19T22:46:48.821Z",TRUE,"pitch","92e652a1-aec1-4480-aeb8-f16e7e527854",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.284,1.5057,NA,146.39,146.39,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,8,6,77,"bottom",9,"2023-06-19T22:46:30.633Z","2023-06-19T22:48:13.925Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",103.1,95.2,11,0.9,0.3631,6.5929,32.7094,-21.1112,-7.815,4.7925,-0.7712,3.4219,5.3305,-150.2167,-4.1937,-1.5434,50.0067,6.0193,-18.0571,37.2,4.8,24,1976,224,NA,NA,NA,NA,NA,NA,FALSE,-17.3,8.2,13.3,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",1,"2023-06-19T22:46:59.153Z","2023-06-19T22:47:02.800Z",FALSE,"action",NA,NA,"CJ Abrams advances to 2nd on defensive indifference.","Defensive Indiff",8,6,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,1,0,2,682928,"/api/v1/people/682928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92e652a1-aec1-4480-aeb8-f16e7e527854","defensive_indiff",NA,NA,NA,NA,NA,NA,"77","atBat","Strikeout","strikeout","Lane Thomas strikes out swinging.",0,8,6,77,"bottom",9,"2023-06-19T22:46:30.633Z","2023-06-19T22:48:13.925Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,657041,"Lane Thomas","/api/v1/people/657041","R","Right",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,TRUE,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",3,"2023-06-19T22:46:04.309Z","2023-06-19T22:46:11.234Z",TRUE,"pitch","04c74e0f-3c82-4309-91a9-3c1d4c9c6a00",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",2,1,2,NA,NA,3.46,1.57,NA,103.61,195.69,"ground_ball","medium","1",134.93,161.25,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","CJ Abrams singles on a ground ball to second baseman Nolan Gorman, deflected by pitcher Jordan Hicks.",0,8,6,76,"bottom",9,"2023-06-19T22:44:49.522Z","2023-06-19T22:46:11.234Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.8,93.1,9,0.9,0.3708,6.6559,35.4112,-22.8656,-10.4933,4.211,0.3512,1.596,9.2819,-147.764,-8.3873,-1.4684,50.0036,5.8163,-23.1914,40.8,6,24,2184,216,98,-12,8,NA,NA,NA,FALSE,-20.4,6.1,17.2,NA,NA,NA,FALSE,FALSE,NA,NA,NA,682928,"CJ Abrams","/api/v1/people/682928",NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",2,"2023-06-19T22:45:47.414Z","2023-06-19T22:45:50.939Z",TRUE,"pitch","6ea33516-2f53-4448-94ab-783b06a11746",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",2,1,2,NA,NA,3.5867,1.6457,NA,99.25,182.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","CJ Abrams singles on a ground ball to second baseman Nolan Gorman, deflected by pitcher Jordan Hicks.",0,8,6,76,"bottom",9,"2023-06-19T22:44:49.522Z","2023-06-19T22:46:11.234Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",102.3,93.5,9,2,0.3686,6.7228,35.5275,-13.4613,-6.5946,8.3685,0.4655,2.0666,7.8397,-148.5742,-8.8101,-1.3503,50.0056,5.8526,-14.7495,39.6,3.6,24,2197,218,NA,NA,NA,NA,NA,NA,FALSE,-12.7,13.6,10.4,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",1,"2023-06-19T22:45:19.410Z","2023-06-19T22:45:23.071Z",TRUE,"pitch","3c13884c-5d49-44b3-a7bf-ba887d96b40b",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.6122,1.6457,NA,106.82,209.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","CJ Abrams singles on a ground ball to second baseman Nolan Gorman, deflected by pitcher Jordan Hicks.",0,8,6,76,"bottom",9,"2023-06-19T22:44:49.522Z","2023-06-19T22:46:11.234Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.6,92.6,14,0.9,0.3744,6.7159,32.9776,-23.6339,-7.7864,3.9341,0.2671,1.0852,8.0737,-146.0422,-9.5548,-1.5158,50.0018,5.8096,-16.893,30,6,24,1975,218,NA,NA,NA,NA,NA,NA,FALSE,-21.6,5.4,12.6,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717699,"2023-06-19",0,"2023-06-19T22:45:03.460Z","2023-06-19T22:45:07.553Z",TRUE,"pitch","201db8e4-e866-4c0c-810f-344d55481544",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.6122,1.5948,NA,152.74,157.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Single","single","CJ Abrams singles on a ground ball to second baseman Nolan Gorman, deflected by pitcher Jordan Hicks.",0,8,6,76,"bottom",9,"2023-06-19T22:44:49.522Z","2023-06-19T22:46:11.234Z",TRUE,FALSE,FALSE,FALSE,33,2,1,2,682928,"CJ Abrams","/api/v1/people/682928","L","Left",663855,"Jordan Hicks","/api/v1/people/663855","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","St. Louis Cardinals",1,"Major League Baseball",NA,NA,104,"National League","Washington Nationals","St. Louis Cardinals","false",NA,"rgba(50, 50, 50, 1.0)","ST","Sweeper",89.1,80.8,11,2,0.4244,6.5025,30.1976,-27.417,5.0934,2.8286,-0.9376,3.0094,1.0825,-129.6546,-1.7955,-2.023,50.0026,5.8283,8.5652,18,7.2,24,2391,64,NA,NA,NA,NA,NA,NA,FALSE,-29.9,4.9,-9.5,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
