"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.disengagementNum","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
746716,"2024-05-21",1,"2024-05-22T00:59:27.777Z","2024-05-22T00:59:35.486Z",TRUE,"pitch","e784482d-d190-42f7-9a29-bf920e64c462",2,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,1,1,NA,NA,3.46,1.63,NA,124.05,189.43,"ground_ball","medium","4",149.63,152.08,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Grounded Into DP","grounded_into_double_play","Jake Cronenworth grounds into a double play, second baseman Jonathan India to shortstop Elly De La Cruz to first baseman Jeimer Candelario. Jurickson Profar out at 2nd. Jake Cronenworth out at 1st.",0,0,2,63,"top",9,"2024-05-22T00:59:08.598Z","2024-05-22T00:59:35.486Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.6,82,8,0.9,0.4252,7.6234,21.2567,-27.9688,1.6618,2.4896,-0.185,1.8278,4.1405,-127.8019,-1.4007,-2.0288,50.0008,4.538,2.8051,7.2,7.2,24,2725,164,105.3,0,49,NA,NA,NA,TRUE,-30.5,4.4,-3.7,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746716,"2024-05-21",0,"2024-05-22T00:59:13.077Z","2024-05-22T00:59:17.144Z",TRUE,"pitch","dd306e49-b7de-4764-97cf-c52863d22915",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,1,NA,NA,3.4566,1.6448,NA,142.38,155.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Grounded Into DP","grounded_into_double_play","Jake Cronenworth grounds into a double play, second baseman Jonathan India to shortstop Elly De La Cruz to first baseman Jeimer Candelario. Jurickson Profar out at 2nd. Jake Cronenworth out at 1st.",0,0,2,63,"top",9,"2024-05-22T00:59:08.598Z","2024-05-22T00:59:35.486Z",TRUE,FALSE,FALSE,TRUE,24,0,1,3,630105,"Jake Cronenworth","/api/v1/people/630105","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Empty",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.7,84.6,1,0.87,0.4082,7.8207,25.8466,-19.8206,-5.3171,6.7608,-0.6658,3.0709,5.3755,-133.6181,0.091,-2.0024,50.0066,4.448,-9.722,24,4.8,24,2582,235,NA,NA,NA,NA,NA,NA,FALSE,-19.7,12.5,8.6,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746716,"2024-05-21",4,"2024-05-22T00:58:47.891Z","2024-05-22T00:58:51.876Z",TRUE,"pitch","717f57d4-61cb-4ad5-b524-50f146b7c7fe",3,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,3,0,NA,NA,3.7773,1.7503,NA,122.87,193.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,2,62,"top",9,"2024-05-22T00:58:00.258Z","2024-05-22T00:58:51.876Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.7,81.7,8,0.9,0.4257,7.6248,22.339,-28.4497,2.328,2.216,-0.1541,1.688,3.9774,-127.87,-1.4148,-2.0225,50.005,4.447,3.9184,9.6,7.2,24,2705,174,NA,NA,NA,NA,NA,NA,TRUE,-31.1,4,-5,NA,NA,NA,NA,NA,TRUE,TRUE,595777,"Jurickson Profar","/api/v1/people/595777",NA,NA,NA,NA,NA,NA
746716,"2024-05-21",2,"2024-05-22T00:58:14.425Z","2024-05-22T00:58:21.044Z",TRUE,"pitch","bbd1e90b-c05f-4678-90eb-ccf5c781638f",2,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",0,2,0,NA,NA,3.73,1.61,NA,101.55,192.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,2,62,"top",9,"2024-05-22T00:58:00.258Z","2024-05-22T00:58:51.876Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",87.1,80.8,9,0.9,0.4298,7.7748,23.1337,-26.9018,1.8778,3.1998,0.4053,1.7163,5.2358,-126.8762,-1.6081,-1.9196,50.0056,4.4787,3.097,8.4,7.2,24,2666,181,NA,NA,NA,NA,NA,NA,FALSE,-30,5.6,-4.4,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746716,"2024-05-21",1,"2024-05-22T00:58:02.439Z","2024-05-22T00:58:06.602Z",TRUE,"pitch","e307efbd-206d-40b5-bec6-566bce633950",1,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",0,1,0,NA,NA,3.8763,1.7013,NA,108.58,153.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,2,62,"top",9,"2024-05-22T00:58:00.258Z","2024-05-22T00:58:51.876Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.5,84.2,5,0.88,0.4101,7.9691,26.1906,-20.0808,-6.8716,6.6781,0.221,3.1478,8.0332,-133.1243,0.2586,-1.9303,50.0023,4.4926,-12.4438,28.8,4.8,24,2461,241,NA,NA,NA,NA,NA,NA,FALSE,-20,12.4,10.9,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746716,"2024-05-21",0,"2024-05-22T00:57:33.754Z","2024-05-22T00:58:02.439Z",FALSE,"action",NA,NA,"Mound Visit.","Mound Visit",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mound_visit",NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,2,62,"top",9,"2024-05-22T00:58:00.258Z","2024-05-22T00:58:51.876Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746716,"2024-05-21",3,"2024-05-22T00:58:33.542Z","2024-05-22T00:58:47.891Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,2,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,0,2,0,592518,"/api/v1/people/592518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Manny Machado called out on strikes.",0,0,2,62,"top",9,"2024-05-22T00:58:00.258Z","2024-05-22T00:58:51.876Z",TRUE,FALSE,FALSE,TRUE,14,0,3,1,592518,"Manny Machado","/api/v1/people/592518","R","Right",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746716,"2024-05-21",4,"2024-05-22T00:57:16.740Z","2024-05-22T00:57:20.415Z",TRUE,"pitch","84b09fe5-5db1-4c41-b819-72540a1a344b",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",4,0,0,NA,NA,3.3422,1.6425,NA,201,126.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Jurickson Profar walks.",0,0,2,61,"top",9,"2024-05-22T00:56:37.564Z","2024-05-22T00:57:20.415Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,85.4,11,0.89,0.4042,7.5766,26.3858,-20.3946,-6.1085,6.3219,-2.2037,4.1581,2.4581,-134.9423,2.9216,-2.3271,50.0064,4.4902,-11.3896,28.8,4.8,24,2583,240,NA,NA,NA,NA,NA,NA,FALSE,-19.3,12.2,10.7,NA,NA,NA,NA,NA,FALSE,TRUE,595777,"Jurickson Profar","/api/v1/people/595777",NA,NA,NA,NA,NA,NA
746716,"2024-05-21",3,"2024-05-22T00:57:04.682Z","2024-05-22T00:57:10.180Z",TRUE,"pitch","afc60cd9-5fd3-4590-a98b-c3469828a667",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,0,0,NA,NA,3.3191,1.623,NA,167.42,145.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Jurickson Profar walks.",0,0,2,61,"top",9,"2024-05-22T00:56:37.564Z","2024-05-22T00:57:20.415Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.6,85.6,11,0.89,0.4037,7.7564,25.6639,-20.2443,-6.7628,6.3801,-1.3228,3.4676,4.7269,-134.9863,1.2467,-2.206,50.005,4.4118,-12.6505,30,4.8,24,2617,236,NA,NA,NA,NA,NA,NA,FALSE,-19.4,12,11.4,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
746716,"2024-05-21",2,"2024-05-22T00:56:52.422Z","2024-05-22T00:56:58.006Z",TRUE,"pitch","3ab731b5-c907-416d-be35-f06e931fe3a2",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,0,NA,NA,3.2434,1.6393,NA,192.24,157.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"61","atBat","Walk","walk","Jurickson Profar walks.",0,0,2,61,"top",9,"2024-05-22T00:56:37.564Z","2024-05-22T00:57:20.415Z",TRUE,FALSE,FALSE,FALSE,0,4,0,0,595777,"Jurickson Profar","/api/v1/people/595777","L","Left",664747,"Alexis Díaz","/api/v1/people/664747","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Cincinnati Reds",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres",1,"Major League Baseball",NA,NA,104,"National League","San Diego Padres","Cincinnati Reds",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.7,85.5,11,0.9,0.4039,7.7605,26.4738,-18.8371,-6.7271,7.1427,-1.9738,3.0189,3.1702,-135.0577,-0.1065,-2.2821,50.002,4.3719,-12.5593,32.4,4.8,24,2567,242,NA,NA,NA,NA,NA,NA,FALSE,-18.4,13.2,11.6,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
