"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
744853,"2024-05-24",0,"2024-05-25T00:52:51.443Z","2024-05-25T00:52:59.452Z",TRUE,"pitch","ad77da99-8298-4d13-97b2-98b75f890d30",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.31,1.51,NA,104.54,164.21,"ground_ball","medium","5",101.18,174.51,NA,NA,NA,NA,NA,NA,NA,NA,"65","atBat","Groundout","field_out","Julio Rodríguez grounds out, third baseman Nick Senzel to first baseman Joey Gallo.",0,1,6,65,"top",9,"2024-05-25T00:52:33.167Z","2024-05-25T00:52:59.452Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,677594,"Julio Rodríguez","/api/v1/people/677594","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,75.8,3,2,0.4554,6.5741,24.7018,-26.4828,-0.5531,3.887,0.3268,2.7619,8.3218,-120.5544,-2.0497,-3.1064,50.0021,5.9743,-0.8114,1.2,7.2,24,1938,218,58.7,-48,5,NA,NA,NA,TRUE,-33.2,6.7,-1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744853,"2024-05-24",3,"2024-05-25T00:52:26.045Z","2024-05-25T00:52:30.366Z",TRUE,"pitch","6523008c-a7bd-4926-93f7-5a7f1f6b3135",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,3,1,NA,NA,3.27,1.48,NA,69.16,196.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,1,6,64,"top",9,"2024-05-25T00:51:00.607Z","2024-05-25T00:52:30.366Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664034,"Ty France","/api/v1/people/664034","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83.1,76.4,14,2,0.4548,6.5847,24.0352,-28.2643,-0.5686,2.6618,1.2551,1.5559,10.5129,-120.5578,-4.3418,-3.0932,50.0028,5.8828,-0.8371,2.4,8.4,24,1962,239,NA,NA,NA,NA,NA,NA,TRUE,-36,4,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,663728,"Cal Raleigh","/api/v1/people/663728",NA,NA,NA,NA,NA,NA
744853,"2024-05-24",2,"2024-05-25T00:52:04.505Z","2024-05-25T00:52:08.813Z",TRUE,"pitch","b0f293fe-f90a-4c42-b43f-8bea72c21f14",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.27,1.48,NA,103.47,179.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,1,6,64,"top",9,"2024-05-25T00:51:00.607Z","2024-05-25T00:52:30.366Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664034,"Ty France","/api/v1/people/664034","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.3,83,6,2,0.42,6.6287,22.9042,-21.8945,-7.7232,5.9456,0.355,2.2022,10.9874,-129.6088,-5.628,-2.904,50.006,6.0366,-13.3602,26.4,6,24,2068,220,NA,NA,NA,NA,NA,NA,FALSE,-24.1,9.8,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744853,"2024-05-24",1,"2024-05-25T00:51:49.158Z","2024-05-25T00:51:53.434Z",TRUE,"pitch","57dbc374-fde6-444c-a211-f0613db5c924",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.2677,1.5104,NA,148.42,172.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,1,6,64,"top",9,"2024-05-25T00:51:00.607Z","2024-05-25T00:52:30.366Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664034,"Ty France","/api/v1/people/664034","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.7,82.1,4,2,0.423,6.6236,24.0724,-25.5193,-9.4731,3.9089,-0.8243,2.4713,8.9487,-128.946,-4.2287,-3.0909,50.0017,6.0761,-16.1255,28.8,7.2,24,2065,222,NA,NA,NA,NA,NA,NA,FALSE,-28.1,6.5,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744853,"2024-05-24",0,"2024-05-25T00:51:26.651Z","2024-05-25T00:51:30.994Z",TRUE,"pitch","a53dc4f1-ba25-48da-adb3-48cb8c9a0c9f",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.2723,1.484,NA,109.67,202.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Ty France strikes out swinging.",0,1,6,64,"top",9,"2024-05-25T00:51:00.607Z","2024-05-25T00:52:30.366Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,664034,"Ty France","/api/v1/people/664034","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",88.3,81.6,14,2,0.4266,6.6485,24.4094,-24.1012,-9.4747,4.8279,0.1924,1.3313,10.9207,-127.9959,-7.1031,-2.8824,50.0057,6.0078,-15.8521,28.8,7.2,24,2074,219,NA,NA,NA,NA,NA,NA,FALSE,-27.7,7.4,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744853,"2024-05-24",0,"2024-05-25T00:50:47.802Z","2024-05-25T00:50:58.817Z",TRUE,"pitch","34bb624a-953f-460b-a1d9-1bc0d20a5e83",1,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",0,0,1,NA,NA,3.49,1.64,NA,90.88,160.62,"ground_ball","soft","1",116.38,190.82,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Single","single","Cal Raleigh singles on a soft ground ball to pitcher Dylan Floro.",0,1,6,63,"top",9,"2024-05-25T00:50:26.272Z","2024-05-25T00:50:58.817Z",TRUE,FALSE,FALSE,FALSE,33,0,0,1,663728,"Cal Raleigh","/api/v1/people/663728","L","Left",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_LHB","Men_On",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",91.1,83.5,6,2,0.4138,6.6141,27.2648,-16.7711,-5.3234,8.6735,0.6852,2.8948,11.2397,-132.1794,-4.9089,-2.9239,50.002,6.0014,-9.4538,21.6,4.8,24,2263,229,45.7,-67,1,NA,NA,NA,FALSE,-18.2,14.9,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,663728,"Cal Raleigh","/api/v1/people/663728",NA,NA,NA,NA,NA,NA
744853,"2024-05-24",6,"2024-05-25T00:50:20.924Z","2024-05-25T00:50:25.638Z",TRUE,"pitch","fa8c3bd7-ee6e-4a71-b50f-dd75c3d41579",6,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,3,0,NA,NA,3.5116,1.6779,NA,92.13,174.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mitch Garver called out on strikes.",0,1,6,62,"top",9,"2024-05-25T00:48:54.171Z","2024-05-25T00:50:25.638Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,641598,"Mitch Garver","/api/v1/people/641598","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.5,83,6,2,0.4194,6.6858,23.7517,-25.6918,-9.8158,3.7417,0.6524,2.3825,12.1607,-129.9171,-4.2357,-2.7843,50.0039,5.9557,-17.0096,30,7.2,24,2089,227,NA,NA,NA,NA,NA,NA,TRUE,-27.8,6.1,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744853,"2024-05-24",5,"2024-05-25T00:50:01.643Z","2024-05-25T00:50:05.470Z",TRUE,"pitch","8e20301f-c3ed-4472-9fcd-75111ceedd54",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",3,2,0,NA,NA,3.5,1.64,NA,159.97,168.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mitch Garver called out on strikes.",0,1,6,62,"top",9,"2024-05-25T00:48:54.171Z","2024-05-25T00:50:25.638Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,641598,"Mitch Garver","/api/v1/people/641598","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",89.6,82.5,11,2,0.4195,6.6287,25.846,-22.7266,-10.3033,5.4659,-1.1273,2.5872,8.3093,-130.2581,-4.5699,-3.0107,50.0036,6.0699,-17.8111,34.8,7.2,24,2115,220,NA,NA,NA,NA,NA,NA,FALSE,-24.8,9.1,16.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744853,"2024-05-24",4,"2024-05-25T00:49:45.393Z","2024-05-25T00:49:49.849Z",TRUE,"pitch","06801c92-9667-4450-a161-a3744f4287d5",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,0,NA,NA,3.4285,1.5948,NA,82.13,197.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mitch Garver called out on strikes.",0,1,6,62,"top",9,"2024-05-25T00:48:54.171Z","2024-05-25T00:50:25.638Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,641598,"Mitch Garver","/api/v1/people/641598","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",83,76.8,14,2,0.4539,6.4938,22.6435,-29.1863,-1.0255,2.0251,0.9149,1.5414,9.6586,-120.5184,-4.3471,-3.0055,50.0044,5.9361,-1.5154,0,8.4,24,1885,247,NA,NA,NA,NA,NA,NA,FALSE,-37,2.9,-0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
744853,"2024-05-24",3,"2024-05-25T00:49:25.347Z","2024-05-25T00:49:29.399Z",TRUE,"pitch","16e2e611-cb85-4045-887f-0e5ea7d7c2de",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,0,NA,NA,3.565,1.7039,NA,77.73,216.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"62","atBat","Strikeout","strikeout","Mitch Garver called out on strikes.",0,1,6,62,"top",9,"2024-05-25T00:48:54.171Z","2024-05-25T00:50:25.638Z",TRUE,FALSE,FALSE,TRUE,14,3,3,1,641598,"Mitch Garver","/api/v1/people/641598","R","Right",571670,"Dylan Floro","/api/v1/people/571670","R","Right","vs_RHP","vs_RHB","Empty",NA,"Washington Nationals",1,"Major League Baseball",NA,NA,104,"National League","Seattle Mariners",1,"Major League Baseball",NA,NA,103,"American League","Seattle Mariners","Washington Nationals",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.9,78.5,14,2,0.444,6.4971,23.5673,-24.6213,-1.1918,4.8933,1.0303,0.8299,10.1006,-123.1676,-7.1867,-2.9619,50.0008,5.8561,-1.8401,0,7.2,24,1959,245,NA,NA,NA,NA,NA,NA,FALSE,-30.7,7.4,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
