"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isSubstitution","base","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","reviewDetails.isOverturned.x","reviewDetails.inProgress.x","reviewDetails.reviewType.x","reviewDetails.challengeTeamId.x","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link","reviewDetails.isOverturned.y","reviewDetails.inProgress.y","reviewDetails.reviewType.y","reviewDetails.challengeTeamId.y"
717401,"2023-07-15",0,"2023-07-16T02:00:40.187Z","2023-07-16T02:00:49.213Z",TRUE,"pitch","fec5d3ea-68a2-4573-9bd4-e7e19aa6a904",1,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",0,0,2,NA,NA,3.39,1.63,NA,94.53,182.77,"popup","medium","3",165.03,159.42,NA,NA,NA,NA,NA,NA,NA,NA,"77","atBat","Pop Out","field_out","Yuli Gurriel pops out to first baseman Anthony Santander.",0,5,6,77,"top",9,"2023-07-16T02:00:16.065Z","2023-07-16T02:00:49.213Z",TRUE,FALSE,FALSE,TRUE,0,0,0,3,493329,"Yuli Gurriel","/api/v1/people/493329","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles","true",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",99.5,91.5,9,2,0.3779,6.6299,31.6259,-5.5681,0.2685,12.4873,0.5894,2.0743,1.1433,-144.563,-11.996,0.155,50.0012,6.6061,0.5717,6,1.2,24,2481,192,68.7,64,141,NA,NA,NA,TRUE,-7,20.6,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",3,"2023-07-16T02:00:08.062Z","2023-07-16T02:00:13.464Z",TRUE,"pitch","5b35c86f-2f2a-4432-89a8-7adc55063a3b",4,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",1,3,1,NA,NA,3.54,1.67,NA,135.68,232.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jesus Sanchez strikes out swinging.",0,5,6,76,"top",9,"2023-07-16T01:58:48.221Z","2023-07-16T02:00:13.464Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles","true",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",90,84.1,13,0.9,0.4163,6.7391,23.4356,-20.9484,-3.4249,6.3798,-0.4901,0.2425,1.3085,-130.7695,-12.0823,-0.5475,50.0024,6.4426,-6.0265,14.4,6,24,911,234,NA,NA,NA,NA,NA,NA,TRUE,-23.9,9.6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",2,"2023-07-16T01:59:45.920Z","2023-07-16T01:59:49.344Z",TRUE,"pitch","23dda657-799d-485b-acaa-7c1a9fe29bd2",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.54,1.67,NA,121.46,141.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jesus Sanchez strikes out swinging.",0,5,6,76,"top",9,"2023-07-16T01:58:48.221Z","2023-07-16T02:00:13.464Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101,93,2,2,0.3713,6.5946,32.3366,-9.79,-5.3392,10.1355,-0.1171,3.6146,1.7252,-147.0953,-7.5668,-0.0147,50.0027,6.7887,-11.7913,44.4,2.4,24,2389,193,NA,NA,NA,NA,NA,NA,FALSE,-9.4,17.2,9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",1,"2023-07-16T01:59:26.820Z","2023-07-16T01:59:30.797Z",TRUE,"pitch","193fd189-473f-4515-a99c-faf155e53ffa",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,1,NA,NA,3.3585,1.5138,NA,111.47,168.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jesus Sanchez strikes out swinging.",0,5,6,76,"top",9,"2023-07-16T01:58:48.221Z","2023-07-16T02:00:13.464Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles","false",NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",87.7,81.2,5,0.9,0.4275,6.5947,24.4817,-27.8583,-4.1671,2.5886,0.1451,2.6023,2.6154,-127.7509,-5.0306,-0.3467,50.0006,6.7671,-6.9382,13.2,7.2,24,846,235,NA,NA,NA,NA,NA,NA,FALSE,-31.4,3.8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",0,"2023-07-16T01:59:08.245Z","2023-07-16T01:59:12.349Z",TRUE,"pitch","7ed4dbfe-19cf-47d2-a27e-0700208c129e",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,1,NA,NA,3.5398,1.5658,NA,133.27,219.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"76","atBat","Strikeout","strikeout","Jesus Sanchez strikes out swinging.",0,5,6,76,"top",9,"2023-07-16T01:58:48.221Z","2023-07-16T02:00:13.464Z",TRUE,FALSE,FALSE,TRUE,14,1,3,2,660821,"Jesús Sánchez","/api/v1/people/660821","L","Left",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_LHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.9,93.1,13,2,0.373,6.6571,31.4693,-5.0197,-2.9343,12.4072,-0.4268,0.7207,0.3737,-146.3136,-15.735,-0.1738,50.0031,6.4455,-6.422,37.2,2.4,24,2375,194,NA,NA,NA,NA,NA,NA,FALSE,-7,19.9,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",5,"2023-07-16T01:58:29.703Z","2023-07-16T01:58:37.109Z",TRUE,"pitch","1608ca9e-b4b4-400f-89fd-8f609ae78cf7",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",1,2,0,NA,NA,3.4,1.67,NA,117.67,222.14,"ground_ball","medium","6",119.62,166.08,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Gunnar Henderson to first baseman Anthony Santander.",0,5,6,75,"top",9,"2023-07-16T01:57:03.656Z","2023-07-16T01:58:37.109Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles",NA,NA,"rgba(119, 0, 152, 1.0)","FS","Splitter",88.8,83.2,13,0.9,0.4211,6.7741,22.3018,-22.5422,-2.909,5.596,-0.0176,0.6164,1.368,-129.1662,-10.7554,-0.171,50.0018,6.5102,-5.0046,10.8,6,24,681,238,39.7,22,69,NA,NA,NA,TRUE,-25.8,8.4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",4,"2023-07-16T01:58:01.529Z","2023-07-16T01:58:05.950Z",TRUE,"pitch","8e3218a5-f374-42c0-9564-dfd3aca9e6ae",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,0,NA,NA,3.4,1.67,NA,133.67,149.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Gunnar Henderson to first baseman Anthony Santander.",0,5,6,75,"top",9,"2023-07-16T01:57:03.656Z","2023-07-16T01:58:37.109Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",101.6,93.2,1,2,0.3699,6.4791,33.8136,-8.0805,-3.0308,10.8387,-0.4374,3.3023,0.0749,-147.8363,-8.6195,-0.069,50.003,6.723,-6.7378,33.6,2.4,24,2478,190,NA,NA,NA,NA,NA,NA,FALSE,-8.2,18.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",3,"2023-07-16T01:57:41.836Z","2023-07-16T01:57:44.915Z",TRUE,"pitch","bfeb6645-d534-4bcc-85c8-3c72991682de",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",1,2,0,NA,NA,3.4,1.67,NA,138.14,136.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Gunnar Henderson to first baseman Anthony Santander.",0,5,6,75,"top",9,"2023-07-16T01:57:03.656Z","2023-07-16T01:58:37.109Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",100.5,92.1,11,2,0.3741,6.5123,33.1877,-7.1695,-2.2951,11.5059,-0.5547,3.77,-0.2135,-146.2035,-7.6593,-0.1824,50.0049,6.8483,-4.9891,30,2.4,24,2481,194,NA,NA,NA,NA,NA,NA,FALSE,-7.4,19.6,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",2,"2023-07-16T01:57:24.151Z","2023-07-16T01:57:27.914Z",TRUE,"pitch","943bab7a-e39f-4ef6-9f8e-270d09fbe3e7",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,0,NA,NA,3.5294,1.722,NA,90.55,156.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Gunnar Henderson to first baseman Anthony Santander.",0,5,6,75,"top",9,"2023-07-16T01:57:03.656Z","2023-07-16T01:58:37.109Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,79.2,3,0.91,0.4387,6.5353,23.5056,-31.9742,2.7341,0.1292,0.6939,3.0297,2.5277,-124.5517,-2.5649,-0.6871,50.0048,6.7001,4.3237,8.4,8.4,24,2301,104,NA,NA,NA,NA,NA,NA,FALSE,-37.2,-0.1,-5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
717401,"2023-07-15",1,"2023-07-16T01:57:06.039Z","2023-07-16T01:57:10.280Z",TRUE,"pitch","14162e03-c93d-41fb-a2a5-443b0ab3ff09",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,0,NA,NA,3.633,1.774,NA,109.16,137.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75","atBat","Groundout","field_out","Bryan De La Cruz grounds out, shortstop Gunnar Henderson to first baseman Anthony Santander.",0,5,6,75,"top",9,"2023-07-16T01:57:03.656Z","2023-07-16T01:58:37.109Z",TRUE,FALSE,FALSE,TRUE,0,1,2,1,650559,"Bryan De La Cruz","/api/v1/people/650559","R","Right",642585,"Félix Bautista","/api/v1/people/642585","R","Right","vs_RHP","vs_RHB","Empty",NA,"Baltimore Orioles",1,"Major League Baseball",NA,NA,103,"American League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Baltimore Orioles",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",98.4,90.2,2,2,0.3819,6.4627,31.8526,-7.6838,-2.8874,11.746,0.2056,3.7351,1.8196,-143.2022,-7.3641,-0.0616,50.0042,6.8149,-6.0208,31.2,2.4,24,2416,193,NA,NA,NA,NA,NA,NA,FALSE,-8.2,20,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
