"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","isBaseRunningPlay","isSubstitution","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718429,"2023-04-25",5,"2023-04-26T01:51:44.140Z","2023-04-26T01:51:49.733Z",TRUE,"pitch","bd782d23-4bf4-4d0e-823a-c0b7b1d682ee",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,2,NA,NA,3.47,1.71,NA,81.44,220.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jorge Soler strikes out swinging.",0,4,7,73,"top",9,"2023-04-26T01:49:48.481Z","2023-04-26T01:51:49.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",75.9,69.8,14,0.9,0.4984,6.2716,21.8664,-38.7792,7.4902,-5.4125,0.9329,0.6711,3.3267,-110.404,-1.1492,-1.5725,50.0051,5.3238,9.1353,14.4,13.2,24,2599,59,NA,NA,NA,NA,NA,NA,TRUE,-57.7,-9.7,-14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",4,"2023-04-26T01:51:13.546Z","2023-04-26T01:51:18.874Z",TRUE,"pitch","3621f9f1-fbd8-4fcb-bd7f-4ade37fb1e9d",5,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",2,2,2,NA,NA,3.47,1.71,NA,81,167.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jorge Soler strikes out swinging.",0,4,7,73,"top",9,"2023-04-26T01:49:48.481Z","2023-04-26T01:51:49.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.2,82.8,12,2,0.417,6.2789,26.3995,-22.6761,-10.0469,5.4328,0.9445,2.6345,9.2068,-131.0924,-2.086,-1.2992,50.0055,5.1245,-17.5778,34.8,6,24,2100,226,NA,NA,NA,NA,NA,NA,FALSE,-24,9.6,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",3,"2023-04-26T01:50:49.202Z","2023-04-26T01:50:53.598Z",TRUE,"pitch","8a2a0d1b-6e83-4f29-a5ae-ec5f175e56c9",4,"Ball In Dirt",NA,NA,NA,NA,FALSE,"*B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"*B","Ball In Dirt",2,2,2,NA,NA,3.4018,1.7094,NA,117.21,240.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jorge Soler strikes out swinging.",0,4,7,73,"top",9,"2023-04-26T01:49:48.481Z","2023-04-26T01:51:49.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.6,78.2,13,0.89,0.4447,6.4582,23.8299,-30.081,-8.7373,1.367,-0.0054,-0.0537,6.2184,-123.0353,-6.0021,-1.4272,50.0058,4.9587,-13.4318,21.6,8.4,24,1880,247,NA,NA,NA,NA,NA,NA,FALSE,-36.8,1.3,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",2,"2023-04-26T01:50:31.024Z","2023-04-26T01:50:34.851Z",TRUE,"pitch","67f4a619-0e14-4fd7-bc2a-d45379551ef6",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.47,1.71,NA,83.24,165.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jorge Soler strikes out swinging.",0,4,7,73,"top",9,"2023-04-26T01:49:48.481Z","2023-04-26T01:51:49.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,80.3,12,0.9,0.4287,6.3176,26.4431,-20.106,-1.2744,7.3035,0.8856,2.7211,6.5107,-127.7799,-1.7652,-1.5305,50.0049,5.0013,-2.1069,2.4,4.8,24,2346,205,NA,NA,NA,NA,NA,NA,FALSE,-22.4,13.1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",1,"2023-04-26T01:50:15.224Z","2023-04-26T01:50:19.653Z",TRUE,"pitch","47da4462-0969-4822-bc7c-ca6824d1ae82",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.56,1.7089,NA,93.07,198.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jorge Soler strikes out swinging.",0,4,7,73,"top",9,"2023-04-26T01:49:48.481Z","2023-04-26T01:51:49.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",90.5,83.3,14,2,0.4157,6.3497,26.5168,-29.1564,-11.4532,1.7158,0.6277,1.4801,9.2215,-131.501,-3.5658,-1.4274,50.0038,5.0042,-20.165,31.2,8.4,24,2066,232,NA,NA,NA,NA,NA,NA,FALSE,-30.8,2.5,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",0,"2023-04-26T01:50:00.102Z","2023-04-26T01:50:05.037Z",TRUE,"pitch","98cc3b79-642a-41ae-ac01-421a5abacd62",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.3566,1.6639,NA,57.08,182.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73","atBat","Strikeout","strikeout","Jorge Soler strikes out swinging.",0,4,7,73,"top",9,"2023-04-26T01:49:48.481Z","2023-04-26T01:51:49.733Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,624585,"Jorge Soler","/api/v1/people/624585","R","Right",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_RHB","Empty",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.1,81,14,0.9,0.4269,6.1214,25.5346,-21.0061,-0.9324,6.6929,1.5721,2.0782,8.162,-128.1135,-3.1551,-1.5288,50.0027,4.9605,-1.5571,0,4.8,24,2386,198,NA,NA,NA,NA,NA,NA,FALSE,-23.5,11.6,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",3,"2023-04-26T01:49:09.924Z","2023-04-26T01:49:19.536Z",TRUE,"pitch","7433de19-aaab-4df8-b3fd-abf6451bd609",4,"In play, no out",NA,NA,NA,NA,FALSE,"D","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"D","In play, no out",1,2,2,NA,NA,3.61,1.74,NA,150.61,175.54,"ground_ball","medium","5",96.55,149.03,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jazz Chisholm Jr. singles on a ground ball to third baseman Austin Riley. Jesus Sanchez to 2nd.",0,4,7,72,"top",9,"2023-04-26T01:47:50.658Z","2023-04-26T01:49:19.536Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.2,81.9,13,0.92,0.4236,6.2229,23.031,-19.5239,-0.3036,7.4416,-0.8818,2.3421,2.2591,-128.5963,-3.0151,-1.7267,50.0001,5.0191,-0.5165,0,4.8,24,2247,204,95,-19,6,NA,NA,NA,FALSE,-21.5,13.2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,660821,"Jesús Sánchez","/api/v1/people/660821",665862,"Jazz Chisholm Jr.","/api/v1/people/665862",NA,NA,NA
718429,"2023-04-25",2,"2023-04-26T01:48:47.767Z","2023-04-26T01:48:51.958Z",TRUE,"pitch","bc7e6ad6-2eb1-4fec-a60f-2a753ef40536",3,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,2,NA,NA,3.61,1.74,NA,105.36,156.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jazz Chisholm Jr. singles on a ground ball to third baseman Austin Riley. Jesus Sanchez to 2nd.",0,4,7,72,"top",9,"2023-04-26T01:47:50.658Z","2023-04-26T01:49:19.536Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.8,81.2,3,0.91,0.4262,6.0879,23.441,-20.8315,-0.2644,6.7634,0.3054,3.0651,4.8968,-127.9291,-1.0784,-1.5895,50.0035,5.1068,-0.4439,1.2,4.8,24,2228,203,NA,NA,NA,NA,NA,NA,FALSE,-22.8,12.2,-0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",1,"2023-04-26T01:48:32.887Z","2023-04-26T01:48:37.544Z",TRUE,"pitch","330c94d4-cab1-4408-ac67-812d9b50eb8d",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,1,2,NA,NA,3.474,1.7395,NA,100.11,219.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jazz Chisholm Jr. singles on a ground ball to third baseman Austin Riley. Jesus Sanchez to 2nd.",0,4,7,72,"top",9,"2023-04-26T01:47:50.658Z","2023-04-26T01:49:19.536Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",84.8,78.2,14,0.91,0.4438,6.481,23.6352,-27.6612,-10.916,2.9252,0.4432,0.7315,7.9912,-123.2408,-4.7342,-1.4171,50.0039,5.0034,-16.8554,28.8,8.4,24,1987,248,NA,NA,NA,NA,NA,NA,FALSE,-33.6,4.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718429,"2023-04-25",0,"2023-04-26T01:48:09.982Z","2023-04-26T01:48:13.712Z",TRUE,"pitch","86cef9ed-96fb-4fd7-b270-c228eebff433",1,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",0,1,2,NA,NA,3.61,1.74,NA,64.46,163.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Single","single","Jazz Chisholm Jr. singles on a ground ball to third baseman Austin Riley. Jesus Sanchez to 2nd.",0,4,7,72,"top",9,"2023-04-26T01:47:50.658Z","2023-04-26T01:49:19.536Z",TRUE,FALSE,FALSE,FALSE,33,1,2,2,665862,"Jazz Chisholm Jr.","/api/v1/people/665862","L","Left",445926,"Jesse Chavez","/api/v1/people/445926","R","Right","vs_RHP","vs_LHB","RISP",NA,"Atlanta Braves",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins",1,"Major League Baseball",NA,NA,104,"National League","Miami Marlins","Atlanta Braves","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88.8,81.5,12,0.91,0.4234,6.2026,26.2053,-18.8909,-1.2524,7.8321,1.3784,2.7737,7.6188,-129.2356,-2.3613,-1.4416,50.0047,5.1457,-2.1251,2.4,4.8,24,2269,219,NA,NA,NA,NA,NA,NA,FALSE,-20.8,13.9,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
