"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","details.disengagementNum","isSubstitution","replacedPlayer.id","replacedPlayer.link","isBaseRunningPlay","result.isOut","about.isTopInning","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718575,"2023-04-15",5,"2023-04-15T04:30:11.342Z","2023-04-15T04:30:15.648Z",TRUE,"pitch","6f604440-0339-4f54-843f-3a34651d377f",6,"Foul Tip",NA,NA,NA,NA,FALSE,"T","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"T","Foul Tip",3,3,2,NA,NA,3.17,1.59,NA,81.07,174.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Max Muncy strikes out on a foul tip.",0,8,2,72,"bottom",9,"2023-04-15T04:28:48.736Z","2023-04-15T04:30:15.648Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","true",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",89.2,82.5,14,2,0.4207,6.4258,25.5616,-28.0557,0.6619,2.3943,0.9427,2.3677,7.0838,-129.8827,-2.5876,-1.8987,50.0029,5.4963,1.1366,4.8,7.2,24,2431,180,NA,NA,NA,NA,NA,NA,TRUE,-30.1,4,-2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",4,"2023-04-15T04:29:55.700Z","2023-04-15T04:29:59.920Z",TRUE,"pitch","d4204b64-b231-46c1-8d0d-fbaff0b9cc5e",5,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",3,2,2,NA,NA,3.0531,1.5176,NA,108.89,198.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Max Muncy strikes out on a foul tip.",0,8,2,72,"bottom",9,"2023-04-15T04:28:48.736Z","2023-04-15T04:30:15.648Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.9,87.3,8,2,0.3961,6.6623,28.9629,-14.7849,-4.5613,8.9651,0.2128,1.4927,7.2194,-137.9688,-7.7027,-1.8379,50.0036,5.3052,-8.8482,24,3.6,24,2249,214,NA,NA,NA,NA,NA,NA,FALSE,-15.4,14.9,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",3,"2023-04-15T04:29:39.399Z","2023-04-15T04:29:44.082Z",TRUE,"pitch","6439ddc5-631a-4e38-ac59-87bdae063a28",4,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",3,1,2,NA,NA,3.0531,1.5676,NA,83.45,210.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Max Muncy strikes out on a foul tip.",0,8,2,72,"bottom",9,"2023-04-15T04:28:48.736Z","2023-04-15T04:30:15.648Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",95.3,87.6,14,2,0.3953,6.7736,29.2918,-11.5929,-3.5655,10.5689,0.8802,1.0611,7.9742,-138.2899,-9.6485,-1.5705,50.001,5.3615,-6.9426,21.6,3.6,24,2355,210,NA,NA,NA,NA,NA,NA,FALSE,-12.7,17.4,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",2,"2023-04-15T04:29:23.705Z","2023-04-15T04:29:27.408Z",TRUE,"pitch","4a512afe-073f-489d-a9a5-cc3145174a4b",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,1,2,NA,NA,3.0201,1.5009,NA,174.33,172.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Max Muncy strikes out on a foul tip.",0,8,2,72,"bottom",9,"2023-04-15T04:28:48.736Z","2023-04-15T04:30:15.648Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.1,73,11,2,0.4723,6.2792,24.6001,-40.7106,8.079,-6.287,-1.5041,2.4672,-0.9205,-116.5519,1.471,-2.1492,50.004,5.7117,10.9685,14.4,12,24,2582,33,NA,NA,NA,NA,NA,NA,FALSE,-53.6,-10.6,-14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",1,"2023-04-15T04:29:07.085Z","2023-04-15T04:29:11.404Z",TRUE,"pitch","17b9f105-3dbb-433d-892a-e645a66a6f45",2,"Called Strike",NA,NA,NA,NA,FALSE,"C","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"C","Called Strike",1,1,2,NA,NA,3.0366,1.5176,NA,98.05,199.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Max Muncy strikes out on a foul tip.",0,8,2,72,"bottom",9,"2023-04-15T04:28:48.736Z","2023-04-15T04:30:15.648Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",87.5,81.7,9,2,0.427,6.2548,22.1136,-27.6942,-0.2451,2.6818,0.4972,1.4488,5.889,-127.4574,-4.453,-1.7954,50.0052,5.3636,-0.41,1.2,7.2,24,2448,121,NA,NA,NA,NA,NA,NA,FALSE,-31,4.2,-0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",0,"2023-04-15T04:28:52.821Z","2023-04-15T04:28:57.523Z",TRUE,"pitch","eaeb7899-a75e-4c8c-810f-693ef68fa357",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.086,1.5676,NA,153.78,200.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"72","atBat","Strikeout","strikeout","Max Muncy strikes out on a foul tip.",0,8,2,72,"bottom",9,"2023-04-15T04:28:48.736Z","2023-04-15T04:30:15.648Z",TRUE,FALSE,FALSE,TRUE,14,3,3,3,571970,"Max Muncy","/api/v1/people/571970","L","Left",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_LHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",80.9,74,13,2,0.4673,6.2727,25.0009,-37.9192,8.4252,-4.1424,-0.965,1.4311,0.3616,-117.7781,-1.2096,-2.2136,50.0032,5.4982,11.6865,16.8,12,24,2466,38,NA,NA,NA,NA,NA,NA,FALSE,-49.7,-7.4,-15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",4,"2023-04-15T04:28:24.020Z","2023-04-15T04:28:29.447Z",TRUE,"pitch","5eacdbcf-a3ad-4cfc-beaa-64800b4fc57d",5,"In play, out(s)",NA,NA,NA,NA,FALSE,"X","rgba(26, 86, 190, 1.0)",TRUE,FALSE,FALSE,"X","In play, out(s)",2,2,1,NA,NA,3.64,1.77,NA,81.16,145.92,"line_drive","medium","4",130.51,137.42,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","J.D. Martinez lines out to second baseman Nico Hoerner.",0,8,2,71,"bottom",9,"2023-04-15T04:27:08.250Z","2023-04-15T04:28:29.447Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","true",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.7,12,2,0.3982,6.3652,27.9923,-14.0629,-3.6613,9.4336,0.9401,3.4393,8.8173,-137.1189,-2.7509,-1.8297,50.001,5.4051,-7.0285,19.2,3.6,24,2293,212,75.6,14,161,NA,NA,NA,TRUE,-13.8,16.8,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",3,"2023-04-15T04:28:05.842Z","2023-04-15T04:28:09.975Z",TRUE,"pitch","09fdf997-5fbc-4672-872b-a0e554fdc45a",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,1,NA,NA,3.64,1.77,NA,99.44,186.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","J.D. Martinez lines out to second baseman Nico Hoerner.",0,8,2,71,"bottom",9,"2023-04-15T04:27:08.250Z","2023-04-15T04:28:29.447Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(152, 0, 101, 1.0)","FC","Cutter",88,81.7,9,2,0.4258,6.644,24.0571,-29.2362,0.5353,1.7473,0.4606,1.9315,6.1837,-128.1597,-3.1169,-2.0432,50.0015,5.4234,0.8982,3.6,7.2,24,2395,113,NA,NA,NA,NA,NA,NA,FALSE,-32.3,2.8,-2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",2,"2023-04-15T04:27:49.983Z","2023-04-15T04:27:54.634Z",TRUE,"pitch","ade998d1-b1f5-4696-a82d-895e2b3da4b3",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,1,NA,NA,3.64,1.77,NA,74.19,170.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","J.D. Martinez lines out to second baseman Nico Hoerner.",0,8,2,71,"bottom",9,"2023-04-15T04:27:08.250Z","2023-04-15T04:28:29.447Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",94.3,86.9,14,2,0.3981,6.7845,27.8059,-14.369,-2.5672,9.2667,1.1231,2.545,8.5048,-137.1242,-5.2168,-1.673,50.0007,5.4382,-4.9323,12,3.6,24,2371,207,NA,NA,NA,NA,NA,NA,FALSE,-14.6,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718575,"2023-04-15",1,"2023-04-15T04:27:33.703Z","2023-04-15T04:27:38.431Z",TRUE,"pitch","ffd6f6f0-f49f-4d11-b861-4ac6cc512fac",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,1,NA,NA,3.3985,1.7008,NA,157.27,174.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71","atBat","Lineout","field_out","J.D. Martinez lines out to second baseman Nico Hoerner.",0,8,2,71,"bottom",9,"2023-04-15T04:27:08.250Z","2023-04-15T04:28:29.447Z",TRUE,FALSE,FALSE,TRUE,0,2,2,2,502110,"J.D. Martinez","/api/v1/people/502110","R","Right",621074,"Michael Rucker","/api/v1/people/621074","R","Right","vs_RHP","vs_RHB","Empty",NA,"Los Angeles Dodgers",1,"Major League Baseball",NA,NA,104,"National League","Chicago Cubs",1,"Major League Baseball",NA,NA,104,"National League","Los Angeles Dodgers","Chicago Cubs","false",NA,"rgba(0, 34, 255, 1.0)","CU","Curveball",78.8,72,13,2,0.4801,6.1295,23.554,-40.9698,7.9807,-6.6888,-1.0564,2.3669,-0.2048,-114.6114,1.6164,-2.0002,50.0041,5.6903,10.4905,14.4,13.2,24,2475,36,NA,NA,NA,NA,NA,NA,FALSE,-55.8,-11.3,-14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
