"game_pk","game_date","index","startTime","endTime","isPitch","type","playId","pitchNumber","details.description","details.event","details.awayScore","details.homeScore","details.isScoringPlay","details.hasReview","details.code","details.ballColor","details.isInPlay","details.isStrike","details.isBall","details.call.code","details.call.description","count.balls.start","count.strikes.start","count.outs.start","player.id","player.link","pitchData.strikeZoneTop","pitchData.strikeZoneBottom","details.fromCatcher","pitchData.coordinates.x","pitchData.coordinates.y","hitData.trajectory","hitData.hardness","hitData.location","hitData.coordinates.coordX","hitData.coordinates.coordY","actionPlayId","details.eventType","details.runnerGoing","position.code","position.name","position.type","position.abbreviation","battingOrder","atBatIndex","result.type","result.event","result.eventType","result.description","result.rbi","result.awayScore","result.homeScore","about.atBatIndex","about.halfInning","about.inning","about.startTime","about.endTime","about.isComplete","about.isScoringPlay","about.hasReview","about.hasOut","about.captivatingIndex","count.balls.end","count.strikes.end","count.outs.end","matchup.batter.id","matchup.batter.fullName","matchup.batter.link","matchup.batSide.code","matchup.batSide.description","matchup.pitcher.id","matchup.pitcher.fullName","matchup.pitcher.link","matchup.pitchHand.code","matchup.pitchHand.description","matchup.splits.batter","matchup.splits.pitcher","matchup.splits.menOnBase","batted.ball.result","home_team","home_level_id","home_level_name","home_parentOrg_id","home_parentOrg_name","home_league_id","home_league_name","away_team","away_level_id","away_level_name","away_parentOrg_id","away_parentOrg_name","away_league_id","away_league_name","batting_team","fielding_team","last.pitch.of.ab","pfxId","details.trailColor","details.type.code","details.type.description","pitchData.startSpeed","pitchData.endSpeed","pitchData.zone","pitchData.typeConfidence","pitchData.plateTime","pitchData.extension","pitchData.coordinates.aY","pitchData.coordinates.aZ","pitchData.coordinates.pfxX","pitchData.coordinates.pfxZ","pitchData.coordinates.pX","pitchData.coordinates.pZ","pitchData.coordinates.vX0","pitchData.coordinates.vY0","pitchData.coordinates.vZ0","pitchData.coordinates.x0","pitchData.coordinates.y0","pitchData.coordinates.z0","pitchData.coordinates.aX","pitchData.breaks.breakAngle","pitchData.breaks.breakLength","pitchData.breaks.breakY","pitchData.breaks.spinRate","pitchData.breaks.spinDirection","hitData.launchSpeed","hitData.launchAngle","hitData.totalDistance","injuryType","umpire.id","umpire.link","details.isOut","pitchData.breaks.breakVertical","pitchData.breaks.breakVerticalInduced","pitchData.breaks.breakHorizontal","details.disengagementNum","isBaseRunningPlay","details.violation.type","details.violation.description","details.violation.player.id","details.violation.player.fullName","isSubstitution","replacedPlayer.id","replacedPlayer.link","result.isOut","about.isTopInning","matchup.postOnSecond.id","matchup.postOnSecond.fullName","matchup.postOnSecond.link","matchup.postOnFirst.id","matchup.postOnFirst.fullName","matchup.postOnFirst.link","matchup.postOnThird.id","matchup.postOnThird.fullName","matchup.postOnThird.link"
718627,"2023-04-11",5,"2023-04-11T03:53:51.696Z","2023-04-11T03:53:57.674Z",TRUE,"pitch","fe732057-8249-4099-a7ee-4b904d28f197",5,"Swinging Strike (Blocked)",NA,NA,NA,NA,FALSE,"W","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"W","Swinging Strike (Blocked)",2,3,2,NA,NA,3.42,1.69,NA,149.12,227.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Willy Adames strikes out swinging.",0,0,3,64,"top",9,"2023-04-11T03:51:58.738Z","2023-04-11T03:53:57.674Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.3,77.6,13,0.89,0.4482,6.664,25.1691,-30.8718,1.8595,0.8674,-0.8427,0.4287,-6.9732,-122.4098,-6.9965,1.807,50.0058,5.9823,2.8095,2.4,8.4,24,2436,13,NA,NA,NA,NA,NA,NA,TRUE,-38.8,0,-1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",3,"2023-04-11T03:53:15.520Z","2023-04-11T03:53:18.905Z",TRUE,"pitch","3fb17dbb-be78-4a1e-ac6f-c42b47b65ff0",4,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,2,2,NA,NA,3.42,1.69,NA,146.28,211.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Willy Adames strikes out swinging.",0,0,3,64,"top",9,"2023-04-11T03:51:58.738Z","2023-04-11T03:53:57.674Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84.6,78,13,0.89,0.4457,6.5481,24.8591,-31.8826,1.4977,0.1924,-0.7682,1.0075,-6.5289,-122.9751,-5.7764,1.729,50.0053,6.0984,2.2907,2.4,8.4,24,2455,345,NA,NA,NA,NA,NA,NA,FALSE,-39.1,-0.8,-1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",2,"2023-04-11T03:52:59.925Z","2023-04-11T03:53:03.192Z",TRUE,"pitch","f487af8f-24e2-4630-aec7-ffada5d21fd5",3,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,1,2,NA,NA,3.42,1.69,NA,115.23,209.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Willy Adames strikes out swinging.",0,0,3,64,"top",9,"2023-04-11T03:51:58.738Z","2023-04-11T03:53:57.674Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(0, 85, 254, 1.0)","CH","Changeup",86.3,79.9,14,2,0.4352,6.6378,23.1004,-21.7841,6.5146,6.4604,0.0466,1.0802,-6.617,-125.3926,-7.4409,1.8614,50.0012,5.8378,10.4722,21.6,6,24,1844,132,NA,NA,NA,NA,NA,NA,FALSE,-26.2,10.3,-10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",1,"2023-04-11T03:52:40.675Z","2023-04-11T03:52:45.632Z",TRUE,"pitch","10eebc98-36d6-407b-a69d-e357c655f2ea",2,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,0,2,NA,NA,3.4901,1.6881,NA,76.12,145.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Willy Adames strikes out swinging.",0,0,3,64,"top",9,"2023-04-11T03:51:58.738Z","2023-04-11T03:53:57.674Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(50, 0, 221, 1.0)","SI","Sinker",91.4,83.9,12,2,0.411,6.6726,27.5613,-18.894,8.1901,7.3741,1.0724,3.4408,-4.6902,-133.0918,-3.8555,1.79,50.0019,6.27,14.7471,34.8,6,24,2122,144,NA,NA,NA,NA,NA,NA,FALSE,-19.8,12.7,-13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",0,"2023-04-11T03:52:25.230Z","2023-04-11T03:52:29.506Z",TRUE,"pitch","3de85f53-8bac-4fdd-92a5-6902cc624f98",1,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,0,2,NA,NA,3.523,1.6881,NA,159.06,209.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Willy Adames strikes out swinging.",0,0,3,64,"top",9,"2023-04-11T03:51:58.738Z","2023-04-11T03:53:57.674Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",92.1,85,13,2,0.4089,6.7883,26.5672,-13.9014,6.857,10.0316,-1.1035,1.0671,-9.4172,-133.5515,-10.7004,1.5642,50.0019,6.1051,12.4881,33.6,4.8,24,2226,139,NA,NA,NA,NA,NA,NA,FALSE,-16.1,16.2,-10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",4,"2023-04-11T03:53:30.945Z","2023-04-11T03:53:51.696Z",FALSE,"action",NA,NA,"Batter Timeout.","Batter Timeout",0,3,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,2,2,2,642715,"/api/v1/people/642715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"batter_timeout",NA,NA,NA,NA,NA,NA,"64","atBat","Strikeout","strikeout","Willy Adames strikes out swinging.",0,0,3,64,"top",9,"2023-04-11T03:51:58.738Z","2023-04-11T03:53:57.674Z",TRUE,FALSE,FALSE,TRUE,14,2,3,3,642715,"Willy Adames","/api/v1/people/642715","R","Right",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_RHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",5,"2023-04-11T03:51:52.183Z","2023-04-11T03:51:59.108Z",TRUE,"pitch","79370608-9871-4d3b-b12a-1f752e6e2366",6,"Swinging Strike",NA,NA,NA,NA,FALSE,"S","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"S","Swinging Strike",2,3,1,NA,NA,3.29,1.67,NA,105.41,176.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,3,63,"top",9,"2023-04-11T03:49:47.412Z","2023-04-11T03:51:59.108Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks","true",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.4,6,0.9,0.4479,6.4831,24.0469,-34.4932,1.4663,-1.5254,0.3039,2.3241,-4.4169,-122.2655,-2.0844,1.9432,50.006,6.147,2.2208,2.4,9.6,24,2499,355,NA,NA,NA,NA,NA,NA,TRUE,-41.8,-3,-1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",4,"2023-04-11T03:51:26.612Z","2023-04-11T03:51:30.576Z",TRUE,"pitch","d3ae0487-8f9b-41cc-ad31-12e3dbc194a3",5,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",2,2,1,NA,NA,3.4572,1.6681,NA,180.6,281.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,3,63,"top",9,"2023-04-11T03:49:47.412Z","2023-04-11T03:51:59.108Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",85.5,78.8,13,0.87,0.4442,6.7031,26.6661,-29.018,1.2534,2.0575,-1.6686,-1.5697,-8.563,-123.7242,-12.2233,1.6874,50.0049,5.9022,1.9265,1.2,8.4,24,2691,1,NA,NA,NA,NA,NA,NA,FALSE,-37.3,0.7,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",3,"2023-04-11T03:51:06.955Z","2023-04-11T03:51:10.330Z",TRUE,"pitch","499374f0-b2b8-468b-8803-1b08c9c23b07",4,"Foul",NA,NA,NA,NA,FALSE,"F","rgba(170, 21, 11, 1.0)",FALSE,TRUE,FALSE,"F","Foul",1,2,1,NA,NA,3.29,1.67,NA,122.45,199.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,3,63,"top",9,"2023-04-11T03:49:47.412Z","2023-04-11T03:51:59.108Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks","false",NA,"rgba(0, 0, 254, 1.0)","SL","Slider",84,77.3,13,0.89,0.4488,6.672,24.8382,-30.3154,-0.1721,1.231,-0.1429,1.462,-4.6334,-122.2064,-4.8575,1.8026,50.0017,6.0895,-0.2587,2.4,8.4,24,2470,335,NA,NA,NA,NA,NA,NA,FALSE,-37.6,1.3,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
718627,"2023-04-11",2,"2023-04-11T03:50:49.945Z","2023-04-11T03:50:54.781Z",TRUE,"pitch","b3af146f-9078-47a6-ad72-0b4cf4622088",3,"Ball",NA,NA,NA,NA,FALSE,"B","rgba(39, 161, 39, 1.0)",FALSE,FALSE,TRUE,"B","Ball",1,2,1,NA,NA,3.4572,1.6681,NA,172.23,160.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"63","atBat","Strikeout","strikeout","Christian Yelich strikes out swinging.",0,0,3,63,"top",9,"2023-04-11T03:49:47.412Z","2023-04-11T03:51:59.108Z",TRUE,FALSE,FALSE,TRUE,14,2,3,2,592885,"Christian Yelich","/api/v1/people/592885","L","Left",605177,"Andrew Chafin","/api/v1/people/605177","L","Left","vs_LHP","vs_LHB","Empty",NA,"Arizona Diamondbacks",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers",1,"Major League Baseball",NA,NA,104,"National League","Milwaukee Brewers","Arizona Diamondbacks","false",NA,"rgba(188, 0, 33, 1.0)","FF","Four-Seam Fastball",93.1,84.7,11,0.92,0.4062,6.8037,30.9569,-14.5906,5.567,9.5622,-1.449,2.8995,-9.643,-135.1226,-6.2628,1.4517,50.0039,6.2827,10.2389,26.4,3.6,24,2160,144,NA,NA,NA,NA,NA,NA,FALSE,-15.8,16.1,-7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
